cnic,canonical_name,father_name,declared_income,tax_paid,ntn,filing_status,phone
13302-9610706-1,Fatima Chattha,S/O Usman Virk,6722290.0,1143110.0,NTN-589638,Non-Filer,0332-2645611
54000-6591164-3,Mohammad Hussain,S/O Rukhsar Ansari,18134290.0,2274900.0,NTN-766179,Filer,0300-9318770
35202-5163938-2,Zubair Zaidi,S/O Mirza Hameed,42662900.0,9271120.0,NTN-237427,Filer,0300-9175995
44000-7367070-3,Qureshi Butt,S/O Naveed Bhatti,34712130.0,6058850.0,NTN-615776,Filer,0312-1211654
44000-8443229-1,Naveed Ansari,,9513660.0,0.0,NTN-845693,Filer,0321-8647043
61101-9483015-2,Omar Baig,S/O Chaudhry Gujjar,0.0,4756960.0,NTN-155749,Filer,0332-7939248
61101-7262088-7,Mehwish Rizvi,S/O Shazia Abbasi,38978940.0,9508480.0,NTN-129399,Filer,0302-8824996
35202-3363965-5,Sajid Latif,S/O Sana Sandhu,13429780.0,3016720.0,,Filer,0313-4598382
35202-2885936-8,Aamir Gondal,S/O Tariq Ahmed,17978410.0,3271710.0,NTN-260183,Filer,0321-3254948
44000-9107275-2,Fatima Chattha,S/O Amna Sandhu,7832330.0,1752950.0,NTN-613466,Filer,0300-5262610
13302-5970532-1,Malik Gujjar,,20190000.0,0.0,NTN-876445,Filer,0313-8034211
35202-8675769-4,Tahir Abbasi,S/O Rukhsar Nawaz,13548290.0,2463090.0,NTN-204077,,0301-5394082
54000-1485989-3,Rukhsar Baig,S/O Noor Chaudhry,11583230.0,1056910.0,NTN-593595,Filer,0331-7766484
13302-3873661-2,فاطمہ خان,S/O Arif Rizvi,8494730.0,1615960.0,NTN-262067,Non-Filer,0332-9752714
,Raja Hussain,S/O Bilal Naqvi,0.0,5931170.0,NTN-780776,,0333-8086125
61101-4446190-8,Sidra Tarar,S/O Nadia Zaidi,7820570.0,392110.0,NTN-553524,Non-Filer,0312-1392501
44000-6665078-5,Syed Mirza,S/O Khalid Raza,5030160.0,0.0,NTN-250231,Filer,0303-2918105
13302-9294566-8,Aamir Sheikh,S/O Sheikh Naqvi,39439230.0,3616890.0,NTN-874077,Filer,0346-6491763
61101-8730483-9,Bushra Aslam,S/O Ibrahim Khan,0.0,0.0,NTN-391809,Filer,0322-7776291
54000-8130118-2,Omar Hashmi,S/O Mirza Hashmi,12413390.0,2666260.0,NTN-336671,Filer,0300-4420722
13302-3446751-1,Ibrahim Karim,S/O Saira Sheikh,16998280.0,3430470.0,NTN-186194,Filer,0303-6981675
13302-9231596-9,Bilal Raja,S/O Waseem Hussain,14149350.0,2226950.0,NTN-451153,Filer,0311-7088410
61101-8350368-8,Sobia Chattha,S/O Rizwan Aslam,22313280.0,5199170.0,NTN-503006,Filer,0345-5014745
61101-3017289-9,Uzma Iqbal,S/O Tahir Butt,2512050.0,0.0,NTN-383831,Non-Filer,0302-1424388
42101-8842645-1,Raja Syed,S/O Amna Malik,23265680.0,2411250.0,NTN-996206,Filer,0311-6449037
42101-7164148-4,Rukhsar Aslam,S/O Sobia Naqvi,10258910.0,2370610.0,NTN-112271,Filer,0322-6660977
54000-6644283-3,Triq Raja,S/O Hassan Khan,14841580.0,1481130.0,NTN-612699,Filer,0301-9454823
13302-9308858-5,Shoaib Abbasi,S/O Khalid Malik,2887920.0,0.0,NTN-648390,Filer,0345-4919503
54000-3348013-4,Hussain Sheikh,S/O Salman Ali,10506800.0,804780.0,NTN-645623,Filer,0333-5349289
61101-2087378-1,Shoaib Syed,S/O S/O Hina Latif,0.0,0.0,NTN-401408,Filer,0303-3967518
13302-9220307-1,Ibrahim Ansari,S/O Asif Baig,16153630.0,3574270.0,NTN-137926,Filer,0303-2607065
44000-1751714-5,Asif Gondal,S/O Hina Virk,19425570.0,4435040.0,NTN-624058,Filer,0333-2450263
42101-4038433-2,Sheikh Sheikh,S/O Shoaib Mirza,4665000.0,0.0,NTN-136140,Non-Filer,0300-2179102
54000-8839914-5,Sana Sandhu,S/O Hassan Gondal,92349330.0,7693080.0,NTN-534251,Filer,0346-8276689
21301-9801939-7,Hina Ali,S/O Rizwan Iqbal,9866690.0,1063430.0,NTN-973714,Filer,0300-2335988
44000-5850391-2,Salman Khan,S/O Zainab Tarar,16252340.0,2996420.0,NTN-371573,Filer,0301-5431092
,Bushra Chaudhry,S/O Naeem Ahmed,10087580.0,1353770.0,NTN-351935,Filer,0346-5069781
61101-7457573-4,Sana Sheikh,S/O Maryam Aslam,0.0,1847590.0,NTN-185663,Filer,0346-8278024
44000-9385512-6,Bilal Akhtar,S/O Fatima Tarar,8918650.0,1040980.0,NTN-199324,Non-Filer,0321-9103333
44000-3874574-8,Ibrahim Sandhu,S/O Mehwish Syed,24064000.0,1648190.0,NTN-883416,Filer,0311-3681873
44000-3761342-9,Sobia Baig,S/O Zainab Akhtar,15032000.0,3169360.0,NTN-694376,Filer,0333-1133955
21301-7335498-3,Nadia Qureshi,S/O مریم چودھری,20029730.0,3694950.0,NTN-928142,Filer,0301-4036431
13302-7553873-6,Rukhsar Raja,S/O Kashif Nawaz,1874050.0,0.0,NTN-951412,Filer,0312-7833134
13302-5104413-2,Omar Gondal,S/O Sobia Butt,54422850.0,5015400.0,NTN-557252,Filer,0300-5555954
21301-8392042-8,Waseem Raja,S/O Zubair Ansari,20935930.0,3077350.0,NTN-593357,Filer,0300-5226632
35202-8082038-9,Iqra Akhtar,S/O Amna Latif,10432690.0,1648330.0,NTN-644509,Filer,0321-3762110
44000-3276171-8,Sajid  Abbasi,S/O Asma Hashmi,19086770.0,1628480.0,NTN-608794,Filer,0300-8148217
44000-8365917-3,Raja Tarar,S/O Omar Tarar,5173820.0,0.0,NTN-409681,Filer,0322-2327669
54000-6949694-8,Sajid Aslam,S/O نادیہ رضا,11475270.0,893570.0,NTN-565154,Filer,0331-9651607
54000-3995962-2,Adnan Iqbal,S/O Rukhsar Akhtar,14587230.0,1772440.0,NTN-100453,Filer,0346-6065380
54000-7190456-1,Chaudhry Naqvi,S/O S/O Fatima Raja,1549850.0,0.0,NTN-902119,Filer,0333-9995633
44000-4815608-7,Khalid Hameed,S/O Rukhsar Ahmed,8033840.0,1423790.0,NTN-192054,Non-Filer,0311-6524481
35202-3418526-7,,S/O Naeem Karim,3955290.0,0.0,NTN-239978,Non-Filer,0321-5446344
61101-4562439-1,Rukhsra Jafri,S/O Malik Jafri,200242540.0,46815240.0,NTN-578270,Filer,
61101-3017289-9,Uzma Iqbal,S/O Tahir Butt,2323940.0,0.0,NTN-723100,Filer,0302-1424388
35202-8123598-6,Saira Chattha,S/O Hamid Akhtar,27525110.0,4035060.0,NTN-249988,Filer,0300-6625209
44000-4343740-3,Chaudhry Gondal,S/O Malik Tarar,24141170.0,1645650.0,NTN-353758,Filer,0332-7816788
42101-7240267-2,Raja Bhatti,S/O Ali Jafri,10646730.0,0.0,NTN-672928,Filer,0313-4903872
44000-7974327-2,Asma Abbasi,S/O Sheikh Rafiq,24041880.0,3327850.0,NTN-779894,Filer,0301-6534739
21301-9314364-6,Ahmed Rizvi,S/O Nadia Abbasi,38891430.0,2888010.0,NTN-517326,,0300-5662942
35202-4373270-9,Shoib Jafri,S/O Hina Jafri,26312410.0,1816430.0,NTN-587081,Filer,0313-7078282
44000-6584095-6,Hina Naqvi,S/O Asif Hussain,26882820.0,5819750.0,NTN-217496,Filer,0312-1799550
42101-7792680-5,Aamir Butt,S/O Arif Malik,69160780.0,16512090.0,NTN-371127,Filer,0311-7098322
35202-9799801-7,Sana Rafiq,S/O Malik Raza,0.0,0.0,NTN-127223,Filer,0322-6263495
44000-8159977-4,Muhammad Sheikh,S/O Salman Rana,4843130.0,0.0,NTN-373371,Non-Filer,0331-4465248
35202-7289990-4,Bilal Nawaz,S/O S/O Uzma Hussain,13126720.0,1850210.0,NTN-716743,Filer,0345-3450300
13302-5586283-4,Sobia Akhtar,S/O Kamran Rana,19432960.0,2118130.0,NTN-115966,Filer,0333-9314428
13302-9680996-6,Adnan Hashmi,S/O Amna Virk,5210680.0,0.0,NTN-305735,Filer,0346-3843741
42101-4845464-4,Bilal Gilani,S/O S/O Asma Raja,21669800.0,0.0,,Filer,0301-2316802
35202-1782511-6,Chaudhry Latif,S/O Omar Naqvi,7716160.0,1322610.0,NTN-653033,Filer,0322-2054981
44000-4963902-5,Bushra Akhtar,S/O Hussain Virk,8874560.0,1212130.0,NTN-574963,Filer,0333-2836456
13302-7390162-4,Sidra Qureshi,S/O Hamid Aslam,11836640.0,2557930.0,NTN-634680,Filer,0321-1163448
13302-1271129-2,Fatima Gondal,S/O Iqra Karim,20516290.0,4727090.0,NTN-834946,Filer,0346-4510432
13302-9646766-2,Salman Karim,S/O Ayesha Mirza,70833010.0,3999600.0,NTN-505252,Filer,0346-2861110
54000-8526994-7,Khalid Mirza,S/O Hassan Qureshi,82468240.0,19558050.0,NTN-773262,Filer,0332-4291026
35202-1263533-3,Fatima Hameed,S/O Hashmi Hameed,992170.0,0.0,NTN-893444,Filer,0302-2420416
54000-4391208-8,Rabia Gilai,S/O Hamid Bukhari,2419320.0,0.0,NTN-682921,Non-Filer,0345-4144098
54000-1718776-5,Naveed Chattha,S/O Naeem Rana,308072040.0,59368040.0,NTN-444056,Filer,0311-3422695
35202-6387493-3,Maryam Abbasi,S/O Kamran Raza,66798130.0,8599530.0,NTN-176128,Filer,0313-3376559
61101-2066122-4,Malik Naqvi,S/O Sidra Hussain,7841520.0,1084060.0,NTN-708626,Non-Filer,0345-5841038
61101-1156579-4,Mehwish Rana,S/O Sheikh Iqbal,2279420.0,0.0,NTN-750379,Filer,0322-8645534
54000-9941974-4,Hussain RRana,S/O Rukhsar Iqbal,2808630.0,0.0,NTN-856590,Filer,0312-8291756
13302-6452832-3,Adnan Gilani,S/O Sobia Karim,72859210.0,4748490.0,NTN-164363,Filer,0312-5691890
35202-4352484-5,Mohammad Sandhu,S/O Adnan Cheema,16509830.0,3493130.0,NTN-920961,Filer,0321-2967515
35202-8120323-8,Usman Gondal,S/O Rizwan Gilani,10212480.0,766140.0,NTN-501339,Filer,0321-5869258
21301-7492179-1,Adnan Ansari,S/O Waseem Karim,21946560.0,2388750.0,NTN-936395,Filer,0301-4653750
42101-5365394-5,عمر شیخ,S/O Shazia Rizvi,13524070.0,745410.0,NTN-391304,Filer,0333-9493741
42101-6372329-5,Imran Bukhari,S/O Sana Aslam,17119060.0,1890120.0,NTN-948407,Filer,0345-3337973
54000-4098023-5,Noor Nawaz,S/O Naveed Malik,5433360.0,0.0,NTN-168103,Filer,0313-7513336
13302-6125509-8,Nadia Chaudhry,S/O Uzma Karim,5867740.0,0.0,NTN-626665,Filer,0312-8970430
21301-7335331-4,Ibrahim Karim,S/O Mohammad Baig,4314040.0,0.0,,Non-Filer,0302-3790514
54000-9941974-4,Hussain Rana,S/O Rukhsar Iqbal,3438340.0,0.0,NTN-729633,Non-Filer,0312-8291756
61101-5043583-9,Iqra Bhatti,S/O Ali Chattha,46983130.0,7960200.0,NTN-112057,Filer,
61101-7647878-9,محمد حسن,S/O Tahir Syed,0.0,1210070.0,NTN-842345,Non-Filer,0311-3917016
44000-5061364-5,Bushra Syed,S/O Ibrahim Latif,15853800.0,2334220.0,NTN-626427,Filer,0346-7093603
61101-5409651-2,Ibrahim Virk,S/O Imran Ahmed,5260480.0,0.0,NTN-886579,Filer,0300-9111791
21301-7944618-9,مریم چودھری,S/O Qureshi Bhatti,2835030.0,0.0,NTN-507174,Filer,0312-1683432
13302-9221175-8,,S/O Sana Butt,0.0,895900.0,NTN-767657,Filer,0331-5623643
54000-9121206-8,,S/O Bushra Latif,69164260.0,6080360.0,NTN-294621,Filer,0313-6617119
61101-4042447-9,Chaudhry Bhatti,S/O Hina Sandhu,2313720.0,0.0,NTN-920548,Non-Filer,0303-5786683
42101-2317950-8,Qureshi Bukhari,S/O Hashmi Rafiq,19442800.0,1727930.0,NTN-509842,Filer,0301-6008682
54000-8147819-3,Asma Hussain,S/O Qureshi Hashmi,15649500.0,0.0,NTN-389766,Filer,0311-4896669
42101-6258777-7,Sajid Baig,S/O Hassan Khan,11646400.0,2011540.0,NTN-397689,Filer,0345-1538072
,Naeem Bhatti,S/O Sidra Ali,9563810.0,1355310.0,,Filer,0313-2706649
54000-5894791-3,Hamid Chattha,S/O Mirza Chaudhry,4868210.0,0.0,,Filer,0346-5064978
21301-5859883-5,Sheikh Aslam,S/O Shoaib Malik,26430230.0,5434720.0,NTN-262633,Filer,0311-8609207
13302-2381560-3,Bushra Hameed,S/O Mohammad Virk,2399060.0,0.0,NTN-280704,Non-Filer,0322-2120379
,Sajid Hussain,S/O Hamid Bukhari,13849950.0,3149220.0,NTN-781195,Filer,0333-3252405
44000-2651924-6,Khalid Nawaz,S/O Saira Cheema,20393380.0,2588810.0,NTN-117297,Filer,0346-1765283
54000-5044518-2,Ali Chattha,S/O Kashif Hameed,8300460.0,803210.0,NTN-463791,Non-Filer,0311-6604835
35202-7121355-3,Rizwan Akhtar,S/O Maryam Rafiq,15254480.0,3411580.0,NTN-435962,Filer,0333-7970985
21301-6923686-5,Saira Sandhu,S/O Malik Tarar,16978780.0,1678030.0,NTN-108285,Filer,0321-8797486
13302-6309658-3,Rbia Raza,S/O Uzma Gondal,87156310.0,5686860.0,NTN-277393,Filer,0322-1237753
42101-9877364-4,,S/O Mehwish Jafri,3535440.0,0.0,NTN-846197,Non-Filer,0332-1445809
54000-6184666-8,Mirza Aslam,S/O Hashmi Rizvi,16267990.0,4043600.0,NTN-569490,Filer,0345-4891930
42101-5153632-2,Imran Gujjar,S/O Usman Gilani,8477070.0,1559900.0,NTN-838084,,0333-2742713
21301-6343575-3,Zainab Aslam,S/O Mirza Naqvi,75109630.0,7924550.0,NTN-563996,Filer,0311-7427269
61101-4783105-7,Iqra Aslam,S/O Mirza Abbasi,87539100.0,11916330.0,NTN-365491,Filer,0345-6027078
21301-4119134-6,Asif Raza,S/O Fatima Hameed,8567450.0,1102780.0,,Non-Filer,0312-3433361
44000-7062468-1,Asif Rizvi,S/O نادیہ رضا,4228370.0,0.0,NTN-731794,Non-Filer,0321-8537871
54000-5191964-7,Noor Cheema,S/O Muhammad Sandhu,33656490.0,8357710.0,NTN-327954,Filer,0322-5328934
42101-5282961-6,Fatima Bhatti,S/O Shazia Zaidi,2688020.0,0.0,NTN-444472,Non-Filer,0321-2619058
42101-6052478-2,ابراہیم ملک,S/O Bilal Nawaz,27713120.0,1650360.0,NTN-163260,Filer,0332-8669093
44000-1226632-1,,S/O Asma Bhatti,11298050.0,2370750.0,NTN-238855,Filer,0312-4273522
13302-7957788-4,ابراہیم ملک,S/O Qureshi Raja,99069980.0,21708280.0,NTN-915720,Filer,0300-1260551
21301-3877765-2,Ali Hashmi,S/O Ali Virk,44008450.0,5043040.0,NTN-535520,Filer,0332-1460189
44000-2718655-3,Malik Malik,S/O Hashmi Zaidi,6518510.0,1480040.0,NTN-943787,Non-Filer,0322-9239030
42101-2934213-2,Naeem Hussain,S/O Rukhsar Zaidi,36136470.0,4613120.0,NTN-185050,Filer,0311-4160426
13302-4481959-3,Naeem Ali,S/O Ali Gilani,6655850.0,671560.0,NTN-779459,Non-Filer,0312-1806532
13302-4898454-2,Mehwish Raja,S/O Zainab Qureshi,6835500.0,1542970.0,NTN-438055,,0331-7835305
61101-6113385-9,Asma Akhtar,S/O Asma Malik,7836660.0,587060.0,NTN-366897,Non-Filer,0301-1837243
44000-9627967-1,Ali Zaidi,S/O Maryam Hussain,17571300.0,3373780.0,NTN-717836,,0303-8970099
44000-5201372-3,,S/O Hashmi Butt,15017460.0,3673960.0,NTN-876183,Filer,0321-8328302
21301-5896242-3,Mohammad Nawaz,S/O Sajid Baig,17699100.0,3792840.0,NTN-998107,Filer,0332-5316391
13302-6327115-2,ابراہیم ملک,S/O Faisal Chaudhry,19103700.0,1516090.0,NTN-830752,Filer,0345-8152244
21301-7250758-2,Kamran Cheema,S/O Mehwish Rafiq,4119210.0,0.0,NTN-866984,Non-Filer,0301-2409304
44000-6711121-7,,,23289650.0,4938360.0,NTN-481326,Filer,0333-6811609
21301-4999003-6,Chaudhry Hussain,S/O Nadia Abbasi,5929840.0,0.0,NTN-477078,Filer,0322-4971899
21301-9889650-8,Syed Hashmi,,5003360.0,0.0,NTN-135058,Non-Filer,0311-8921344
13302-5036764-2,Asma Akhtar,S/O Imran Khan,17463030.0,3605650.0,NTN-154101,Filer,0321-9285103
13302-8903903-4,Waseem Mirza,S/O Sajid Syed,5141440.0,0.0,NTN-217215,Filer,0322-8623020
35202-2511654-8,Rizwan Qureshi,S/O Ibrahim Aslam,79975090.0,5259060.0,NTN-572900,Filer,0313-9906182
35202-3320581-7,Zainab Virk,S/O Waseem Ansari,28767960.0,6405530.0,NTN-789185,Filer,0332-4308801
44000-6549757-6,Sajid Zaidi,S/O Sobia Karim,148764020.0,24565370.0,NTN-762412,Filer,0311-4867786
21301-8617439-9,Saira Hussain,S/O Sana Gujjar,99333630.0,20295220.0,NTN-557306,Filer,0313-6920923
44000-2635293-7,Arif Chaudhry,S/O Sobia Gondal,6780480.0,613800.0,NTN-168063,Filer,0331-6487658
61101-5872771-6,Waseem Syed,S/O Sobia Ahmed,2897290.0,0.0,NTN-644238,Filer,0301-5784611
35202-2684615-2,Faisal Chattha,S/O Bilal Hussain,2626980.0,0.0,NTN-155605,Non-Filer,0313-6473120
13302-3332169-7,Aamir Raja,S/O Syed Aslam,2877050.0,0.0,NTN-169658,Filer,0346-1720280
44000-7305252-9,Noor Cheema,S/O S/O Rabia Raja,993810.0,0.0,NTN-419675,Non-Filer,0331-2592385
54000-6644283-3,Tariq Raja,S/O Hassan Khan,14923520.0,3397450.0,NTN-622802,Filer,0301-9454823
42101-4605337-2,Baig Tarar,S/O Hina Virk,16065670.0,1798750.0,NTN-819869,Filer,0303-8042425
54000-3198758-1,Queshi Butt,S/O Khalid Gondal,0.0,3458000.0,NTN-278819,Filer,0331-1201686
13302-8694491-4,Hussain Khan,S/O Naeem Sheikh,10140940.0,2159640.0,NTN-319235,Filer,0312-2605097
13302-6309658-3,Rabia Raza,S/O Uzma Gondal,86393510.0,15716640.0,NTN-702559,Filer,0322-1237753
54000-9303122-3,Raja Aslam,S/O Fatima Iqbal,27640770.0,5820020.0,NTN-595236,Filer,0313-9466348
21301-3195773-5,Bilal Gilani,S/O S/O Muhammad Karim,6566230.0,746870.0,NTN-905537,Non-Filer,0331-2677407
21301-7342631-7,Tahir Gujjar,S/O Rukhsar Tarar,34459490.0,3562770.0,NTN-799774,Filer,0302-8264716
42101-1995740-6,Faisal Butt,S/O Waseem Jafri,12116120.0,1201960.0,NTN-163809,Filer,0312-6948095
54000-5490514-2,Saira Nawaz,S/O Waseem Gilani,59073280.0,14001820.0,NTN-639708,Filer,0332-5532632
13302-3459253-2,Sheikh Hussain,S/O Iqra Khan,18153490.0,0.0,NTN-359929,Filer,0321-9231939
35202-2195144-8,Asma Gilani,S/O Asif Ahmed,17181580.0,1768330.0,NTN-609004,Filer,0301-3539272
44000-6343290-5,Noor Jafri,S/O Shoaib Latif,14906710.0,3271310.0,NTN-834647,Filer,0331-5107483
35202-2004512-5,Ali Cheema,S/O Zubair Butt,6938340.0,495410.0,NTN-932874,Filer,0301-2753911
35202-3870540-6,Ahmed Tarar,S/O Kashif Hashmi,4400510.0,0.0,NTN-571837,Filer,0333-6099359
61101-9324589-1,Naveed Qureshi,S/O Aamir Naqvi,11549250.0,0.0,NTN-300528,,0321-7637290
42101-1790971-4,Tariq Raja,S/O Naveed Sandhu,10615450.0,1719590.0,NTN-962037,Filer,0313-9615046
44000-8649014-3,Bushra Gujjar,S/O Khalid Virk,8648070.0,1681810.0,NTN-553427,Non-Filer,0303-5966782
35202-7068221-2,Zubair iRzvi,S/O Syed Butt,222173470.0,36145200.0,NTN-380229,Filer,0345-4800162
21301-7621799-8,Hussain Ansari,S/O Fatima Gujjar,6680600.0,841490.0,NTN-403640,Filer,0311-4826231
13302-8618003-5,Maryam Rizvi,S/O Asma Hussain,13165910.0,2835480.0,NTN-489634,Filer,0331-8129463
44000-7812327-6,Malik Raja,S/O عائشہ احمد,2791030.0,0.0,NTN-988721,Filer,0302-6404262
61101-6092234-5,Saira Hameed,S/O Rabia Ahmed,2242870.0,0.0,NTN-103756,Filer,0302-7277116
44000-7734673-7,,S/O Omar Bhatti,7192490.0,1287730.0,NTN-839407,Filer,0322-9854274
44000-1752869-8,عمر شیخ,S/O Kashif Nawaz,120315710.0,15012720.0,NTN-314995,Filer,0301-6177530
42101-7356509-2,Rukhsar Chattha,S/O Aamir Malik,15054600.0,798820.0,NTN-227347,Filer,0303-7792821
42101-7652021-6,Khalid Gilani,S/O Arif Ansari,3027770.0,0.0,NTN-760398,Filer,0311-5596547
35202-1928321-4,Sajid Bhatti,S/O Ibrahim Nawaz,10955870.0,1257370.0,NTN-861464,Filer,0333-8922779
35202-1086666-2,Husasin Rana,S/O Qureshi Abbasi,5871030.0,0.0,NTN-626929,Non-Filer,0303-3994288
35202-4493756-3,Sobia Iqbal,S/O Naeem Sandhu,39110550.0,3015020.0,NTN-544500,Filer,0312-2583322
61101-6113385-9,Asma Akhtar,S/O Asma Malik,8042190.0,523040.0,NTN-912162,Non-Filer,0301-1837243
61101-4926181-1,Hassan Gilani,S/O S/O Naeem Butt,1000960.0,0.0,NTN-863839,Filer,0321-1779091
54000-1147701-2,Salman Bukhari,S/O Sidra Gilani,1110690.0,0.0,NTN-428249,Filer,0332-5090740
44000-8103798-3,صنا ملک,S/O Rukhsar Butt,5635200.0,0.0,NTN-517546,Filer,0331-3885556
,Rabia Abbasi,S/O S/O Chaudhry Aslam,20717780.0,3031710.0,NTN-323158,Filer,0331-5141290
54000-3982357-9,Ali Qureshi,S/O Sana Syed,2104470.0,0.0,NTN-387697,Non-Filer,0301-4652267
54000-4500979-4,Mirza Hussain,,10612670.0,1834300.0,NTN-626778,Filer,0322-8203700
42101-3189287-3,Ali Raza,S/O عمر شیخ,2899880.0,0.0,NTN-813504,Filer,0313-3346094
21301-4104204-8,Omar Sheiikh,S/O Mohammad Virk,2356810.0,0.0,NTN-277753,Filer,0346-7252556
21301-5875697-2,Asif Rana,S/O Naveed Sandhu,3927000.0,0.0,NTN-939020,Filer,0302-6729398
35202-9659503-3,Ahmed Karim,,11751350.0,2225810.0,NTN-477577,Filer,
54000-6227664-8,Tariq Malik,S/O Omar Iqbal,16242090.0,3647030.0,NTN-782467,Filer,0345-7299691
42101-8236321-4,Uzma Sheikh,S/O Baig Mirza,7905520.0,418430.0,NTN-855881,Non-Filer,0321-8152934
44000-5343805-3,Maryam Rafiq,S/O Amna Qureshi,90904660.0,12225320.0,NTN-862501,Filer,0333-2547851
13302-3775364-7,Bilal Sandhu,S/O Saira Zaidi,2677100.0,0.0,NTN-471269,Filer,0332-7046680
44000-3078530-2,Tariq Aslam,S/O Faisal Butt,3124240.0,0.0,NTN-272539,Filer,0331-4304572
42101-6040993-1,Qureshi Mirza,S/O Qureshi Akhtar,19808900.0,3663110.0,NTN-142958,Filer,0312-8653296
35202-6223433-9,Qureshi Hashmi,S/O Naveed Naqvi,22301630.0,4993650.0,NTN-803920,Filer,0332-8614650
61101-7701385-6,Tariq Chaudhry,S/O S/O Muhammad Malik,358640.0,0.0,NTN-651482,Non-Filer,
42101-9854698-5,Kashif Tarar,S/O Shazia Nawaz,6284320.0,1055950.0,NTN-660702,Non-Filer,0313-5826180
54000-6919951-2,Hassan Gilani,S/O Salman Gujjar,12397550.0,977920.0,NTN-373462,Filer,0331-1299269
54000-4502996-5,Bilal Rana,S/O Kamran Malik,8895290.0,895560.0,NTN-410033,Filer,0331-1456598
61101-7646550-3,Faisal Raza,S/O Kashif Ahmed,9930310.0,1193990.0,NTN-129136,Non-Filer,0300-7147324
21301-3770489-2,Qureshi Gilani,S/O Muhammad Cheema,14137810.0,2559650.0,NTN-571447,Filer,0333-9756449
13302-7339201-5,Bushra Khan,S/O Baig Ahmed,50124610.0,3501570.0,NTN-296784,Filer,0313-6767836
44000-6423566-6,Muhammad Sandhu,S/O Imran Sheikh,55957080.0,3599940.0,NTN-913106,Filer,0303-5691702
54000-7116942-2,Ayesha Gilani,S/O Tahir Iqbal,9959040.0,858620.0,NTN-921803,Non-Filer,0333-5088533
42101-7990350-6,Hassan Ansari,S/O Sobia Latif,3952160.0,0.0,NTN-751167,Non-Filer,0302-8291432
35202-8729138-4,Zainab Karim,S/O Salman Raja,17419280.0,3846010.0,NTN-641238,Filer,0301-7067543
35202-4564360-8,Sana Karim,S/O Asma Zaidi,2288050.0,0.0,NTN-919427,Filer,0311-5868690
13302-2408104-6,Syed Malik,S/O Tahir Ali,2191060.0,0.0,NTN-388274,Non-Filer,0313-7097414
21301-7250758-2,Kamran Cheema,S/O Mehwish Rafiq,4447460.0,0.0,NTN-626100,Non-Filer,0301-2409304
21301-5166084-6,Uzma Karim,S/O Shoaib Latif,10152440.0,2319300.0,NTN-359012,,0301-1173144
13302-1355257-8,علی حسین,S/O Sidra Tarar,9742030.0,1895630.0,,Non-Filer,0321-9727291
35202-2287024-4,Sana Rizvi,S/O Bushra Karim,29523530.0,5303260.0,NTN-568133,Filer,0311-9365912
21301-3753830-4,محمد احمد,S/O Zubair Malik,31327730.0,2769580.0,NTN-556722,Filer,0346-5162130
35202-4641132-2,Kashif Butt,S/O Rizwan Bhatti,15439030.0,1874200.0,NTN-225578,Filer,0322-2165975
35202-7188568-5,Muhammad Chattha,S/O Tahir Butt,223837110.0,52921060.0,NTN-684705,Filer,0311-1562509
54000-2733144-2,Ali Raza,S/O Sobia Gilani,39813280.0,5407610.0,NTN-967344,Filer,0312-7886706
54000-6827975-1,Saira Nawaz,S/O Muhammad Hameed,92954090.0,22569860.0,NTN-267919,Filer,0332-2904455
42101-2243258-7,Ali Mirza,S/O Rabia Aslam,14282480.0,1463180.0,NTN-213684,,0333-4030592
42101-6005569-1,Mohammad Raja,S/O مریم چودھری,14121000.0,1682150.0,NTN-680075,Filer,0302-2263661
61101-8602555-1,Tahir Gilani,S/O S/O Malik Ahmed,20858470.0,2049000.0,NTN-840375,Filer,
44000-8682043-1,Salman Chaudhry,S/O Salman Gondal,12348690.0,2692380.0,NTN-799711,Filer,0312-4003831
61101-9098979-1,Qureshi Chaudhry,S/O S/O Ali Raja,3624110.0,0.0,NTN-966067,Filer,0312-4448564
44000-2929831-5,Mohammad Iqbal,S/O Naveed Naqvi,56715670.0,4236830.0,NTN-663201,Filer,0302-7382374
42101-3051464-6,Rabia Nawaz,S/O Tahir Ali,69455840.0,12532750.0,NTN-532780,Filer,0345-4958384
54000-6949694-8,Sajid Aslam,S/O نادیہ رضا,0.0,1694460.0,NTN-961240,Filer,0331-9651607
35202-7019442-5,Tariq Baig,S/O Ayesha Mirza,77594190.0,13100280.0,,Filer,0346-9446974
54000-7390726-6,Hashmi Sandhu,S/O Zainab Latif,14866110.0,1118740.0,,Filer,0331-4987189
35202-1512765-4,Hina Latif,S/O Mohammad Hussain,1681250.0,0.0,NTN-244868,Non-Filer,0302-8962169
42101-1390306-2,Waseem Rafiq,S/O Imran Jafri,8440330.0,1844600.0,,Filer,0345-5694057
13302-1536023-2,Usman Mirza,S/O Maryam Cheema,8645510.0,1348240.0,NTN-471815,Filer,0301-8464319
35202-3795846-3,Arif Qureshi,S/O مریم چودھری,1379220.0,0.0,NTN-358289,Filer,0300-8962478
21301-3278433-1,Arif Raza,,11497960.0,2742950.0,NTN-623830,Filer,0311-1250021
42101-4170093-2,Waseem Syed,S/O Waseem Hussain,41102890.0,2898680.0,NTN-828194,Filer,0302-2560341
13302-3148182-1,Sheikh Ahmed,S/O Uzma Bukhari,134099970.0,6944100.0,NTN-340686,Filer,0312-1960095
