canonical_name,father_name,cnic,consumer_id,meter_no,address,city,province
Aamir Raja,S/O Ahmed Syed,44000-4001408-9,CON-24296045,MTR-4203397,"House 360, Block G, Model Town, Sargodha",Sargodha,Punjab
Qureshi Rafiq,S/O Hussain Gilani,54000-4249747-3,CON-34065313,MTR-3475078,"House 64, Block A, Saddar, Skardu",Muzaffarabad,Azad Kashmir
Muhammad Virk,S/O Sajid Ansari,35202-3284907-2,CON-46434880,MTR-5531264,"House 316, Block C, Askari, Mirpurkhas",Mirpurkhas,Sindh
عیل حسین,S/O Arif Bukhari,21301-6443321-1,CON-29912148,MTR-6204420,"House 361, Block A, Cantt, Islamabad",Islamabad,ICT
Tahir Ahmed,S/O Aamir Raja,13302-8046415-3,CON-34526820,MTR-5512522,"House 443, Block C, Cantt, Mingora",Mingora,KPK
Sajid Abbasi,S/O Saira Ansari,44000-8685611-9,CON-71586945,MTR-4710587,"House 293, Block B, Saddar, Turbat",Turbat,Balochistan
Fatima Bhatti,S/O Sobia Karim,42101-2436347-4,CON-55459226,MTR-8628255,"House 331, Block H, Township, Mirpurkhas",Mirpurkhas,Sindh
Muhammad Hussain,S/O Amna Baig,,CON-55555961,MTR-2236931,"House 309, Block H, Gulberg, Bannu",Bannu,KPK
Muhammad ملک,S/O Rabia Syed,61101-3968493-2,CON-71966330,MTR-5234495,"House 101, Block F, Saddar, Muzaffarabad",Muzaffarabad,Azad Kashmir
Baig Gondal,S/O Salman Rizvi,35202-1075656-3,CON-86718027,MTR-2169461,"House 139, Block A, Askari, Muzaffarabad",Muzaffarabad,Azad Kashmir
Hamid Jafri,S/O Rukhsar Bhatti,61101-8026283-3,CON-48081089,MTR-4049411,"House 45, Block B, Defence, Chilas",Chilas,Gilgit-Baltistan
Mirza Tarar,S/O Aamir Malik,42101-9794921-7,CON-74335141,MTR-3073550,"House 469, Block F, Gulberg, Faisalabad",Faisalabad,Punjab
Raja Gilani,S/O Sidra Syed,21301-8107177-8,CON-68832519,MTR-3741782,"House 117, Block G, Cavalry Ground, Gilgit",Gilgit,Gilgit-Baltistan
Saira Chattha,S/O Hamid Akhtar,35202-8123598-6,CON-19672495,MTR-8618237,"House 197, Block H, Scheme 33, Gilgit",Gilgit,Gilgit-Baltistan
Khalid Mirza,S/O Muhammad Rafiq,35202-6727019-4,CON-40593523,MTR-6556176,"House 194, Block E, Township, Mingora",Mingora,KPK
Salman Butt,S/O Qureshi Virk,61101-6931509-4,CON-32844892,MTR-6102609,"House 289, Block C, Scheme 33, Islamabad",Islamabad,ICT
Naveed Cheema,S/O Ayesha Syed,13302-6662421-5,CON-48586196,MTR-4855478,"House 356, Block B, Askari, Islamabad",Islamabad,ICT
Adnan Zaidi,S/O Sheikh Ahmed,42101-8595562-4,CON-16433724,MTR-1222081,"House 103, Block E, DHA, Gilgit",Gilgit,Gilgit-Baltistan
Chaudhry Tarar,S/O Muhammad Latif,44000-6434660-2,CON-71704548,MTR-9830156,"House 189, Block D, Cantt, Lahore",Lahore,Punjab
Muhammad Bukhari,S/O Muhammad Rafiq,42101-3761979-3,CON-18394621,MTR-3938342,"House 495, Block F, Gulberg, Mardan",Mardan,KPK
Uzma Aslam,S/O Noor Chaudhry,21301-8399551-7,CON-90833937,MTR-3940696,"House 450, Block H, F-10, Mirpur",Mirpur,Azad Kashmir
Tariq Raja,S/O Hassan Gilani,42101-8266785-8,CON-95241542,MTR-5894495,"House 40, Block H, Model Town, Hub",Hub,Balochistan
Shoaib Khan,S/O Sidra Bhatti,54000-2915297-8,CON-72891175,MTR-5602853,"House 151, Block H, Gulberg, Chilas",Chilas,Gilgit-Baltistan
Hamid Bukhari,S/O Tahir Virk,13302-7044006-3,CON-66040219,MTR-1849113,"House 25, Block E, DHA, Mirpur",Mirpur,Azad Kashmir
Hussain Latif,S/O عائشہ احمد,13302-6319782-2,CON-80247589,MTR-7670111,"House 200, Block G, I-8, Gwadar",Gwadar,Balochistan
Kashif Ali,S/O صنا ملک,13302-1711620-4,CON-74112230,MTR-3649461,"House 323, Block A, Askari, Hub",Hub,Balochistan
عمر شیخ,S/O Rukhsar Bhatti,61101-8119368-1,CON-28755402,MTR-5587924,"House 195, Block C, Saddar, Hyderabad",Hyderabad,Sindh
Ali Hashmi,S/O S/O Naeem Iqbal,35202-7979786-8,CON-25584609,MTR-5941569,"House 442, Block C, Clifton, Rawalakot",Rawalakot,Azad Kashmir
Asif Gujjar,S/O Sajid Malik,13302-6292423-7,CON-23621464,MTR-4099956,"House 453, Block H, Johar Town, Khuzdar",Khuzdar,Balochistan
Sobia Butt,S/O Qureshi Rana,61101-1311394-2,CON-35911011,MTR-3768096,"House 357, Block B, Gulshan-e-Iqbal, Islamabad",Islamabad,ICT
Nadia Butt,S/O Chaudhry Syed,42101-4827675-3,CON-57361451,MTR-9262737,"House 454, Block H, Bahria Town, Islamabad",Islamabad,ICT
,,42101-1868100-6,CON-80687556,MTR-3794741,"House 106, Block A, Township, Islamabad",Islamabad,ICT
Shazia Zaidi,S/O Mirza Hameed,54000-4566116-7,CON-84307246,MTR-6567391,"House 245, Block H, Model Town, Mirpur",Mirpur,Azad Kashmir
Hashmi Jafri,S/O Nadia Gilani,42101-6771143-2,CON-46561757,MTR-2506143,"House 21, Block F, G-9, Larkana",Islamabad,ICT
Rizwan Aslam,S/O Sajid Ahmed,44000-3673963-9,CON-41479083,MTR-9551626,"House 231, Block B, Cantt, Gilgit",Gilgit,Gilgit-Baltistan
Maryam Jafri,S/O Sajid Zaidi,54000-3468450-8,CON-41864634,MTR-5491403,"House 148, Block B, F-10, Skardu",Skardu,Gilgit-Baltistan
Muhammad Syed,S/O Sobia Latif,54000-5910157-7,CON-79596263,MTR-8377996,"House 86, Block F, F-10, Chilas",Chilas,Gilgit-Baltistan
Tahir Gondal,S/O Asif Cheema,42101-4451578-7,CON-46903881,MTR-1465034,"House 480, Block A, Scheme 33, Mirpur",Mirpur,Azad Kashmir
Qurehsi Abbasi,S/O Usman Rizvi,54000-8611052-3,CON-55100405,MTR-8300241,"House 410, Block B, Clifton, Rawalakot",Rawalakot,Azad Kashmir
Kamran Akhtar,S/O Hashmi Naqvi,35202-8372316-2,CON-96528637,MTR-2033424,"House 262, Block F, Bahria Town, Mirpurkhas",Mirpurkhas,Sindh
Fatima Rana,S/O Ayesha Akhtar,21301-9642470-5,CON-74218714,MTR-1173722,"House 456, Block H, Defence, Rawalakot",Rawalakot,Azad Kashmir
,S/O Amna Latif,13302-5233054-5,CON-79420570,MTR-9063836,"House 156, Block G, Scheme 33, Muzaffarabad",Muzaffarabad,Azad Kashmir
Hamid Iqbal,S/O Shoaib Raja,13302-1475421-8,CON-83032061,MTR-2935697,"House 28, Block E, Bahria Town, Mirpur",Mirpur,Azad Kashmir
Ahmed Jafri,S/O Naveed Latif,13302-1659976-6,CON-62842786,MTR-7996577,"House 212, Block H, Cavalry Ground, Hyderabad",Hyderabad,Sindh
Hassan Raza,S/O Hamid Sheikh,61101-9448435-7,CON-58224710,MTR-1312882,"House 270, Block B, Clifton, Hub",Hub,Balochistan
Nadia Qureshi,S/O Fatima Akhtar,54000-8896858-9,CON-63297809,MTR-5261528,"House 437, Block G, PAF Colony, Larkana",Larkana,Sindh
Ibrahim Gilani,S/O Syed Hashmi,54000-9761648-2,CON-83458756,MTR-7825150,"House 383, Block F, PAF Colony, Mingora",Mingora,KPK
Muhammad Sandhu,S/O Rabia Ali,21301-4500144-8,CON-71592382,MTR-6455445,"House 141, Block A, Askari, Khuzdar",Khuzdar,Balochistan
Malik Ansari,S/O Mehwish Tarar,54000-3304005-6,CON-90276148,MTR-6084975,"House 172, Block B, Model Town, Multan",Multan,Punjab
Amna Sandhu,S/O Sheikh Latif,44000-4459475-2,CON-92802530,MTR-6119552,"House 11, Block A, E-11, Multan",Multan,Punjab
Sana Karim,S/O Asma Zaidi,35202-4564360-8,CON-28041575,MTR-5026250,"House 335, Block D, DHA, Chilas",Chilas,Gilgit-Baltistan
Nadia Malik,S/O Sheikh Latif,54000-6591646-6,CON-63751195,MTR-1671363,"House 186, Block D, Cavalry Ground, Multan",Multan,Punjab
Syed Sandhu,S/O Ahmed Rana,13302-3664700-4,CON-19933143,MTR-4774081,"House 35, Block B, F-10, Islamabad",Islamabad,ICT
Tahir Hameed,S/O Rukhsar Rizvi,13302-6939785-4,CON-80625655,MTR-1564825,"House 241, Block G, Gulberg, Peshawar",Peshawar,KPK
عمر شیخ,S/O Sheikh Naqvi,44000-9162300-8,CON-53698457,MTR-3267879,"House 494, Block D, Saddar, Mardan",Mardan,KPK
,S/O Sheikh Abbasi,13302-9999150-9,CON-83164094,MTR-9311338,"House 379, Block G, Cavalry Ground, Hub",Hub,Balochistan
Nadia Ali,,61101-4501668-4,CON-64879170,MTR-3499373,"House 253, Block E, Cavalry Ground, Rawalpindi",Rawalpindi,Punjab
Saira Zaidi,S/O Hashmi Qureshi,21301-1133700-6,CON-77732446,MTR-6627881,"House 303, Block H, Askari, Rawalakot",Rawalakot,Azad Kashmir
Bilal Latif,S/O Bilal Naqvi,61101-7087698-2,CON-17062515,MTR-5021335,"House 202, Block E, F-10, Turbat",Turbat,Balochistan
Sidra Syed,S/O S/O Ali Raja,35202-3400426-7,CON-56440128,MTR-7831295,"House 245, Block C, DHA, Gilgit",Gilgit,Gilgit-Baltistan
Raja Hussain,S/O ابراہیم ملک,44000-1228991-4,CON-93641985,MTR-1011102,"House 149, Block E, Clifton, Mirpurkhas",Mirpurkhas,Sindh
Raja Butt,S/O محمد احمد,35202-1341202-3,CON-81488556,MTR-2074287,"House 206, Block F, I-8, Islamabad",Islamabad,ICT
Nadia Raza,S/O Asif Ahmed,42101-6693071-6,CON-76971857,MTR-5659099,"House 305, Block D, Scheme 33, Gwadar",Gwadar,Balochistan
,S/O Bilal Qureshi,21301-4078094-3,CON-97198177,MTR-2605959,"House 69, Block F, Gulshan-e-Iqbal, Bahawalpur",Islamabad,ICT
Muhammad Butt,S/O Zubair Rana,42101-7306118-6,CON-60612204,MTR-2877871,"House 70, Block G, E-11, Islamabad",Islamabad,ICT
Maryam Latif,S/O Hamid Virk,54000-1140408-6,CON-40505616,MTR-5349647,"House 128, Block B, E-11, Islamabad",Islamabad,ICT
Rizwan Iqbal,S/O Sidra Hussain,35202-4766861-2,CON-35610217,MTR-4796262,"House 310, Block C, Cavalry Ground, Lahore",Lahore,Punjab
نادیہ رضا,S/O Mohammad Baig,54000-9207968-7,CON-57779667,MTR-2477867,"House 168, Block B, E-11, Chilas",Chilas,Gilgit-Baltistan
Muhammad Hussain,S/O Fatima Tarar,13302-4116604-7,CON-94867289,MTR-5748905,"House 41, Block F, DHA, Khuzdar",Khuzdar,Balochistan
Sajid Chattha,,35202-8721431-8,CON-14132575,MTR-7213724,"House 23, Block H, G-9, Mirpur",Mirpur,Azad Kashmir
Fatima Jafri,S/O Zubair Rizvi,54000-6168373-5,CON-73229869,MTR-7935507,"House 107, Block G, North Nazimabad, Bahawalpur",Skardu,Gilgit-Baltistan
,S/O Shoaib Syed,42101-2611084-8,CON-46098975,MTR-7002436,"House 246, Block C, Gulshan-e-Iqbal, Rawalakot",Rawalakot,Azad Kashmir
Ali Mirza,S/O Omar Bukhari,44000-7118266-3,CON-48268867,MTR-7349767,"House 199, Block B, DHA, Abbottabad",Abbottabad,KPK
Hussain Rizvi,S/O Hamid Gujjar,13302-2578264-3,CON-68233141,MTR-3679041,"House 231, Block D, Model Town, Islamabad",Islamabad,ICT
Muhammad Latif,S/O Naeem Butt,13302-7097329-9,CON-65669890,MTR-9413618,"House 467, Block F, Township, Chilas",Chilas,Gilgit-Baltistan
Naveed Iqbal,S/O Maryam Sandhu,21301-2742651-6,CON-10034413,MTR-8038013,"House 483, Block C, Cantt, Mingora",Mingora,KPK
Zainab Gondal,S/O Sheikh Virk,61101-1359908-7,CON-24240650,MTR-8818180,"House 164, Block F, Johar Town, Islamabad",Islamabad,ICT
Sana Hameed,S/O Naeem Gujjar,44000-9573729-3,CON-95616782,MTR-3316292,"House 411, Block D, Clifton, Mardan",Mardan,KPK
Aamir Jafri,S/O Ayesha Syed,42101-4383629-2,CON-77622268,MTR-2745702,"House 7, Block H, E-11, Faisalabad",Faisalabad,Punjab
Adnan Iqbal,S/O Omar Bhatti,35202-3026278-9,CON-63417383,MTR-1790486,"House 391, Block F, E-11, Mardan",Mardan,KPK
Iqra Gujjar,S/O Mirza Sheikh,61101-8373458-1,CON-56409493,MTR-4023875,"House 31, Block G, E-11, Muzaffarabad",Muzaffarabad,Azad Kashmir
Baig Nawaz,S/O Naveed Bukhari,54000-2235408-8,CON-25598807,MTR-5296337,"House 371, Block E, Bahria Town, Multan",Multan,Punjab
Baig Iqbal,S/O Asma Sandhu,54000-2356903-6,CON-40768356,MTR-3233659,"House 458, Block C, Johar Town, Rawalakot",Rawalakot,Azad Kashmir
Shazia Khan,S/O Saira Iqbal,54000-2747196-5,CON-14041039,MTR-8151110,"House 129, Block C, F-10, Mirpurkhas",Mirpurkhas,Sindh
Iqra Mirza,S/O Salman Rana,61101-7727219-5,CON-85393703,MTR-2158353,"House 209, Block G, Johar Town, Turbat",Turbat,Balochistan
Ali Rafiq,S/O Baig Ahmed,35202-4107624-4,CON-65650162,MTR-7971136,"House 34, Block H, PAF Colony, Multan",Multan,Punjab
Aamir Sheikh,S/O Usman Abbasi,54000-6816998-7,CON-93931868,MTR-4826440,"House 367, Block A, Scheme 33, Muzaffarabad",Muzaffarabad,Azad Kashmir
Uzma Qureshi,S/O Imran Gujjar,44000-2731281-4,CON-60230696,MTR-2380285,,Islamabad,ICT
Sana Jafri,S/O Syed Sandhu,35202-3783829-6,CON-82443514,MTR-2671338,"House 326, Block F, Defence, Sialkot",Sialkot,Punjab
Shazia Rafiq,S/O Maryam Aslam,42101-2750075-1,CON-67010924,MTR-9460611,"House 271, Block C, Defence, Khuzdar",Khuzdar,Balochistan
Arif Hashmi,S/O Shazia Mirza,35202-7765880-1,CON-99532914,MTR-4783368,"House 308, Block H, DHA, Abbottabad",Abbottabad,KPK
Nadia Qureshi,S/O Fatima Akhtar,54000-8896858-9,CON-44442663,MTR-8643288,"House 437, Block G, PAF Colony, Larkana",Larkana,Sindh
Asma Hameed,,13302-5041651-4,CON-43484386,MTR-3509444,"House 340, Block A, Askari, Kohat",Kohat,KPK
Adnan Gondal,S/O Naeem Zaidi,42101-7946088-8,CON-23626930,MTR-4527784,"House 404, Block D, Cavalry Ground, Mirpurkhas",Mirpurkhas,Sindh
Kashif Iqbal,S/O Arif Bukhari,44000-4901015-6,CON-39998897,MTR-8640574,"House 284, Block G, Township, Islamabad",Islamabad,ICT
Saira Cheema,S/O Ahmed Virk,54000-1611999-9,CON-99454472,MTR-3697212,"House 262, Block H, Johar Town, Nawabshah",Nawabshah,Sindh
Hassan Chaudhry,,35202-9742009-6,CON-19046500,MTR-1478417,"House 304, Block C, Gulberg, Chilas",Chilas,Gilgit-Baltistan
Muhammad Tarar,S/O Shazia Naqvi,42101-5021203-6,CON-46822808,MTR-8009857,"House 456, Block B, Model Town, Karachi",Karachi,Sindh
Kamran Karim,S/O Muhammad Chaudhry,35202-4109974-7,CON-59208085,MTR-6426506,"House 215, Block G, I-8, Turbat",Turbat,Balochistan
Muhammad Qureshi,S/O Fatima Sandhu,21301-2470805-1,CON-55617136,MTR-7739610,"House 11, Block D, Cavalry Ground, Lahore",Lahore,Punjab
Imran Malik,S/O Khalid Karim,54000-9382875-9,CON-12593576,MTR-7127058,"House 450, Block H, Gulshan-e-Iqbal, Gilgit",Gilgit,Gilgit-Baltistan
Ayesha Baig,S/O Hashmi Akhtar,42101-9942931-6,CON-78599085,MTR-9262894,"House 88, Block G, Gulshan-e-Iqbal, Nawabshah",Nawabshah,Sindh
Tariq Bhatti,S/O Maryam Hashmi,54000-3002861-1,CON-29932913,MTR-3723421,"House 242, Block C, Township, Islamabad",Islamabad,ICT
عمر شیخ,S/O Sajid Zaidi,35202-5878848-4,CON-74377192,MTR-7060734,"House 496, Block B, Saddar, Skardu",Skardu,Gilgit-Baltistan
Hassan Hussain,S/O Tariq Nawaz,54000-9705621-2,CON-94012582,MTR-1947244,"House 25, Block H, E-11, Turbat",Turbat,Balochistan
Naeem Gilani,S/O S/O Fatima Ali,44000-5745083-1,CON-84706830,MTR-6075061,"House 165, Block B, Model Town, Islamabad",Islamabad,ICT
Chaudhry Bhatti,S/O Chaudhry Hameed,35202-7572081-9,CON-20455887,MTR-4251642,,Skardu,Gilgit-Baltistan
Asma Jafri,S/O Asma Malik,21301-1070707-9,CON-42454626,MTR-2599031,"House 103, Block G, Cantt, Gujranwala",Gujranwala,Punjab
Syed Aslam,S/O Rukhsar Rafiq,61101-7294914-3,CON-19625925,MTR-9286465,"House 127, Block A, DHA, Turbat",Turbat,Balochistan
Raja Bukhari,S/O Iqra Tarar,61101-5969984-2,CON-80280792,MTR-2667951,"House 39, Block H, Bahria Town, Gilgit",Gilgit,Gilgit-Baltistan
Fatima Bhatti,S/O Shazia Zaidi,42101-5282961-6,CON-72506009,MTR-8163012,"House 176, Block E, Gulberg, Islamabad",Islamabad,ICT
Muhammad Ahmed,,44000-3338676-4,CON-26203521,MTR-3587983,"House 343, Block B, I-8, Turbat",Turbat,Balochistan
Noor Bhatti,S/O Noor Hameed,21301-1684371-8,CON-31029542,MTR-6305300,"House 434, Block C, Model Town, Lahore",Lahore,Punjab
Shazia Abbasi,S/O Mohammad Ansari,35202-1091715-6,CON-47387887,MTR-2801993,"House 473, Block E, Cantt, Larkana",Larkana,Sindh
Hashmi Chattha,,21301-2496053-3,CON-26595636,MTR-1513519,"House 361, Block C, Clifton, Mardan",Mardan,KPK
Ibrahim Sandhu,S/O Iqra Karim,54000-2346274-6,CON-56509930,MTR-3335046,"House 103, Block H, E-11, Mingora",Mingora,KPK
Ahmed Sandhu,S/O Mehwish Malik,21301-1333528-4,CON-46459524,MTR-9355628,"House 263, Block G, Bahria Town, Hyderabad",Hyderabad,Sindh
Waseem Raja,S/O Zubair Ansari,,CON-90774120,MTR-3327436,"House 241, Block B, Model Town, Nawabshah",Nawabshah,Sindh
Rizwan Akhtar,S/O Noor Aslam,54000-2112667-9,CON-11118865,MTR-5938508,"House 274, Block A, Township, Khuzdar",Khuzdar,Balochistan
Muhammad ملک,S/O Rabia Syed,61101-3968493-2,CON-55195839,MTR-4747768,"House 101, Block F, Saddar, Muzaffarabad",Muzaffarabad,Azad Kashmir
مریم چودھری,S/O Asma Hussain,61101-8185097-5,CON-14274758,MTR-3062209,"House 303, Block F, Township, Islamabad",Islamabad,ICT
Bilal Akhtar,S/O Fatima Tarar,44000-9385512-6,CON-19337787,MTR-9427211,"House 440, Block B, Model Town, Hub",Hub,Balochistan
Arif Bhtti,S/O Zubair Sandhu,42101-2245765-2,CON-85390951,MTR-6626474,"House 135, Block H, F-10, Gwadar",Gwadar,Balochistan
Kamran Gujjar,S/O Hassan Baig,13302-1847639-1,CON-40704918,MTR-3772404,"House 445, Block C, Saddar, Lahore",Lahore,Punjab
Tariq Chattha,S/O Amna Ali,42101-6195544-6,CON-51706102,MTR-4990726,"House 390, Block G, Bahria Town, Khuzdar",Khuzdar,Balochistan
Mohammad Bukhari,S/O محمد احمد,35202-5012736-4,CON-67477421,MTR-6059790,"House 221, Block A, Clifton, Islamabad",Islamabad,ICT
Muhammad Chattha,S/O Maryam Gondal,44000-1372804-8,CON-48780842,MTR-7456705,"House 243, Block G, G-9, Mingora",Mingora,KPK
Shoaib Cheema,S/O Bilal Gilani,13302-1709057-8,CON-72463189,MTR-1604400,"House 392, Block E, E-11, Muzaffarabad",Muzaffarabad,Azad Kashmir
Hamid Nawaz,S/O Imran Ali,,CON-55339986,MTR-1722109,"House 448, Block H, Scheme 33, Mirpur",Mirpur,Azad Kashmir
Chaudhry Bhatti,S/O Hina Sandhu,61101-4042447-9,CON-97686534,MTR-2808973,"House 2, Block G, Saddar, Mirpurkhas",Mirpurkhas,Sindh
Asma Jafri,S/O Usman Aslam,42101-1221284-4,CON-91580777,MTR-7085302,"House 31, Block A, DHA, Mirpurkhas",Mirpurkhas,Sindh
Zainab Latif,S/O Naeem Mirza,54000-8340537-1,CON-77609116,MTR-9319847,"House 488, Block B, E-11, Quetta",Quetta,Balochistan
,S/O Hassan Gondal,13302-4664723-2,CON-52131932,MTR-9714050,"House 412, Block H, Bahria Town, Bahawalpur",Bahawalpur,Punjab
Amna Ali,S/O Muhammad Ahmed,61101-9618324-4,CON-13841276,MTR-2072117,"House 52, Block D, Cantt, Kohat",Kohat,KPK
,S/O عائشہ احمد,21301-9974267-1,CON-22378101,MTR-9479670,"House 475, Block D, North Nazimabad, Gujranwala",Gujranwala,Punjab
Ayesha Rizvi,S/O Tariq Sandhu,21301-2609428-5,CON-54909842,MTR-2433187,"House 3, Block F, Clifton, Kohat",Kohat,KPK
Adnan Rizvi,S/O Aamir Bhatti,35202-6013718-9,CON-55081573,MTR-5146945,"House 100, Block H, E-11, Islamabad",Islamabad,ICT
Rukhsar Gondal,S/O Naeem Baig,42101-4806349-8,CON-27609631,MTR-1703920,"House 219, Block A, Scheme 33, Nawabshah",Nawabshah,Sindh
Maryam Raza,S/O Zainab Hashmi,61101-8448065-2,CON-47037885,MTR-1855218,"House 128, Block B, DHA, Faisalabad",Faisalabad,Punjab
Usman Rafiq,S/O Omar Zaidi,61101-9506803-8,CON-73315897,MTR-5515491,"House 339, Block C, Township, Skardu",Skardu,Gilgit-Baltistan
,S/O Bilal Zaidi,35202-9691909-4,CON-97027944,MTR-4307792,"House 243, Block F, Gulshan-e-Iqbal, Chilas",Chilas,Gilgit-Baltistan
Khalid Malik,S/O Shoaib Hashmi,42101-5294434-4,CON-81888342,MTR-1121671,"House 289, Block H, Gulshan-e-Iqbal, Bahawalpur",Bahawalpur,Punjab
Sajid Hussain,S/O Imran Karim,35202-8595571-3,CON-97897283,MTR-3811069,"House 211, Block B, Bahria Town, Hub",Hub,Balochistan
Tahir Ali,S/O S/O Shazia Bhatti,42101-3673591-5,CON-52228544,MTR-7441338,"House 494, Block H, DHA, Karachi",Karachi,Sindh
Bushra Khan,S/O Baig Ahmed,13302-7339201-5,CON-28951478,MTR-6952069,"House 98, Block F, Township, Gilgit",Gilgit,Gilgit-Baltistan
Bushra Nawaz,,,CON-23029855,MTR-8451108,"House 28, Block E, PAF Colony, Sialkot",Sialkot,Punjab
Noor Latif,S/O Hassan Akhtar,61101-3179028-7,CON-34309230,MTR-4845677,"House 39, Block B, Cantt, Mirpur",Mirpur,Azad Kashmir
Kashif Raja,S/O Tariq Tarar,61101-7923927-9,CON-56162259,MTR-5656930,"House 60, Block F, Township, Muzaffarabad",Muzaffarabad,Azad Kashmir
Zubair Iqbal,S/O Amna Zaidi,35202-9285320-3,CON-83130694,MTR-8061609,"House 449, Block A, Defence, Islamabad",Islamabad,ICT
Amna Raza,,35202-5189227-1,CON-44459462,MTR-8685197,"House 189, Block G, F-10, Islamabad",Islamabad,ICT
Tahir Abbasi,S/O Ayesha Raja,21301-5048909-1,CON-45733373,MTR-5728975,"House 191, Block D, Bahria Town, Rawalakot",Rawalakot,Azad Kashmir
Uzma Sheikh,S/O Malik Chaudhry,54000-7647496-2,CON-88431582,MTR-5211034,"House 173, Block A, PAF Colony, Quetta",Quetta,Balochistan
Bilal Butt,S/O Muhammad Chattha,61101-4106062-1,CON-24578024,MTR-8934858,"House 261, Block H, Gulberg, Bannu",Bannu,KPK
Hashmi Qureshi,S/O Ahmed Khan,21301-2046228-1,CON-47148640,MTR-2982630,"House 60, Block C, E-11, Mirpurkhas",Mirpurkhas,Sindh
Nadia Ali,S/O Asif Bhatti,13302-9745909-6,CON-91795796,MTR-3040392,"House 447, Block D, Askari, Islamabad",Islamabad,ICT
Zainab Cheema,S/O Arif Rafiq,35202-6230534-5,CON-94746347,MTR-6594185,"House 338, Block A, F-10, Mardan",Mardan,KPK
,S/O Usman Zaidi,13302-6159230-4,CON-22532837,MTR-9585236,"House 418, Block B, North Nazimabad, Sukkur",Sukkur,Sindh
Muhammad Gondal,S/O Hussain Latif,42101-8081494-2,CON-23754304,MTR-1814232,"House 103, Block B, Saddar, Mingora",Mingora,KPK
Hashmi Latif,S/O Ali Chaudhry,35202-1272194-7,CON-92953722,MTR-7511433,"House 305, Block H, Bahria Town, Lahore",Lahore,Punjab
,S/O Omar Qureshi,13302-4740553-5,CON-26617246,MTR-3133190,"House 264, Block A, Cantt, Gilgit",Gilgit,Gilgit-Baltistan
Mehwish Bhatti,S/O Sheikh Raja,61101-8633773-5,CON-80696409,MTR-1177325,"House 496, Block A, Gulshan-e-Iqbal, Abbottabad",Abbottabad,KPK
Rukhsar Aslam,S/O Qureshi Qureshi,44000-1239603-4,CON-82377642,MTR-4171094,"House 401, Block H, F-10, Islamabad",Islamabad,ICT
Hashmi Latif,S/O Ali Chaudhry,35202-1272194-7,CON-58876495,MTR-1037486,"House 305, Block H, Bahria Town, Lahore",Lahore,Punjab
Adnan Ansari,S/O Waseem Karim,21301-7492179-1,CON-48348328,MTR-6202785,"House 388, Block D, Township, Islamabad",Islamabad,ICT
Kashif Tarar,S/O Omar Zaidi,42101-9162450-8,CON-50431928,MTR-4383685,"House 147, Block D, Scheme 33, Gwadar",Gwadar,Balochistan
Kamran Ali,S/O علی حسین,21301-6705386-3,CON-36663262,MTR-3923620,"House 392, Block C, E-11, Karachi",Karachi,Sindh
Ali Khan,S/O محمد علی,21301-6825310-3,CON-66254589,MTR-4125211,"House 13, Block E, Gulshan-e-Iqbal, Mardan",Skardu,Gilgit-Baltistan
Hina Gujjar,S/O Sheikh Mirza,35202-3758732-3,CON-34359444,MTR-7315181,"House 407, Block G, DHA, Turbat",Turbat,Balochistan
Ahmed Naqvi,S/O S/O Bilal Gujjar,21301-3000834-2,CON-85742359,MTR-5678459,"House 10, Block A, Township, Gwadar",Gwadar,Balochistan
Hassan Baig,S/O Chaudhry Iqbal,42101-6631198-4,CON-63655935,MTR-4271600,"House 469, Block F, DHA, Abbottabad",Abbottabad,KPK
Zubair Hameed,S/O Zainab Sheikh,54000-3907413-8,CON-29818324,MTR-3409738,"House 249, Block E, Gulberg, Mardan",Hub,Balochistan
Muhammad Ansari,S/O Usman Akhtar,44000-2298708-2,CON-33891990,MTR-2287202,"House 70, Block F, Askari, Quetta",Quetta,Balochistan
Muhammad Virk,S/O Mehwish Hameed,42101-5693549-7,CON-53104894,MTR-3144478,"House 410, Block A, Askari, Muzaffarabad",Muzaffarabad,Azad Kashmir
Raja Latif,S/O Ali Rizvi,42101-8392585-1,CON-35141018,MTR-8350282,"House 384, Block A, Cantt, Faisalabad",Faisalabad,Punjab
Ayesha Chattha,S/O Sajid Aslam,54000-1088762-2,CON-10391489,MTR-5149576,"House 41, Block A, E-11, Sukkur",Sukkur,Sindh
Naeem Ali,S/O صنا ملک,21301-9584338-3,CON-58001380,MTR-6022441,"House 290, Block C, Cavalry Ground, Hub",Hub,Balochistan
