canonical_name,father_name,cnic,passport_no,nationality,city,travelling_from,destination,travel_date,visa_type,reason_to_travel
Zainab Chaudhry,S/O Imran Zaidi,42101-2807152-8,AB9703728,Pakistani,Sukkur,Pakistan,Germany,2018-03-11,Business,Employment
Ahmed Gujjar,S/O Hashmi Sheikh,61101-9864166-2,AB3443496,Pakistani,Mardan,Pakistan,USA,2018-02-18,Business,Family Visit
RabiaQureshi,S/O Rizwan Nawaz,44000-8488495-8,AB5491302,Pakistani,Kohat,Pakistan,Saudi Arabia,2015-01-14,Tourist,Tourism
Qureshi Akhtar,S/O Bushra Aslam,13302-1470104-1,AB5375404,Pakistani,Islamabad,Pakistan,UK,2018-07-16,Business,Business Meeting
Rabia Abasi,S/O Ayesha Tarar,13302-8494985-6,AB7461084,Pakistani,Kohat,Pakistan,Germany,2021-04-12,Student,Tourism
Mirza Bukhari,S/O Shoaib Gilani,35202-2881289-5,AB1696687,Pakistani,Turbat,Pakistan,Turkey,2022-10-22,Tourist,Employment
Iqra Jafri,S/O Maryam Baig,21301-7442431-6,AB4831768,Pakistani,Muzaffarabad,Pakistan,Saudi Arabia,2015-04-02,Business,Medical Treatment
Uzma Hussain,S/O Mehwish Bhatti,35202-4550852-8,AB7741701,Pakistani,Quetta,Pakistan,France,2022-02-07,Tourist,Medical Treatment
Mohd Baig,S/O Amna Gondal,13302-6195171-4,AB1132207,Pakistani,Peshawar,Pakistan,UK,2019-04-21,Work,Tourism
زینب علی,S/O Nadia Tarar,42101-3183102-8,AB9689781,Pakistani,Skardu,Pakistan,UAE,2015-07-21,Tourist,Medical Treatment
Baig Raja,S/O Rukhsar Akhtar,42101-7386441-1,AB9050246,Pakistani,Mardan,Pakistan,Saudi Arabia,2019-09-17,Student,Medical Treatment
Zainab Raja,S/O Bushra Jafri,21301-5824696-3,AB3713350,Pakistani,Hyderabad,Pakistan,UAE,2015-05-09,Visit,Medical Treatment
Rukhsar Zaidi,S/O Naveed Gujjar,13302-4708636-7,AB5159620,Pakistani,Quetta,Pakistan,UAE,2021-09-06,Work,Family Visit
نادیہ رضا,S/O Shazia Malik,,AB3085344,Pakistani,Chilas,Pakistan,China,2017-09-01,Work,Medical Treatment
Hamiid Ansari,S/O Iqra Akhtar,21301-5430962-5,AB8777707,Pakistani,Skardu,Pakistan,UAE,2019-02-18,Business,Education
Uzma Chaudhry,S/O Sana Chaudhry,61101-1919374-7,AB4636170,Pakistani,Islamabad,Pakistan,China,2021-03-10,Student,Medical Treatment
محمد علی,S/O Shoaib Virk,54000-8118514-7,AB6329535,Pakistani,Quetta,Pakistan,France,2015-09-10,Business,Family Visit
Fatima Chaudhry,S/O Imran Bhatti,61101-4044882-7,AB8992720,Pakistani,Khuzdar,Pakistan,France,2020-01-30,Visit,Tourism
,S/O Tahir Tarar,54000-8103918-3,AB5166116,Pakistani,Islamabad,Pakistan,Turkey,2019-04-26,Business,Business Meeting
Nadia Butt,S/O Omar Mirza,44000-1131567-7,AB6697761,Pakistani,Islamabad,Pakistan,Saudi Arabia,2018-07-29,Business,Business Meeting
Mohd Hussain,S/O Amna Baig,13302-6035338-5,AB8472673,Pakistani,Bannu,Pakistan,UK,2016-02-13,Visit,Employment
Hina Sheikh,S/O Hussain Zaidi,35202-8289425-2,AB4463412,Pakistani,Gilgit,Pakistan,USA,2023-01-07,Business,Business Meeting
Ayesha Raja,S/O Aamir Akhtar,21301-5595595-8,AB2282968,Pakistani,Kohat,Pakistan,France,2017-10-25,Visit,Family Visit
Noor Iqbal,S/O احمد خان,44000-6017424-4,AB4077074,Pakistani,Bahawalpur,Pakistan,France,2022-10-28,Visit,Medical Treatment
Shoaib Bhatti,S/O S/O Adnan Malik,44000-1314043-4,AB3835739,Pakistani,Islamabad,Pakistan,USA,2022-03-02,Visit,Tourism
Adnan Syed,S/O Mohammad Rafiq,42101-1407787-5,AB5071129,Pakistani,Larkana,Pakistan,UAE,2020-05-07,Visit,Medical Treatment
Fatima Naqvi,S/O Tariq Sandhu,61101-1605957-9,AB9138879,Pakistani,Hyderabad,Pakistan,Turkey,2021-07-26,Visit,Employment
Hamid Rafiq,S/O Raja Bhatti,21301-1342823-5,AB6997500,Pakistani,Sialkot,Pakistan,France,2020-06-06,Work,Education
Rizwan Chaudhry,S/O Sidra Rafiq,44000-8478566-1,AB7121026,Pakistani,Rawalpindi,Pakistan,Malaysia,2020-11-15,Tourist,Education
Sajid Cheema,S/O Amna Chattha,21301-6110010-8,AB8697658,Pakistani,Mirpur,Pakistan,Saudi Arabia,2019-11-02,Business,Family Visit
Mehwish Hameed,S/O Nadia Gilani,54000-7634775-3,AB8295907,Pakistani,Islamabad,Pakistan,Germany,2021-11-18,Tourist,Family Visit
Omar Ahmed,S/O Sana Rizvi,61101-1595655-3,AB5934637,Pakistani,Kohat,Pakistan,Germany,2020-03-06,Tourist,Tourism
Naeem Raja,S/O Sheikh Ali,21301-1737805-1,AB9519888,Pakistani,Muzaffarabad,Pakistan,Saudi Arabia,2021-03-22,Work,Employment
Kamran Ali,S/O علی حسین,21301-6705386-3,AB4023769,Pakistani,Karachi,Pakistan,China,2019-02-13,Work,Education
Mohd Ali,S/O Arif Karim,13302-5937298-8,AB4908086,Pakistani,Skardu,Pakistan,Malaysia,2018-11-11,Visit,Medical Treatment
,S/O Shoaib Iqbal,35202-6873714-8,AB3308180,Pakistani,Mingora,Pakistan,France,2021-04-23,Work,Business Meeting
Mohd Sandhu,S/O Tahir Baig,13302-5009548-9,AB7394715,Pakistani,Peshawar,Pakistan,Malaysia,2018-04-19,Work,Education
عائشہ احمد,S/O Sheikh Nawaz,21301-4580291-6,AB5027359,Pakistani,Gilgit,Pakistan,Turkey,2017-07-11,Tourist,Education
Sheikh Chattha,S/O Mohammad Khan,13302-5031599-1,AB3021906,Pakistani,Islamabad,Pakistan,UAE,2022-09-26,Visit,Tourism
Amna Rizvi,S/O Tariq Gilani,21301-1419843-9,AB9718742,Pakistani,Skardu,Pakistan,Malaysia,2021-06-20,Visit,Business Meeting
Sajid Hussain,S/O Imran Karim,35202-8595571-3,AB1499435,Pakistani,Hub,Pakistan,Turkey,2023-11-28,Business,Education
Imran Ansari,S/O Adnan Ali,44000-1223660-6,AB5551295,Pakistani,Turbat,Pakistan,Turkey,2021-04-28,Visit,Employment
Syed Gujjar,S/O نادیہ رضا,21301-2110878-8,AB8114784,Pakistani,Mirpur,Pakistan,Saudi Arabia,2016-03-20,Student,Education
Sobia Aslam,S/O Noor Rizvi,21301-5847450-2,AB3254576,Pakistani,Bahawalpur,Pakistan,China,2022-04-18,Visit,Family Visit
Ibrahim  Khan,S/O Ali Gujjar,42101-7999133-2,AB8914875,Pakistani,Mardan,Pakistan,China,2020-01-22,Work,Family Visit
Faisal Chaudhry,S/O Salman Latif,21301-1403608-9,AB8151370,Pakistani,Rawalakot,Pakistan,Turkey,2016-04-29,Visit,Family Visit
عمر شیخ,S/O Asif Raza,21301-5534911-9,AB8808486,Pakistani,Sukkur,Pakistan,UAE,2015-09-28,Visit,Education
Asif Abbasi,S/O Uzma Iqbal,35202-8811573-4,AB6851611,Pakistani,Quetta,Pakistan,France,2015-06-29,Visit,Family Visit
Arif Sandhu,S/O Sobia Akhtar,21301-6884980-7,AB8758461,Pakistani,Mirpur,Pakistan,UAE,2016-01-20,Business,Medical Treatment
Tariq Rana,S/O Sobia Rana,42101-7241224-7,AB8663825,Pakistani,Sargodha,Pakistan,USA,2019-08-24,Student,Employment
Bilal Bhatti,S/O Usman Hameed,13302-6485389-2,AB4139153,Pakistani,Hyderabad,Pakistan,Saudi Arabia,2021-11-30,Visit,Family Visit
Sobia Nawaz,S/O Hamid Rafiq,35202-4803691-1,AB4667222,Pakistani,Islamabad,Pakistan,Saudi Arabia,2017-10-17,Business,Business Meeting
Mohd Chaudhry,S/O Salman Aslam,35202-8326823-1,AB6898073,Pakistani,Nawabshah,Pakistan,France,2021-09-27,Student,Medical Treatment
Baig Ahmed,S/O Malik Butt,42101-9701641-1,,Pakistani,Mirpur,Pakistan,Saudi Arabia,2017-02-25,Visit,Employment
محمد علی,S/O Rizwan Virk,44000-4706182-1,AB8953151,Pakistani,Khuzdar,Pakistan,Turkey,2015-01-18,Work,Business Meeting
Omar Karim,S/O Sidra Ahmed,21301-8192211-7,AB1384671,Pakistani,Khuzdar,Pakistan,Saudi Arabia,2018-07-17,Business,Employment
Naeem Iqbal,S/O Waseem Rafiq,21301-5585262-5,AB6371076,Pakistani,Islamabad,Pakistan,Turkey,2018-01-29,Business,Family Visit
Amna Virk,S/O Saira Raja,42101-6430328-8,AB1099581,Pakistani,Mardan,Pakistan,Malaysia,2022-07-31,Visit,Medical Treatment
Rabia Chattha,S/O Qureshi Ali,13302-8110724-7,AB7059140,Pakistani,Hub,Pakistan,Malaysia,2022-07-05,Work,Employment
Noor Raja,S/O Rabia Rafiq,42101-6945631-2,AB6997764,Pakistani,Turbat,Pakistan,Malaysia,2022-11-04,Student,Business Meeting
Hina Sandhu,S/O Mehwish Tarar,42101-2073030-2,AB7489030,Pakistani,Multan,Pakistan,Malaysia,2023-12-28,Business,Tourism
Qureshi Raja,S/O Sheikh Gilani,61101-2152393-7,AB4235628,Pakistani,Bannu,Pakistan,UAE,2021-09-13,Work,Family Visit
Maryam Gndal,S/O Faisal Zaidi,61101-2253434-4,AB1250947,Pakistani,Kohat,Pakistan,Turkey,2016-03-11,Business,Business Meeting
Omar Gondal,S/O Ayesha Rafiq,54000-2397572-9,AB5405730,Pakistani,Larkana,Pakistan,Malaysia,2015-04-29,Business,Tourism
Karan Gondal,S/O Rukhsar Tarar,35202-9875949-8,AB3692139,Pakistani,Mirpurkhas,Pakistan,Saudi Arabia,2023-08-21,Visit,Medical Treatment
Mohd Chaudhry,S/O احمد خان,42101-8769951-2,AB6846003,Pakistani,Faisalabad,Pakistan,France,2022-01-03,Student,Employment
Hashmi Hashmi,S/O Omar Butt,13302-2561037-5,AB1152256,Pakistani,Islamabad,Pakistan,Saudi Arabia,2023-12-07,Business,Tourism
Faisal Gondal,S/O Sajid Virk,44000-6014103-7,AB4115126,Pakistani,Hyderabad,Pakistan,China,2019-07-16,Business,Family Visit
Ali Latif,S/O Rabia Latif,21301-4844977-2,AB8087199,Pakistani,Bahawalpur,Pakistan,Saudi Arabia,2018-02-03,Business,Tourism
Kamran Bukhari,S/O Mehwish Virk,42101-5062907-5,AB9998034,Pakistani,Chilas,Pakistan,Turkey,2023-03-14,Student,Employment
Usman Hashmi,S/O Hassan Qureshi,44000-1014686-5,AB7763426,Pakistani,Mirpur,Pakistan,Malaysia,2017-12-12,Visit,Tourism
MirzaRana,S/O Mehwish Baig,61101-4598169-7,AB8458226,Pakistani,Mirpur,Pakistan,France,2017-06-20,Business,Tourism
Mohd Sandhu,S/O محمد احمد,13302-5431397-9,AB6839902,Pakistani,Mirpur,Pakistan,UK,2021-01-09,Work,Employment
Tahir Ahmed,S/O Aamir Raja,13302-8046415-3,AB1031801,Pakistani,Mingora,Pakistan,UK,2017-09-18,Visit,Business Meeting
Faisal Chaudhry,S/O Hina Bukhari,35202-1403268-2,AB6747324,Pakistani,Bannu,Pakistan,Turkey,2023-10-19,Work,Family Visit
Shooaib Sandhu,S/O Chaudhry Tarar,42101-5922537-9,AB6374873,Pakistani,Mirpur,Pakistan,China,2021-10-28,Work,Employment
Arif Gujjar,S/O Sajid Tarar,44000-1957962-5,AB2762588,Pakistani,Gilgit,Pakistan,UAE,2022-08-09,Work,Business Meeting
Zubair Hameed,S/O Khalid Sheikh,54000-7005885-8,AB3977628,Pakistani,Islamabad,Pakistan,Saudi Arabia,2019-10-15,Tourist,Family Visit
Faisal Rja,S/O Imran Ali,35202-1388136-6,AB7915787,Pakistani,Quetta,Pakistan,France,2019-08-28,Work,Tourism
Nadia Latif,S/O Raja Chattha,21301-5822076-7,AB3266463,Pakistani,Mirpur,Pakistan,China,2020-01-15,Business,Employment
Shoaib Gujjar,S/O Arif Chattha,44000-4147853-9,AB3409148,Pakistani,Islamabad,Pakistan,Canada,2019-12-20,Visit,Family Visit
Tahir Jafri,S/O Adnan Malik,21301-5884185-1,AB3120823,Pakistani,Kohat,Pakistan,UAE,2018-01-04,Visit,Family Visit
Tariq Ansari,S/O Maryam Akhtar,13302-3552996-7,AB4243276,Pakistani,Hub,Pakistan,China,2021-08-24,Visit,Medical Treatment
محمد احمد,S/O Waseem Karim,21301-9327698-5,AB7434955,Pakistani,Khuzdar,Pakistan,UK,2019-05-22,Work,Employment
Imran Akhtar,S/O Omar Syed,13302-4859134-4,AB9158646,Pakistani,Mirpur,Pakistan,UAE,2019-08-02,Student,Tourism
Sajid Gujjar,S/O Qureshi Chaudhry,21301-8802377-5,AB6937354,Pakistani,Gwadar,Pakistan,Germany,2016-10-01,Tourist,Education
فاطمہ خان,S/O Shoaib Gilani,44000-1687148-8,AB8033507,Pakistani,Bannu,Pakistan,Canada,2020-06-24,Work,Business Meeting
Hussain Latif,S/O عائشہ احمد,13302-6319782-2,AB3417446,Pakistani,Gwadar,Pakistan,Saudi Arabia,2017-03-18,Tourist,Education
Mohd Chattha,S/O Maryam Gondal,44000-1372804-8,AB1683178,Pakistani,Mingora,Pakistan,Germany,2023-03-24,Visit,Tourism
Mohd Ansari,S/O عائشہ احمد,44000-8651987-5,AB1745772,Pakistani,Kohat,Pakistan,UK,2022-01-14,Student,Medical Treatment
Amna Naqvi,S/O Chaudhry Ahmed,35202-2111028-7,AB8124292,Pakistani,Chilas,Pakistan,France,2015-07-09,Business,Medical Treatment
ابراہیم ملک,S/O Faisal Chaudhry,13302-6327115-2,AB5127831,Pakistani,Bahawalpur,Pakistan,Malaysia,2022-05-01,Business,Medical Treatment
Mohd Ahmed,S/O Amna Gilani,42101-3359000-8,AB9420767,Pakistani,Mardan,Pakistan,UK,2022-06-14,Business,Family Visit
Qureshi Karim,S/O Qureshi Butt,35202-1361950-4,AB8697947,Pakistani,Gilgit,Pakistan,Canada,2015-01-10,Work,Employment
Tariq Aslam,S/O Ibrahim Raja,61101-9223833-6,AB6219411,Pakistani,Hyderabad,Pakistan,Germany,2020-05-17,Tourist,Tourism
Arif Bhatti,S/O Saira Baig,54000-4936074-1,AB7575483,Pakistani,Bannu,Pakistan,Saudi Arabia,2018-12-27,Business,Employment
Amna Latif,S/O Fatima Virk,,,Pakistani,Islamabad,Pakistan,Germany,2016-12-22,Student,Tourism
Mohd Hashmi,S/O Kamran Hameed,54000-9677444-7,AB9612165,Pakistani,Chilas,Pakistan,Saudi Arabia,2021-11-24,Tourist,Tourism
Sajid Raza,S/O Shoaib Jafri,54000-2561871-7,,Pakistani,Gilgit,Pakistan,UK,2023-11-20,Visit,Family Visit
Sobia Tarra,S/O Iqra Gilani,61101-1697583-4,AB2694358,Pakistani,Gwadar,Pakistan,UK,2019-05-03,Business,Medical Treatment
Sheikh Tarar,S/O Arif Baig,35202-5330717-2,,Pakistani,Sukkur,Pakistan,Saudi Arabia,2018-07-16,Tourist,Employment
زینب علی,S/O Raja Chaudhry,35202-2024581-9,AB8476971,Pakistani,Lahore,Pakistan,UK,2016-03-26,Visit,Education
Kashif Zaidi,S/O Adnan Sheikh,44000-1824058-9,AB6124893,Pakistani,Muzaffarabad,Pakistan,UAE,2019-04-21,Business,Family Visit
Tariq Gilani,S/O Usman Akhtar,13302-2901290-2,AB9823556,Pakistani,Bannu,Pakistan,Malaysia,2022-03-28,Student,Medical Treatment
Muhammad Karim,S/O Usman Abbasi,21301-3385745-7,AB2920026,Pakistani,Sialkot,Pakistan,Germany,2023-02-01,Work,Education
Hamid Malik,S/O Asma Zaidi,21301-4986887-9,AB3561232,Pakistani,Bahawalpur,Pakistan,Germany,2020-03-04,Business,Business Meeting
Omar Cheema,S/O Naeem Ahmed,21301-6818042-7,AB6732042,Pakistani,Gwadar,Pakistan,USA,2021-09-20,Student,Employment
Zubair Rafiq,S/O Kamran Chattha,35202-3670815-8,AB8580443,Pakistani,Mingora,Pakistan,UK,2023-07-19,Business,Employment
Sana Syed,S/O Tariq Iqbal,44000-5079515-7,,Pakistani,Islamabad,Pakistan,France,2022-01-09,Work,Employment
Hina Sandhu,S/O Hussain Abbasi,61101-6428134-6,AB3940542,Pakistani,Sargodha,Pakistan,China,2018-11-25,Student,Family Visit
Mohd Abbasi,S/O Mirza Malik,61101-7720648-3,AB2680499,Pakistani,Gilgit,Pakistan,Turkey,2022-09-19,Business,Family Visit
Noor Tarar,S/O Arif Bukhari,21301-6749973-9,AB6311638,Pakistani,Rawalakot,Pakistan,Malaysia,2017-06-22,Student,Family Visit
Usman Hameed,S/O S/O Sobia Naqvi,42101-2275374-6,AB8444882,Pakistani,Islamabad,Pakistan,UK,2018-08-26,Student,Employment
Raja Tarar,S/O Hina Karim,44000-7178250-3,AB9462082,Pakistani,Nawabshah,Pakistan,UK,2018-03-10,Student,Tourism
Baig Iqbal,S/O Kamran Qureshi,13302-9715207-8,AB2480394,Pakistani,Sukkur,Pakistan,UAE,2016-05-26,Work,Education
Naeem Iqbal,S/O Rabia Latif,61101-2493623-7,AB2033952,Pakistani,Mardan,Pakistan,Malaysia,2023-04-28,Business,Business Meeting
Naveed Gondal,S/O Mirza Naqvi,13302-7566356-4,AB1907677,Pakistani,Mingora,Pakistan,Germany,2015-10-30,Student,Family Visit
Adnan Nawaz,S/O احمد خان,42101-8376368-2,AB4639294,Pakistani,Abbottabad,Pakistan,Canada,2016-10-18,Work,Medical Treatment
Raja Akhtar,S/O Waseem Akhtar,61101-8621520-1,AB5494775,Pakistani,Mingora,Pakistan,USA,2017-09-25,Business,Family Visit
Sajid Akhtar,S/O Shoaib Iqbal,13302-9095897-9,AB4785117,Pakistani,Islamabad,Pakistan,Saudi Arabia,2021-06-18,Student,Business Meeting
Noor Hussain,S/O Bushra Jafri,54000-5016918-5,AB5373448,Pakistani,Muzaffarabad,Pakistan,UK,2019-10-10,Visit,Employment
علی حسین,S/O Baig Bukhari,21301-1119945-8,AB4350305,Pakistani,Peshawar,Pakistan,China,2015-09-08,Tourist,Medical Treatment
Maryam Zaidi,S/O Salman Chaudhry,21301-1241402-6,AB9091158,Pakistani,Muzaffarabad,Pakistan,USA,2016-05-09,Tourist,Employment
محمدد حسن,S/O Asif Rafiq,54000-1774733-4,AB9475303,Pakistani,Rawalakot,Pakistan,Malaysia,2021-11-20,Visit,Tourism
Mohd Tarar,,42101-5021203-6,AB4515938,Pakistani,Karachi,Pakistan,China,2018-04-17,Tourist,Employment
Hassan Tarar,S/O Sheikh Tarar,44000-4157883-4,AB8677924,Pakistani,Sargodha,Pakistan,China,2016-08-29,Student,Education
Imran Rizvi,,42101-4028542-6,AB1176532,Pakistani,Nawabshah,Pakistan,Malaysia,2021-10-14,Visit,Medical Treatment
Rabia Abbasi,S/O عمر شیخ,44000-9424687-9,AB6234694,Pakistani,Gwadar,Pakistan,UAE,2022-10-20,Visit,Business Meeting
Ayesha Hashmi,S/O Hamid Rizvi,44000-9846078-3,AB1897407,Pakistani,Khuzdar,Pakistan,China,2023-09-29,Student,Medical Treatment
Zubair Chaudhry,S/O نادیہ رضا,13302-6773521-4,AB6430572,Pakistani,Hub,Pakistan,France,2020-04-23,Visit,Business Meeting
Hussain Gilani,S/O Adnan Jafri,44000-4429590-7,AB7583142,Pakistani,Kohat,Pakistan,Turkey,2022-03-06,Business,Education
Zubair Ahmed,S/O Rizwan Rizvi,61101-3640540-5,AB4153567,Pakistani,Sargodha,Pakistan,Saudi Arabia,2016-03-14,Tourist,Family Visit
Imran Ansari,S/O Adnan Ali,44000-1223660-6,AB8349263,Pakistani,Turbat,Pakistan,Canada,2020-05-30,Student,Family Visit
صنا ملک,S/O Noor Sheikh,35202-4654678-5,AB3246922,Pakistani,Chilas,Pakistan,USA,2015-01-17,Student,Tourism
Naveed Cheema,S/O Iqra Tarar,54000-4626151-8,AB1723870,Pakistani,Islamabad,Pakistan,Saudi Arabia,2020-06-29,Tourist,Medical Treatment
Sidra Hussain,S/O Sobia Qureshi,35202-8663461-4,AB9374427,Pakistani,Gwadar,Pakistan,Malaysia,2017-10-02,Business,Medical Treatment
Usman Rna,S/O Syed Aslam,44000-4949586-6,AB7685118,Pakistani,Peshawar,Pakistan,USA,2018-07-12,Tourist,Education
Ali Aslam,S/O Asma Naqvi,44000-1347589-9,AB2268547,Pakistani,Sargodha,Pakistan,Canada,2018-10-29,Tourist,Education
Mohd Raja,S/O Faisal Abbasi,21301-7268960-1,AB1871811,Pakistani,Chilas,Pakistan,China,2015-05-26,Work,Business Meeting
Syed Sandhu,S/O Sana Hashmi,21301-4792184-1,AB2013815,Pakistani,Gwadar,Pakistan,Turkey,2019-02-17,Student,Employment
Chaudhry Bhhatti,S/O Chaudhry Hameed,35202-7572081-9,AB6969008,Pakistani,Skardu,Pakistan,Malaysia,2018-03-09,Student,Family Visit
Malik Ali,S/O Rabia Rizvi,42101-1613785-8,AB9712371,Pakistani,Sukkur,Pakistan,Canada,2022-10-18,Business,Tourism
Fatima Zaidi,S/O S/O Uzma Abbasi,44000-1161102-7,AB5997701,Pakistani,Muzaffarabad,Pakistan,Germany,2020-07-12,Tourist,Business Meeting
Hina Bukhari,S/O Sheikh Syed,54000-4414013-8,AB6276324,Pakistani,Faisalabad,Pakistan,China,2015-01-05,Tourist,Business Meeting
Mohd Bukhari,S/O Adnan Sheikh,,AB3360347,Pakistani,Turbat,Pakistan,UAE,2023-01-05,Student,Business Meeting
Omar Baig,S/O Tahir Zaidi,54000-1235148-7,AB2959256,Pakistani,Nawabshah,Pakistan,UK,2023-07-09,Tourist,Business Meeting
Amna Naqvi,S/O Chaudhry Ahmed,35202-2111028-7,AB3867234,Pakistani,Chilas,Pakistan,Malaysia,2017-04-01,Work,Tourism
Rizwan Zaidi,S/O Muhammad Gilani,13302-7447059-6,AB4556031,Pakistani,Turbat,Pakistan,Malaysia,2015-02-28,Tourist,Business Meeting
علی حسین,S/O Hassan Mirza,35202-3880952-3,AB5686314,Pakistani,Bahawalpur,Pakistan,UK,2016-04-11,Student,Medical Treatment
Mohd Virk,S/O Zubair Iqbal,35202-2375864-8,AB5179740,Pakistani,Larkana,Pakistan,Canada,2017-02-09,Work,Education
Sajid Akhtaar,S/O Naeem Chattha,61101-4653282-7,AB8724081,Pakistani,Gwadar,Pakistan,USA,2019-01-20,Work,Tourism
Mirza Malik,S/O Usman Qureshi,54000-9232235-8,AB3668023,Pakistani,Skardu,Pakistan,France,2018-09-27,Student,Family Visit
Syed Sandhu,S/O Ahmed Rana,13302-3664700-4,AB8370843,Pakistani,Islamabad,Pakistan,Malaysia,2016-03-18,Business,Education
Ibrahim Zaidi,S/O Sidra Hashmi,21301-4409791-1,AB4022163,Pakistani,Mirpurkhas,Pakistan,USA,2021-11-10,Student,Tourism
Tahir Cheema,S/O Tariq Sheikh,35202-4475928-1,AB7979382,Pakistani,Rawalakot,Pakistan,UAE,2016-11-28,Tourist,Education
Naeem Ali,S/O Asma Raja,21301-6889724-8,AB1610319,Pakistani,Turbat,Pakistan,USA,2015-03-24,Work,Business Meeting
Usman Hashmi,S/O Hassan Qureshi,44000-1014686-5,AB5608340,Pakistani,Mirpur,Pakistan,Saudi Arabia,2016-04-05,Tourist,Tourism
Maryam Gondal,S/O Sheikh Rafiq,42101-7940318-8,AB5404346,Pakistani,Khuzdar,Pakistan,France,2019-07-20,Visit,Education
Mohd Bhatti,S/O Sajid Mirza,13302-5924748-9,AB2006642,Pakistani,Islamabad,Pakistan,Turkey,2020-07-15,Student,Family Visit
Mohd Naqvi,S/O Asif Chaudhry,21301-3309811-2,AB8304095,Pakistani,Karachi,Pakistan,UAE,2017-11-29,Tourist,Family Visit
Arif Raza,S/O Muhammad Rana,61101-9882586-4,AB8578667,Pakistani,Gwadar,Pakistan,UK,2023-12-22,Visit,Tourism
ابراہیم ملک,S/O Sheikh Khan,42101-5032251-6,AB4657451,Pakistani,Gilgit,Pakistan,France,2015-09-14,Visit,Family Visit
Zainab Rafiq,S/O Amna Virk,21301-6493549-7,AB2627738,Pakistani,Lahore,Pakistan,Germany,2018-01-05,Work,Education
Zainab Jafri,S/O Fatima Zaidi,21301-3961713-6,AB7242356,Pakistani,Muzaffarabad,Pakistan,UAE,2023-11-20,Tourist,Business Meeting
Sajid Ali,S/O Ali Qureshi,44000-8447590-6,AB1252723,Pakistani,Islamabad,Pakistan,UAE,2023-01-19,Work,Family Visit
Bushra Gondal,S/O Sobia Abbasi,44000-9943762-6,AB6188009,Pakistani,Islamabad,Pakistan,UAE,2019-05-25,Visit,Employment
Aamir Bhatti,S/O عائشہ احمد,13302-1121097-9,AB7055990,Pakistani,Chilas,Pakistan,China,2020-12-31,Tourist,Business Meeting
Syed Iqbal,S/O فاطمہ خان,42101-7559079-4,AB4406934,Pakistani,Islamabad,Pakistan,Malaysia,2021-12-25,Student,Tourism
Usman Raja,S/O Mirza Naqvi,,AB6952533,Pakistani,Faisalabad,Pakistan,France,2020-04-19,Tourist,Tourism
Muhammad Chaudhry,S/O Bilal Nawaz,54000-3328554-8,AB8697575,Pakistani,Nawabshah,Pakistan,Canada,2021-02-05,Work,Medical Treatment
Chaudhry Akhtar,S/O Naveed Latif,54000-7661931-2,AB1845842,Pakistani,Islamabad,Pakistan,USA,2020-09-29,Visit,Family Visit
Muhammad Aslam,,44000-9762770-9,AB7404720,Pakistani,Rawalakot,Pakistan,USA,2020-04-08,Visit,Tourism
,S/O Bilal Chaudhry,54000-2149627-9,AB6535951,Pakistani,Gujranwala,Pakistan,UAE,2019-05-10,Visit,Tourism
Bushra Traar,S/O Zainab Jafri,35202-7602610-3,AB4161044,Pakistani,Gwadar,Pakistan,Saudi Arabia,2021-09-01,Business,Employment
Saira Sheikh,S/O محمد علی,54000-4920197-1,AB5379467,Pakistani,Rawalakot,Pakistan,France,2022-01-16,Tourist,Employment
Chaudhry Baig,,54000-9333686-5,AB5155238,Pakistani,Hyderabad,Pakistan,UK,2020-02-08,Tourist,Family Visit
Naeem Chattha,S/O Raja Gondal,61101-7386788-9,AB7652900,Pakistani,Sialkot,Pakistan,USA,2019-09-07,Business,Family Visit
Sidra Gilani,S/O Tahir Rizvi,35202-9405163-9,AB5681122,Pakistani,Quetta,Pakistan,Germany,2018-03-07,Tourist,Employment
Sobia Raja,S/O Ali Aslam,42101-3884191-5,AB1854706,Pakistani,Mirpur,Pakistan,China,2016-11-01,Visit,Business Meeting
Sidra Raza,S/O نادیہ رضا,44000-5042661-6,AB8645517,Pakistani,Gilgit,Pakistan,China,2018-11-05,Tourist,Family Visit
Usman Akhtar,S/O Ibrahim Latif,21301-8275548-5,AB9229724,Pakistani,Hyderabad,Pakistan,France,2017-08-12,Visit,Medical Treatment
Mohd Baig,S/O Salman Syed,44000-8654288-1,AB1133472,Pakistani,Mirpurkhas,Pakistan,Germany,2021-05-14,Tourist,Employment
Hussain Akhtar,S/O Usman Bukhari,21301-2383817-2,AB2207858,Pakistani,Skardu,Pakistan,Germany,2015-12-21,Business,Tourism
Hashmi Hashmi,S/O احمد خان,54000-7442318-3,AB9985515,Pakistani,Turbat,Pakistan,Turkey,2018-05-12,Student,Tourism
احمد خان,S/O Mohammad Cheema,42101-6011825-4,AB4713057,Pakistani,Sukkur,Pakistan,Saudi Arabia,2017-07-30,Tourist,Tourism
Asif Chaudhry,S/O نادیہ رضا,61101-5885366-2,AB7664546,Pakistani,Mirpur,Pakistan,China,2020-04-24,Business,Family Visit
