canonical_name,father_name,cnic,owner_number,province,city,society_name,property_type,plot_house_no,area,purchase_year,ownership_status,market_value,phone
Rabia Rizvi,S/O Hussain Hashmi,35202-5257395-6,03228981604,ICT,Islamabad,Saddar,House,506,28 Kanal,2010,Sold,61314280.0,0322-8981604
Hashmi Latif,S/O Usman Gondal,54000-6748022-2,03039576670,Punjab,Sialkot,Gulberg,Residential Plot,911,4 Sq.Ft,2018,Mortgaged,67571580.0,0303-9576670
Noor Hashmi,S/O Kamran Jafri,61101-7085502-5,03316112711,Azad Kashmir,Mirpur,Model Town,House,943,59 Sq.Ft,2010,Rented,6374830.0,0331-6112711
Kamran Akhtar,S/O Sobia Raza,61101-5139998-2,03451020311,KPK,Mingora,Gulshan-e-Iqbal,Apartment,827,49 Marla,2001,Mortgaged,45848740.0,0345-1020311
Rukhsar Hussain,S/O Mirza Malik,21301-2214453-5,,Balochistan,Khuzdar,Defence,House,16,99 Sq.Ft,1996,Rented,34816840.0,0332-7135510
Amna Nawaz,S/O Hassan Ahmed,54000-8993139-7,03214987424,Gilgit-Baltistan,Skardu,E-11,House,737,74 Marla,1999,Rented,206798090.0,0321-4987424
ابراہیم ملک,S/O Hamid Ahmed,21301-6030776-3,03334808186,Balochistan,Gwadar,Clifton,House,448,53 Sq.Ft,2019,Rented,181915650.0,0333-4808186
Malik Ansari,S/O Naveed Nawaz,13302-8183451-3,03464471922,Balochistan,Khuzdar,Scheme 33,Residential Plot,506,14 Sq.Ft,2003,Owned,42953540.0,0346-4471922
Bilal Rizvi,S/O Sana Gondal,42101-1013314-5,03015239450,KPK,Mardan,Johar Town,House,945,39 Kanal,2001,Mortgaged,56034790.0,0301-5239450
Uzma Rizvi,S/O Sana Tarar,44000-2262586-3,03327548922,Azad Kashmir,Mirpur,DHA,Apartment,30,81 Kanal,2007,Rented,52188540.0,0332-7548922
Raja Syed,S/O Amna Malik,42101-8842645-1,03116449037,Punjab,Lahore,E-11,Apartment,775,96 Kanal,2000,Mortgaged,95817630.0,0311-6449037
Tahir Jafri,S/O صنا ملک,21301-6109570-5,03311915141,Balochistan,Hub,F-10,House,848,100 Sq.Ft,2012,Owned,17773340.0,0331-1915141
Nor Jafri,S/O Shoaib Latif,44000-6343290-5,03315107483,KPK,Kohat,E-11,Apartment,903,80 Kanal,1998,Mortgaged,34097540.0,0331-5107483
Faisal Rana,S/O Hamid Aslam,61101-7474375-8,03219578346,KPK,Kohat,PAF Colony,Apartment,445,70 Sq.Ft,2004,Owned,63740440.0,0321-9578346
Kamran Karim,S/O S/O Hashmi Butt,54000-3349469-5,03138914690,Azad Kashmir,Rawalakot,DHA,House,993,66 Sq.Ft,2017,Sold,20936530.0,0313-8914690
Maryam Syed,S/O Baig Naqvi,61101-4412110-9,03138497265,Balochistan,Hub,Askari,House,963,13 Marla,2017,Owned,323437260.0,0313-8497265
Arif alik,S/O Maryam Butt,13302-4012913-9,03134931602,KPK,Abbottabad,Johar Town,House,849,20 Sq.Ft,2014,Rented,57807710.0,0331-2792417
Naveed Gujjar,S/O Ali Raza,54000-6423060-8,03005377947,KPK,Mardan,Gulberg,Residential Plot,672,40 Marla,1999,Mortgaged,7797180.0,0313-2854985
Kamran Sheikh,S/O Noor Abbasi,35202-3191822-9,,Balochistan,Gwadar,Bahria Town,Residential Plot,666,95 Marla,2005,Owned,48528880.0,0313-5252448
Rukhsar Jafri,S/O Rabia Gondal,42101-4139613-5,03005690344,Sindh,Karachi,Cantt,Apartment,464,97 Kanal,2022,Mortgaged,11237760.0,0300-5690344
Mohammad Latif,S/O Raja Raza,42101-7857886-2,03006834790,Gilgit-Baltistan,Skardu,Cavalry Ground,Residential Plot,933,14 Marla,1998,Rented,7176500.0,0300-6834790
Malik Ali,S/O Salman Rana,44000-1771298-9,03131250527,Sindh,Karachi,DHA,House,409,83 Kanal,2008,Rented,37599950.0,0313-1250527
Sana Baig,S/O Omar Khan,13302-2546177-5,03118814591,Azad Kashmir,Mirpur,Bahria Town,Residential Plot,839,72 Kanal,2006,Owned,102993370.0,0311-8814591
Hamid Chaudhry,S/O Salman Ali,35202-8886470-3,03225433163,Gilgit-Baltistan,Skardu,Defence,Residential Plot,847,77 Marla,2008,Mortgaged,80324740.0,0322-5433163
Bushra Abbasi,S/O Usman Tarar,54000-8714743-3,03008367639,KPK,Bannu,Clifton,Residential Plot,736,82 Kanal,1995,Sold,9521470.0,0300-8367639
Faisal Karim,S/O Muhammad Ali,44000-5935191-8,03027228958,ICT,Islamabad,Cavalry Ground,Residential Plot,578,24 Kanal,2012,Rented,60414810.0,0345-3746334
Khaalid Chattha,S/O Arif Rizvi,44000-2966360-6,03454476458,Sindh,Hyderabad,Township,Apartment,528,42 Marla,1995,Sold,74584720.0,0345-4476458
Ali Raza,S/O عمر شیخ,42101-3189287-3,03133346094,Gilgit-Baltistan,Gilgit,North Nazimabad,Residential Plot,34,63 Kanal,2017,Sold,24847830.0,0313-3346094
Syed Sandhu,S/O Ahmed Rana,13302-3664700-4,03139604428,ICT,Islamabad,PAF Colony,House,438,14 Sq.Ft,2010,Owned,270959920.0,0313-9604428
Asma Rizvi,S/O Iqra Raja,21301-1733372-2,03462605210,Sindh,Larkana,Bahria Town,House,894,23 Kanal,2012,Rented,55764490.0,0346-2605210
Hina Aslam,S/O Arif Hussain,13302-7601537-6,03036549355,ICT,Islamabad,Bahria Town,Residential Plot,633,61 Kanal,2008,Owned,14878460.0,0303-6549355
Sajid Gujjar,S/O Uzma Qureshi,61101-3847389-5,03126928539,Sindh,Mirpurkhas,Johar Town,Residential Plot,509,77 Kanal,2019,Owned,5903110.0,0312-6928539
Noro Nawaz,S/O Naveed Malik,54000-4098023-5,03137513336,KPK,Mingora,Clifton,Apartment,469,40 Marla,2003,Owned,51888770.0,0345-2992202
Malik Gujjar,S/O Saira Bukhari,44000-5437455-1,03136905117,Sindh,Larkana,DHA,Apartment,600,83 Kanal,2019,Owned,32261210.0,0313-6905117
Ali Chaudhry,S/O Shazia Syed,35202-5027148-2,03335795781,Punjab,Sialkot,Clifton,Apartment,632,44 Marla,2015,Mortgaged,161988720.0,0333-5795781
Amna Rana,,21301-3022230-4,03125492282,ICT,Islamabad,I-8,Residential Plot,675,31 Kanal,2005,Rented,15552320.0,0312-5492282
Amna Ansari,S/O Chaudhry Gilani,61101-1728065-7,03221680765,Balochistan,Gwadar,G-9,House,488,55 Kanal,2005,Sold,120212450.0,0322-1680765
Zubair Virk,S/O Ibrahim Gondal,21301-7729218-1,03126295785,Gilgit-Baltistan,Gilgit,Bahria Town,House,660,89 Kanal,2008,Owned,87490180.0,0312-6295785
Zainab Mirza,S/O Zainab Raja,13302-3479150-7,03008867865,Gilgit-Baltistan,Chilas,Johar Town,Residential Plot,248,98 Kanal,2023,Mortgaged,23577210.0,0300-8867865
Kamran Baig,S/O Zainab Butt,44000-2339485-8,03222778288,KPK,Peshawar,Defence,Residential Plot,982,11 Kanal,2006,Mortgaged,35345020.0,
Salman Karim,S/O Tahir Syed,42101-2828260-3,03127820148,KPK,Abbottabad,E-11,Residential Plot,34,81 Marla,2008,Sold,32708470.0,0312-7820148
Saira Iqbal,S/O Tahir Tarar,54000-8103918-3,03034887495,ICT,Islamabad,G-9,Apartment,336,10 Marla,2006,Owned,17525920.0,0303-4887495
Muhammad Sandhu,S/O Hina Abbasi,61101-3750518-6,03228612652,KPK,Bannu,F-10,Residential Plot,589,9 Kanal,2022,Owned,194484350.0,0322-8612652
Rukhsar Sandhu,S/O Imran Sheikh,44000-7561748-2,03225955264,Sindh,Sukkur,PAF Colony,Residential Plot,964,72 Sq.Ft,1996,Mortgaged,25603400.0,0322-5955264
Ayesha Gondal,S/O S/O Nadia Chattha,54000-3695916-7,,KPK,Bannu,F-10,Apartment,978,12 Kanal,2013,Owned,4855490.0,0303-2305413
Adnan Syed,S/O Hashmi Virk,61101-1470809-2,03001723589,KPK,Abbottabad,Saddar,Apartment,307,15 Sq.Ft,2012,Owned,82901640.0,0300-1723589
Zainab Gondal,S/O Rizwan Malik,54000-6020319-6,03216029651,Azad Kashmir,Rawalakot,F-10,House,35,58 Kanal,1997,Owned,116292830.0,0321-6029651
Iqra Cheema,,35202-9673779-2,03139623013,Punjab,Rawalpindi,DHA,Apartment,239,66 Sq.Ft,1997,Owned,66525410.0,0313-9623013
Bilal Aslam,S/O Raja Hameed,13302-3682694-1,03039528809,Gilgit-Baltistan,Skardu,Cavalry Ground,House,61,20 Sq.Ft,2011,Rented,27739320.0,0303-9528809
Nadia Ahmed,S/O Muhammad Gilani,21301-4902283-1,03029676443,Sindh,Karachi,Askari,House,318,77 Sq.Ft,2001,Rented,50024030.0,0302-9676443
Bilal Rana,S/O Hina Raza,61101-6794620-8,03318691004,KPK,Mardan,E-11,Residential Plot,610,73 Marla,2013,Owned,2667880.0,0331-8691004
Noor Ansari,S/O Shoaib Latif,21301-8611954-8,03035466142,Sindh,Mirpurkhas,Model Town,Apartment,419,7 Sq.Ft,2007,Sold,30382820.0,0303-5466142
Mirza Rizvi,S/O Amna Ansari,35202-2099098-5,03012330676,KPK,Mardan,Saddar,Apartment,912,36 Marla,2002,Owned,40017740.0,0301-2330676
Tariq Gondal,S/O Ahmed Syed,42101-7737011-9,03318432510,Punjab,Sargodha,Bahria Town,Residential Plot,208,50 Kanal,2001,Rented,26270980.0,
Usman Bukhari,S/O Chaudhry Ali,44000-8665564-6,03324860041,KPK,Mingora,North Nazimabad,House,806,8 Marla,2015,Sold,60587520.0,0332-4860041
Shazia Zaidi,S/O Sidra Hussain,61101-4042807-7,03315815154,Sindh,Larkana,F-10,House,597,97 Kanal,2016,Sold,105527620.0,0331-5815154
Sheikh Gondal,S/O Zainab Sheikh,42101-2136461-3,03025406529,Azad Kashmir,Mirpur,I-8,House,54,45 Kanal,2000,Sold,136159400.0,0302-5406529
Naveed Rana,S/O Imran Zaidi,13302-8618399-2,03222180011,Azad Kashmir,Rawalakot,North Nazimabad,Commercial Building,402,40 Sq.Ft,1995,Owned,626115820.0,0322-2180011
,S/O Saira Baig,54000-4936074-1,03025363341,KPK,Bannu,Askari,Apartment,876,18 Sq.Ft,2001,Owned,34977120.0,0302-5363341
Rukhsar Gondal,S/O Sheikh Raza,44000-1865675-1,03215080366,Punjab,Multan,F-10,House,188,5 Sq.Ft,2016,Sold,73097560.0,0321-5080366
Sobia Malik,S/O Asif Rana,54000-9549184-1,03005728583,Punjab,Multan,Defence,Apartment,277,61 Marla,2004,Owned,24557230.0,0300-5728583
Iqra Gondal,S/O احمد خان,54000-4213634-5,03002655671,KPK,Abbottabad,Askari,House,509,77 Kanal,2017,Rented,30678430.0,0300-2655671
,S/O Faisal Tarar,44000-4637715-2,03463179482,Gilgit-Baltistan,Chilas,Scheme 33,Apartment,679,25 Marla,2019,Owned,132359920.0,0346-3179482
Ayesha Rana,S/O Chaudhry Ali,35202-4125616-4,03023925229,Sindh,Mirpurkhas,Cantt,Residential Plot,515,22 Marla,2005,Sold,38966780.0,0333-3614640
Malik Chattha,S/O Sajid Aslam,13302-9693169-5,03229653916,ICT,Islamabad,Cavalry Ground,Apartment,327,29 Kanal,2006,Sold,78443750.0,0322-9653916
Kashif Baig,S/O Naveed Gondal,,03228603199,Balochistan,Hub,North Nazimabad,Residential Plot,482,84 Sq.Ft,2000,,121168510.0,0311-7108056
Khalid Rana,,54000-6379867-4,03037938388,Sindh,Mirpurkhas,Township,House,767,40 Kanal,1999,Mortgaged,138674410.0,0303-7938388
Hashmi Rana,S/O عائشہ احمد,61101-1767428-8,03223698802,Sindh,Hyderabad,Model Town,Apartment,792,53 Kanal,2007,Owned,41789880.0,0312-3384833
Sana Gujjar,S/O Sheikh Nawaz,35202-2815385-8,03453462001,Azad Kashmir,Mirpur,PAF Colony,Apartment,732,10 Sq.Ft,2009,Owned,54961680.0,0345-3462001
Naveed Butt,S/O Uzma Gujjar,42101-6842624-1,03119579549,Sindh,Karachi,DHA,House,903,84 Sq.Ft,2022,Mortgaged,82182520.0,0311-9579549
Naveed Jafri,S/O زینب علی,21301-4963158-5,03222204950,Gilgit-Baltistan,Skardu,Askari,Residential Plot,569,54 Kanal,2007,Mortgaged,48907970.0,0322-2204950
Kamran Mirza,S/O Chaudhry Malik,61101-5977570-7,03216244702,Balochistan,Gwadar,Gulberg,Residential Plot,824,59 Sq.Ft,2001,Mortgaged,142043570.0,0321-6244702
Mehwish Raja,S/O Nadia Zaidi,44000-7980239-8,03138153327,Sindh,Hyderabad,Model Town,Residential Plot,818,84 Kanal,2015,Rented,182847210.0,0313-8153327
Rizwan Raza,S/O Noor Rizvi,61101-2337271-1,03225622924,Balochistan,Turbat,Askari,Apartment,459,25 Sq.Ft,2006,Owned,44065860.0,0322-5622924
Bushra Iqbal,S/O Bilal Gujjar,42101-1512151-2,03337091533,Azad Kashmir,Rawalakot,Township,Commercial Plot,869,9 Sq.Ft,1998,Owned,117396590.0,0333-7091533
Sobia Tarar,S/O Bilal Abbasi,35202-6543511-6,03339089823,ICT,Islamabad,Clifton,Apartment,408,28 Kanal,2022,Mortgaged,105704170.0,0333-9089823
Hassan Zaidi,S/O Saira Cheema,61101-1137926-1,03321939144,KPK,Abbottabad,Township,House,130,60 Marla,1997,Mortgaged,80270750.0,0332-1939144
Noor Gujjar,S/O Chaudhry Bukhari,21301-4691762-2,03121483827,Azad Kashmir,Mirpur,DHA,Apartment,30,15 Kanal,1999,Owned,48611850.0,0312-1483827
Amna Latif,S/O Hina Gondal,54000-4616959-8,03116297073,KPK,Kohat,I-8,House,742,54 Kanal,2001,Mortgaged,66481490.0,0311-6297073
Sheikh Malik,S/O Rizwan Aslam,61101-5673634-8,03132547571,KPK,Mardan,Scheme 33,Apartment,433,84 Marla,2018,Rented,70914560.0,0313-2547571
Zainab Tarar,S/O Nadia Tarar,61101-9196832-6,03213716817,Gilgit-Baltistan,Skardu,Bahria Town,Residential Plot,10,40 Sq.Ft,2016,Mortgaged,47738300.0,0321-3716817
Fatima Karim,S/O Mirza Nawaz,,03025754542,Gilgit-Baltistan,Chilas,I-8,House,654,46 Kanal,2011,Rented,24598760.0,0302-5754542
Sobia Tarar,S/O Iqra Gilani,61101-1697583-4,03317665124,Balochistan,Gwadar,North Nazimabad,House,600,11 Kanal,2015,Mortgaged,43438430.0,0303-7135379
Bushra Bhatti,S/O Tahir Rafiq,42101-8421289-6,03218442822,Azad Kashmir,Mirpur,Gulberg,Residential Plot,381,14 Sq.Ft,1998,Sold,78581770.0,0321-8442822
Uzma Tarar,S/O Omar Hussain,42101-4071787-6,03118384567,Gilgit-Baltistan,Chilas,Saddar,Residential Plot,790,57 Marla,2008,Mortgaged,42452710.0,0311-8384567
Amna Aslam,S/O Sheikh Karim,61101-1778906-6,03229541950,Punjab,Multan,I-8,House,947,28 Kanal,2017,Owned,24346180.0,0322-9541950
Sajid Aslam,S/O نادیہ رضا,54000-6949694-8,03319651607,KPK,Mardan,Cantt,Apartment,416,11 Sq.Ft,1999,Owned,105145870.0,0346-9629984
عائشہ احمد,S/O Qureshi Ali,13302-5662844-4,03468473546,Punjab,Bahawalpur,Defence,Residential Plot,404,87 Sq.Ft,2011,Mortgaged,24176080.0,0346-8473546
Asma Hameed,S/O Sobia Gujjar,44000-8187315-9,03213121290,Gilgit-Baltistan,Gilgit,F-10,House,368,24 Sq.Ft,2021,Mortgaged,14042740.0,0333-1229016
Hussain Baig,S/O Tahir Hashmi,42101-5026409-7,03216711907,Sindh,Sukkur,Model Town,Apartment,678,39 Marla,2003,Owned,8530320.0,0321-6711907
Fatima Qureshi,S/O Muhammad Hashmi,35202-3793401-4,03461244021,KPK,Mardan,Township,Apartment,991,90 Marla,2006,Sold,54432290.0,0346-1244021
Faisal Gondal,S/O Zainab Sandhu,54000-2608578-5,03012191736,ICT,Islamabad,Saddar,Apartment,218,92 Kanal,1999,Owned,295056210.0,0301-2191736
Rukhsar Mirza,S/O مریم چودھری,13302-4423305-7,03004874298,KPK,Mardan,Model Town,Residential Plot,515,79 Marla,2000,Mortgaged,8218940.0,0300-4874298
Sobia Hussain,S/O Sajid Khan,21301-7333260-7,03324574965,Balochistan,Gwadar,Scheme 33,House,366,87 Kanal,2020,Mortgaged,71664010.0,0332-4574965
Aamir Rizvi,S/O Hina Tarar,13302-9350925-2,03008319190,Punjab,Gujranwala,PAF Colony,Residential Plot,95,66 Marla,2013,Owned,27323880.0,0300-8319190
Nadia Abbasi,S/O Sobia Nawaz,54000-8796388-4,03139471506,KPK,Peshawar,Defence,Residential Plot,542,96 Marla,2004,Rented,75908350.0,0313-9471506
Sheikh Rana,S/O Faisal Hussain,42101-7972650-4,03228039553,Sindh,Hyderabad,Askari,House,977,66 Kanal,2010,Rented,71873520.0,0322-8039553
Noor Rafiq,S/O Hamid Rizvi,54000-8348268-8,03227485958,Sindh,Nawabshah,Saddar,Apartment,132,61 Kanal,2008,Sold,40868950.0,0312-8602516
Naeem Hameed,S/O Zubair Ahmed,21301-5098236-3,03459893796,ICT,Islamabad,Gulshan-e-Iqbal,Apartment,555,16 Kanal,2008,Mortgaged,46993060.0,0345-9893796
Noor Zaidi,S/O Nadia Rana,35202-6105632-8,03026873001,Punjab,Sargodha,Township,House,795,38 Kanal,1997,Rented,232546660.0,0302-6873001
Nadia Baig,S/O Raja Gondal,44000-6534099-2,03004377369,ICT,Islamabad,DHA,Apartment,570,86 Sq.Ft,2022,Sold,80571730.0,0300-4377369
Khalid Latif,S/O Hamid Sandhu,61101-4577047-4,03034189417,ICT,Islamabad,I-8,Commercial Plot,38,94 Marla,2000,Sold,469873830.0,0303-4189417
Maryam Latif,S/O Hashmi Chaudhry,61101-7100417-6,,Azad Kashmir,Rawalakot,F-10,House,406,61 Sq.Ft,1996,Sold,56698490.0,0346-3860089
Saira Akhtar,S/O Sheikh Chaudhry,21301-9092503-9,03006016416,Balochistan,Quetta,Cavalry Ground,Residential Plot,728,93 Marla,2017,Owned,19045900.0,0300-6016416
Sidra Virk,S/O Sidra Gilani,42101-2249382-3,03017328336,KPK,Kohat,DHA,Residential Plot,738,94 Kanal,2006,Sold,140596660.0,0301-7328336
Usman Ansari,S/O Hashmi Sandhu,54000-9744886-9,03013149873,Punjab,Sialkot,North Nazimabad,Residential Plot,304,38 Kanal,2009,Owned,79493320.0,0301-3149873
Salman Naqvi,S/O Rabia Hameed,21301-4740711-1,03135392435,Balochistan,Gwadar,Gulberg,Apartment,487,89 Sq.Ft,1995,Sold,69142490.0,0332-6874394
Waseem Raja,S/O Zubair Ansari,21301-8392042-8,03005226632,Sindh,Nawabshah,Cavalry Ground,Residential Plot,444,6 Sq.Ft,2002,Sold,185759910.0,0300-5226632
Mirza Nawaz,S/O Imran Aslam,44000-4787760-1,03325289751,KPK,Abbottabad,G-9,Apartment,638,27 Kanal,2023,Rented,287709070.0,0332-5289751
Bushra Chattha,S/O Sheikh Sandhu,42101-6290332-7,03026096478,Gilgit-Baltistan,Skardu,Gulshan-e-Iqbal,Residential Plot,508,34 Marla,2009,Owned,0.0,0302-6096478
Imran Butt,S/O Tariq Akhtar,61101-9371903-2,03221080203,Azad Kashmir,Mirpur,DHA,House,851,95 Sq.Ft,2006,Mortgaged,9882180.0,
Tariq Virk,S/O Naeem Hussain,13302-2077621-8,03018169923,Sindh,Mirpurkhas,Scheme 33,Apartment,498,85 Sq.Ft,2020,Mortgaged,40016400.0,0301-8169923
Ahmed Mirza,S/O Asif Sandhu,35202-6345741-2,03462286057,Azad Kashmir,Rawalakot,I-8,Residential Plot,94,55 Kanal,2021,Sold,97287950.0,0346-2286057
Kamran Mirza,S/O Chaudhry Malik,61101-5977570-7,03216244702,Balochistan,Gwadar,Gulberg,House,697,33 Sq.Ft,2012,Rented,54880850.0,0321-6244702
Ibrahim Ansari,S/O Asma Bukhari,21301-9404610-5,03324252186,ICT,Islamabad,Cavalry Ground,Residential Plot,100,68 Sq.Ft,2013,Sold,26540660.0,0332-4252186
Asif Zaidi,S/O Tariq Syed,61101-1979480-7,03224538481,Balochistan,Gwadar,Gulshan-e-Iqbal,Apartment,684,80 Marla,2013,Owned,93260990.0,0322-4538481
Uzma Hussain,S/O Aamir Ahmed,54000-7979571-4,03322111782,Gilgit-Baltistan,Gilgit,Johar Town,Commercial Building,746,98 Kanal,2006,Sold,918221410.0,0332-2111782
Saira Chattha,S/O Hamid Akhtar,35202-8123598-6,03006625209,Gilgit-Baltistan,Gilgit,Scheme 33,House,302,73 Sq.Ft,2010,Sold,56671650.0,0300-6625209
Hussain Baig,S/O Tahir Hashmi,42101-5026409-7,03216711907,Sindh,Sukkur,G-9,House,873,20 Kanal,2001,Sold,19253580.0,0321-6711907
Faisal Gujjar,S/O Malik Hameed,13302-5240908-6,03453886814,Punjab,Bahawalpur,Defence,Apartment,678,38 Kanal,2006,Rented,358824800.0,0345-3886814
Naveed Rizvi,S/O Imran Baig,61101-1948754-9,03313518067,Sindh,Larkana,Gulberg,Apartment,955,67 Marla,2003,Rented,266819560.0,0331-3518067
Qureshi Cheema,S/O Uzma Virk,,03216876692,ICT,Islamabad,G-9,House,109,10 Sq.Ft,2014,Rented,59693290.0,0321-6876692
محمد علی,S/O Shoaib Rafiq,35202-1288318-9,03004579217,Azad Kashmir,Muzaffarabad,F-10,Residential Plot,554,12 Sq.Ft,2011,Rented,65931870.0,0300-4579217
Syed Hameed,S/O فاطمہ خان,21301-4682471-9,03467456219,Balochistan,Quetta,F-10,Residential Plot,156,62 Sq.Ft,2022,Sold,284029250.0,0346-7456219
Asma Gilani,S/O Waseem Nawaz,44000-7974007-7,03133015051,KPK,Abbottabad,Johar Town,Agricultural Land,438,20 Sq.Ft,1995,Owned,636934260.0,0313-3015051
Sajid Gilani,S/O Raja Sandhu,61101-3595236-1,03456376801,Balochistan,Khuzdar,I-8,House,912,76 Marla,2002,Sold,193080960.0,0345-6376801
Tariq Gilani,S/O S/O Hassan Qureshi,13302-9084065-5,03454785186,Gilgit-Baltistan,Skardu,Gulshan-e-Iqbal,Apartment,911,82 Marla,2004,Sold,174092370.0,0345-4785186
Sheikh Khan,S/O Shazia Akhtar,61101-4325646-2,03326816392,Azad Kashmir,Muzaffarabad,Scheme 33,Apartment,969,58 Kanal,2013,Owned,45344640.0,0332-6816392
Tariq Rafiq,S/O Ayesha Gondal,42101-2961473-9,03038996007,Gilgit-Baltistan,Skardu,E-11,House,595,82 Marla,2002,Mortgaged,80540070.0,0303-8996007
Amna Hashhmi,S/O Hina Jafri,54000-8692313-7,03219799515,Punjab,Faisalabad,Township,Apartment,609,23 Kanal,2022,Rented,201018090.0,0321-9799515
Adnan Akhtar,S/O Hamid Rana,,03115572892,Balochistan,Quetta,Gulshan-e-Iqbal,Apartment,581,5 Kanal,2004,Mortgaged,137560880.0,0311-5572892
Shikh Latif,S/O S/O Sobia Ali,21301-7688732-5,03118510091,Punjab,Multan,Gulberg,House,573,90 Marla,2012,Sold,6745490.0,
Hussain Malik,S/O Adnan Iqbal,42101-3601944-5,,Punjab,Multan,PAF Colony,Apartment,835,6 Marla,2023,Mortgaged,18131710.0,0303-5370628
Sobia Gujjar,S/O Malik Gilani,54000-5411502-1,03035876431,Punjab,Sargodha,Scheme 33,Apartment,483,32 Kanal,2013,Sold,105942360.0,0303-5876431
Shoaib Mirza,S/O Saira Mirza,61101-5024274-1,03117183812,Gilgit-Baltistan,Gilgit,Scheme 33,House,467,20 Kanal,1996,Sold,123605220.0,0311-7183812
Naveed Chattha,S/O Malik Gondal,13302-6443492-8,03331756410,Sindh,Larkana,Saddar,Commercial Building,576,68 Sq.Ft,2018,Owned,1208133000.0,0333-1756410
Ibrahim Jafri,S/O Maryam Rafiq,61101-5587250-3,03119347757,Punjab,Multan,PAF Colony,House,219,68 Kanal,2018,Owned,236791400.0,
Asif Raja,S/O Shazia Bukhari,44000-7628072-7,03126425211,Balochistan,Turbat,PAF Colony,Residential Plot,642,67 Marla,2001,Rented,70176920.0,0312-6425211
Syed Hameed,S/O Rizwan Virk,54000-2889999-6,03227998722,ICT,Islamabad,Scheme 33,House,540,100 Marla,2001,Rented,0.0,
Rizwan Raza,S/O Noor Rizvi,61101-2337271-1,03225622924,Balochistan,Turbat,PAF Colony,House,262,24 Kanal,2010,Mortgaged,36402710.0,0322-5622924
Chaudhry Hasshmi,S/O Kamran Ahmed,44000-3336959-7,03039486798,Sindh,Karachi,Cantt,Apartment,576,40 Kanal,2007,Sold,13755270.0,0303-9486798
Arif Raza,S/O Sheikh Qureshi,42101-4828330-3,03039948584,KPK,Mardan,Gulberg,House,715,25 Marla,2008,Owned,160604320.0,0300-5598689
Imran Aslam,S/O Sana Gondal,54000-9729201-2,03001049691,ICT,Islamabad,Township,Residential Plot,717,32 Kanal,2021,Mortgaged,74912080.0,0313-7754240
Naeem Bukhari,S/O Rizwan Gujjar,21301-8918739-2,03339478488,Balochistan,Khuzdar,Cavalry Ground,Residential Plot,708,16 Sq.Ft,2021,Owned,170078560.0,0333-9478488
Tariq Karim,S/O Baig Bukhari,42101-7072405-6,03466150102,Sindh,Nawabshah,I-8,Agricultural Land,679,100 Kanal,2008,Mortgaged,631010900.0,0346-6150102
Waseem Qureshi,S/O Shazia Rana,21301-7266920-6,03026897923,Sindh,Larkana,Cavalry Ground,House,494,80 Marla,2005,Mortgaged,181341740.0,0302-6897923
Ali Syed,S/O Bushra Qureshi,35202-2736381-3,03125866606,KPK,Mardan,E-11,House,302,98 Sq.Ft,1995,Rented,97408710.0,0312-5866606
Tahir Sheikh,S/O Baig Qureshi,35202-4515327-6,03339020438,ICT,Islamabad,Gulberg,Residential Plot,783,93 Sq.Ft,2019,Mortgaged,219424930.0,0333-9020438
احمد خان,S/O Waseem Raja,42101-8008772-1,03138371624,KPK,Mardan,Scheme 33,Apartment,450,91 Marla,2020,Sold,58844290.0,0313-8371624
Sidra Malik,S/O Sana Gujjar,44000-2483883-4,03326242875,ICT,Islamabad,Model Town,Residential Plot,840,9 Marla,2014,Owned,8042700.0,0332-6242875
Mehwish Baig,S/O Nadia Gilani,,03325731917,Sindh,Hyderabad,Askari,Residential Plot,681,56 Marla,2016,Mortgaged,181523870.0,0332-5731917
Ayesha Syed,S/O Waseem Nawaz,13302-1859563-9,03034658293,Punjab,Lahore,Township,Residential Plot,946,79 Marla,2004,Sold,180216960.0,
Hussain Bukhari,S/O Waseem Sandhu,42101-3479259-7,03221232979,Gilgit-Baltistan,Gilgit,Township,Residential Plot,941,59 Marla,2020,Rented,105605050.0,0322-1232979
Hashmi Naqvi,S/O Hashmi Syed,21301-7500548-2,03331510014,Azad Kashmir,Rawalakot,Gulberg,Agricultural Land,165,91 Marla,2011,Sold,410872280.0,0333-1510014
Noor Rizvi,S/O Mohammad Hussain,35202-2884180-1,03129694175,Gilgit-Baltistan,Chilas,E-11,House,736,72 Sq.Ft,2017,Mortgaged,67573400.0,0312-9694175
Tariq Chaudhry,S/O Rabia Bhatti,61101-8796753-2,03119732312,Balochistan,Hub,Model Town,Apartment,594,34 Marla,2001,Mortgaged,24791410.0,0311-9732312
Usman Gilani,S/O Hashmi Rizvi,42101-8833150-1,03136958120,Sindh,Sukkur,Saddar,House,607,6 Marla,2013,,63139240.0,0313-6958120
