company_name,canonical_name,father_name,entity_type,cnic,incorporation_date,status,registered_office_address,province,city
Pak Brothers,Mirza Bukhari,S/O Shoaib Gilani,Public Limited,35202-2881289-5,2010-10-30,Active,"House 17, Block H, North Nazimabad, Turbat",Balochistan,Turbat
Star Industries,Ahmed Raja,,LLP,44000-8722609-1,1995-05-19,Active,"House 351, Block C, Defence, Hub",Balochistan,Hub
Royal Associates,Muhammad Syed,S/O Rizwan Sandhu,Sole Proprietorship,54000-5788942-8,2012-09-04,Dissolved,"House 85, Block A, Gulshan-e-Iqbal, Islamabad",ICT,Islamabad
Apex Enterprises,Sana Ali,S/O Kashif Chaudhry,Sole Proprietorship,13302-8029251-2,1992-09-10,Active,"House 128, Block D, Gulberg, Islamabad",ICT,Islamabad
Meezan Industries,Kamran Cheema,S/O Raja Hussain,Sole Proprietorship,13302-5369823-4,2016-04-10,Active,"House 84, Block H, PAF Colony, Nawabshah",Sindh,Nawabshah
Apex Group,Salman Raja,S/O Uzma Syed,Public Limited,13302-8552726-3,2016-02-25,Active,"House 100, Block H, Johar Town, Faisalabad",Punjab,Faisalabad
National Associates,Zainab Hameed,S/O S/O Noor Rafiq,Private Limited,54000-1866635-5,2008-03-26,Active,"House 138, Block G, Saddar, Multan",Punjab,Multan
Al Corp,,S/O Bilal Hameed,Partnership,61101-3193452-4,2017-11-30,Active,"House 392, Block E, Township, Hyderabad",Sindh,Hyderabad
,Hina Latif,S/O Zubair Akhtar,Private Limited,54000-1571205-4,1998-04-24,Suspended,"House 50, Block G, Bahria Town, Multan",Punjab,Multan
Global Corp,Muhammad Zaidi,S/O Salman Syed,Sole Proprietorship,13302-3545174-4,2001-06-19,Active,"House 137, Block B, Askari, Gilgit",Gilgit-Baltistan,Gilgit
Al Solutions,Raja Usman,,LLP,61101-4382805-7,2009-04-16,Active,"House 90, Block F, Johar Town, Gilgit",Gilgit-Baltistan,Gilgit
Pak Brothers,Bushra Naqvi,S/O Aamir Malik,Sole Proprietorship,21301-4238912-5,2006-12-24,Dissolved,"House 464, Block E, Clifton, Skardu",Gilgit-Baltistan,Skardu
Prime Industries,نادیہ رضا,S/O Syed Abbasi,Public Limited,13302-7884809-2,1991-05-20,Active,"House 458, Block E, Johar Town, Bannu",KPK,Bannu
Atlas Associates,Chaudhry Saira,S/O Bilal Sandhu,Private Limited,42101-4458014-5,1998-05-26,Suspended,"House 135, Block C, Cantt, Larkana",Sindh,Larkana
Meezan Industries,Asma Ali,S/O Khalid Gilani,Private Limited,42101-4566699-5,2000-02-03,Active,"House 447, Block H, Clifton, Gwadar",Balochistan,Gwadar
Star Group,Mehwish Ahmed,S/O Imran Ansari,Private Limited,44000-5527803-2,2001-08-24,Active,"House 217, Block B, DHA, Bannu",KPK,Bannu
Global Industries,Rizwan Ali,S/O Omar Malik,LLP,13302-3351809-9,2000-10-08,Active,"House 128, Block E, DHA, Gilgit",Gilgit-Baltistan,Gilgit
National Services,Omar Gilani,S/O Rizwan Syed,Public Limited,42101-8009328-5,2005-01-07,Suspended,"House 240, Block B, G-9, Muzaffarabad",Azad Kashmir,Muzaffarabad
National Industries,Noor Hussain,S/O Bushra Jafri,LLP,54000-5016918-5,2017-07-09,Active,"House 352, Block G, Askari, Muzaffarabad",Azad Kashmir,Muzaffarabad
Global Industries,Amna Sandhu,S/O Ahmed Rizvi,Private Limited,44000-3534208-6,1997-07-13,Dissolved,"House 61, Block A, Gulberg, Nawabshah",Sindh,Nawabshah
Meezan Corp,Asif Gondal,S/O Hina Virk,Private Limited,44000-1751714-5,2007-10-15,Active,"House 196, Block E, Bahria Town, Lahore",Punjab,Lahore
Apex Corp,Qureshi Hashmi,S/O Qureshi Gujjar,Partnership,54000-4585314-9,2022-11-22,Active,"House 358, Block E, PAF Colony, Skardu",Gilgit-Baltistan,Skardu
National Solutions,Hashmi Khan,S/O Sheikh Tarar,Partnership,35202-1923997-4,1990-04-11,Suspended,"House 77, Block F, Model Town, Multan",Punjab,Multan
Pak Group,Faisal Rizvi,S/O Zubair Hashmi,Private Limited,54000-8983734-4,2013-09-20,Active,"House 120, Block D, Gulshan-e-Iqbal, Mirpurkhas",Sindh,Mirpurkhas
Global Traders,Tariq Sandhu,S/O Tahir Ahmed,Partnership,21301-9592195-2,2018-03-12,Suspended,"House 35, Block E, Township, Gujranwala",Punjab,Gujranwala
Prime Services,Tahir Raja,S/O Sobia Chattha,Public Limited,35202-2020480-8,2006-01-07,Active,"House 429, Block G, Gulberg, Sialkot",Punjab,Sialkot
Global Enterprises,Kamran Bukhari,S/O Baig Bhatti,Partnership,61101-5819564-9,1997-12-15,Active,"House 143, Block F, Defence, Islamabad",ICT,Islamabad
Prime Enterprises,Zainab Gondal,S/O Rizwan Malik,Private Limited,54000-6020319-6,2007-11-25,Active,"House 57, Block G, Cavalry Ground, Rawalakot",Azad Kashmir,Rawalakot
Pak Corp,عمر شیخ,S/O Shazia Rizvi,Sole Proprietorship,42101-5365394-5,2017-08-08,Suspended,"House 16, Block H, Township, Mardan",KPK,Mardan
Star Services,Hamid Jafri,S/O احمد خان,Partnership,35202-9719581-3,2006-12-20,Active,"House 80, Block H, Township, Quetta",Balochistan,Quetta
Royal Brothers,Uzma Rafiq,S/O Sajid Sandhu,Public Limited,35202-8880985-3,2005-10-06,Active,"House 158, Block F, Model Town, Kohat",KPK,Kohat
Meezan Traders,Alii Tarar,S/O Kamran Bukhari,Partnership,21301-6006299-3,2008-02-28,Suspended,"House 423, Block F, North Nazimabad, Sialkot",Punjab,Sialkot
Prime Industries,Rizwan Akhtar,S/O Kashif Akhtar,Private Limited,42101-4644217-1,2011-12-08,Dissolved,"House 130, Block D, G-9, Sukkur",Sindh,Sukkur
Prime Traders,,S/O S/O Fatima Chattha,Private Limited,42101-9501071-9,2022-03-09,Active,"House 81, Block E, PAF Colony, Faisalabad",Punjab,Faisalabad
,عائشہ احمد,S/O Ayesha Baig,LLP,35202-3588711-4,2007-01-14,Active,"House 80, Block A, E-11, Hub",Balochistan,Hub
Apex Brothers,Kamran Ansari,S/O S/O Sheikh Sandhu,Private Limited,61101-8653827-4,2003-06-26,Active,"House 220, Block D, G-9, Mardan",KPK,Mardan
United Group,Mohammad Ali,S/O Hussain Sandhu,Public Limited,42101-4562316-9,1999-02-27,Active,,Punjab,Gujranwala
Pak Services,Zainab Hashmi,S/O Chaudhry Khan,LLP,54000-6189138-4,2010-07-16,Active,"House 428, Block G, E-11, Gilgit",Gilgit-Baltistan,Gilgit
National Solutions,Sidra Khan,S/O Tahir Butt,Public Limited,42101-4204180-7,2005-05-31,Active,"House 78, Block G, Scheme 33, Muzaffarabad",Azad Kashmir,Muzaffarabad
Pak Corp,Hussain Akhtar,S/O Shoaib Raja,LLP,42101-3533709-1,2016-11-16,Active,"House 363, Block G, Cavalry Ground, Mingora",KPK,Mingora
National Traders,Asif Chheema,S/O Amna Cheema,Public Limited,61101-5372688-9,2001-07-28,Active,"House 336, Block H, Askari, Mirpurkhas",Sindh,Mirpurkhas
United Solutions,Kashif Jafri,S/O Hussain Virk,Private Limited,44000-8113803-4,2016-09-02,Active,"House 374, Block C, Defence, Hyderabad",Sindh,Hyderabad
Atlas Enterprises,Amna Gujjar,S/O Naeem Gondal,Sole Proprietorship,44000-7722781-5,1998-01-04,Active,"House 382, Block F, PAF Colony, Chilas",Gilgit-Baltistan,Chilas
Star Corp,احمد خان,S/O Khalid Tarar,LLP,21301-3851395-9,2018-02-14,Active,"House 468, Block C, Scheme 33, Sialkot",Punjab,Sialkot
Star Enterprises,Mohammad Butt,S/O Muhammad Akhtar,Public Limited,61101-5043436-4,2017-07-19,Active,"House 132, Block F, Defence, Khuzdar",Balochistan,Khuzdar
United Corp,Tarar Sajid,,Private Limited,44000-7827605-5,1995-01-05,Suspended,"House 300, Block C, Defence, Islamabad",ICT,Islamabad
Pak Services,Omar Malik,S/O Waseem Latif,Public Limited,54000-6371348-3,2002-02-10,Active,,Gilgit-Baltistan,Skardu
National Traders,Hussain Raza,S/O Sheikh Sheikh,Private Limited,35202-6656726-5,1994-11-19,Active,"House 84, Block C, Gulberg, Islamabad",ICT,Islamabad
Pak Industries,Syed Rabia,S/O Hussain Ansari,Private Limited,35202-3630950-8,2022-03-15,Active,"House 405, Block B, Scheme 33, Sukkur",Sindh,Sukkur
United Associates,Hassan Cheema,S/O Ali Cheema,Public Limited,21301-9319285-4,2019-07-26,Active,"House 47, Block D, G-9, Larkana",Sindh,Larkana
Royal Brothers,Rukhsar Zaidi,S/O Naveed Gujjar,Partnership,13302-4708636-7,1992-02-03,Active,"House 77, Block F, North Nazimabad, Quetta",Balochistan,Quetta
Meezan Enterprises,Maryam Cheema,S/O Tahir Gilani,Partnership,13302-4853765-2,2009-10-12,Active,"House 337, Block H, Scheme 33, Lahore",Punjab,Lahore
Meezan Brothers,Shazia Zaidi,S/O Naveed Cheema,Private Limited,42101-4155778-3,1990-10-16,Active,"House 171, Block A, Gulshan-e-Iqbal, Islamabad",ICT,Islamabad
Prime Brothers,Saira Raja,S/O Nadia Mirza,Partnership,44000-4615893-3,2015-12-13,Active,"House 21, Block C, E-11, Islamabad",ICT,Islamabad
National Industries,Malik Noor,S/O Zubair Chattha,Private Limited,35202-4158061-3,1999-02-15,Dissolved,"House 167, Block G, Cantt, Khuzdar",Balochistan,Khuzdar
Atlas Traders,Sobia Syed,S/O Qureshi Akhtar,Public Limited,44000-7327471-8,2015-06-03,Active,"House 100, Block E, Askari, Karachi",Sindh,Karachi
Royal Corp,Mirza Kamran,S/O Omar Sandhu,Partnership,42101-7482885-6,2013-04-14,Active,"House 5, Block H, Cantt, Larkana",Sindh,Larkana
Apex Corp,Waseem Syed,S/O Zainab Abbasi,Public Limited,13302-9493615-2,2004-04-28,Active,"House 379, Block B, Askari, Peshawar",KPK,Peshawar
Global Group,Hina Khan,S/O Zubair Nawaz,Sole Proprietorship,35202-8734467-6,2016-09-23,Active,"House 51, Block F, Cavalry Ground, Skardu",Gilgit-Baltistan,Skardu
Star Corp,فااطمہ خان,S/O Naeem Abbasi,Public Limited,44000-8524391-6,2015-11-24,Active,"House 132, Block D, Saddar, Sialkot",Punjab,Sialkot
Meezan Associates,Hina Chattha,S/O Bilal Zaidi,Sole Proprietorship,44000-7067867-7,1990-07-04,Dissolved,"House 478, Block G, North Nazimabad, Mirpur",Azad Kashmir,Mirpur
Atlas Group,Naveed Nawaz,S/O Rabia Rafiq,Sole Proprietorship,42101-6688883-4,2001-02-03,Active,"House 175, Block A, Johar Town, Peshawar",KPK,Peshawar
National Corp,Uzma Ansari,S/O Mirza Bhatti,Public Limited,21301-3199828-4,1996-10-06,Active,"House 161, Block H, Gulberg, Hub",Balochistan,Hub
National Group,Sidra Hussain,S/O Bilal Nawaz,Partnership,61101-5045421-2,2011-10-06,Active,"House 128, Block A, Gulshan-e-Iqbal, Sialkot",Punjab,Sialkot
Meezan Brothers,,S/O Qureshi Ahmed,Public Limited,54000-2370529-1,2011-08-10,Active,"House 42, Block A, Model Town, Gilgit",Gilgit-Baltistan,Gilgit
Star Traders,Ayesha Malik,,LLP,44000-7363660-3,2005-03-28,Active,"House 450, Block A, North Nazimabad, Islamabad",ICT,Islamabad
United Services,Hussain Rizvi,S/O Sidra Sandhu,Private Limited,54000-9628019-2,1990-02-11,Active,"House 139, Block A, North Nazimabad, Chilas",Gilgit-Baltistan,Chilas
Pak Industries,Asma Bukhari,S/O Salman Gondal,Public Limited,61101-5529124-9,2022-07-22,Active,"House 91, Block G, I-8, Larkana",Sindh,Larkana
Meezan Associates,Shoaib Latif,S/O Iqra Gilani,Partnership,44000-5333062-7,1993-03-05,Active,"House 71, Block G, Scheme 33, Hyderabad",Sindh,Hyderabad
United Brothers,Zubair Bukhari,S/O Imran Raza,Private Limited,54000-1966421-6,1998-08-25,Active,"House 308, Block G, Cantt, Muzaffarabad",Azad Kashmir,Muzaffarabad
National Solutions,Quresh Fatima,S/O Adnan Bhatti,LLP,13302-2308844-3,2009-02-27,Active,"House 235, Block A, E-11, Mirpurkhas",Sindh,Mirpurkhas
National Traders,Shoaib Bukhari,S/O Fatima Raza,Private Limited,61101-4786284-5,2009-01-02,Active,"House 170, Block B, Saddar, Islamabad",ICT,Islamabad
Meezan Enterprises,Ayesha Jafri,S/O Ali Tarar,LLP,61101-8219379-4,1995-10-21,Active,"House 191, Block G, Cavalry Ground, Gujranwala",Punjab,Gujranwala
Global Solutions,Sheikh Asam,S/O Bilal Baig,Sole Proprietorship,42101-6003712-4,1998-01-03,Dissolved,"House 149, Block D, Saddar, Mirpur",Azad Kashmir,Mirpur
Al Traders,Omar Karim,S/O Arif Mirza,Private Limited,21301-6256463-1,1993-12-09,Suspended,"House 80, Block E, Cavalry Ground, Rawalakot",Azad Kashmir,Rawalakot
Royal Services,Saira Naqvi,S/O Fatima Rafiq,Sole Proprietorship,21301-2327639-3,2021-07-18,Active,"House 53, Block F, G-9, Gilgit",Gilgit-Baltistan,Gilgit
Meezan Solutions,محمد احمد,S/O Zubair Malik,Private Limited,21301-3753830-4,2019-10-09,Active,"House 392, Block F, G-9, Lahore",Punjab,Lahore
Apex Corp,Aamir Cheema,S/O Sana Khan,Public Limited,61101-6608364-2,2021-03-07,Suspended,"House 50, Block D, Cantt, Abbottabad",KPK,Abbottabad
Star Traders,Naveed Rana,S/O Imran Zaidi,Partnership,13302-8618399-2,1992-04-17,Active,"House 361, Block B, Township, Rawalakot",Azad Kashmir,Rawalakot
Apex Solutions,صنا ملک,S/O Hamid Mirza,LLP,42101-8210971-5,1995-07-27,Suspended,"House 407, Block C, E-11, Mirpurkhas",Sindh,Mirpurkhas
Pak Brothers,Abbasi Sheikh,S/O Raja Syed,LLP,35202-4035706-4,1990-04-14,Active,"House 365, Block A, Township, Islamabad",ICT,Islamabad
Global Solutions,Zainab Ansari,S/O Hassan Khan,Partnership,42101-7002009-9,1993-04-28,Suspended,"House 294, Block H, Johar Town, Gujranwala",Punjab,Gujranwala
Global Group,Ali Bukhari,S/O Sajid Rana,LLP,35202-9214276-6,2007-11-07,Active,"House 120, Block G, Township, Mingora",KPK,Mingora
Atlas Associates,Sobia Gondal,S/O Hina Gilani,Partnership,54000-3435283-4,1990-09-30,Active,"House 162, Block E, Saddar, Islamabad",ICT,Islamabad
Al Corp,Ibrahim Hussain,S/O مریم چودھری,Public Limited,21301-9799742-6,2000-11-12,Active,"House 53, Block E, Askari, Muzaffarabad",Azad Kashmir,Muzaffarabad
United Traders,Rizwan Latif,S/O Hamid Hashmi,LLP,54000-7741951-5,2019-08-06,Active,"House 495, Block G, Model Town, Bahawalpur",Punjab,Bahawalpur
National Brothers,Hamid Rana,S/O Hamid Cheema,Partnership,42101-3682290-5,2015-10-09,Active,"House 91, Block C, North Nazimabad, Muzaffarabad",Azad Kashmir,Muzaffarabad
Apex Traders,Malik Qureshi,S/O Imran Baig,LLP,61101-2310780-8,2018-06-04,Dissolved,"House 439, Block E, Model Town, Multan",Punjab,Multan
Royal Group,Naeem Mirza,S/O Naeem Gilani,Partnership,21301-7785511-7,2019-09-03,Active,"House 133, Block C, North Nazimabad, Islamabad",ICT,Islamabad
Atlas Traders,Mehwish Bhatti,S/O Hussain Tarar,Private Limited,42101-8491643-9,2013-01-08,Active,"House 247, Block C, Defence, Larkana",Sindh,Larkana
Global Brothers,Noor Sheikh,S/O Bilal Tarar,Sole Proprietorship,42101-3139713-5,2010-06-29,Dissolved,"House 396, Block C, Cavalry Ground, Sialkot",Punjab,Sialkot
Royal Corp,Sana Nawaz,S/O Bushra Gilani,LLP,61101-6172566-8,2016-03-18,Active,,Gilgit-Baltistan,Gilgit
Al Group,Kashif Qureshi,S/O Adnan Mirza,LLP,13302-8451739-1,2016-05-12,Active,"House 305, Block B, Model Town, Bahawalpur",Punjab,Bahawalpur
Apex Traders,Ibrahim Ansari,S/O Asma Bukhari,Private Limited,21301-9404610-5,2008-05-23,Dissolved,"House 23, Block A, G-9, Islamabad",ICT,Islamabad
Prime Solutions,Iqra Rana,S/O Sidra Bukhari,LLP,42101-6493207-1,1998-07-09,Active,"House 466, Block A, DHA, Mirpur",Azad Kashmir,Mirpur
Royal Enterprises,Uzma Malik,S/O Ali Gondal,Private Limited,21301-7863494-7,2015-02-08,Active,"House 364, Block C, Gulberg, Islamabad",ICT,Islamabad
United Brothers,Syed Virk,S/O Sajid Sandhu,Private Limited,21301-2161427-3,2015-08-29,Active,"House 335, Block H, Gulberg, Islamabad",ICT,Islamabad
Apex Industries,Shazia Baig,S/O Ali Qureshi,Public Limited,61101-2870435-9,2009-12-26,Active,"House 118, Block A, Scheme 33, Mardan",KPK,Mardan
Global Industries,Bushra Akhtar,S/O Raja Khan,Partnership,35202-7001588-7,2022-02-17,Suspended,"House 29, Block B, Gulberg, Multan",Punjab,Multan
Prime Industries,Omar Baig,S/O Fatima Zaidi,Sole Proprietorship,44000-9439984-5,1996-04-13,Suspended,,Azad Kashmir,Muzaffarabad
Prime Group,Hussain Latif,S/O Faisal Sandhu,LLP,35202-4976371-3,2012-02-25,Dissolved,"House 100, Block E, Bahria Town, Islamabad",ICT,Islamabad
Global Group,Salman Bukhari,S/O Naveed Sandhu,Sole Proprietorship,54000-2387188-1,2003-05-09,Active,"House 250, Block G, PAF Colony, Muzaffarabad",Azad Kashmir,Muzaffarabad
Pak Enterprises,Sobia Karim,S/O Omar Akhtar,Sole Proprietorship,54000-1744536-3,2012-11-27,Suspended,"House 343, Block F, I-8, Nawabshah",Sindh,Nawabshah
National Corp,Bhatti Hassan,S/O Sidra Rana,Partnership,35202-4667366-8,2017-09-27,Active,"House 251, Block E, North Nazimabad, Islamabad",ICT,Islamabad
,Arif Virk,S/O Rabia Rana,Public Limited,35202-1667591-8,1993-07-21,Active,"House 151, Block H, Township, Islamabad",ICT,Islamabad
National Solutions,Hina Iqbal,S/O Zainab Gilani,LLP,21301-1919628-4,1998-10-03,Active,"House 150, Block C, Scheme 33, Islamabad",ICT,Islamabad
Meezan Brothers,Faisal Raza,S/O Shazia Bhatti,Partnership,54000-4901721-9,2003-02-26,Active,"House 355, Block F, North Nazimabad, Lahore",Punjab,Lahore
Prime Solutions,علی حسین,S/O Asif Baig,LLP,21301-3650522-2,1990-07-05,Active,"House 246, Block D, North Nazimabad, Islamabad",ICT,Islamabad
Al Group,Hussain Raja,S/O Raja Khan,Public Limited,44000-9649039-7,2005-07-11,Dissolved,"House 453, Block A, Clifton, Islamabad",ICT,Islamabad
Meezan Traders,Ali Nawaz,S/O ابراہیم ملک,Public Limited,21301-1296308-4,1991-04-26,Active,"House 296, Block D, Model Town, Mirpurkhas",Sindh,Mirpurkhas
Global Corp,Khalid Gujjar,S/O Saira Virk,Partnership,35202-7853539-7,2002-09-20,Active,"House 247, Block F, Scheme 33, Gilgit",Gilgit-Baltistan,Gilgit
Pak Group,Hussain Naqvi,S/O Ibrahim Nawaz,LLP,42101-6419588-4,1999-08-20,Suspended,"House 244, Block E, Gulberg, Sargodha",Punjab,Sargodha
National Services,Amna Cheema,S/O Rizwan Aslam,Partnership,21301-1909393-4,2000-02-26,Active,"House 157, Block C, Model Town, Sialkot",Punjab,Sialkot
Atlas Industries,Iqra Chattha,S/O Waseem Rafiq,Sole Proprietorship,21301-3029477-1,2000-11-03,Active,"House 84, Block A, F-10, Islamabad",ICT,Islamabad
Prime Corp,Hina Raza,S/O S/O محمد حسن,Sole Proprietorship,61101-8142103-6,1995-12-07,Dissolved,"House 64, Block H, Johar Town, Skardu",Gilgit-Baltistan,Skardu
National Solutions,Usman Abbasi,S/O Asif Gilani,LLP,44000-6146365-4,2019-03-15,Active,"House 482, Block E, E-11, Abbottabad",KPK,Abbottabad
Pak Group,Zainab Sandhu,S/O Raja Nawaz,Private Limited,13302-4142479-3,2015-04-01,Active,"House 330, Block H, I-8, Karachi",Sindh,Karachi
Meezan Associates,Ibrahim Syed,S/O Sobia Ansari,LLP,35202-5647258-3,2007-01-22,Active,"House 352, Block G, Cavalry Ground, Turbat",Balochistan,Turbat
Star Enterprises,Noor Qureshi,S/O Tahir Naqvi,Sole Proprietorship,42101-5849642-6,1999-06-11,Active,"House 446, Block D, PAF Colony, Mardan",KPK,Mardan
National Enterprises,Zainab Hussain,S/O Kashif Akhtar,Public Limited,13302-3358453-5,2021-12-29,Active,"House 9, Block G, Gulberg, Gilgit",Gilgit-Baltistan,Gilgit
Global Services,Sajid Latif,S/O Ayesha Qureshi,Sole Proprietorship,13302-2619007-7,2005-08-10,Active,"House 329, Block H, Clifton, Sukkur",Sindh,Sukkur
Meezan Associates,Tariq Ali,S/O Naeem Sandhu,Sole Proprietorship,44000-8594351-9,2001-05-17,Active,"House 118, Block D, Johar Town, Peshawar",KPK,Peshawar
Meezan Group,Qureshi Naqvi,S/O Faisal Naqvi,Sole Proprietorship,54000-5860226-2,2001-09-22,Suspended,"House 212, Block C, Cantt, Islamabad",ICT,Islamabad
Prime Industries,Chattha Chaudhry,S/O Naveed Nawaz,Partnership,13302-1326187-6,1997-01-26,Active,"House 490, Block E, DHA, Lahore",Punjab,Lahore
United Traders,Sheikh Butt,S/O Ayesha Butt,LLP,61101-1728773-9,2022-12-25,Active,"House 195, Block C, I-8, Islamabad",ICT,Islamabad
Pak Services,Hassan Cheema,S/O Ali Cheema,LLP,21301-9319285-4,1996-07-17,Dissolved,"House 306, Block E, Bahria Town, Larkana",Sindh,Larkana
Pak Solutions,Zubair Chaudhry,S/O نادیہ رضا,Public Limited,13302-6773521-4,2016-04-30,Active,"House 119, Block H, Askari, Hub",Balochistan,Hub
Royal Brothers,Saira Raja,S/O Nadia Mirza,Sole Proprietorship,44000-4615893-3,2019-06-04,Suspended,"House 218, Block G, DHA, Islamabad",ICT,Islamabad
Global Brothers,Adnan Sandhu,,Sole Proprietorship,44000-1406123-5,2002-11-25,Active,"House 287, Block A, Model Town, Larkana",Sindh,Larkana
Global Group,Arif Tarar,S/O Hussain Zaidi,Private Limited,61101-5978765-1,2011-08-17,Active,"House 17, Block F, Cavalry Ground, Islamabad",ICT,Islamabad
National Enterprises,Ali Hashmi,S/O Amna Hashmi,LLP,21301-4872295-9,2012-11-22,Active,"House 440, Block B, Cantt, Quetta",Balochistan,Quetta
Apex Services,Mehwish Malik,S/O Shoaib Syed,LLP,13302-6557607-3,2007-04-04,Suspended,"House 227, Block A, I-8, Nawabshah",Sindh,Nawabshah
Apex Corp,Nadia Sheikh,S/O Iqra Rizvi,Public Limited,35202-3663444-2,1996-07-04,Active,"House 18, Block F, Scheme 33, Islamabad",ICT,Islamabad
Pak Traders,Tahir Sheikh,S/O Hamid Qureshi,Partnership,61101-7828762-4,1996-01-24,Active,"House 111, Block D, North Nazimabad, Kohat",KPK,Kohat
Al Traders,Billal Qureshi,S/O Sobia Mirza,Partnership,54000-7962689-6,1992-08-30,Suspended,"House 191, Block B, Model Town, Mirpurkhas",Sindh,Mirpurkhas
Apex Industries,Zaidi Ahmed,S/O Hamid Syed,Partnership,35202-6103052-8,2013-02-11,Active,"House 304, Block C, Model Town, Gilgit",Gilgit-Baltistan,Gilgit
Global Enterprises,Bilal Jafri,S/O Faisal Aslam,Partnership,54000-5446285-6,2017-02-25,Active,"House 486, Block D, Model Town, Abbottabad",KPK,Abbottabad
Atlas Solutions,Bilal Khan,S/O Asma Chaudhry,Private Limited,35202-4100114-3,1994-09-30,Active,"House 487, Block H, Defence, Mirpur",Azad Kashmir,Mirpur
National Associates,Karmi Bushra,S/O Malik Karim,Private Limited,21301-4653073-1,2009-12-16,Suspended,"House 226, Block F, Cavalry Ground, Nawabshah",Sindh,Nawabshah
Atlas Brothers,Zainab  Akhtar,S/O Adnan Syed,Partnership,54000-6245024-2,1990-12-24,Active,"House 275, Block B, Defence, Islamabad",ICT,Islamabad
Al Services,Gondal Maryam,S/O Rabia Aslam,Sole Proprietorship,35202-4012314-7,2009-11-19,Active,"House 394, Block H, PAF Colony, Mardan",KPK,Mardan
Royal Solutions,محمد احمد,S/O Bilal Butt,Public Limited,44000-8884237-1,1992-11-26,Active,"House 231, Block E, Askari, Mirpur",Azad Kashmir,Mirpur
