canonical_name,father_name,cnic,car_registration_number,model_year,car_brand,car_model,engine_size_cc,province,city,market_value,phone
Rukhsar Rana,S/O S/O Shazia Rana,21301-1842524-9,KHI-2413-U,2020,Suzuki,Wagon R,800,Sindh,Karachi,2976000.0,0322-6323376
Sana Bukhari,S/O Salman Sandhu,61101-7489772-4,KHI-7836-B,2014,Kia,Stonic,2000,Sindh,Hyderabad,4040000.0,0300-8462069
Sidra Rafiq,S/O Sana Iqbal,35202-6364799-8,GIL-3701-P,2015,Suzuki,Wagon R,2000,Gilgit-Baltistan,Skardu,5180000.0,
Asma Ali,S/O Zainab Qureshi,35202-1788039-8,PES-1120-Y,2021,Suzuki,Alto,1600,KPK,Kohat,2400000.0,0312-7098200
Ayesha Gujjar,S/O نادیہ رضا,44000-4325837-3,GIL-3011-A,2011,BMW,X6,3000,Gilgit-Baltistan,Skardu,10860000.0,0322-2972555
Sidra Raza,S/O Syed Khan,54000-9119837-8,LHR-2858-U,2011,Honda,City,1600,Punjab,Bahawalpur,3968000.0,0301-4704833
Noor Rizvi,S/O Kamran Sheikh,21301-7831141-6,MZD-8676-Y,2023,Toyota,Fortuner,800,Azad Kashmir,Muzaffarabad,2096000.0,0312-7639054
Raja Raja,S/O Mirza Nawaz,42101-3732023-6,ISB-3154-Y,2011,Honda,Civic,660,ICT,Islamabad,1808400.0,0332-1030749
Ibrahim Kairm,S/O Saira Sheikh,13302-3446751-1,ISB-3713-C,2014,Honda,Civic,1200,ICT,Islamabad,1800000.0,0303-6981675
Tahir Chaudhry,S/O Sidra Zaidi,13302-7177975-3,GIL-2020-C,2022,Suzuki,Alto,1600,Gilgit-Baltistan,Gilgit,4864000.0,0300-9612440
Rukhsar Zaidi,,42101-1866394-9,ISB-148-Q,2013,Hyundai,Santa Fe,2500,ICT,Islamabad,4950000.0,0313-9442235
Hashmi Gilani,S/O Naveed Virk,21301-9312726-7,GIL-5046-L,2022,Kia,Picanto,3500,Gilgit-Baltistan,Gilgit,11620000.0,0311-2105745
Qureshi Karim,S/O Saira Latif,54000-1903147-4,KHI-8443-Z,2016,Hyundai,Tucson,660,Sindh,Hyderabad,1498200.0,0333-9281598
Sajid Latif,S/O Sana Sandhu,35202-3363965-5,KHI-3129-L,2013,Hyundai,Santa Fe,3000,Sindh,Mirpurkhas,10620000.0,0321-4839530
Iqra Hashmi,S/O Asma Ali,21301-3663564-8,QTA-7268-T,2022,Hyundai,Santa Fe,3000,Azad Kashmir,Muzaffarabad,10410000.0,0311-8369126
S. Bhatti,S/O Usman Aslam,44000-5248948-5,MZD-3638-U,2005,Kia,Stonic,1500,Azad Kashmir,Rawalakot,2535000.0,0302-7608383
Sobia Mirza,S/O Raja Baig,35202-2453844-5,ISB-6064-B,2013,Kia,Sportage,660,ICT,Islamabad,2013000.0,0331-2394468
محمد احمد,S/O Bilal Ansari,54000-6065908-8,PES-7666-Q,2008,Hyundai,Tucson,1300,KPK,Mingora,5174000.0,0321-2707282
Hashmi Raza,S/O Qureshi Ali,21301-6331091-9,LHR-8715-Q,2005,Hyundai,Elantra,1000,Punjab,Bahawalpur,3540000.0,0313-3482120
S. Aslam,S/O Naveed Gujjar,35202-7579467-7,GIL-7734-O,2016,Kia,Picanto,1000,Gilgit-Baltistan,Chilas,2570000.0,0322-9906237
Mohammad Rana,S/O Rabia Rizvi,21301-1097123-1,QTA-8686-D,2019,Toyota,Hilux,1600,Balochistan,Quetta,4672000.0,0302-8741067
Naveed Syed,S/O Tariq Baig,54000-1860177-6,KHI-3312-J,2022,Hyundai,Santa Fe,660,Sindh,Larkana,1174800.0,0333-9726969
Noor Rana,S/O مریم چودھری,44000-1412512-8,LHR-4078-A,2020,Toyota,Land Cruiser,660,Punjab,Bahawalpur,2554200.0,0322-6931535
Arif Baig,S/O S/O Baig Nawaz,35202-5364698-7,PES-4127-X,2015,Suzuki,Bolan,1500,KPK,Abbottabad,2220000.0,0311-8072684
W. Chaudhry,,61101-3326356-5,ISB-6103-S,2016,Kia,Sportage,1800,ICT,Islamabad,6930000.0,0345-9320312
Fatima Mirza,S/O Nadia Karim,35202-9580718-3,MZD-7887-R,2009,Hyundai,Elantra,1200,Azad Kashmir,Muzaffarabad,3828000.0,0345-9483674
Hussain Raja,S/O Raja Khan,44000-9649039-7,ISB-1684-W,2015,Honda,City,2000,ICT,Islamabad,0.0,0302-7162862
Rukhsar Gujjar,S/O Salman Nawaz,54000-3824870-4,GIL-7530-E,2013,Kia,Stonic,1600,Azad Kashmir,Rawalakot,2752000.0,0322-9087098
Baig Bhatti,S/O Sobia Baig,,LHR-6109-J,2008,Kia,Sportage,3000,Punjab,Sargodha,8370000.0,0313-8381308
Sajid Akhtar,S/O Shoaib Iqbal,13302-9095897-9,ISB-6181-U,2015,Hyundai,Elantra,3000,ICT,Islamabad,7110000.0,0321-6270869
Baig Iqbal,S/O Kamran Qureshi,13302-9715207-8,KHI-1055-C,2010,Hyundai,Santa Fe,2500,Sindh,Sukkur,5475000.0,0345-9685662
Sajid Virk,S/O Hussain Chaudhry,21301-9223750-9,LHR-5587-A,2019,Hyundai,Santa Fe,1200,Punjab,Multan,1668000.0,0300-6375125
Maryam Cheema,S/O Tahir Gilani,13302-4853765-2,LHR-3491-T,2015,Suzuki,Bolan,2500,Punjab,Lahore,4475000.0,0346-4631304
Rizwan Syed,S/O Tahir Gondal,21301-2462708-3,KHI-8204-Q,2017,Honda,BR-V,1800,Sindh,Karachi,5202000.0,0301-2954499
Aamir Baig,S/O Ahmed Ansari,44000-3608479-2,MZD-1763-T,2015,Kia,Sportage,3000,Azad Kashmir,Muzaffarabad,4590000.0,0300-6361147
Sajid Rana,S/O Ahmed Rafiq,42101-7567925-5,PES-4499-U,2010,Toyota,Camry,1200,KPK,Abbottabad,4632000.0,0321-2004893
Hamid Cheema,S/O Faisal Hashmi,35202-6213387-6,PES-9553-Q,2010,Suzuki,Bolan,1300,KPK,Kohat,2379000.0,0345-8433918
Mohamad Latif,S/O Qureshi Rizvi,35202-9615233-2,MZD-8034-G,2009,Kia,Picanto,3000,Azad Kashmir,Rawalakot,6270000.0,0332-8534739
Mohammad Mirza,,61101-5275844-2,KHI-2406-B,2013,Honda,HR-V,3000,Sindh,Larkana,5130000.0,0333-8765820
Mehwihs Butt,S/O Muhammad Gujjar,35202-2057136-5,LHR-2861-V,2015,Toyota,Yaris,1500,Punjab,Multan,2130000.0,0303-5484288
Maryam Rizvi,S/O Asma Hussain,13302-8618003-5,ISB-2680-D,2007,Suzuki,Wagon R,2500,ICT,Islamabad,5800000.0,0331-8129463
Baig Malik,S/O Asif Zaidi,13302-9306463-6,GIL-3518-E,2022,Suzuki,Swift,1200,Gilgit-Baltistan,Gilgit,1968000.0,0331-8097119
Tahir Bhatti,S/O ابراہیم ملک,21301-1218912-1,ISB-4460-Y,2018,Hyundai,Santa Fe,1800,ICT,Islamabad,3600000.0,0300-2236275
Ali Rafiq,S/O Nadia Tarar,54000-8346426-2,ISB-5510-U,2023,Kia,Stonic,1200,ICT,Islamabad,1320000.0,0345-5955582
مریم ودھری,S/O Usman Virk,13302-7158304-3,ISB-3479-Z,2016,Kia,Picanto,1600,ICT,Islamabad,3616000.0,0302-5034253
Salman Hussain,,44000-2171198-4,GIL-6067-X,2017,Suzuki,Wagon R,1500,Gilgit-Baltistan,Skardu,4770000.0,0331-6128383
Kashif Ahmed,S/O Qureshi Naqvi,21301-1069254-2,QTA-1908-Z,2007,Hyundai,Sonata,1300,Balochistan,Gwadar,1781000.0,0333-4245188
Imran Jafri,S/O Asif Nawaz,61101-5279932-3,ISB-5419-W,2006,Toyota,Land Cruiser,1200,ICT,Islamabad,1548000.0,0301-8707092
Mehwish Akhtar,S/O Hamid Ansari,35202-2333118-1,PES-1451-D,2013,Hyundai,Elantra,1600,KPK,Mingora,6144000.0,0322-6069116
Sheikh Butt,S/O Ayesha Butt,61101-1728773-9,ISB-339-P,2017,BMW,7 Series,2000,ICT,Islamabad,3000000.0,0345-7396087
S. Mirza,S/O Asif Bukhari,61101-6528135-1,QTA-242-E,2020,Kia,Carnival,3000,Balochistan,Turbat,11010000.0,0321-9284783
Fatima Hameed,S/O S/O Tahir Abbasi,21301-8109132-5,MZD-2306-M,2009,Toyota,Fortuner,1800,Azad Kashmir,Mirpur,6354000.0,0331-6920939
عمر شیخ,S/O علی حسین,42101-1052497-6,ISB-1583-J,2021,Suzuki,Wagon R,3500,ICT,Islamabad,4830000.0,0346-1767629
Sana Chattha,S/O Salman Latif,42101-5115227-8,MZD-7656-K,2014,Kia,Sportage,1800,Azad Kashmir,Rawalakot,1800000.0,0312-7741049
Ali Chaudhry,S/O Ahmed Sandhu,44000-4592084-5,GIL-505-L,2013,Suzuki,Jimny,2500,Gilgit-Baltistan,Chilas,3775000.0,0313-6738129
Aamir Rizvi,S/O Ahmed Zaidi,54000-3981384-3,QTA-559-H,2012,Hyundai,Sonata,2000,Balochistan,Quetta,2400000.0,0346-6030577
Tariq Raja,S/O Zubair Bhatti,35202-4035544-4,LHR-317-Z,2006,Hyundai,Tucson,3000,Punjab,Sialkot,6990000.0,
Syed Ansari,S/O Aamir Zaidi,61101-4334029-6,QTA-3110-N,2019,Honda,City,1200,Balochistan,Quetta,4320000.0,0301-4958849
H. Butt,S/O Arif Karim,13302-8246340-9,QTA-9870-V,2005,Honda,Civic,1800,Balochistan,Gwadar,4122000.0,0313-9946235
Maryam Raja,S/O Kashif Iqbal,13302-9547928-7,MZD-2005-A,2023,Toyota,Yaris,1500,Azad Kashmir,Muzaffarabad,5265000.0,0311-1907043
Imran Nawaz,S/O Raja Iqbal,44000-3749013-2,MZD-8401-X,2014,Honda,Civic,1600,Azad Kashmir,Muzaffarabad,4912000.0,0303-5164045
Sana Nawaz,S/O Bushra Gilani,61101-6172566-8,GIL-4203-J,2020,Hyundai,Santa Fe,2000,KPK,Abbottabad,2560000.0,0331-5975665
Hamid Syed,S/O Shazia Butt,42101-8986964-5,GIL-1972-B,2016,Hyundai,Tucson,800,Gilgit-Baltistan,Gilgit,1656000.0,0301-8766806
M Karim,S/O Zubair Malik,21301-6669621-6,QTA-3882-P,2012,Hyundai,Sonata,800,Balochistan,Khuzdar,936000.0,0303-5992057
Hussain Virk,S/O S/O Mohammad Abbasi,42101-7669918-9,KHI-2117-G,2013,Honda,City,1000,Sindh,Hyderabad,2990000.0,0333-6938069
Hassan Hameed,S/O Mehwish Chattha,13302-9435412-7,KHI-482-Q,2015,Suzuki,Jimny,2000,Sindh,Karachi,4340000.0,
Fatima Chattha,S/O Rukhsar Gilani,35202-2041468-2,LHR-189-N,2018,Toyota,Corolla,1300,Punjab,Multan,4745000.0,0303-1632454
Ayesha Raja,S/O Aamir Akhtar,21301-5595595-8,PES-2291-W,2005,Kia,Sportage,2000,KPK,Kohat,7240000.0,0346-2388945
صنا ملک,S/O Fatima Tarar,61101-6668492-3,QTA-7826-Y,2012,Suzuki,Bolan,1200,Balochistan,Hub,3660000.0,0331-7820513
Asma Qureshi,S/O Mohammad Ahmed,54000-8070308-2,ISB-2115-E,2016,Toyota,Hilux,1200,ICT,Islamabad,1428000.0,0321-7409222
Ali Rana,S/O Omar Hameed,13302-4117269-3,QTA-2025-D,2006,Kia,Stonic,660,Balochistan,Quetta,2428800.0,0300-4508790
Syed Sandhu,S/O Noor Baig,35202-1411530-7,QTA-6245-A,2011,Suzuki,Bolan,2500,Balochistan,Hub,6025000.0,0345-4744008
Omar Bhatti,S/O Sheikh Ahmed,44000-2790897-6,LHR-5273-D,2005,Honda,Civic,1600,Punjab,Gujranwala,2352000.0,0302-9789075
Asa Latif,S/O Zainab Cheema,54000-4063816-1,LHR-4793-U,2010,Hyundai,Elantra,1200,Punjab,Lahore,1200000.0,0312-3570204
Tariq Raza,S/O S/O Mirza Sandhu,44000-3768343-8,KHI-5246-T,2014,Suzuki,Wagon R,2500,Sindh,Nawabshah,6050000.0,0313-3646667
Iqra Cheema,S/O Rizwan Raza,35202-9673779-2,LHR-324-G,2020,Toyota,Corolla,1500,Punjab,Rawalpindi,3390000.0,0313-9623013
مریم چودھری,S/O Asif Naqvi,13302-9818090-7,MZD-8466-R,2013,Kia,Carnival,2000,Azad Kashmir,Rawalakot,3120000.0,0301-8628687
Sheikh Chattha,S/O Mohammad Khan,13302-5031599-1,ISB-8803-T,2023,Honda,CR-V,660,ICT,Islamabad,2574000.0,0313-6361758
احمد خان,S/O Mohammad Cheema,42101-6011825-4,KHI-7273-S,2005,Toyota,Hilux,1600,Balochistan,Turbat,5120000.0,0322-8675078
Baig Rafiq,S/O Naveed Syed,13302-3441467-1,QTA-9025-A,2009,Suzuki,Swift,3000,Balochistan,Gwadar,6390000.0,0313-6089336
Shoaib Jafri,S/O Usman Syed,21301-6271120-3,PES-9559-E,2020,Kia,Picanto,800,KPK,Kohat,2328000.0,0333-9237735
Omar Rizvi,S/O Baig Mirza,44000-3289941-3,GIL-7603-N,2022,Kia,Sportage,1600,Gilgit-Baltistan,Chilas,4176000.0,0312-4512030
Mehwish Raja,S/O Naeem Syed,21301-7342344-4,ISB-5003-B,2017,Toyota,Fortuner,1000,ICT,Islamabad,3820000.0,0346-5926534
Raja Ahmed,S/O Naveed Jafri,61101-6067422-8,MZD-3998-R,2019,Toyota,Land Cruiser,1500,Azad Kashmir,Rawalakot,3330000.0,0311-9425574
S. Chaudhry,S/O Sajid Gondal,44000-9140818-7,PES-2100-M,2020,Hyundai,Sonata,800,KPK,Kohat,1544000.0,0322-8024192
Sidra Naqvi,S/O Imran Nawaz,35202-4474015-2,QTA-6555-A,2019,Suzuki,Swift,3000,Balochistan,Gwadar,9090000.0,0302-7481529
Hina Khan,S/O نادیہ رضا,35202-7072992-1,QTA-6824-B,2009,Suzuki,Swift,1600,Balochistan,Khuzdar,0.0,0300-6582025
O. Bukhari,S/O Raja Sandhu,35202-4461896-5,MZD-9810-A,2018,Honda,Civic,2500,Azad Kashmir,Mirpur,8200000.0,0301-6969048
Mehwish Iqbal,S/O Ahmed Hashmi,13302-9693823-7,GIL-1723-W,2014,Hyundai,Santa Fe,1300,Gilgit-Baltistan,Chilas,3445000.0,0303-7118669
Khalid hBatti,S/O Tariq Aslam,61101-4097922-8,KHI-1785-O,2009,Kia,Sportage,800,Sindh,Mirpurkhas,3040000.0,0313-7380445
I. Hashmi,S/O Hashmi Rizvi,13302-7956533-5,PES-7883-J,2006,Hyundai,Sonata,1300,KPK,Mingora,4056000.0,0345-7911063
Sana Hameed,S/O Shoaib Cheema,61101-3160473-2,ISB-9623-Z,2011,Toyota,Yaris,3000,ICT,Islamabad,8700000.0,0312-6948153
Shoaib Hashmi,S/O صنا ملک,44000-4387856-8,GIL-8437-L,2015,Hyundai,Sonata,1000,Gilgit-Baltistan,Skardu,2300000.0,0333-3072728
Bushra Ahmed,S/O Rukhsar Rizvi,35202-2596150-3,PES-5763-W,2020,Audi,Q5,3500,KPK,Kohat,11725000.0,0346-8490037
,S/O Raja Rafiq,35202-8830689-8,ISB-9481-N,2005,Honda,HR-V,1800,ICT,Islamabad,6174000.0,0346-9603212
Arif Cheema,S/O Tariq Sandhu,13302-7673467-5,PES-1465-G,2010,Toyota,Yaris,3000,KPK,Peshawar,5670000.0,0346-4025771
Naveed Ahmed,S/O Zainab Mirza,44000-2017386-4,PES-393-W,2022,Kia,Sportage,4000,ICT,Islamabad,15520000.0,0303-2775245
Asif Raza,S/O Sidra Sheikh,13302-6040881-9,MZD-376-L,2007,Suzuki,Cultus,2000,Azad Kashmir,Rawalakot,3260000.0,0345-4278458
Rukhsar Raza,S/O Amna Naqvi,44000-1581153-4,QTA-1759-D,2012,Suzuki,Bolan,1600,Balochistan,Gwadar,5248000.0,0321-6911261
Faisal Aslam,S/O Saira Nawaz,61101-4954168-3,KHI-6655-M,2006,Suzuki,Cultus,1800,Sindh,Karachi,6858000.0,0331-7482587
Bushra Virk,S/O Hamid Aslam,54000-3928275-5,ISB-2208-R,2008,Suzuki,Wagon R,3000,ICT,Islamabad,3300000.0,0321-8498243
Adnan Hashmi,S/O Amna Virk,13302-9680996-6,ISB-7470-I,2015,Toyota,Hilux,1500,ICT,Islamabad,2115000.0,
Ali Khan,S/O Noor Syed,42101-8202029-3,LHR-4014-L,2015,Honda,BR-V,3000,Punjab,Sargodha,11460000.0,0303-8018607
Hina Hashmi,S/O Hassan Hameed,13302-4540203-8,PES-4393-R,2006,Toyota,Hilux,1300,KPK,Mingora,1417000.0,0300-8829012
N. Nawaz,S/O Kashif Malik,61101-2419841-1,ISB-4024-K,2014,Toyota,Camry,1600,ICT,Islamabad,3696000.0,0301-7184248
Arif Butt,S/O Raja Rafiq,44000-9877514-2,QTA-6742-U,2018,Honda,Civic,2500,Balochistan,Gwadar,8850000.0,0300-3631333
Naveed Ahmed,S/O Uzma Sheikh,61101-3778711-6,ISB-3330-O,2019,Audi,A4,2500,Gilgit-Baltistan,Chilas,4675000.0,0322-3066773
Hussain Zaidi,S/O S/O Sobia Malik,35202-9578269-4,MZD-2451-A,2007,Honda,City,3000,Azad Kashmir,Muzaffarabad,8190000.0,0311-8339797
Aamir Karim,S/O Syed Jafri,42101-6370366-3,LHR-1852-C,2006,Suzuki,Cultus,1500,Punjab,Bahawalpur,2250000.0,0301-4657593
Arif Virk,S/O Tariq Syed,42101-4708239-2,LHR-4619-R,2007,Suzuki,Alto,1600,Punjab,Gujranwala,5856000.0,0313-6631223
Sobia Gondal,S/O Sana Bhatti,35202-4739277-1,ISB-8203-V,2021,Toyota,Fortuner,1500,ICT,Islamabad,4665000.0,0311-7370776
Naeem Virk,S/O Kamran Ansari,13302-8896486-2,PES-2650-S,2015,Toyota,Hilux,2000,KPK,Mardan,6060000.0,0312-9364914
Sheikh Gujjar,S/O Zubair Abbasi,54000-6165151-8,QTA-3228-H,2014,Suzuki,Swift,1800,Gilgit-Baltistan,Gilgit,5094000.0,0346-2174816
Bilal Latif,S/O Chaudhry Raja,21301-5620307-5,MZD-2124-V,2008,Hyundai,Sonata,1800,Azad Kashmir,Muzaffarabad,6678000.0,0303-5196416
Hussain Zaidi,S/O Sajid Mirza,21301-4428851-5,PES-3981-J,2009,Toyota,Corolla,800,KPK,Abbottabad,960000.0,0331-2991675
Usman Bhatti,,35202-1680018-8,ISB-9334-X,2007,Kia,Carnival,3000,ICT,Islamabad,4350000.0,0322-7964467
Rabia Akhtar,S/O Iqra Rafiq,35202-7264587-9,GIL-9264-U,2018,Suzuki,Wagon R,800,Gilgit-Baltistan,Gilgit,1400000.0,0331-1610130
Waseem Sandhu,S/O Shoaib Tarar,35202-9076699-1,GIL-2223-X,2012,Honda,CR-V,660,Gilgit-Baltistan,Skardu,2435400.0,0311-4527356
Naeem Ahmed,S/O Maryam Hameed,21301-5552826-4,GIL-1780-E,2008,Kia,Carnival,2000,Gilgit-Baltistan,Chilas,4340000.0,0311-9453342
Hashmi Tarar,S/O Ibrahim Akhtar,35202-5455445-6,MZD-8766-B,2008,Honda,CR-V,1200,Azad Kashmir,Rawalakot,1236000.0,0332-7178480
S. Baig,S/O Omar Khan,13302-2546177-5,MZD-8763-J,2020,Toyota,Camry,2500,Azad Kashmir,Mirpur,6550000.0,0311-8814591
Asma Chattha,S/O Shoaib Malik,35202-8892606-7,GIL-3917-Z,2009,Kia,Stonic,660,Gilgit-Baltistan,Gilgit,1392600.0,0301-8905709
Sajid Akhtar,S/O Mehwish Sandhu,42101-6259739-9,PES-5119-Q,2020,Suzuki,Wagon R,1800,KPK,Abbottabad,3618000.0,0313-5879088
Khalid Bhatti,S/O Tariq Aslam,61101-4097922-8,KHI-6057-D,2020,Kia,Carnival,1200,Sindh,Mirpurkhas,3888000.0,0313-7380445
Naveed Rana,S/O Qureshi Virk,61101-2272514-4,PES-9847-F,2020,Suzuki,Alto,1300,KPK,Kohat,3809000.0,0332-2728520
علی حسین,S/O Omar Tarar,21301-7452084-2,QTA-3465-Z,2005,Honda,BR-V,660,Balochistan,Turbat,1082400.0,0300-5609723
Noor Hashmi,S/O Kamran Jafri,61101-7085502-5,MZD-9084-M,2016,Honda,HR-V,1500,Azad Kashmir,Mirpur,2955000.0,0331-6112711
Qureshi Sheikh,S/O Faisal Karim,13302-3736522-9,LHR-7461-D,2011,Honda,CR-V,1000,Punjab,Gujranwala,3630000.0,0321-6328540
Ahmed Naqvi,S/O Zubair Nawaz,13302-3295382-7,KHI-672-X,2020,Suzuki,Cultus,1800,Sindh,Hyderabad,2520000.0,0333-8845202
S. Gujjar,S/O Mirza Hameed,61101-7802871-6,KHI-6329-B,2012,Toyota,Fortuner,1200,Sindh,Sukkur,1668000.0,0331-9383571
Omar Akhtar,,13302-9274547-6,ISB-2540-F,2011,Toyota,Yaris,1200,ICT,Islamabad,2112000.0,0322-8794524
Faisal Rizvi,S/O Uzma Ali,21301-5958242-2,LHR-9529-R,2007,Kia,Stonic,800,Punjab,Bahawalpur,2776000.0,0300-3043149
M. Baig,S/O Salman Syed,44000-8654288-1,KHI-7438-Z,2008,Honda,City,1300,Sindh,Mirpurkhas,1508000.0,0313-9506255
Mirza Abbasi,S/O S/O احمد خان,21301-8007639-4,QTA-7008-O,2013,Hyundai,Sonata,660,Balochistan,Khuzdar,1709400.0,0331-3153282
Mehwish Chaudhry,S/O Hina Raza,54000-2696557-7,GIL-5089-X,2020,Honda,BR-V,3000,Gilgit-Baltistan,Skardu,6930000.0,0312-6066483
Hamid Chattha,S/O Fatima Gilani,42101-6507835-9,PES-2527-P,2008,Suzuki,Jimny,1800,KPK,Mardan,5850000.0,0313-6375214
,S/O Usman Gondal,13302-9557535-6,KHI-8612-E,2008,Kia,Picanto,660,Sindh,Sukkur,2230800.0,0300-8667844
Rukhsar Bukhari,,13302-4168436-6,LHR-5938-X,2007,Honda,City,1000,Sindh,Larkana,1180000.0,0313-5619072
Hussain Karim,S/O احمد خان,13302-8913154-7,PES-5559-I,2019,Hyundai,Elantra,800,KPK,Mingora,0.0,0302-4031059
M. Zaidi,S/O Uzma Naqvi,54000-5547034-5,ISB-8737-W,2017,Honda,Civic,2500,ICT,Islamabad,8975000.0,0322-6096354
Hamid Akhtar,S/O Bushra Karim,54000-5110619-7,LHR-1603-J,2022,Kia,Stonic,3000,Punjab,Faisalabad,5970000.0,0333-8029501
S. Mirza,S/O Asif Bukhari,61101-6528135-1,QTA-7187-R,2010,Kia,Carnival,1800,Balochistan,Turbat,6930000.0,0321-9284783
Aamir Nawaz,S/O Ali Raja,21301-5234273-6,QTA-1495-D,2023,Kia,Picanto,2000,Balochistan,Gwadar,3580000.0,0302-7202409
Sana Naqvi,S/O Uzma Gondal,21301-2045647-6,PES-5900-S,2010,Suzuki,Jimny,1600,KPK,Peshawar,3840000.0,0346-4257839
Q. Cheema,S/O Faisal Jafri,21301-6473913-2,QTA-7931-E,2022,Toyota,Corolla,1500,Balochistan,Quetta,4185000.0,0332-3797398
Ahmed Virrk,S/O Sidra Zaidi,61101-1800747-9,GIL-5453-M,2007,Honda,Civic,1600,Gilgit-Baltistan,Gilgit,6304000.0,0301-9567311
Rukhsar Ahmed,S/O Zainab Butt,44000-1874398-7,ISB-5710-E,2013,Honda,HR-V,2000,ICT,Islamabad,3820000.0,0345-5416539
Saira Butt,S/O Chaudhry Nawaz,42101-2672339-5,MZD-6120-Y,2022,Kia,Stonic,800,Azad Kashmir,Rawalakot,2544000.0,0313-5886173
Z. Rafiq,S/O Ayesha Zaidi,21301-9042031-3,LHR-9067-R,2016,BMW,3 Series,3500,Punjab,Rawalpindi,5215000.0,0333-4262883
Shazia Chaudhry,S/O Ahmed Raja,61101-8759060-4,MZD-1893-Z,2018,Kia,Carnival,1000,Azad Kashmir,Rawalakot,1570000.0,0332-3842390
S. Hashmi,S/O Sobia Gondal,21301-3973148-1,KHI-8550-H,2007,Kia,Sportage,660,Sindh,Hyderabad,2184600.0,0303-9812621
Asma Karim,S/O Naveed Nawaz,61101-4772246-9,QTA-3746-B,2018,Suzuki,Alto,2500,Balochistan,Khuzdar,6700000.0,0331-9309978
Naeem Tarar,S/O Asif Sandhu,44000-8361170-5,LHR-7108-U,2018,Honda,Civic,1800,Punjab,Sialkot,6192000.0,0322-1710399
Tahir Cheema,S/O Tariq Sheikh,35202-4475928-1,MZD-5445-K,2008,Honda,BR-V,1800,Azad Kashmir,Rawalakot,3654000.0,0312-4162926
فاطمہ خان,S/O Ali Bhatti,42101-4192727-2,LHR-822-E,2011,Honda,Civic,660,Punjab,Multan,950400.0,0301-8530924
Muhammad Khan,S/O Maryam Latif,21301-5716207-3,LHR-5122-K,2022,Kia,Stonic,4000,Punjab,Rawalpindi,10000000.0,0321-7966567
,S/O مریم چودھری,13302-8286828-8,QTA-4766-S,2011,Suzuki,Alto,1200,Balochistan,Khuzdar,2640000.0,0302-8181112
Rukhsar Raja,S/O Mehwish Tarar,61101-8780433-8,LHR-9503-G,2009,Kia,Sportage,1600,Punjab,Lahore,3120000.0,0313-9669861
M. Virk,S/O Faisal Karim,61101-2104043-2,ISB-3036-E,2011,Toyota,Hilux,660,ICT,Islamabad,1452000.0,0311-8809645
Naeem Nawaz,S/O Hassan Gilani,13302-5417710-9,GIL-8290-W,2013,Honda,HR-V,1500,Gilgit-Baltistan,Gilgit,1635000.0,0312-2305896
Salman Sandhu,S/O Tariq Gujjar,61101-2057860-3,GIL-8929-T,2013,Kia,Carnival,1800,Gilgit-Baltistan,Chilas,6786000.0,0331-1609875
F. Syed,S/O Kashif Qureshi,61101-1603622-6,PES-3328-E,2021,Kia,Sportage,660,KPK,Mingora,2230800.0,0345-8626061
Naveed Chattha,S/O Naeem Rana,54000-1718776-5,ISB-3736-P,2021,Toyota,Fortuner,2500,ICT,Islamabad,7450000.0,0311-3422695
Salman Mirza,S/O Usman Zaidi,,LHR-8646-C,2015,Mercedes,S-Class,2000,Punjab,Gujranwala,2900000.0,0303-4769795
Chaudhry Ahmed,S/O Salman Bukhari,54000-4023601-8,LHR-4390-N,2019,Honda,City,3000,Punjab,Bahawalpur,11430000.0,0313-8648272
Zainab Qureshi,S/O Hashmi Virk,44000-2340783-2,KHI-2770-T,2005,Suzuki,Cultus,660,Sindh,Karachi,1280400.0,0301-2882086
Sobia Chattha,S/O S/O Raja Bhatti,35202-1848566-6,KHI-8098-H,2007,Kia,Carnival,1500,Sindh,Hyderabad,4170000.0,0303-4623062
Ahmed Chattha,S/O Tariq Raza,21301-5014011-3,KHI-4759-S,2015,Audi,A4,2000,Sindh,Nawabshah,2680000.0,0302-9386722
Hassan Zaidi,S/O S/O Baig Hameed,,MZD-5392-E,2019,Hyundai,Elantra,3000,Azad Kashmir,Muzaffarabad,9990000.0,0303-9469478
M. Ahmed,S/O Asif Akhtar,44000-3338676-4,QTA-5908-F,2015,Toyota,Fortuner,800,Balochistan,Turbat,2024000.0,0313-3917963
Fatima Qureshi,S/O Sheikh Abbasi,42101-1224761-6,QTA-2384-Z,2018,Suzuki,Bolan,3000,Balochistan,Hub,0.0,0303-4626686
Ibrahim Gondal,S/O Qureshi Sheikh,54000-9915844-4,ISB-7165-V,2009,Suzuki,Cultus,1300,ICT,Islamabad,3237000.0,0331-1496862
Hassan Iqbal,S/O Bilal Nawaz,54000-2375897-6,KHI-1724-E,2023,Honda,City,1800,Sindh,Mirpurkhas,6696000.0,0346-3734765
Aamir Karim,S/O Syed Jafri,42101-6370366-3,LHR-5619-L,2015,Suzuki,Jimny,2000,Punjab,Bahawalpur,5660000.0,0346-3373433
Shazia Khan,S/O Fatima Abbasi,54000-3268441-1,QTA-6743-R,2011,Honda,HR-V,3000,Balochistan,Turbat,9630000.0,0313-7666954
Ali Ansari,S/O Asma Mirza,54000-2068187-3,QTA-8642-B,2020,BMW,3 Series,3500,Balochistan,Khuzdar,9765000.0,0303-5092644
