canonical_name,father_name,cnic,annual_recharge_amount,phone,city,province
Tariq Chauudhry,S/O Rabia Bhatti,61101-8796753-2,45710.0,0311-9732312,Hub,Balochistan
Waseem Bukhari,S/O Aamir Malik,54000-8383968-4,82110.0,0303-8205806,Khuzdar,Balochistan
Sobia Raja,S/O Mohammad Jafri,35202-6597445-6,754100.0,,Mirpurkhas,Sindh
Maryam Rana,S/O Arif Khan,44000-4959607-4,171190.0,0300-8193891,Islamabad,ICT
Chaudhry Bahtti,S/O Mehwish Hussain,44000-6865529-6,191310.0,0345-7245694,Islamabad,ICT
Tariq Bhatti,S/O Maryam Hashmi,54000-3002861-1,779070.0,0322-8443053,Islamabad,ICT
Hussain Raja,S/O Hina Ali,42101-8508497-8,66480.0,0301-6857659,Faisalabad,Punjab
Hamid Sheikh,S/O Adnan Ansari,44000-2943460-6,277270.0,0301-6267553,Abbottabad,KPK
Kamran Gilani,S/O Omar Zaidi,54000-4525843-6,298900.0,0346-4022714,Bannu,KPK
,S/O Aamir Naqvi,13302-2700494-7,879350.0,0346-5980427,Mirpurkhas,Sindh
Khalid Iqbal,S/O Hina Bhatti,44000-7217994-4,650730.0,0311-5788083,Chilas,Gilgit-Baltistan
Arif Sandhu,S/O Asma Nawaz,44000-5449793-8,272640.0,0303-1705352,Islamabad,ICT
Hassan Gilani,S/O Iqra Ali,54000-1930920-4,58050.0,0346-7462239,Sukkur,Sindh
Salman Virk,S/O Sobia Chattha,13302-7074006-9,363880.0,0303-1727544,Hyderabad,Sindh
Bushra Tarar,S/O Rukhsar Khan,13302-7572601-3,397750.0,0311-2590365,Islamabad,ICT
Kashif Naqvi,S/O Zainab Gujjar,54000-7645336-5,355100.0,0312-1662107,Islamabad,ICT
Maryam Abbasi,S/O Hashmi Naqvi,54000-6233885-3,338140.0,0313-9927678,Khuzdar,Balochistan
Naeem Chattha,S/O Iqra Chattha,13302-4622993-2,134420.0,0302-9531555,Islamabad,ICT
Noor Aslam,S/O Asma Rafiq,42101-2197870-8,1117040.0,0302-8751745,Gilgit,Gilgit-Baltistan
Bushra Abbasi,S/O Usman Tarar,54000-8714743-3,56070.0,0300-8367639,Bannu,KPK
Ayesha Syed,S/O Asif Sandhu,21301-4223062-7,480040.0,0301-9033296,Gilgit,Gilgit-Baltistan
Ahmed Cheema,S/O Bilal Raza,54000-6973457-9,923700.0,0300-8624482,Hyderabad,Sindh
Syed Ahmed,,13302-8698199-8,92950.0,0321-2950658,Skardu,Gilgit-Baltistan
Uzma Iqbal,S/O Tahir Butt,61101-3017289-9,60150.0,0302-1424388,Muzaffarabad,Azad Kashmir
Aamir Aslam,S/O Zainab Gondal,44000-7608466-2,51700.0,0303-5091289,Mirpur,Azad Kashmir
Iqra Sandhu,S/O Arif Bukhari,13302-3190350-8,784910.0,0322-1592263,Gilgit,Gilgit-Baltistan
Waseem Syed,S/O Zainab Abbasi,13302-9493615-2,1617850.0,0333-6250879,Peshawar,KPK
Rabia Ahmed,S/O Asma Raza,44000-8925578-9,257940.0,0322-2965533,Lahore,Punjab
Ibrahim Raza,S/O Zainab Sandhu,21301-9422787-3,74710.0,0346-8072337,Kohat,KPK
Ibrahim Hussain,S/O Ibrahim Rana,42101-4922062-1,101960.0,0313-2808703,Hyderabad,Sindh
Mohammad Butt,S/O Naveed Chaudhry,54000-9912949-7,37410.0,0312-2768555,Mardan,KPK
Asif Raza,S/O Zubair Hussain,54000-8794006-5,569760.0,0332-6123554,Sialkot,Punjab
Hina Bukhari,S/O Sheikh Syed,54000-4414013-8,110900.0,0332-1039569,Faisalabad,Punjab
Usman Syed,S/O Noor Qureshi,13302-1828993-3,254420.0,0346-3422865,Hyderabad,Sindh
Salman Nawaz,S/O Ayesha Akhtar,54000-6558548-7,85420.0,0301-4930339,Abbottabad,KPK
Hassan Rafiq,S/O Usman Syed,42101-8356053-5,73470.0,0332-9376917,Abbottabad,KPK
Nadia Baig,S/O Raja Gondal,44000-6534099-2,145150.0,0300-4377369,Islamabad,ICT
Sana Sandhu,S/O Hussain Gujjar,42101-5120657-6,260130.0,0302-3256011,Sukkur,Sindh
Qureshi Naqvi,S/O Zainab Bukhari,13302-1453449-8,253060.0,0313-1803753,Sargodha,Punjab
Malik Jafri,S/O Rukhsar Gujjar,21301-7098183-4,422920.0,0300-6479968,Quetta,Balochistan
Ahmed Mirza,S/O Asif Sandhu,35202-6345741-2,223810.0,0346-2286057,Rawalakot,Azad Kashmir
Faisal Khan,S/O Raja Cheema,13302-8745859-8,441610.0,0322-7053202,Hyderabad,Sindh
Tahir Ansari,S/O Aamir Abbasi,42101-7904895-3,790550.0,0300-4023852,Mirpur,Azad Kashmir
,S/O Ali Aslam,42101-3884191-5,157900.0,0301-6810441,Mirpur,Azad Kashmir
Ali Hashmi,S/O S/O Naeem Iqbal,35202-7979786-8,232410.0,0331-1483456,Rawalakot,Azad Kashmir
Naveed Hashmi,S/O Ayesha Mirza,54000-2446060-8,152340.0,0331-9257506,Khuzdar,Balochistan
Hamid Mirza,S/O Sheikh Gondal,61101-3304991-7,21990.0,0321-8676822,Larkana,Sindh
Tariq Virk,S/O Raja Aslam,13302-5218292-9,843580.0,0346-9384022,Karachi,Sindh
Blial Jafri,S/O Mirza Syed,44000-9207646-5,2230370.0,0302-1876074,Mirpur,Azad Kashmir
Imran Rizvi,S/O زینب علی,42101-4028542-6,2486110.0,0322-1209826,Nawabshah,Sindh
Noor Bukhari,S/O Adnan Sheikh,44000-6849505-1,143000.0,0332-5466755,Turbat,Balochistan
Amna Ali,S/O Mehwish Tarar,21301-1319824-8,553190.0,0303-3190059,Gilgit,Gilgit-Baltistan
Sana Hussain,S/O Nadia Zaidi,13302-4310073-5,7560200.0,0313-3114023,Multan,Punjab
Zainab Gondal,S/O Rizwan Malik,54000-6020319-6,648120.0,0321-6029651,Rawalakot,Azad Kashmir
Naveed Baig,S/O Nadia Hashmi,35202-2635966-1,39290.0,0346-3633253,Mirpurkhas,Sindh
Sidra Chattha,S/O Ayesha Raja,21301-7233398-1,158300.0,0300-3512811,Mardan,KPK
Nadia Latif,S/O Qureshi Raza,61101-3586645-6,6224980.0,,Peshawar,KPK
Kashif Chattha,S/O Bushra Rana,61101-1424343-2,1395710.0,0301-8636719,Turbat,Balochistan
Asif Raja,S/O Naveed Zaidi,21301-5911615-3,863710.0,0300-6054267,Mirpurkhas,Sindh
Hina Nawaz,S/O Muhammad Bukhari,54000-6175674-7,1116780.0,0321-4580053,Karachi,Sindh
Raja Malik,S/O Raja Tarar,42101-7152661-6,575550.0,0345-1020737,Muzaffarabad,Azad Kashmir
Bilal Ansari,S/O Muhammad Hashmi,,37150.0,0303-3422611,Islamabad,ICT
Hashmi Syed,S/O Rukhsar Rana,61101-7783308-3,285490.0,0331-9961107,Hub,Balochistan
Ibrahim Khan,,54000-7626953-5,2771780.0,0303-2877580,Islamabad,ICT
Khalid utt,S/O Naveed Raja,21301-7657967-8,199140.0,0345-1010029,Quetta,Balochistan
Sana Sheikh,S/O Asma Zaidi,35202-8108462-6,0.0,0301-8920040,Gwadar,Balochistan
Mirza Sheikh,S/O صنا ملک,44000-2663726-3,1817690.0,0313-1514210,Mirpurkhas,Sindh
Amna Mirza,S/O Rukhsar Chaudhry,13302-6787435-2,303460.0,0333-1316954,Hub,Balochistan
Muhammad Akhtar,S/O Mehwish Bukhari,42101-7990186-4,42920.0,0321-7179124,Skardu,Gilgit-Baltistan
Rabia Abbasi,S/O S/O Chaudhry Aslam,44000-8700011-5,372730.0,0331-5141290,Karachi,Sindh
Faisal Cheema,S/O Khalid Rana,21301-9313362-9,53980.0,0300-2159750,Islamabad,ICT
علی حسین,S/O Ibrahim Latif,42101-7777894-4,45210.0,0313-9197782,Hyderabad,Sindh
Baig Ansari,S/O Saira Tarar,35202-2037650-6,255160.0,0313-7848369,Islamabad,ICT
Sobia Syed,S/O Kamran Bukhari,54000-1140823-1,189020.0,0332-6811782,Skardu,Gilgit-Baltistan
Hashmi Nawaz,S/O S/O Kamran Hussain,21301-6945304-3,11500.0,0331-2808110,Hub,Balochistan
Zainab Mirza,S/O Baig Raza,21301-2463519-6,990510.0,0332-2254349,Bahawalpur,Punjab
فاطمہ خان,S/O Sana Baig,21301-7099897-8,246290.0,0303-3711123,Rawalakot,Azad Kashmir
Waseem Sandhu,S/O Fatima Zaidi,13302-9898627-8,24370.0,0303-3593718,Muzaffarabad,Azad Kashmir
Sana Gondal,S/O Asma Mirza,61101-9513036-2,793140.0,0346-2332904,Khuzdar,Balochistan
فاطمہ خان,S/O Mehwish Chattha,35202-3390594-9,74650.0,0345-6761812,Peshawar,KPK
Rukhsar Karim,S/O Ayesha Sheikh,54000-1777145-2,803720.0,0311-4197033,Sargodha,Punjab
Hamid Jafri,S/O احمد خان,35202-9719581-3,93700.0,0322-1681298,Quetta,Balochistan
Syed Hameed,S/O Rizwan Virk,54000-2889999-6,791750.0,0322-7998722,Islamabad,ICT
Ayesha Gilani,S/O Muhammad Gilani,61101-9281401-8,216420.0,0322-7598015,Islamabad,ICT
,S/O Chaudhry Raja,35202-6802595-6,305850.0,0301-2900417,Rawalakot,Azad Kashmir
Baig Bhatti,S/O Hassan Ahmed,44000-5123584-5,1185210.0,0321-2023059,Gwadar,Balochistan
Syed Akhtar,S/O Mirza Gondal,42101-8957610-5,476700.0,0312-3034448,Mirpurkhas,Sindh
Arif Qureshi,S/O Hussain Virk,35202-4560071-3,297150.0,0303-2991122,Islamabad,ICT
Uzma Gilani,S/O Asma Sandhu,54000-2325893-6,8265710.0,0333-9037616,Rawalakot,Azad Kashmir
Syed Iqbal,S/O Asif Zaidi,54000-9925341-6,382310.0,0332-8428299,Faisalabad,Punjab
Naveed Akhtar,S/O Mohammad Abbasi,42101-9473942-3,19950.0,0332-6079546,Rawalakot,Azad Kashmir
Zubair Iqbal,S/O Syed Jafri,44000-2116368-7,165430.0,0345-6700018,Hyderabad,Sindh
Waseem Chaudhry,S/O Amna Bhatti,21301-6228045-9,488600.0,0312-6709034,Islamabad,ICT
Muhammad Sandhu,S/O Hina Abbasi,61101-3750518-6,581340.0,0322-8612652,Larkana,Sindh
Mehwish Hussain,S/O Ayesha Gilani,13302-1590969-1,925510.0,0346-5421053,Larkana,Sindh
نادیہ رضا,S/O Hamid Rafiq,13302-2599943-5,79540.0,0331-7401281,Sialkot,Punjab
صنا ملک,S/O Naeem Qureshi,44000-9662020-7,187470.0,0302-9132648,Islamabad,ICT
Faisal Gujjar,S/O Kashif Jafri,42101-1328167-6,67830.0,0345-9357022,Islamabad,ICT
,S/O Hina Ansari,35202-7288172-8,1478180.0,0312-2740587,Mirpurkhas,Sindh
Ali Hashmi,,35202-7979786-8,70010.0,0331-1483456,Rawalakot,Azad Kashmir
Hashmi Aslam,S/O Nadia Gilani,42101-2208776-7,0.0,0301-9837877,Muzaffarabad,Azad Kashmir
Tariq Virk,S/O Asif Gujjar,21301-4428429-5,190320.0,0333-9450935,Mirpur,Azad Kashmir
Bilal Ahmed,S/O Baig Ansari,21301-4512095-2,71120.0,0346-5924337,Quetta,Balochistan
,S/O Muhammad Iqbal,35202-2026916-9,150510.0,0300-2051217,Islamabad,ICT
Sobia Hashmi,S/O Faisal Butt,21301-9109645-5,1932520.0,0301-3375707,Nawabshah,Sindh
Salman Chaudhry,S/O Salman Gondal,44000-8682043-1,84040.0,0312-4003831,Nawabshah,Sindh
Imran Ltif,S/O Omar Karim,21301-7468608-1,228280.0,0331-2538293,Gilgit,Gilgit-Baltistan
Usman Mirza,S/O Maryam Cheema,13302-1536023-2,244660.0,0301-8464319,Peshawar,KPK
Hina Tarar,S/O Naeem Cheema,61101-9739359-7,507910.0,,Islamabad,ICT
Fatima Rizvi,S/O Muhammad Raza,42101-9677962-5,12610.0,0300-6551912,Mirpur,Azad Kashmir
Aamir Syed,S/O محمد احمد,13302-2446750-2,612390.0,0302-9330609,Muzaffarabad,Azad Kashmir
Rabia Khan,S/O Rukhsar Rizvi,42101-6282522-2,37780.0,0311-6231456,Quetta,Balochistan
Chaudhry Abbasi,S/O Sobia Syed,21301-4227575-9,215200.0,0345-3788171,Bannu,KPK
Bushra Jafri,S/O Hashmi Chaudhry,54000-8278852-6,1161530.0,0303-6740847,Kohat,KPK
Hamid Nawaz,S/O Imran Ali,35202-5458599-4,63410.0,0345-4237572,Mirpur,Azad Kashmir
Sajid Jafri,S/O Adnan Sheikh,35202-9973521-1,1207700.0,0300-3414693,Khuzdar,Balochistan
Shoaib Latif,S/O Iqra Gilani,44000-5333062-7,11470.0,0345-5406629,Hyderabad,Sindh
Ahmed Sheikh,S/O Rizwan Jafri,13302-8586250-9,257660.0,0301-4214043,Khuzdar,Balochistan
Naveed Cheema,S/O Mehwish Akhtar,42101-3711379-7,40820.0,0346-6288963,Islamabad,ICT
Chaudhry Chaudhry,S/O Naveed Nawaz,35202-8545256-5,485680.0,0321-2969410,Khuzdar,Balochistan
Qureshi Chattha,S/O Hassan Zaidi,21301-7090115-1,439160.0,0303-1119712,Rawalakot,Azad Kashmir
Ibrahim Jafri,S/O Maryam Rafiq,61101-5587250-3,1228390.0,0311-9347757,Multan,Punjab
Salman Hussain,S/O Rukhsar Butt,54000-5502839-2,380240.0,0313-6779911,Rawalakot,Azad Kashmir
Bilal Hashmi,S/O Omar Jafri,35202-5442135-9,173390.0,0313-2951927,Mardan,KPK
Ibrahim Jafri,S/O Nadia Rana,44000-5814527-5,412370.0,0312-1977068,Bannu,KPK
Hashmi Latif,S/O Ali Chaudhry,,202710.0,0321-5899894,Lahore,Punjab
Saira Nawaz,S/O Muhammad Hameed,54000-6827975-1,4303150.0,0332-2904455,Chilas,Gilgit-Baltistan
Zainab Mirza,S/O Omar Ali,44000-1996541-2,109470.0,0300-4476565,Bahawalpur,Punjab
Sajid Raza,S/O Shoaib Jafri,54000-2561871-7,228180.0,0321-9188027,Gilgit,Gilgit-Baltistan
Syed Ahmed,S/O Hashmi Hameed,35202-7027124-2,197930.0,,Islamabad,ICT
Adnan Naqvi,S/O Bushra Hashmi,61101-6394569-9,774750.0,0321-9509111,Muzaffarabad,Azad Kashmir
Baig Maik,S/O Hina Akhtar,61101-1971163-9,519090.0,0302-7293269,Mardan,KPK
Hamid Aslam,S/O S/O Chaudhry Raja,61101-8561977-3,115020.0,0333-5528994,Islamabad,ICT
Hussain Cheema,S/O Mehwish Mirza,61101-6985046-9,565990.0,0311-2927778,Quetta,Balochistan
Ibrahim Baig,S/O Sajid Aslam,44000-5875114-6,882440.0,0322-6408662,Muzaffarabad,Azad Kashmir
Malik Sheikh,S/O صنا ملک,13302-7955364-1,109870.0,,Multan,Punjab
Khalid Malik,S/O Imran Rizvi,42101-2352616-4,323760.0,0333-1786099,Gwadar,Balochistan
Syed Malik,S/O Imran Raza,35202-3583794-4,405980.0,0300-1225606,Skardu,Gilgit-Baltistan
Naveed Syed,S/O Rabia Chattha,61101-3797632-3,334700.0,0302-9424046,Skardu,Gilgit-Baltistan
Nadia Rafiq,S/O Muhammad Hashmi,54000-8285926-8,685880.0,0331-7036432,Faisalabad,Punjab
Noor Syed,S/O Maryam Virk,35202-8988683-9,45340.0,0301-7146434,Islamabad,ICT
Shazia Gilani,S/O Adnan Gondal,61101-7571030-1,26230.0,0303-6658653,Chilas,Gilgit-Baltistan
Hashmi Ali,S/O Sana Jafri,13302-1271225-3,194300.0,0346-6551272,Muzaffarabad,Azad Kashmir
Hina Rizvi,S/O Asma Aslam,35202-4231387-6,0.0,0333-3136181,Hub,Balochistan
Syed Gondal,S/O محمد حسن,13302-2336525-9,629040.0,0311-5991994,Bahawalpur,Punjab
Uzma Aslam,S/O Tariq Chaudhry,13302-4731908-7,675930.0,0302-1429524,Chilas,Gilgit-Baltistan
Bushra Naqvi,S/O Aamir Malik,21301-4238912-5,64830.0,0313-2726284,Skardu,Gilgit-Baltistan
Salman Iqbal,S/O Ayesha Rafiq,21301-6950735-2,574410.0,0303-6000408,Rawalpindi,Punjab
Faisal Naqvi,S/O نادیہ رضا,21301-5719731-2,857530.0,0300-3858115,Quetta,Balochistan
Hina Rana,S/O Mirza Butt,42101-6539891-2,28130.0,0300-4449048,Rawalakot,Azad Kashmir
Salman Sheikh,S/O Ali Virk,35202-1132204-9,75410.0,0311-3169334,Chilas,Gilgit-Baltistan
Mehwish Bhatti,S/O Sheikh Raja,61101-8633773-5,0.0,0332-9164991,Abbottabad,KPK
Rizwan Raza,S/O Noor Rizvi,61101-2337271-1,115500.0,0322-5622924,Turbat,Balochistan
Hussain Sheikh,S/O S/O Hashmi Latif,35202-7331639-6,20740.0,0300-6057845,Rawalakot,Azad Kashmir
Amna Latif,S/O Rukhsar Aslam,42101-3181407-5,124960.0,0313-8415493,Islamabad,ICT
Chaudhry Ahmed,S/O Maryam Naqvi,61101-1488297-1,1483470.0,0331-5981429,Hub,Balochistan
Sheikh Virk,S/O Rizwan Ali,21301-4370644-7,51140.0,0346-8500362,Mingora,KPK
Ali Rizvi,S/O Rizwan Gujjar,35202-8366639-2,241260.0,0332-6750184,Mirpur,Azad Kashmir
,S/O Rukhsar Zaidi,21301-7787925-3,234860.0,0331-7109128,Rawalpindi,Punjab
Fatima Sheikh,S/O Muhammad Virk,44000-7365892-3,64080.0,0301-5137128,Karachi,Sindh
Sajid Rafiq,S/O ابراہیم ملک,54000-3980886-9,708180.0,0303-4381812,Mirpur,Azad Kashmir
Malik Naqvi,S/O Sidra Gondal,54000-4867004-2,489320.0,0345-5533586,Faisalabad,Punjab
Faisal Malik,S/O Ibrahim Qureshi,42101-3382903-6,169450.0,0322-8433649,Mingora,KPK
Muhammad Baig,S/O Asif Hashmi,42101-3032166-1,524380.0,0303-3948245,Lahore,Punjab
Asma Hussain,S/O Khalid Qureshi,21301-4575870-4,450500.0,0345-7306753,Karachi,Sindh
Shoaib Gondal,S/O Ahmed Tarar,42101-7636360-8,182270.0,0345-5609881,Multan,Punjab
Sheikh Naqvi,S/O Sana Jafri,54000-7313718-4,187660.0,0321-9336013,Peshawar,KPK
Zainab Butt,S/O Nadia Rafiq,61101-6465458-3,144450.0,0333-8135166,Sialkot,Punjab
Mirza Rizvi,S/O Sana Hameed,42101-8673707-7,35760.0,0302-4469681,Rawalakot,Azad Kashmir
Baig Syed,S/O Aamir Qureshi,54000-1680704-9,374910.0,0345-8455690,Khuzdar,Balochistan
Raja Rizvi,,42101-5593405-1,5284590.0,0303-4788843,Muzaffarabad,Azad Kashmir
احمد خان,S/O Sidra Butt,35202-9211740-1,362020.0,0332-8357716,Islamabad,ICT
Asif Hussain,S/O Mirza Latif,21301-1613218-1,429500.0,0322-6980286,Chilas,Gilgit-Baltistan
Adnan Sandhu,S/O Ali Aslam,44000-1406123-5,1161270.0,0346-8419054,Larkana,Sindh
Naeem Naqvi,S/O علی حسین,61101-5675798-1,321450.0,0302-9862399,Hyderabad,Sindh
فاطمہ خان,S/O Waseem Naqvi,13302-2874387-2,3688730.0,0345-8235132,Lahore,Punjab
Rizwan Malik,S/O Sheikh Syed,61101-5639056-3,553790.0,0313-9922954,Islamabad,ICT
Baig Cheema,S/O Waseem Gujjar,35202-6731484-8,452830.0,,Mingora,KPK
Kamran Rana,S/O زینب علی,54000-1535484-8,226160.0,0345-8342329,Hyderabad,Sindh
Nadia Ahmed,S/O Naveed Aslam,44000-4895866-1,1264680.0,0311-2522623,Chilas,Gilgit-Baltistan
Sobia Tarar,S/O Rukhsar Baig,54000-3594410-1,825820.0,0312-7856227,Mirpurkhas,Sindh
Mehwish Tarar,S/O Arif Bhatti,35202-4168658-5,491270.0,0312-2972869,Peshawar,KPK
Rabia Rana,,44000-8250521-6,118260.0,0311-7781556,Rawalakot,Azad Kashmir
Shazia Khan,S/O Sheikh Rana,44000-3879023-7,403160.0,0303-6043230,Islamabad,ICT
Shazia Abbasi,S/O Zubair Jafri,54000-2987959-2,451630.0,0333-6362226,Islamabad,ICT
,S/O Aamir Bukhari,44000-4326355-7,216420.0,0332-4166270,Turbat,Balochistan
,S/O Usman Akhtar,44000-2298708-2,48150.0,0303-2967936,Quetta,Balochistan
Hashmi Chattha,S/O Rabia Ali,21301-2496053-3,0.0,0313-2612275,Mardan,KPK
علی حسین,S/O Hassan Zaidi,42101-2173238-5,280980.0,0300-4750762,Islamabad,ICT
Ali Aslam,S/O Sheikh Rana,13302-7314480-8,143530.0,0313-6478321,Skardu,Gilgit-Baltistan
Bilal Khan,S/O Asma Chaudhry,35202-4100114-3,40430.0,0311-7435310,Mirpur,Azad Kashmir
Salman Khan,S/O Sidra Syed,61101-8888386-7,456830.0,0311-2866744,Gilgit,Gilgit-Baltistan
Ayesha Rizvi,S/O Tariq Sandhu,21301-2609428-5,51300.0,0300-8591255,Kohat,KPK
Kashif Nawaz,S/O S/O Hassan Raza,42101-1917238-6,0.0,0331-6628280,Skardu,Gilgit-Baltistan
Ayesha Aslam,S/O Sajid Hussain,21301-6312708-8,816340.0,0312-5633475,Faisalabad,Punjab
Maryam Raza,S/O Asma Zaidi,13302-5151780-2,662620.0,0301-2882551,Islamabad,ICT
,S/O علی حسین,42101-7610835-3,261560.0,0312-3131111,Larkana,Sindh
Malik Hashmi,S/O محمد حسن,21301-7758294-5,85730.0,,Islamabad,ICT
Hashmi Rafiq,S/O Rukhsar Cheema,61101-5758843-2,66300.0,0300-4585320,Turbat,Balochistan
Saira Bhatti,S/O Adnan Tarar,54000-4063287-9,1053390.0,0321-4954732,Bannu,KPK
Sidra Rafiq,S/O Hina Virk,61101-7379126-9,155910.0,0300-8279185,Hub,Balochistan
Sidra Virk,S/O Bilal Ansari,44000-2514792-5,951530.0,0312-3812861,Mingora,KPK
Chaudhry Gujjar,S/O Maryam Rafiq,13302-2563565-3,134680.0,0333-4310946,Muzaffarabad,Azad Kashmir
Waseem Hussain,S/O Hashmi Khan,35202-5629749-6,402040.0,0331-1028652,Hub,Balochistan
Raja Tarar,S/O Hina Karim,,666050.0,0331-2101239,Mirpur,Azad Kashmir
Aif Raza,S/O Salman Syed,21301-3278433-1,342540.0,0311-1250021,Muzaffarabad,Azad Kashmir
Mehwish Ali,S/O Hassan Baig,42101-1115700-8,803490.0,0322-6136886,Bannu,KPK
Kashif Syed,S/O Mohammad Hussain,42101-2100870-5,26040.0,0345-9796063,Mingora,KPK
علی حسین,S/O Hassan Mirza,35202-3880952-3,29370.0,0331-3258781,Bahawalpur,Punjab
Faisal Sandhu,S/O محمد حسن,54000-7917981-5,0.0,0321-7459965,Islamabad,ICT
فاطمہ خان,S/O Shazia Syed,35202-3148748-3,55600.0,0331-6302257,Muzaffarabad,Azad Kashmir
Hashmi Khan,S/O Saira Gondal,54000-1701806-9,1913060.0,0346-7722708,Hub,Balochistan
Omar Chaudhry,S/O S/O Fatima Chattha,42101-9501071-9,347420.0,0312-6316357,Faisalabad,Punjab
Naeem Malik,S/O Naeem Sandhu,13302-1583734-5,360420.0,0300-3496717,Islamabad,ICT
Naveed Ahmed,S/O Noor Butt,42101-8355764-9,335910.0,0302-4523314,Chilas,Gilgit-Baltistan
Muhammad Raja,S/O Waseem Naqvi,61101-1726143-2,292620.0,0345-3076911,Islamabad,ICT
Tariq Ahmed,S/O Sidra Naqvi,42101-2493373-1,300420.0,0332-9538335,Peshawar,KPK
Faisal Jafri,S/O Naeem Chattha,13302-1380231-9,256420.0,0331-9909669,Quetta,Balochistan
Sheikh Naqvi,S/O Sana Jafri,54000-7313718-4,215150.0,0321-9336013,Peshawar,KPK
Sobia Baig,S/O Aamir Naqvi,44000-2288937-9,0.0,0345-2585592,Hub,Balochistan
Naeem Sheikh,,54000-8068258-3,163340.0,0300-9391961,Islamabad,ICT
Amna Hussain,S/O Salman Naqvi,54000-1840890-7,223440.0,0312-2343211,Mingora,KPK
Rabia Abbasi,S/O S/O Chaudhry Aslam,44000-8700011-5,314790.0,0331-5141290,Karachi,Sindh
Kamran Rana,S/O Sajid Khan,35202-1877500-7,256100.0,0345-7961284,Rawalakot,Azad Kashmir
Muhammad Karim,S/O Usman Abbasi,21301-3385745-7,828020.0,0311-3938555,Sialkot,Punjab
Shoaib Khan,S/O Sidra Karim,35202-8366515-7,58990.0,0313-5959837,Mirpurkhas,Sindh
Raja Rafiq,S/O Hina Khan,21301-9861477-2,569930.0,0302-4395587,Bahawalpur,Punjab
Sidra Khan,S/O Tahir Butt,42101-4204180-7,170810.0,0303-8416881,Muzaffarabad,Azad Kashmir
Asma Ahmed,S/O Hassan Gilani,21301-5305217-7,407670.0,0303-9895786,Sialkot,Punjab
Asif Gujjar,S/O Mehwish Iqbal,21301-7378041-6,219060.0,0346-5132860,Rawalpindi,Punjab
Tahir Sandhu,S/O Rabia Ali,42101-1899889-9,171620.0,0312-6089056,Bannu,KPK
Aamir Raja,S/O Mohammad Cheema,42101-4833000-5,16630.0,0312-1700537,Peshawar,KPK
Nadia Butt,S/O Chaudhry Syed,,118190.0,0345-5182075,Islamabad,ICT
Rizwan Aslam,S/O Sajid Ahmed,44000-3673963-9,18730.0,,Gilgit,Gilgit-Baltistan
Hina Sheikh,S/O Sajid Aslam,21301-9741022-5,41510.0,0345-3940561,Islamabad,ICT
Omar Virk,S/O Shazia Abbasi,13302-1866071-2,228820.0,0302-7502314,Gilgit,Gilgit-Baltistan
Rizwan Akhtar,S/O Noor Aslam,54000-2112667-9,437310.0,,Khuzdar,Balochistan
Nadia Ali,S/O Sheikh Latif,61101-4921553-2,485190.0,0312-9202555,Gwadar,Balochistan
Salman Sheikh,S/O Ali Virk,35202-1132204-9,74190.0,0311-3169334,Chilas,Gilgit-Baltistan
Nadia Sandhu,S/O Shoaib Latif,13302-4766269-1,450760.0,0332-4837070,Mirpurkhas,Sindh
Hina Sandhu,S/O Mehwish Tarar,42101-2073030-2,241730.0,0303-2058811,Multan,Punjab
Fatima Syed,S/O Asma Bhatti,35202-5995921-3,237640.0,0303-4363563,Islamabad,ICT
Hina Sheikh,S/O Kashif Aslam,54000-3531940-6,330750.0,0312-1400196,Islamabad,ICT
Sajid Gujjar,S/O Qureshi Chaudhry,21301-8802377-5,225310.0,0300-3535551,Gwadar,Balochistan
علی حسین,S/O Asif Baig,21301-3650522-2,386250.0,0332-6652072,Islamabad,ICT
Zainab Rafiq,S/O Usman Hameed,42101-8230636-8,1272420.0,0301-1440601,Islamabad,ICT
,S/O Uzma Nawaz,13302-5532207-1,259860.0,0321-2151526,Gilgit,Gilgit-Baltistan
Omar Ali,S/O Sobia Abbasi,21301-1163829-1,247280.0,0302-4363821,Larkana,Sindh
Hashmi Malik,S/O Rabia Abbasi,42101-5593203-9,7401760.0,0333-4644931,Karachi,Sindh
Rizwan Khan,S/O Hashmi Chattha,61101-9451978-2,583950.0,,Nawabshah,Sindh
Salman Sheikh,S/O Zainab Akhtar,42101-5885750-7,222110.0,0303-9331118,Islamabad,ICT
Sana Ali,S/O Kashif Chaudhry,13302-8029251-2,74470.0,0322-2741731,Islamabad,ICT
,S/O Hassan Gilani,21301-9036641-4,699210.0,0300-5088109,Islamabad,ICT
Adnan Qureshi,S/O Imran Cheema,61101-9981436-1,114280.0,,Khuzdar,Balochistan
Chaudhry Rizvi,S/O Zubair Chattha,21301-6473694-3,133820.0,0322-4778634,Peshawar,KPK
محدم علی,S/O Tariq Jafri,35202-8656125-8,52470.0,,Islamabad,ICT
محمد احمد,,61101-3988644-3,329970.0,0311-4640461,Lahore,Punjab
Mohammad Rizvi,S/O Fatima Chaudhry,13302-2287684-4,102520.0,0303-7824940,Hub,Balochistan
Noor Gujjar,S/O Sidra Qureshi,,4251570.0,0302-4168333,Mirpurkhas,Sindh
Tariq Virk,S/O Naeem Hussain,13302-2077621-8,253410.0,0301-8169923,Mirpurkhas,Sindh
