Owner_Name,Father_Name,CNIC,Owner_Number,Province,City,Society_Name,Property_Type,Plot_House_No,Area,Purchase_Year,Ownership_Status,Estimated_Market_Value,Contact_No
فاطمہ خان,S/O Arif Rizvi,1330238736612,03329752714,ICT,Islamabad,Gulshan-e-Iqbal,House,33,76 Sq.Ft,2014,Owned,7817810,03329752714
Hassan Aslam,S/O Mehwish Tarar,3520252358848,03212242892,Punjab,Gujranwala,North Nazimabad,Commercial Building,347,77 Marla,2014,Sold,71178874,03212242892
Nadia Virk,S/O Zainab Chaudhry,6110152954295,03314647524,Azad Kashmir,Mirpur,Johar Town,House,23,19 Kanal,2015,Owned,45945614,03314647524
Saira Bukhari,S/O Muhammad Raza,3520236485015,03469686567,Azad Kashmir,Muzaffarabad,Askari,Residential Plot,20,70 Sq.Ft,2007,Mortgaged,2434480,03469686567
Adnan Tarar,S/O Hussain Raza,3520297228967,03228301508,Sindh,Hyderabad,PAF Colony,Apartment,812,95 Marla,2009,Mortgaged,1008274,03228301508
ابراہیم ملک,S/O Naeem Chattha,3520267947914,03465793100,Balochistan,Gwadar,Johar Town,Residential Plot,112,84 Sq.Ft,2014,Mortgaged,17466507,03465793100
Hina Latif,S/O Zubair Akhtar,5400015712054,03127834068,Balochistan,Khuzdar,Cantt,Residential Plot,904,74 Kanal,2014,Rented,36976010,03136851811
Kamran Gondal,S/O Bushra Qureshi,1330275397187,03116679143,ICT,Islamabad,Gulshan-e-Iqbal,Residential Plot,919,22 Kanal,2005,Mortgaged,6406834,03116679143
Kamran Bukhari,S/O Baig Bhatti,6110158195649,03012953671,ICT,Islamabad,Gulberg,House,137,3 Marla,1998,Sold,1379956,03012953671
Malik Naqvi,S/O Sidra Hussain,6110120661224,03455841038,Gilgit-Baltistan,Skardu,Scheme 33,Residential Plot,762,19 Kanal,2001,Rented,3487232,03455841038
Hassan Akhtar,S/O Sidra Qureshi,,03466290464,Sindh,Mirpurkhas,Scheme 33,Commercial Plot,448,99 Sq.Ft,2007,Rented,9229589,03466290464
Mohammad Gilani,S/O Khalid Malik,1330247664724,03326400615,Azad Kashmir,Rawalakot,PAF Colony,Apartment,640,45 Kanal,2001,Owned,16955823,03211817678
Zubairr Naqvi,S/O مریم چودھری,4210177873807,03214451163,Sindh,Sukkur,Johar Town,Apartment,728,67 Kanal,1996,Owned,2081320,03214451163
Hassan Mirza,S/O Sidra Sandhu,1330284864492,03118411275,KPK,Mingora,Gulberg,Residential Plot,687,21 Kanal,2007,Rented,23713436,03323227242
Qureshi Aslam,S/O Khalid Rizvi,6110153460473,03461971410,ICT,Islamabad,Gulshan-e-Iqbal,House,329,20 Sq.Ft,2000,Owned,4011940,03461971410
Naeem Hussain,S/O Fatima Baig,4210156072282,03331396928,Gilgit-Baltistan,Chilas,Gulshan-e-Iqbal,House,709,38 Marla,2006,Mortgaged,9075130,03331396928
Usman Hashmmi,S/O Imran Ahmed,4400026424409,03026144906,Azad Kashmir,Mirpur,E-11,Residential Plot,967,95 Marla,2003,Owned,4486648,03026144906
Sobia Hashmi,S/O Faisal Butt,2130191096455,03013375707,Sindh,Nawabshah,North Nazimabad,Residential Plot,381,93 Kanal,2016,Mortgaged,23251499,03013375707
Sobia Raja,S/O Sajid Syed,5400092968667,03465701035,Sindh,Larkana,I-8,Apartment,44,87 Kanal,2001,Owned,24533990,03465701035
Imran Baig,S/O Raja Virk,5400021507804,03331847445,Azad Kashmir,Rawalakot,North Nazimabad,House,307,48 Kanal,2017,Rented,5785119,03331847445
Mohammad Gilani,S/O Khalid Malik,1330247664724,03465620565,ICT,Islamabad,Gulberg,House,370,77 Marla,1997,Owned,5910005,03326400615
Shaia Sandhu,S/O عمر شیخ,3520235791456,03134720834,Gilgit-Baltistan,Gilgit,Bahria Town,Agricultural Land,660,5 Marla,2005,Rented,48760689,03134720834
Zainab Rana,S/O Hashmi Rana,5400079320058,03223763919,Gilgit-Baltistan,Chilas,Clifton,Commercial Building,590,59 Marla,2015,Mortgaged,80026511,03223763919
Amna Latif,S/O Rukhsar Aslam,4210131814075,03138415493,ICT,Islamabad,G-9,Apartment,467,6 Kanal,2015,Owned,4421468,03138415493
Usman Akhtar,S/O Khalid Tarar,3520238563767,03465090726,Azad Kashmir,Rawalakot,Defence,Apartment,626,45 Kanal,1998,Owned,3363826,03027284455
Rukhsar Baig,S/O Noor Chaudhry,54000-1485989-3,03317766484,Sindh,Mirpurkhas,Scheme 33,House,710,35 Sq.Ft,2023,Mortgaged,9051385,03317766484
Sajid Rana,S/O فاطمہ خان,6110127757117,03138933671,Sindh,Sukkur,Gulberg,House,217,20 Kanal,2003,Rented,2883723,03138933671
Iqra Bhatti,S/O Ali Chattha,6110150435839,03461920814,ICT,Islamabad,Saddar,House,609,91 Marla,2003,Sold,28561580,03461920814
Saira Ahmed,S/O Tahir Butt,5400052452725,03468898869,Azad Kashmir,Muzaffarabad,DHA,Apartment,588,56 Kanal,1995,Sold,47499739,03468898869
Shazia Akhtar,S/O Fatima Abbasi,2130137285453,03217244193,ICT,Islamabad,Saddar,Residential Plot,789,34 Kanal,1998,,1928887,03038335456
Faisal Hussain,S/O Naeem Ali,5400082565284,03011619725,Balochistan,Hub,Model Town,Residential Plot,357,87 Sq.Ft,2023,Rented,9356430,03011619725
Iqra Rizvi,S/O Salman Karim,3520276495085,03132530068,Gilgit-Baltistan,Gilgit,Model Town,Agricultural Land,89,73 Sq.Ft,2002,Sold,13066181,03132530068
NadiaR afiq,S/O Khalid Aslam,3520217315466,03036832575,Balochistan,Turbat,Saddar,House,113,39 Kanal,2004,Mortgaged,3089542,03036832575
,S/O Kamran Bukhari,2130174671755,03034694570,Punjab,Gujranwala,North Nazimabad,House,192,21 Marla,1995,Rented,1732100,03034694570
Noor Hussain,S/O Imran Rizvi,2130170078538,03325594995,ICT,Islamabad,Bahria Town,Residential Plot,626,29 Kanal,2016,Mortgaged,7428189,03325594995
محمدد علی,S/O Iqra Akhtar,4400021296487,03025713233,Gilgit-Baltistan,Gilgit,DHA,House,747,15 Marla,2014,Owned,84180289,03025713233
Faisal Khan,S/O Raja Cheema,1330287458598,03227053202,Sindh,Hyderabad,E-11,House,174,66 Marla,2021,Mortgaged,16041504,03227053202
Naveed Jafri,S/O Ayesha Chaudhry,4400076800091,03469582833,ICT,Islamabad,Gulshan-e-Iqbal,Residential Plot,158,85 Kanal,1998,Mortgaged,8585041,03469582833
Sajid Virk,S/O Faisal Rafiq,3520254781837,03039598884,Azad Kashmir,Rawalakot,Gulshan-e-Iqbal,Residential Plot,228,54 Kanal,2003,Sold,23318063,03039598884
Kamran Akhtar,S/O Hina Virk,3520291724949,03018551975,ICT,Islamabad,Cantt,Residential Plot,195,42 Marla,2022,Mortgaged,3718466,03018551975
Sidra Qureshi,S/O Mehwish Ahmed,5400084216554,03136193249,KPK,Mingora,Defence,Apartment,43,8 Kanal,2008,Mortgaged,3256694,03136193249
Rabia Nawaz,S/O Tahir Ali,4210130514646,03454958384,Sindh,Karachi,Bahria Town,Agricultural Land,792,22 Sq.Ft,1995,Sold,22889730,03454958384
Nadia Malik,S/O Omar Qureshi,2130164977568,03223408715,Azad Kashmir,Rawalakot,North Nazimabad,House,323,92 Kanal,2010,Mortgaged,3003774,03223408715
Sobia Chaudhry,S/O Qureshi Nawaz,4400050521946,03007424762,Azad Kashmir,Rawalakot,Bahria Town,Apartment,776,57 Kanal,2013,Owned,20932616,03007424762
Rizwan Akhtar,S/O Naeem Cheema,2130173383936,03001472228,Gilgit-Baltistan,Chilas,G-9,House,890,48 Kanal,2020,Owned,558258,03001472228
Aamir Gilani,S/O Shoaib Raza,3520286140006,03117311795,Gilgit-Baltistan,Chilas,Gulshan-e-Iqbal,Apartment,87,32 Marla,1998,Mortgaged,7095394,03117311795
Asif Nawaz,,3520240968078,03004281540,Punjab,Sargodha,E-11,Commercial Building,558,91 Sq.Ft,2009,Owned,,03004281540
Sidra Iqbal,S/O Ayesha Jafri,3520259241427,03462682370,ICT,Islamabad,Bahria Town,Residential Plot,829,78 Marla,2006,,9713593,03462682370
Sobia Hussain,S/O Waseem Raza,4400072917741,03117198322,Gilgit-Baltistan,Skardu,Askari,Apartment,220,58 Marla,2017,Rented,15127552,03117198322
Faisal Gujjar,S/O Malik Hameed,1330252409086,03453886814,Punjab,Bahawalpur,Askari,Residential Plot,94,77 Marla,1995,Mortgaged,31522440,
Zubair Abbasi,S/O Waseem Naqvi,4210127182864,03459818990,ICT,Islamabad,Model Town,House,845,32 Marla,2007,Owned,3531639,03459818990
Kamran Chaudhry,S/O Zubair Sheikh,1330267276308,03214745196,Sindh,Hyderabad,Model Town,House,389,97 Marla,1996,Mortgaged,13589120,03214745196
Naeem Butt,,4400095115469,03007490791,Punjab,Sialkot,G-9,Apartment,650,69 Sq.Ft,2010,Rented,715809,03007490791
Syed Tarar,S/O عائشہ احمد,3520219822517,03459821810,Gilgit-Baltistan,Gilgit,Gulberg,House,14,39 Marla,2020,Mortgaged,,03314486089
Asma Tarar,S/O Sana Nawaz,6110183707675,03455066680,Balochistan,Khuzdar,Saddar,Apartment,327,27 Marla,2021,Rented,11594440,03455066680
عائشہ احمد,S/O Salman Malik,4400099799055,03315212260,Sindh,Larkana,Scheme 33,House,119,3 Marla,2002,Sold,3762357,03315212260
Waseem Rizvi,S/O Salman Hussain,6110170612808,03014178256,Azad Kashmir,Mirpur,G-9,Apartment,502,25 Marla,2003,Owned,1789448,03014178256
Hussain Butt,S/O Arif Karim,1330282463409,03139946235,Balochistan,Gwadar,Defence,Apartment,397,17 Sq.Ft,2003,Mortgaged,1094297,03139946235
Imran Mirza,S/O Raja Raza,4400056854918,03335164353,Sindh,Mirpurkhas,E-11,Residential Plot,989,44 Kanal,1997,Rented,8673087,03335164353
Bilal Abbasi,S/O Kashif Raza,6110162175993,03328865639,Punjab,Faisalabad,F-10,Apartment,342,35 Kanal,2018,Owned,3711905,
Ibrahim Abbasi,S/O Chaudhry Mirza,2130127472028,03004916265,Punjab,Sargodha,E-11,Commercial Plot,23,29 Marla,2011,Rented,148049120,03218389041
Asif Baig,S/O Baig Chaudhry,4400028494908,03031989554,KPK,Bannu,G-9,House,248,78 Marla,2016,Mortgaged,484623,03031989554
Asif Gilani,S/O Bilal Rizvi,5400096542868,03022236434,KPK,Mardan,Gulberg,Apartment,73,86 Sq.Ft,2017,Owned,7139412,03022236434
Hamid Jafri,S/O Rukhsar Bhatti,6110180262833,03021310536,Gilgit-Baltistan,Chilas,Cavalry Ground,House,383,31 Kanal,2006,Mortgaged,7242766,03021310536
Ayesha Iqbal,S/O Waseem Naqvi,3520229556473,03117082891,Balochistan,Hub,Askari,Apartment,715,94 Sq.Ft,2020,Owned,519848,03117082891
Malik Iqbal,S/O Fatima Karim,2130192308288,03023348114,Sindh,Sukkur,Defence,Residential Plot,979,65 Marla,1995,Owned,620472,
Salman Hussain,S/O Bushra Iqbal,5400071155196,03217841065,Azad Kashmir,Rawalakot,I-8,Apartment,396,7 Kanal,2010,Sold,5153181,03318080780
محمد احمد,S/O Shoaib Iqbal,5400068885119,03229068461,KPK,Mingora,DHA,Residential Plot,598,79 Kanal,2001,Sold,2887920,03229068461
Aamir Gondal,S/O Tariq Ahmed,3520228859368,03213254948,Balochistan,Turbat,Cantt,House,281,17 Marla,2015,Sold,16733815,03213254948
Noor Tarar,S/O Arif Bukhari,2130167499739,03339027256,Sindh,Larkana,Askari,Apartment,441,24 Kanal,2005,Mortgaged,2929961,03113483192
Amna Sheikh,S/O Mehwish Tarar,2130159887577,03312664863,Punjab,Gujranwala,Cavalry Ground,Apartment,685,89 Sq.Ft,2019,Mortgaged,17336193,03312664863
عمر شیخ,S/O Asif Raza,2130155349119,03008785277,Sindh,Sukkur,DHA,Apartment,96,13 Kanal,2012,Mortgaged,14479870,03008785277
Waseem Bukhari,S/O Kashif Iqbal,1330264203015,03001917357,Punjab,Sargodha,E-11,Residential Plot,629,35 Marla,2019,Rented,1570667,
Tariq Ali,S/O احمد خان,5400032021269,03215898168,Gilgit-Baltistan,Chilas,DHA,House,884,8 Sq.Ft,2003,Owned,4116112,03215898168
Bushra Zaidi,S/O Asma Zaidi,2130186638061,03331365247,KPK,Kohat,I-8,House,994,16 Sq.Ft,2004,Rented,9293166,03331365247
Asif Chaudhry,S/O Imran Qureshi,3520252509581,,Balochistan,Quetta,Gulshan-e-Iqbal,Residential Plot,587,79 Marla,2021,Owned,6807232,03227518783
Mohammad Khan,S/O S/O Waseem Naqvi,2130132198623,03137316209,ICT,Islamabad,E-11,Apartment,763,53 Sq.Ft,2018,Mortgaged,509371,03137316209
Tariq Hussain,S/O Sheikh Abbasi,13302-1940574-2,03223917112,Balochistan,Turbat,PAF Colony,Residential Plot,941,91 Kanal,2010,Rented,5629412,03019839217
Aamir Syed,S/O Naveed Syed,4400072778922,03016837357,Balochistan,Quetta,DHA,Apartment,305,85 Kanal,2016,Sold,1966046,03016837357
Sobia Raja,,4400081639218,03464489064,KPK,Peshawar,PAF Colony,Apartment,71,53 Sq.Ft,2004,Rented,9829806,03464489064
,S/O Rukhsar Baig,5400064394701,03333612428,Gilgit-Baltistan,Gilgit,Scheme 33,Apartment,716,62 Kanal,2016,Rented,5770146,03333612428
Maryam Rana,S/O Bushra Rafiq,1330240009725,03456543941,Azad Kashmir,Muzaffarabad,Township,Apartment,871,57 Sq.Ft,1998,Rented,3698457,03456543941
Sobia Qureshi,S/O Syed Malik,5400089239034,03328773126,Balochistan,Gwadar,Clifton,House,91,68 Sq.Ft,2000,Rented,3293594,03328773126
Bilal Raja,S/O Waseem Hussain,1330292315969,03117088410,Azad Kashmir,Mirpur,E-11,House,567,47 Marla,2022,Mortgaged,2980097,03117088410
Baig Rana,S/O Hina Butt,5400046662629,03315523283,Punjab,Gujranwala,Johar Town,Apartment,142,64 Marla,2015,Owned,1827301,03315523283
Tahir Gujjar,S/O Rukhsar Tarar,2130173426317,03035037805,KPK,Kohat,Scheme 33,Residential Plot,362,6 Kanal,1999,Sold,,03029227312
,S/O Malik Qureshi,6110154186919,03126514417,Punjab,Faisalabad,Askari,Apartment,82,5 Marla,2018,Owned,4038928,03126514417
Waseem Syed,S/O Uzma Raza,4400077217931,03037764688,Azad Kashmir,Muzaffarabad,Gulshan-e-Iqbal,Apartment,545,85 Kanal,2014,Sold,12862765,03037764688
Hashmi Sandhu,S/O Zainab Latif,5400073907266,03314987189,Punjab,Gujranwala,Defence,House,450,60 Kanal,2020,Sold,3170958,03314987189
Hussain Iqbal,S/O Bushra Rafiq,5400090748658,03031333515,Azad Kashmir,Muzaffarabad,Defence,House,173,72 Marla,2015,Owned,3080176,03031333515
Sidra Gliani,S/O Nadia Gilani,,03336366022,Balochistan,Khuzdar,Johar Town,House,262,34 Marla,2000,Mortgaged,3669020,03336366022
Saira Tarar,S/O Bilal Cheema,1330231515217,03456984503,Gilgit-Baltistan,Chilas,Saddar,Residential Plot,680,91 Sq.Ft,2003,Rented,4778795,03456984503
Sobia Chattha,S/O Syed Raza,5400095093726,03013923777,ICT,Islamabad,Saddar,Apartment,636,44 Kanal,2007,Owned,7239591,03013923777
Tariq Ansari,S/O Rabia Baig,4400055927807,03457667408,Balochistan,Turbat,PAF Colony,Apartment,66,88 Sq.Ft,2023,Rented,5383320,
Aamir Kairm,S/O Aamir Syed,2130141285649,03035151534,Balochistan,Turbat,E-11,Apartment,82,26 Marla,2014,Owned,11501996,03035151534
Fatima Khan,S/O Amna Ansari,3520285216367,03226956529,Balochistan,Khuzdar,Bahria Town,House,280,10 Kanal,1996,Sold,14722194,03226956529
Sobia Rana,,6110120047361,,Balochistan,Khuzdar,F-10,House,242,46 Sq.Ft,2000,Rented,7868525,03121404999
Bilal Aslam,S/O Omar Ali,4210193415221,03465643210,Gilgit-Baltistan,Skardu,Bahria Town,Residential Plot,187,5 Sq.Ft,2021,Owned,1855422,03465643210
Faisal Ansari,S/O Zubair Sheikh,6110137185188,03134073627,Sindh,Sukkur,G-9,Residential Plot,683,75 Kanal,1999,Mortgaged,4404028,03134073627
Naeem Chattha,S/O محمد علی,1330233706568,03122410278,Azad Kashmir,Rawalakot,Askari,House,761,83 Sq.Ft,2004,Mortgaged,8733579,
Tahir Chaudhry,S/O Sidra Zaidi,4400098026322,03459012989,Gilgit-Baltistan,Gilgit,PAF Colony,Agricultural Land,685,7 Kanal,2001,Sold,35303160,03459012989
Imran Bhatti,S/O Rizwan Ahmed,6110126020692,03335622046,Punjab,Rawalpindi,Johar Town,Apartment,603,50 Sq.Ft,2016,Sold,1342650,03327573009
Hina Rana,S/O Mirza Butt,42101-6539891-2,03004449048,Azad Kashmir,Rawalakot,Clifton,Apartment,546,32 Kanal,1996,Sold,772377,03004449048
Muhammad Sheikh,S/O Mohammad Ansari,5400049281886,03114021783,Balochistan,Khuzdar,Defence,House,472,86 Sq.Ft,2005,Mortgaged,131257678,03114021783
Raja Baig,S/O Amna Sandhu,1330233511072,03118497712,KPK,Abbottabad,Askari,Residential Plot,222,62 Marla,2001,Sold,2560221,
Zubair Abbsai,S/O Rabia Gilani,2130141122543,03211545959,Gilgit-Baltistan,Gilgit,I-8,Residential Plot,961,41 Marla,2015,Sold,9463187,03211545959
Tahir Gondal,S/O Saira Hussain,1330271336265,03118979548,Sindh,Larkana,F-10,Residential Plot,648,72 Kanal,2011,Rented,1356402,03118979548
Hashmi Gujjar,S/O Hina Sheikh,4210118756581,03312140066,Gilgit-Baltistan,Gilgit,Cantt,Apartment,929,27 Kanal,2018,Sold,12227466,03468572241
,S/O Rabia Aslam,42101-2243258-7,03334030592,KPK,Peshawar,Askari,Residential Plot,103,75 Sq.Ft,2023,Sold,13718219,03334030592
Hashmi Hussain,S/O Sobia Butt,4400031247648,03337609338,Punjab,Gujranwala,G-9,Apartment,29,24 Sq.Ft,2023,Sold,19695482,03337609338
Hashmi Rizvi,S/O Zubair Syed,4400034721007,03468568671,Azad Kashmir,Muzaffarabad,Model Town,House,256,65 Kanal,1995,Rented,40340644,03468568671
Hassan Mirza,S/O Asif Malik,6110150827215,03128761925,Gilgit-Baltistan,Skardu,F-10,Apartment,566,10 Kanal,2006,Sold,8766268,03128761925
,S/O Qureshi Ali,2130163310919,03133482120,Punjab,Bahawalpur,Model Town,Apartment,463,31 Kanal,2010,Mortgaged,15130190,03133482120
Sidra Virk,S/O Hina Syed,4400059605428,03328897756,KPK,Mardan,Clifton,House,28,27 Kanal,2008,Rented,607438,03328897756
Aamir Bhatti,S/O Fatima Iqbal,4210113485298,03224225237,Azad Kashmir,Muzaffarabad,DHA,Residential Plot,60,12 Marla,2020,Sold,275653,03224225237
Mohammad Iqbal,S/O Naveed Naqvi,4400029298315,03027382374,ICT,Islamabad,I-8,Residential Plot,360,20 Sq.Ft,2013,Owned,54256006,03027382374
Muhammad Rana,S/O Qureshi Hashmi,3520281554628,03317860175,Punjab,Rawalpindi,I-8,Residential Plot,466,35 Kanal,2004,Mortgaged,19247996,03317860175
Waseem Rizvi,S/O Hussain Zaidi,4210174792577,03139295924,Gilgit-Baltistan,Gilgit,Johar Town,Residential Plot,501,95 Kanal,2021,Sold,7301608,03139295924
Omar Sheikh,S/O Sajid Zaidi,3520246461135,03216130833,KPK,Bannu,Bahria Town,Residential Plot,240,97 Kanal,2004,Sold,21884603,03216130833
Mayram Ahmed,S/O Mehwish Karim,4210199209377,,Gilgit-Baltistan,Skardu,Saddar,Residential Plot,463,62 Sq.Ft,1999,,,03121812361
Shoaib Nawaz,S/O Saira Ahmed,5400043743999,03339415659,Punjab,Faisalabad,I-8,Residential Plot,764,8 Sq.Ft,1996,Sold,20015392,03339415659
Shazia Abbasi,S/O Zubair Jafri,5400029879592,03336362226,ICT,Islamabad,Bahria Town,House,517,76 Kanal,1996,Sold,10586748,03336362226
Aamir Rafiq,S/O Hassan Rana,6110113502682,03335892967,Gilgit-Baltistan,Gilgit,Bahria Town,House,324,69 Sq.Ft,2014,Sold,1546583,03335892967
Zainab Mirza,S/O Adnan Zaidi,6110119759734,03316550299,Azad Kashmir,Rawalakot,G-9,House,478,80 Kanal,2006,Sold,28091840,03316550299
Sidra Abbasi,S/O Rukhsar Zaidi,2130177879253,03317109128,Punjab,Rawalpindi,Gulshan-e-Iqbal,House,449,81 Kanal,2021,Sold,5376868,03317109128
Fatima Rafiq,S/O Shazia Ali,2130186796474,03212570688,Azad Kashmir,Mirpur,Johar Town,Residential Plot,524,88 Marla,2017,Mortgaged,9763350,03212570688
Chaudhry Gilani,S/O Muhammad Sandhu,5400015537748,03451658042,Gilgit-Baltistan,Skardu,Gulshan-e-Iqbal,House,891,52 Kanal,2012,Owned,43184554,03451658042
Kashif Syed,S/O Maryam Gilani,4210140354628,03214460167,Sindh,Karachi,Bahria Town,Residential Plot,801,32 Sq.Ft,2022,Sold,4365806,03214460167
Malik Gondal,S/O Omar Gondal,6110113082814,03023989885,Punjab,Lahore,Gulshan-e-Iqbal,Apartment,947,63 Kanal,2022,Rented,3897499,03023989885
Waseem Syed,S/O Zainab Abbasi,1330294936152,03336250879,KPK,Peshawar,Johar Town,Residential Plot,304,77 Kanal,2014,Owned,13131200,03336250879
Rizwan Naqvi,S/O Zainab Akhtar,6110111868171,03121777948,Balochistan,Gwadar,Askari,Residential Plot,353,48 Kanal,2012,Sold,30365952,
Sidra Raza,S/O Syed Khan,5400091198378,03014704833,Punjab,Bahawalpur,Model Town,House,481,82 Marla,2020,Rented,10259325,03014704833
Ayesha Gujjar,S/O Qureshi Zaidi,5400050381211,03216527255,Azad Kashmir,Mirpur,Bahria Town,House,415,34 Kanal,1996,,1218541,03216527255
Ayesha Karim,S/O Iqra Akhtar,6110163359448,03007657632,Punjab,Sialkot,Defence,House,973,47 Sq.Ft,1995,Rented,10476376,03007657632
Syed Gondal,S/O محمد حسن,1330223365259,03115991994,Punjab,Bahawalpur,PAF Colony,Residential Plot,99,83 Kanal,2018,Sold,10462247,03115991994
Sana Gujjar,S/O Mirza Hameed,6110178028716,03319383571,Sindh,Sukkur,Johar Town,Residential Plot,751,96 Sq.Ft,2009,Mortgaged,1255445,03319383571
Sana Rizvi,S/O Kamran Bukhari,4400029852168,03124185591,Sindh,Sukkur,Scheme 33,House,135,36 Kanal,2020,Mortgaged,27977668,03335395501
Faisal Rizvi,S/O Fatima Naqvi,5400017596691,03323658633,Balochistan,Gwadar,Defence,Residential Plot,3,13 Kanal,2011,Rented,7711205,03453405721
Mohammad Bukhari,S/O Asma Ali,4210187987964,03466844936,Punjab,Faisalabad,Gulberg,Residential Plot,736,9 Marla,2014,Rented,4574045,
Zainab Qureshi,S/O Iqra Aslam,4400081426356,03133960268,Balochistan,Gwadar,Township,House,178,42 Sq.Ft,2022,Sold,3899078,03133960268
Asif Chattha,S/O Tahir Akhtar,2130157288126,03031857951,ICT,Islamabad,Clifton,Residential Plot,15,92 Kanal,2003,Sold,3644683,03463723418
Arif Abbasi,S/O Aamir Mirza,4400045172531,03325613705,Gilgit-Baltistan,Chilas,Cavalry Ground,Apartment,209,30 Kanal,1998,Rented,3665293,03325613705
Asif Qureshi,S/O صنا ملک,1330275992785,03028256078,Gilgit-Baltistan,Chilas,Model Town,Residential Plot,83,28 Marla,2012,Rented,11836258,03028256078
Ali Iqbal,S/O ابراہیم ملک,5400061216795,03322089011,KPK,Peshawar,Saddar,House,791,41 Kanal,2019,Rented,5189740,03322089011
Hussain Rana,S/O Raja Gondal,3520227001657,03223578837,KPK,Mingora,Bahria Town,Commercial Plot,565,77 Marla,2014,Rented,9736253,03223578837
زینب علی,S/O Rabia Hussain,4210133815492,03219428973,Gilgit-Baltistan,Skardu,DHA,House,450,80 Sq.Ft,1999,Rented,5563787,03329996678
Uzma Aslam,S/O Sidra Ali,5400033727746,03022421349,ICT,Islamabad,DHA,Residential Plot,839,49 Marla,2020,Sold,4524162,03022421349
محمد احمد,S/O Adnan Tarar,2130132312943,03012439838,Balochistan,Quetta,Scheme 33,House,71,12 Sq.Ft,1998,Rented,1224769,03012439838
Maryam Hameed,S/O Sidra Qureshi,5400075442968,,Azad Kashmir,Muzaffarabad,Bahria Town,Apartment,272,40 Marla,1996,Sold,241063,03005845129
محمد احمد,S/O Waseem Karim,2130193276985,03037756005,Balochistan,Khuzdar,Johar Town,House,243,83 Kanal,2008,Mortgaged,2049950,03037756005
Aamr Tarar,S/O Iqra Butt,4400099787145,03002698935,Balochistan,Khuzdar,Bahria Town,House,448,53 Marla,2004,Rented,1649460,03002698935
Noor Jafri,S/O Bilal Jafri,6110180658484,03467350865,KPK,Bannu,Cavalry Ground,House,940,63 Sq.Ft,2023,Sold,11963589,03467350865
Bilal Virk,S/O Sajid Ahmed,1330283231442,03218281109,Balochistan,Gwadar,E-11,Residential Plot,863,59 Kanal,2018,,7810314,03218281109
Sidra Cheema,S/O Aamir Ansari,6110184555103,03039929511,KPK,Mardan,I-8,House,208,3 Marla,2007,Owned,16183981,03039929511
Hina Hussain,S/O Bilal Rafiq,,03327965359,Sindh,Sukkur,Defence,House,294,81 Marla,2004,Sold,1791713,
Sana Sheikh,S/O Muhammad Cheema,4400041206979,03137982617,Punjab,Sialkot,North Nazimabad,Residential Plot,688,38 Sq.Ft,2014,Rented,25625511,03137982617
Nadia Sheikh,S/O Sana Ansari,6110138083888,03319722474,Azad Kashmir,Mirpur,PAF Colony,Residential Plot,826,75 Kanal,2017,Sold,3141138,03319722474
