Owner_Name,Father_Name,CNIC,Car_Registration_Number,Model_Year,Car_Brand,Car_Model,Engine_Size_CC,Province,City,Estimated_Market_Value,Contact_No
Rukhsar Raza,S/O Amna Naqvi,4400015811534,QTA-1759-D,2012,Suzuki,Bolan,1600,Balochistan,Gwadar,524800,03216911261
Faisal Aslam,S/O Saira Nawaz,61101-4954168-3,KHI-6655-M,2006,Suzuki,Cultus,1800,Sindh,Karachi,685800,03317482587
Bushra Virk,S/O Hamid Aslam,5400039282755,ISB-2208-R,2008,Suzuki,Wagon R,3000,ICT,Islamabad,330000,03218498243
Adnan Hashmi,S/O Amna Virk,1330296809966,ISB-7470-I,2015,Toyota,Hilux,1500,ICT,Islamabad,211500,
Ali Khan,S/O Noor Syed,4210182020293,LHR-4014-L,2015,Honda,BR-V,3000,Punjab,Sargodha,1146000,03038018607
Hina Hashmi,S/O Hassan Hameed,1330245402038,PES-4393-R,2006,Toyota,Hilux,1300,KPK,Mingora,141700,03008829012
N. Nawaz,S/O Kashif Malik,6110124198411,ISB-4024-K,2014,Toyota,Camry,1600,ICT,Islamabad,369600,03017184248
Arif Butt,S/O Raja Rafiq,4400098775142,QTA-6742-U,2018,Honda,Civic,2500,Balochistan,Gwadar,885000,03003631333
Naveed Ahmed,S/O Uzma Sheikh,6110137787116,ISB-3330-O,2019,Audi,A4,2500,Gilgit-Baltistan,Chilas,467500,03223066773
Hussain Zaidi,S/O S/O Sobia Malik,3520295782694,MZD-2451-A,2007,Honda,City,3000,Azad Kashmir,Muzaffarabad,819000,03118339797
Aamir Karim,S/O Syed Jafri,4210163703663,LHR-1852-C,2006,Suzuki,Cultus,1500,Punjab,Bahawalpur,225000,03014657593
Arif Virk,S/O Tariq Syed,4210147082392,LHR-4619-R,2007,Suzuki,Alto,1600,Punjab,Gujranwala,585600,03136631223
Sobia Gondal,S/O Sana Bhatti,3520247392771,ISB-8203-V,2021,Toyota,Fortuner,1500,ICT,Islamabad,466500,03117370776
Naeem Virk,S/O Kamran Ansari,1330288964862,PES-2650-S,2015,Toyota,Hilux,2000,KPK,Mardan,606000,03129364914
Sheikh Gujjar,S/O Zubair Abbasi,5400061651518,QTA-3228-H,2014,Suzuki,Swift,1800,Gilgit-Baltistan,Gilgit,509400,03462174816
Bilal Latif,S/O Chaudhry Raja,2130156203075,MZD-2124-V,2008,Hyundai,Sonata,1800,Azad Kashmir,Muzaffarabad,667800,03035196416
Hussain Zaidi,S/O Sajid Mirza,2130144288515,PES-3981-J,2009,Toyota,Corolla,800,KPK,Abbottabad,96000,03312991675
Usman Bhatti,,3520216800188,ISB-9334-X,2007,Kia,Carnival,3000,ICT,Islamabad,435000,03227964467
Rabia Akhtar,S/O Iqra Rafiq,3520272645879,GIL-9264-U,2018,Suzuki,Wagon R,800,Gilgit-Baltistan,Gilgit,140000,03311610130
Waseem Sandhu,S/O Shoaib Tarar,3520290766991,GIL-2223-X,2012,Honda,CR-V,660,Gilgit-Baltistan,Skardu,243540,03114527356
Naeem Ahmed,S/O Maryam Hameed,2130155528264,GIL-1780-E,2008,Kia,Carnival,2000,Gilgit-Baltistan,Chilas,434000,03119453342
Hashmi Tarar,S/O Ibrahim Akhtar,3520254554456,MZD-8766-B,2008,Honda,CR-V,1200,Azad Kashmir,Rawalakot,123600,03327178480
S. Baig,S/O Omar Khan,1330225461775,MZD-8763-J,2020,Toyota,Camry,2500,Azad Kashmir,Mirpur,655000,03118814591
Asma Chattha,S/O Shoaib Malik,3520288926067,GIL-3917-Z,2009,Kia,Stonic,660,Gilgit-Baltistan,Gilgit,139260,03018905709
Sajid Akhtar,S/O Mehwish Sandhu,4210162597399,PES-5119-Q,2020,Suzuki,Wagon R,1800,KPK,Abbottabad,361800,03135879088
Khalid Bhatti,S/O Tariq Aslam,6110140979228,KHI-6057-D,2020,Kia,Carnival,1200,Sindh,Mirpurkhas,388800,03137380445
Naveed Rana,S/O Qureshi Virk,6110122725144,PES-9847-F,2020,Suzuki,Alto,1300,KPK,Kohat,380900,03322728520
علی حسین,S/O Omar Tarar,2130174520842,QTA-3465-Z,2005,Honda,BR-V,660,Balochistan,Turbat,108240,03005609723
Noor Hashmi,S/O Kamran Jafri,6110170855025,MZD-9084-M,2016,Honda,HR-V,1500,Azad Kashmir,Mirpur,295500,03316112711
Qureshi Sheikh,S/O Faisal Karim,1330237365229,LHR-7461-D,2011,Honda,CR-V,1000,Punjab,Gujranwala,363000,03216328540
Ahmed Naqvi,S/O Zubair Nawaz,1330232953827,KHI-672-X,2020,Suzuki,Cultus,1800,Sindh,Hyderabad,252000,03338845202
S. Gujjar,S/O Mirza Hameed,6110178028716,KHI-6329-B,2012,Toyota,Fortuner,1200,Sindh,Sukkur,166800,03319383571
Omar Akhtar,,1330292745476,ISB-2540-F,2011,Toyota,Yaris,1200,ICT,Islamabad,211200,03228794524
Faisal Rizvi,S/O Uzma Ali,2130159582422,LHR-9529-R,2007,Kia,Stonic,800,Punjab,Bahawalpur,277600,03003043149
M. Baig,S/O Salman Syed,4400086542881,KHI-7438-Z,2008,Honda,City,1300,Sindh,Mirpurkhas,150800,03139506255
Mirza Abbasi,S/O S/O احمد خان,2130180076394,QTA-7008-O,2013,Hyundai,Sonata,660,Balochistan,Khuzdar,170940,03313153282
Mehwish Chaudhry,S/O Hina Raza,5400026965577,GIL-5089-X,2020,Honda,BR-V,3000,Gilgit-Baltistan,Skardu,693000,03126066483
Hamid Chattha,S/O Fatima Gilani,4210165078359,PES-2527-P,2008,Suzuki,Jimny,1800,KPK,Mardan,585000,03136375214
,S/O Usman Gondal,1330295575356,KHI-8612-E,2008,Kia,Picanto,660,Sindh,Sukkur,223080,03008667844
Rukhsar Bukhari,,1330241684366,LHR-5938-X,2007,Honda,City,1000,Sindh,Larkana,118000,03135619072
Hussain Karim,S/O احمد خان,1330289131547,PES-5559-I,2019,Hyundai,Elantra,800,KPK,Mingora,,03024031059
M. Zaidi,S/O Uzma Naqvi,5400055470345,ISB-8737-W,2017,Honda,Civic,2500,ICT,Islamabad,897500,03226096354
Hamid Akhtar,S/O Bushra Karim,5400051106197,LHR-1603-J,2022,Kia,Stonic,3000,Punjab,Faisalabad,597000,03338029501
S. Mirza,S/O Asif Bukhari,6110165281351,QTA-7187-R,2010,Kia,Carnival,1800,Balochistan,Turbat,693000,03219284783
Aamir Nawaz,S/O Ali Raja,2130152342736,QTA-1495-D,2023,Kia,Picanto,2000,Balochistan,Gwadar,358000,03027202409
Sana Naqvi,S/O Uzma Gondal,2130120456476,PES-5900-S,2010,Suzuki,Jimny,1600,KPK,Peshawar,384000,03464257839
Q. Cheema,S/O Faisal Jafri,2130164739132,QTA-7931-E,2022,Toyota,Corolla,1500,Balochistan,Quetta,418500,03323797398
Ahmed Virrk,S/O Sidra Zaidi,6110118007479,GIL-5453-M,2007,Honda,Civic,1600,Gilgit-Baltistan,Gilgit,630400,03019567311
Rukhsar Ahmed,S/O Zainab Butt,4400018743987,ISB-5710-E,2013,Honda,HR-V,2000,ICT,Islamabad,382000,03455416539
Saira Butt,S/O Chaudhry Nawaz,4210126723395,MZD-6120-Y,2022,Kia,Stonic,800,Azad Kashmir,Rawalakot,254400,03135886173
Z. Rafiq,S/O Ayesha Zaidi,2130190420313,LHR-9067-R,2016,BMW,3 Series,3500,Punjab,Rawalpindi,521500,03334262883
Shazia Chaudhry,S/O Ahmed Raja,6110187590604,MZD-1893-Z,2018,Kia,Carnival,1000,Azad Kashmir,Rawalakot,157000,03323842390
S. Hashmi,S/O Sobia Gondal,2130139731481,KHI-8550-H,2007,Kia,Sportage,660,Sindh,Hyderabad,218460,03039812621
Asma Karim,S/O Naveed Nawaz,6110147722469,QTA-3746-B,2018,Suzuki,Alto,2500,Balochistan,Khuzdar,670000,03319309978
Naeem Tarar,S/O Asif Sandhu,4400083611705,LHR-7108-U,2018,Honda,Civic,1800,Punjab,Sialkot,619200,03221710399
Tahir Cheema,S/O Tariq Sheikh,3520244759281,MZD-5445-K,2008,Honda,BR-V,1800,Azad Kashmir,Rawalakot,365400,03124162926
فاطمہ خان,S/O Ali Bhatti,4210141927272,LHR-822-E,2011,Honda,Civic,660,Punjab,Multan,95040,03018530924
Muhammad Khan,S/O Maryam Latif,2130157162073,LHR-5122-K,2022,Kia,Stonic,4000,Punjab,Rawalpindi,1000000,03217966567
,S/O مریم چودھری,1330282868288,QTA-4766-S,2011,Suzuki,Alto,1200,Balochistan,Khuzdar,264000,03028181112
Rukhsar Raja,S/O Mehwish Tarar,6110187804338,LHR-9503-G,2009,Kia,Sportage,1600,Punjab,Lahore,312000,03139669861
M. Virk,S/O Faisal Karim,6110121040432,ISB-3036-E,2011,Toyota,Hilux,660,ICT,Islamabad,145200,03118809645
Naeem Nawaz,S/O Hassan Gilani,1330254177109,GIL-8290-W,2013,Honda,HR-V,1500,Gilgit-Baltistan,Gilgit,163500,03122305896
Salman Sandhu,S/O Tariq Gujjar,61101-2057860-3,GIL-8929-T,2013,Kia,Carnival,1800,Gilgit-Baltistan,Chilas,678600,03311609875
F. Syed,S/O Kashif Qureshi,6110116036226,PES-3328-E,2021,Kia,Sportage,660,KPK,Mingora,223080,03458626061
Naveed Chattha,S/O Naeem Rana,5400017187765,ISB-3736-P,2021,Toyota,Fortuner,2500,ICT,Islamabad,745000,03113422695
Salman Mirza,S/O Usman Zaidi,,LHR-8646-C,2015,Mercedes,S-Class,2000,Punjab,Gujranwala,290000,03034769795
Chaudhry Ahmed,S/O Salman Bukhari,5400040236018,LHR-4390-N,2019,Honda,City,3000,Punjab,Bahawalpur,1143000,03138648272
Zainab Qureshi,S/O Hashmi Virk,4400023407832,KHI-2770-T,2005,Suzuki,Cultus,660,Sindh,Karachi,128040,03012882086
Sobia Chattha,S/O S/O Raja Bhatti,3520218485666,KHI-8098-H,2007,Kia,Carnival,1500,Sindh,Hyderabad,417000,03034623062
Ahmed Chattha,S/O Tariq Raza,2130150140113,KHI-4759-S,2015,Audi,A4,2000,Sindh,Nawabshah,268000,03029386722
Hassan Zaidi,S/O S/O Baig Hameed,,MZD-5392-E,2019,Hyundai,Elantra,3000,Azad Kashmir,Muzaffarabad,999000,03039469478
M. Ahmed,S/O Asif Akhtar,4400033386764,QTA-5908-F,2015,Toyota,Fortuner,800,Balochistan,Turbat,202400,03133917963
Fatima Qureshi,S/O Sheikh Abbasi,4210112247616,QTA-2384-Z,2018,Suzuki,Bolan,3000,Balochistan,Hub,,03034626686
Ibrahim Gondal,S/O Qureshi Sheikh,5400099158444,ISB-7165-V,2009,Suzuki,Cultus,1300,ICT,Islamabad,323700,03311496862
Hassan Iqbal,S/O Bilal Nawaz,5400023758976,KHI-1724-E,2023,Honda,City,1800,Sindh,Mirpurkhas,669600,03463734765
Aamir Karim,S/O Syed Jafri,4210163703663,LHR-5619-L,2015,Suzuki,Jimny,2000,Punjab,Bahawalpur,566000,03463373433
Shazia Khan,S/O Fatima Abbasi,5400032684411,QTA-6743-R,2011,Honda,HR-V,3000,Balochistan,Turbat,963000,03137666954
Ali Ansari,S/O Asma Mirza,5400020681873,QTA-8642-B,2020,BMW,3 Series,3500,Balochistan,Khuzdar,976500,03035092644
Hassan Virk,S/O Tariq Naqvi,6110173324281,ISB-3807-Y,2017,Honda,City,660,Punjab,Bahawalpur,231660,
Noor Cheema,S/O S/O Rabia Raja,4400073052529,MZD-8376-H,2015,Honda,HR-V,660,Azad Kashmir,Rawalakot,97680,03312592385
Ahmed Syed,S/O S/O مریم چودھری,4210115246864,LHR-3131-T,2012,Honda,City,1200,Punjab,Sargodha,170400,03467519606
Tahir Hameed,S/O Rukhsar Rizvi,1330269397854,PES-2969-K,2021,Honda,BR-V,1500,KPK,Peshawar,,03019510677
Mehwish Chaudhry,S/O Asma Virk,6110134435103,QTA-8672-M,2011,Honda,CR-V,2000,Balochistan,Khuzdar,776000,
A. Aslam,S/O Zainab Gondal,4400076084662,MZD-4758-C,2005,Toyota,Hilux,2000,Azad Kashmir,Mirpur,452000,03035091289
Shazai Hashmi,S/O Naveed Chattha,3520217698911,KHI-8873-U,2022,Kia,Stonic,1800,Sindh,Sukkur,547200,03126998314
Hamid Rafiq,S/O S/O Asma Bhatti,1330282240696,ISB-9872-P,2014,Honda,HR-V,3000,ICT,Islamabad,405000,03335262908
Ayesha Baig,S/O Ibrahim Latif,5400038223121,KHI-2761-B,2009,Suzuki,Jimny,1500,Sindh,Hyderabad,577500,03002968753
Raja Aslam,S/O Fatima Iqbal,5400093031223,PES-2813-V,2005,Toyota,Land Cruiser,660,KPK,Bannu,218460,03139466348
Rukhsar Ansari,S/O Muhammad Hameed,3520264287455,KHI-1454-X,2023,Toyota,Hilux,800,Sindh,Mirpurkhas,238400,03212748618
A. Gilani,S/O Maryam Chattha,4210151396655,LHR-1962-Z,2015,Hyundai,Santa Fe,3000,Punjab,Rawalpindi,606000,03017107418
Saira Abbasi,S/O Baig Hussain,6110164419144,QTA-4792-G,2006,Toyota,Camry,1500,Balochistan,Gwadar,523500,03323891679
Salman Jafri,S/O Adnan Gujjar,1330277182854,KHI-4674-A,2023,Kia,Stonic,1200,Sindh,Nawabshah,,03037956373
Usman Hashmi,S/O Raja Karim,6110119124299,PES-2514-D,2007,Hyundai,Elantra,1800,KPK,Kohat,381600,03321753948
Imran Bhatti,S/O S/O Ahmed Rizvi,3520236261811,QTA-3981-V,2009,Honda,Civic,2000,Balochistan,Khuzdar,368000,03115743227
Ayesha Aslam,S/O Malik Qureshi,1330235676438,MZD-6516-D,2018,Hyundai,Elantra,1200,Azad Kashmir,Muzaffarabad,240000,03124310889
Rukhsar Latif,S/O Aamir Rana,1330247796794,QTA-9600-I,2008,Kia,Sportage,1500,Balochistan,Gwadar,516000,03009167792
Ali Akhtar,S/O Salman Qureshi,5400059269797,LHR-662-F,2020,Toyota,Land Cruiser,2000,Punjab,Lahore,614000,03012536638
Shazia Baig,S/O Tariq Akhtar,1330227038403,LHR-1185-T,2018,Toyota,Fortuner,3000,Punjab,Bahawalpur,711000,03138601139
Faisal Naqvi,S/O نادیہ رضا,2130157197312,QTA-9471-P,2016,Audi,Q7,2000,Balochistan,Quetta,656000,03003858115
Waseem Syed,S/O Saira Tarar,5400072363314,PES-2288-B,2020,Kia,Stonic,1600,KPK,Mingora,568000,03212496260
Hashmi Rafiq,S/O Rukhsar Cheema,6110157588432,QTA-9413-W,2020,Honda,City,660,Balochistan,Turbat,250140,03004585320
Arif Sheikh,S/O Naveed Hameed,2130178424397,GIL-1658-X,2021,Suzuki,Wagon R,1800,Gilgit-Baltistan,Gilgit,496800,03032346947
,S/O Kashif Butt,6110152320416,KHI-6570-T,2013,Kia,Sportage,1000,Sindh,Mirpurkhas,103000,03333987058
Hashmi Raza,S/O Mirza Iqbal,3520286826435,KHI-4266-V,2018,Honda,HR-V,1500,Sindh,Larkana,385500,03136153455
Uzma Gondal,S/O Mohammad Naqvi,4400014451999,GIL-3004-T,2020,Toyota,Yaris,800,Gilgit-Baltistan,Gilgit,188800,03134698379
Ahmed Hashmi,S/O Imran Raza,2130121513097,KHI-5541-D,2014,Hyundai,Santa Fe,800,Sindh,Nawabshah,301600,03221061494
Naveed Rafiq,S/O Chaudhry Aslam,2130133753279,GIL-6196-K,2022,Kia,Sportage,1300,Gilgit-Baltistan,Chilas,197600,03138991596
Rizwan Hameed,S/O Baig Chaudhry,3520280101859,PES-4459-B,2009,Toyota,Hilux,2000,KPK,Bannu,684000,03023959522
Omar Hussain,S/O صنا ملک,4210113614893,PES-7542-Q,2009,Toyota,Camry,2500,KPK,Kohat,415000,03113288989
Rizwan Raza,,,QTA-7649-D,2007,Honda,BR-V,2000,Balochistan,Turbat,526000,03225622924
K. Tarar,S/O Kamran Raza,5400082934825,QTA-6410-D,2019,Hyundai,Santa Fe,1500,Balochistan,Turbat,429000,03029292319
Shazia Syed,S/O S/O Hina Rafiq,4210173552205,LHR-4371-Q,2018,Suzuki,Jimny,3000,Punjab,Sialkot,636000,03338680384
Baig Raja,S/O Noor Akhtar,3520274497275,MZD-1035-Q,2015,Suzuki,Bolan,1200,Azad Kashmir,Mirpur,439200,03221261675
Shoaib Cheema,S/O Sajid Baig,2130192974074,MZD-3017-L,2007,Hyundai,Tucson,1600,Azad Kashmir,Mirpur,243200,03039222089
Arif Bhatti,S/O Saira Baig,5400049360741,PES-9553-K,2005,Suzuki,Swift,2000,KPK,Bannu,228000,03025363341
Bilal Ahmed,S/O Malik Baig,6110188894587,ISB-1267-G,2008,Suzuki,Wagon R,1000,ICT,Islamabad,242000,03454278016
Naeem Rizvi,S/O Salman Nawaz,6110187679169,KHI-7138-Z,2012,Toyota,Fortuner,2500,Sindh,Mirpurkhas,490000,03038728009
R. Iqbal,S/O Raja Virk,5400091931284,MZD-7217-O,2021,Kia,Stonic,1000,Azad Kashmir,Muzaffarabad,116000,
Asif Gujjar,S/O Mehwish Mirza,3520218476163,KHI-4732-G,2011,Hyundai,Tucson,1600,Sindh,Hyderabad,520000,03127232128
Salman Bhatti,S/O Qureshi Ali,,LHR-6252-L,2009,Suzuki,Swift,1600,Punjab,Bahawalpur,403200,03014618764
محمد علی,S/O Tariq Jafri,3520286561258,ISB-8932-R,2009,Hyundai,Elantra,3000,ICT,Islamabad,1041000,03002045024
Asma Bhatti,S/O Syed Baig,6110197444512,QTA-5264-C,2012,Kia,Sportage,1300,Balochistan,Gwadar,391300,03217599302
Hashmi Raza,S/O Malik Iqbal,6110166384422,KHI-8222-K,2012,Honda,City,2000,Sindh,Karachi,616000,03319481945
Qureshi Hashmi,S/O Qureshi Gujjar,5400045853149,GIL-5814-D,2017,Suzuki,Bolan,1500,Gilgit-Baltistan,Skardu,195000,03322422633
Qureshi Malik,S/O Khalid Malik,2130187638379,PES-9105-E,2014,Toyota,Fortuner,1000,KPK,Kohat,103000,03463309534
Rizwan Virk,S/O Syed Rizvi,4400032976995,LHR-4555-E,2021,Kia,Carnival,1200,Punjab,Lahore,343200,03014697541
Usman Raja,S/O Mirza Naqvi,2130124013106,LHR-1331-C,2021,Kia,Stonic,800,Punjab,Faisalabad,314400,03026342219
Rabia Chattha,S/O Aamir Gilani,2130136220082,LHR-6745-O,2010,Suzuki,Bolan,2000,Punjab,Bahawalpur,296000,03002460136
Saira Iqbal,S/O Tariq Bhatti,,KHI-2765-Q,2023,Suzuki,Wagon R,1600,Sindh,Nawabshah,272000,03459722462
Sidra Chaudhry,S/O Imran Jafri,2130122472929,GIL-2971-N,2006,Kia,Sportage,660,Gilgit-Baltistan,Gilgit,233640,03451311829
Nadia Cheema,S/O Mohammad Jafri,2130136300831,KHI-5030-E,2012,Toyota,Fortuner,3000,Sindh,Hyderabad,846000,03134500789
Rukhsar Raja,S/O Kashif Nawaz,1330275538736,GIL-5482-P,2017,Suzuki,Bolan,1600,Gilgit-Baltistan,Skardu,169600,03127833134
Uzma Qureshi,S/O Faisal Hameed,6110168532082,MZD-5946-I,2015,Mercedes,C-Class,2000,Azad Kashmir,Muzaffarabad,474000,03004163608
Aamir Bhatti,S/O عائشہ احمد,1330211210979,GIL-3973-C,2006,BMW,X5,3500,Gilgit-Baltistan,Chilas,395500,03137622840
Faisal Aslam,,4210172571581,ISB-4227-O,2017,Honda,Civic,2000,ICT,Islamabad,770000,03315679491
,S/O Bilal Ansari,,GIL-4375-T,2011,Honda,BR-V,800,Gilgit-Baltistan,Skardu,223200,03027278697
Adnan Khan,S/O Shazia Tarar,2130161291332,GIL-8331-J,2009,Honda,City,660,Gilgit-Baltistan,Skardu,118140,03468513406
Noor Hussain,S/O صنا ملک,3520220631607,LHR-2516-P,2018,Honda,City,660,Punjab,Sargodha,214500,03135615562
Hamid Qureshi,S/O Bilal Khan,1330241389089,PES-8768-S,2005,Hyundai,Elantra,1600,KPK,Peshawar,638400,03019429853
صنا مملک,S/O Muhammad Sandhu,2130195996887,QTA-4066-U,2015,Honda,City,2000,Balochistan,Turbat,772000,03339323692
Usman Hameed,S/O Hina Gilani,1330275721951,ISB-5526-A,2013,Toyota,Camry,1000,ICT,Islamabad,176000,03139316519
Waseeem Naqvi,S/O Imran Ali,4210158155839,LHR-2737-M,2018,Suzuki,Jimny,1500,Punjab,Sargodha,168000,03455484870
Ibrahim Gilani,S/O Sana Sheikh,2130150325267,QTA-2991-F,2013,Honda,HR-V,1800,Balochistan,Gwadar,703800,03222248828
Hashmi Malik,S/O Rabia Abbasi,4210155932039,KHI-6591-V,2021,Honda,BR-V,3500,Sindh,Karachi,1106000,03334644931
Iqra Tarar,S/O Hamid Sheikh,4210129051818,QTA-9233-F,2006,Honda,City,2000,Balochistan,Hub,346000,03464519758
Ibrahim Hashmi,S/O Baig Zaidi,1330218962462,KHI-5908-P,2022,Kia,Carnival,1000,Sindh,Karachi,359000,03338998907
Mehwish Ahmed,S/O Aamir Iqbal,1330270868612,LHR-5748-Y,2020,Toyota,Hilux,2500,Punjab,Bahawalpur,297500,03026563690
Hina Rizvi,S/O Tariq Iqbal,,KHI-3136-J,2015,Kia,Carnival,1200,Sindh,Nawabshah,243600,03457673860
Rizwan Iqbal,S/O Sidra Hussain,35202-4766861-2,LHR-3048-N,2021,Toyota,Hilux,3000,Punjab,Lahore,1104000,03016598972
Hashmi Cheema,S/O Zainab Abbasi,5400014683265,GIL-3413-C,2013,Suzuki,Bolan,2000,Gilgit-Baltistan,Skardu,598000,03129054559
Chaudhry Gujjar,S/O Rabia Ahmed,4210138733134,GIL-7773-P,2009,Toyota,Yaris,1600,Gilgit-Baltistan,Skardu,563200,03001602496
Hina Gujjar,S/O Sheikh Mirza,3520237587323,QTA-4328-R,2016,Suzuki,Jimny,1800,Balochistan,Turbat,253800,03008350052
Muhammad Tarar,S/O Hassan Chaudhry,5400032418787,GIL-9179-B,2020,Honda,Civic,2000,Gilgit-Baltistan,Gilgit,268000,03332111042
Kashif Jafri,S/O Kashif Abbasi,5400091260768,QTA-439-E,2018,Toyota,Corolla,3000,Balochistan,Hub,,03022951556
Naveed Bhatti,S/O Aamir Akhtar,,KHI-254-L,2011,BMW,7 Series,4000,Sindh,Hyderabad,1348000,03223889054
Adnan Chaudhry,S/O Asma Bhatti,4400024198955,ISB-353-W,2019,Suzuki,Jimny,660,ICT,Islamabad,95700,03136600461
Ahmed Syed,,3520210700883,LHR-9844-Y,2021,Honda,BR-V,1800,Punjab,Sialkot,628200,03035814557
Amna Jafri,S/O Fatima Raja,6110158893579,QTA-6319-K,2015,Kia,Sportage,1300,Balochistan,Hub,274300,03022089554
Salman Mirza,S/O Usman Zaidi,5400072649568,LHR-4338-L,2006,Mercedes,GLC,3000,Punjab,Gujranwala,534000,03034769795
Naeem Qureshi,S/O Ahmed Gondal,4210161351401,GIL-394-H,2013,Suzuki,Alto,800,Gilgit-Baltistan,Gilgit,108800,03122686111
Sidra Butt,S/O Aamir Latif,4210122476044,LHR-1997-W,2015,Honda,Civic,1000,Punjab,Lahore,323000,03465424114
Uzma Malik,S/O Ali Gondal,2130178634947,ISB-3540-V,2008,Toyota,Land Cruiser,1200,ICT,Islamabad,228000,03025543140
Asif Gilani,S/O Bilal Rizvi,5400096542868,PES-7577-Q,2015,Hyundai,Sonata,1800,KPK,Mardan,667800,03022236434
Mehwish Ahmed,S/O Hamid Ahmed,,KHI-8255-P,2008,Suzuki,Swift,1500,Sindh,Larkana,543000,03327747471
Iqra Hashmi,S/O Sana Bhatti,1330287220752,LHR-8389-F,2022,Kia,Stonic,1800,Punjab,Gujranwala,520200,03033673316
Hamid Gujjar,S/O Sidra Rana,5400028405652,GIL-2532-I,2013,Honda,Civic,3500,Gilgit-Baltistan,Gilgit,994000,03314293083
Usman Virk,S/O Saira Raza,5400092609376,KHI-8304-F,2008,Toyota,Yaris,4000,Balochistan,Turbat,792000,03007241927
Qureshi Khan,S/O Bilal Baig,5400049374197,GIL-3929-N,2018,Toyota,Fortuner,2000,Gilgit-Baltistan,Skardu,590000,03012675675
Naveed Abbsi,S/O عائشہ احمد,5400099512495,KHI-3171-G,2007,Kia,Stonic,800,Sindh,Karachi,241600,03038614615
Maryam Zaidi,S/O Salman Chaudhry,2130112414026,MZD-6472-Y,2022,Kia,Stonic,3000,Azad Kashmir,Muzaffarabad,1026000,03116515198
Ahmed Naqvi,S/O S/O Bilal Gujjar,2130130008342,QTA-6659-N,2018,Suzuki,Alto,800,Balochistan,Gwadar,88000,03005782125
Waseem Bukhari,S/O Rukhsar Ahmed,3520268180016,PES-8221-N,2007,Suzuki,Swift,800,KPK,Abbottabad,222400,92-322-5628469
Mehwish Ahmed,S/O Aamir Iqbal,1330270868612,LHR-3309-W,2016,Kia,Stonic,1200,Punjab,Bahawalpur,206400,03026563690
Faisal Raza,,5400049017219,LHR-4199-A,2020,BMW,X5,2500,Punjab,Lahore,,03455502245
Ayesha Zaidi,S/O Chaudhry Chaudhry,4400048948356,PES-5914-M,2010,Toyota,Corolla,1200,KPK,Bannu,475200,03126997504
Ali Naqvi,S/O Saira Gilani,4400030638778,QTA-1742-Y,2009,Honda,City,660,Balochistan,Gwadar,72600,03318042146
Usman Hameed,S/O S/O Sobia Naqvi,4210122753746,ISB-1664-R,2008,Toyota,Fortuner,1600,ICT,Islamabad,225600,03458558977
Ayesha Bukhari,S/O Adnan Butt,1330262387734,MZD-6026-R,2007,Toyota,Camry,2500,Azad Kashmir,Mirpur,767500,03225532049
Hamid Sandhu,S/O Tariq Ahmed,6110131508156,QTA-8707-D,2005,Mercedes,C-Class,4000,Balochistan,Turbat,468000,03322617294
محمد احمد,S/O Mohammad Hussain,4210119668294,PES-9361-F,2014,Suzuki,Jimny,3000,KPK,Mingora,984000,03124340507
Maryam Ahmed,S/O Mirza Ahmed,3520264816275,LHR-6149-H,2005,Toyota,Corolla,2000,Punjab,Multan,572000,03014364957
Rizwan Abbasi,S/O Imran Naqvi,4400078229073,ISB-399-E,2009,Honda,BR-V,1800,Balochistan,Gwadar,370800,03133888087
Hussain Baig,S/O Uzma Gondal,1330294142043,PES-2903-S,2018,Suzuki,Bolan,3000,KPK,Peshawar,693000,03211746727
Rizwan Hameed,S/O احمد خان,6110184483434,PES-5921-Y,2023,Kia,Sportage,2000,KPK,Abbottabad,584000,03032167847
Maryam Mirza,S/O Saira Hashmi,6110188369061,LHR-1475-B,2021,Audi,Q7,4000,Punjab,Rawalpindi,992000,03014215341
Z. Karim,S/O Faisal Abbasi,2130153361107,QTA-9715-R,2007,Suzuki,Jimny,800,Balochistan,Turbat,91200,03008150290
Tariq Rafiq,S/O Asma Sandhu,4210110869309,ISB-2381-C,2008,Suzuki,Cultus,1600,ICT,Islamabad,320000,03328980915
Baig Cheeema,S/O Khalid Ahmed,4210136711151,PES-1355-Y,2008,Hyundai,Tucson,660,KPK,Mardan,261360,03125992185
Mehwish Tarar,S/O Rabia Tarar,6110169722125,KHI-1308-F,2006,Kia,Picanto,1600,Sindh,Sukkur,617600,03118368182
Iqra Akhtar,S/O Amna Latif,3520280820389,GIL-3666-L,2020,Kia,Sportage,800,Gilgit-Baltistan,Skardu,155200,03213762110
Salman Rafiq,S/O Zubair Aslam,1330253455271,QTA-9252-Z,2016,Hyundai,Elantra,2500,Balochistan,Quetta,847500,03023701028
Amna Akhtar,S/O Syed Butt,4210194405953,LHR-2056-D,2013,Kia,Stonic,660,Punjab,Lahore,176220,03335697596
Asif Ahmed,S/O Faisal Iqbal,4400091087721,LHR-6090-V,2015,Toyota,Corolla,1500,Azad Kashmir,Rawalakot,178500,03008829447
Zubair Chaudhry,S/O Amna Gujjar,1330299490059,LHR-3089-L,2005,Toyota,Land Cruiser,2000,Sindh,Larkana,768000,03453918267
Fatima Zaidi,S/O Asif Gondal,4400010039879,KHI-1337-L,2016,Toyota,Yaris,1300,Sindh,Nawabshah,205400,03007422468
