Name,Father_Name,CNIC,Annual_Recharge_Amount,Phone_Number,City,Province
Hashmi Raza,S/O محمد حسن,6110194255498,8320,03223106134,Mirpur,Azad Kashmir
Mehwish Qureshi,S/O Noor Rizvi,1330217125628,53631,03462675580,Chilas,Gilgit-Baltistan
Arif Gondal,S/O Kamran Raza,4210163017875,59345,03034062757,Rawalpindi,Punjab
Rukhsar Nawaz,S/O Hamid Latif,4210128914605,23035,03012219563,Hub,Balochistan
Bushr Ali,S/O Bilal Chaudhry,4210198906255,1200,03313898378,Turbat,Balochistan
Asif Karim,S/O Saira Gondal,4400094682123,18292,03127765712,Islamabad,ICT
Sobia Chaudhry,S/O Adnan Rafiq,5400066505722,35474,03465668940,Hyderabad,Sindh
Salman Gilani,S/O Maryam Bhatti,3520216904066,402339,03124095339,Gilgit,Gilgit-Baltistan
Bushra Raja,S/O Hashmi Chaudhry,3520236303848,5335,03121265074,Gwadar,Balochistan
Mirza Ansari,S/O Rizwan Baig,4210150278767,62346,03027517997,Mirpur,Azad Kashmir
Faisal Sheikh,S/O Hassan Ansari,4210164760375,11330,03337297767,Bannu,KPK
Asma Tarar,S/O Khalid Mirza,5400071264564,26428,03138468706,Gwadar,Balochistan
Shazia Khan,S/O Malik Tarar,61101-2197846-6,21788,03316060739,Quetta,Balochistan
Usman Raja,S/O Naeem Qureshi,61101-4382805-7,14330,03213060930,Gilgit,Gilgit-Baltistan
Uzma Karim,S/O Shoaib Latif,2130151660846,9738,03011173144,Mirpurkhas,Sindh
Faisal Abbasi,S/O Baig Bhatti,6110118331919,25874,03024117289,Chilas,Gilgit-Baltistan
Mohammad Khan,S/O Noor Rafiq,2130158573851,12043,03319067424,Gwadar,Balochistan
Adnan QQureshi,S/O Imran Cheema,,19529,03314035488,Khuzdar,Balochistan
Sobia Zaidi,S/O Rizwan Jafri,4400011554976,21675,03022758001,Sargodha,Punjab
Faisal Rana,S/O ابراہیم ملک,2130170016042,15699,03036797587,Sialkot,Punjab
Hashmi Nawaz,S/O Arif Baig,,11622,03134327421,Chilas,Gilgit-Baltistan
Bushra Latif,S/O Aamir Sandhu,4400017781224,83543,03334509438,Islamabad,ICT
Maryam Iqbal,S/O Bilal Hussain,1330282754501,13818,03457875552,Islamabad,ICT
Kamran Syed,S/O Kashif Karim,2130179808802,,03117695885,Gilgit,Gilgit-Baltistan
Amna Virk,S/O Saira Raja,4210164303288,23197,03313726425,Mardan,KPK
Amna Syed,S/O Hussain Khan,4210177698674,121271,03028433425,Mirpur,Azad Kashmir
Malik Rizvi,S/O Malik Cheema,2130179906954,122710,03452218976,Chilas,Gilgit-Baltistan
Omar Gondal,S/O Usman Baig,5400041519297,14849,03134913637,Islamabad,ICT
Noor Zaidi,S/O Nadia Rana,3520261056328,79508,03026873001,Sargodha,Punjab
Khalid Qureshi,S/O Khalid Iqbal,4210182054216,3219,03006261826,Nawabshah,Sindh
Mehwish Rfaiq,S/O Waseem Raza,54000-2241325-6,808456,03463546321,Skardu,Gilgit-Baltistan
Baig Bhatti,S/O S/O Zubair Iqbal,2130131720555,6078,03139012674,Gilgit,Gilgit-Baltistan
Zainab Virk,S/O Naeem Gujjar,3520270245792,88368,03222311290,Islamabad,ICT
Sobia Syed,S/O Asma Bukhari,4210168745005,154690,03117078517,Sukkur,Sindh
Omar Gondal,S/O Ayesha Rafiq,5400023975729,124651,03457752669,Larkana,Sindh
Mehwish Naqvi,S/O Waseem Rafiq,4400037790938,132600,03213966811,Mirpurkhas,Sindh
Iqra Gujjar,,3520217071317,60957,03324072776,Hyderabad,Sindh
Faisal Karim,S/O Muhammad Ali,4400059351918,12296,03453746334,Islamabad,ICT
Iqra Abbasi,S/O Asma Chaudhry,,70781,03027802999,Chilas,Gilgit-Baltistan
Faisal Khan,S/O Ahmed Zaidi,3520261556148,12452,03329593837,Rawalakot,Azad Kashmir
Rabai Nawaz,S/O Sobia Rafiq,3520281432977,2459,03011444343,Hub,Balochistan
Rabia Iqbal,S/O Kashif Tarar,5400090050081,357721,03032978268,Peshawar,KPK
Hamid Khan,S/O Ali Iqbal,4400019898862,197734,03313986348,Mirpur,Azad Kashmir
Ali Baig,S/O Hashmi Raza,4400022504347,11649,03013919842,Islamabad,ICT
Ahmed Chattha,S/O Malik Zaidi,6110119994756,17021,03029925674,Mingora,KPK
Ahmed Raza,S/O Ayesha Gondal,2130190172567,67735,03455102925,Skardu,Gilgit-Baltistan
Ahmed Latif,S/O Iqra Rafiq,6110131414522,19459,03455576050,Abbottabad,KPK
Naeem Rizvi,S/O Zubair Latif,4210112876584,2010,03229551308,Gilgit,Gilgit-Baltistan
Shoaib Nawaz,,5400043743999,116581,03339415659,Faisalabad,Punjab
Ibrahim Sandhu,S/O Ibrahim Malik,6110122036994,31239,03229124929,Islamabad,ICT
Bushra Akhtar,S/O Mehwish Bukhari,4400068133909,232104,03226447964,Hyderabad,Sindh
Rukhsar Latif,S/O Aamir Rana,1330247796794,133538,,Gwadar,Balochistan
Kashif Gondal,S/O Iqra Rafiq,4210130593801,,03318230742,Mardan,KPK
Asif Gilani,S/O Ayesha Rafiq,1330215309337,12530,03315904273,Nawabshah,Sindh
Hassan Qureshi,S/O Shoaib Sandhu,5400064047075,12133,03117846972,Turbat,Balochistan
Mohammad Iqbal,S/O Naveed Naqvi,4400029298315,253828,03027382374,Islamabad,ICT
محمد احمد,S/O Hashmi Ansari,4210172433554,308858,03311727920,Bahawalpur,Punjab
Aamir Zaidi,,6110164294926,9302,03214254686,Rawalpindi,Punjab
Ayesha Iqbal,S/O Waseem Naqvi,3520229556473,2235,03117082891,Hub,Balochistan
Bushra Hameed,S/O Aamir Jafri,4400020843042,103754,03316598102,Sargodha,Punjab
Naeem Zaidi,S/O S/O Saira Aslam,5400059411793,2670,03461543292,Mirpurkhas,Sindh
Malik Ali,S/O Rabia Rizvi,4210116137858,114549,03319637743,Sukkur,Sindh
Asif Ansari,S/O Imran Hashmi,3520245570729,,03022566117,Muzaffarabad,Azad Kashmir
Muhammad Karim,S/O Rabia Ali,3520268453097,7345,03327126284,Mirpur,Azad Kashmir
Sajid Rafiq,S/O ابراہیم ملک,5400039808869,25831,03034381812,Mirpur,Azad Kashmir
Aamir Jafri,S/O Usman Rafiq,2130121601536,4463,03138721457,Nawabshah,Sindh
Amna Hameed,S/O Sidra Iqbal,4400067521409,46468,03335657734,Mirpur,Azad Kashmir
Zubair Gilani,S/O Fatima Hussain,2130198395212,52958,03032290704,Abbottabad,KPK
,S/O Muhammad Nawaz,3520246720477,238376,03028847168,Hub,Balochistan
Qureshi Bukhari,S/O Chaudhry Sandhu,5400084597005,90248,03467752786,Islamabad,ICT
,S/O Hamid Aslam,4400018004297,5144,03035266272,Islamabad,ICT
Mohammad Qureshi,S/O Fatima Sandhu,2130124708051,45400,03462382855,Lahore,Punjab
Kashif Qureshi,S/O Adnan Mirza,1330284517391,3446,03035016328,Bahawalpur,Punjab
Maryam Gilani,S/O Sheikh Gilani,1330213231374,31773,03225563573,Mirpurkhas,Sindh
Shazia Zaidi,S/O Fatima Mirza,4400072803618,27051,03122705617,Kohat,KPK
عمر شیخ,S/O Bilal Gilani,3520235007159,2651,03313484601,Turbat,Balochistan
محمد علی,S/O Kashif Hameed,4210182906774,14096,03029671620,Bahawalpur,Punjab
Arif Ahmed,S/O Rabia Gilani,2130112751657,21395,03468268397,Islamabad,ICT
Ibrahim Akhtar,S/O Nadia Rana,2130115785187,11981,03454862718,Muzaffarabad,Azad Kashmir
Hassan Jafri,S/O Aamir Ansari,1330262522221,10448,03215120753,Bahawalpur,Punjab
Hina Hashmi,S/O Hassan Hameed,1330245402038,8714,03008829012,Mingora,KPK
Qureshi Rafiq,S/O Asif Virk,5400011390276,20635,03035224081,Quetta,Balochistan
,S/O Iqra Naqvi,2130175014342,66773,03008808525,Gwadar,Balochistan
Tariq Cheema,S/O Ali Qureshi,3520213421561,15471,03228116066,Bannu,KPK
Shazia Butt,S/O Hussain Qureshi,6110118967299,116165,03137017434,Gilgit,Gilgit-Baltistan
Salman Sheikh,S/O Ali Virk,3520211322049,2721,03113169334,Chilas,Gilgit-Baltistan
Tahir Khan,S/O Mehwish Baig,6110144185682,5020,03323567729,Chilas,Gilgit-Baltistan
Rizwan Abbasi,S/O Uzma Hashmi,5400034388559,13486,03338235722,Mingora,KPK
Saira Hussain,S/O Hashmi Akhtar,5400089891035,117324,03334261117,Sukkur,Sindh
ابراہیم ملک,S/O Qureshi Raja,1330279577884,272111,03001260551,Mirpur,Azad Kashmir
Omar Latif,S/O Ayesha Mirza,4400042309481,179287,03337718915,Gilgit,Gilgit-Baltistan
Tariq Latif,S/O Faisal Iqbal,4210161226498,34262,03213281447,Abbottabad,KPK
Syed Jafri,S/O Tahir Gilani,54000-6924756-4,23737,03026663663,Chilas,Gilgit-Baltistan
Arif Sandhu,S/O Sobia Akhtar,21301-6884980-7,1209,03332586848,Mirpur,Azad Kashmir
Salman Bukhari,S/O Naveed Sandhu,5400023871881,27841,03456473926,Muzaffarabad,Azad Kashmir
,S/O Amna Hashmi,2130148722959,24337,03312032110,Quetta,Balochistan
Mehwish Virk,S/O Waseem Chattha,5400069449096,5503,03013907503,Gwadar,Balochistan
Iqra Rafiq,S/O Naveed Sandhu,4210151433491,84929,03124971929,Sukkur,Sindh
Waseem Raja,S/O Shazia Jafri,3520274521983,2896,03455388337,Mingora,KPK
Mohammad Iqbal,S/O Naveed Naqvi,4400029298315,267370,03027382374,Islamabad,ICT
Muhammad Raza,S/O Fatima Bhatti,5400070753761,35680,03003493048,Bannu,KPK
Raja Raja,S/O Chaudhry Nawaz,35202-7030060-7,77418,03014135173,Islamabad,ICT
Hina Tarar,S/O Ali Sheikh,5400016327731,33705,03032106734,Islamabad,ICT
Mirza Gujjar,S/O Shoaib Syed,5400055424608,31562,03131326358,Skardu,Gilgit-Baltistan
Sana Khan,S/O Sajid Chaudhry,,46946,03222634576,Rawalakot,Azad Kashmir
Bilal Raja,S/O Nadia Zaidi,1330233483317,139396,03129664623,Multan,Punjab
Syed Raza,S/O Sajid Gondal,4400033765372,164116,03017267813,Islamabad,ICT
Omar Chattha,S/O Rukhsar Hussain,4210142983878,15520,03324962996,Gwadar,Balochistan
Chaudhry Cheema,S/O Sobia Virk,4210137359443,33522,03131930732,Skardu,Gilgit-Baltistan
Uzma Qureshi,S/O S/O Rizwan Raza,1330237019209,2719,03318229326,Islamabad,ICT
Adnan Gilani,S/O Sobia Karim,1330264528323,74099,03125691890,Mirpurkhas,Sindh
Sajid Gilani,S/O Sana Gujjar,4210194824952,12515,03025713926,Islamabad,ICT
Chaudhry Gujjar,S/O Maryam Rafiq,1330225635653,22381,03334310946,Muzaffarabad,Azad Kashmir
Amna Nawaz,S/O Khalid Rafiq,6110168107247,39947,03216905479,Mirpur,Azad Kashmir
Chaudhry Tarar,S/O Kamran Baig,5400061005713,25341,03462948559,Chilas,Gilgit-Baltistan
Kamran Raja,S/O Kashif Syed,2130139860329,6192,03223094467,Bannu,KPK
Sajid Gilani,S/O Faisal Malik,4210115066628,15288,03033139190,Islamabad,ICT
Hamid Hashmi,S/O عمر شیخ,4210135231834,35602,03024529489,Khuzdar,Balochistan
Usman Hashmi,S/O Raja Karim,6110119124299,13313,03321753948,Kohat,KPK
Malik Mirza,S/O Rizwan Latif,5400058308294,18032,03315961162,Mirpur,Azad Kashmir
Raja Bhatti,S/O Rukhsar Virk,4210164315607,28004,03216695606,Mirpurkhas,Sindh
Nadia Bukhari,S/O Qureshi Hussain,5400090249039,9835,03333222909,Gilgit,Gilgit-Baltistan
Kashif Raza,S/O Sajid Malik,4210154080727,234643,03033320821,Gilgit,Gilgit-Baltistan
Ibrahim Abbasi,S/O Chaudhry Mirza,2130127472028,613560,03339809673,Mirpur,Azad Kashmir
Kashif Latif,S/O Adnan Rizvi,4400076427088,15961,03211204460,Rawalakot,Azad Kashmir
محمد علی,S/O Nadia Chattha,2130191186043,117852,03026833165,Islamabad,ICT
Kashif Ansari,S/O Nadia Rafiq,4400072111751,4583,03116466400,Islamabad,ICT
Naveed Gujjar,S/O Fatima Raja,4210125066843,10474,03038214143,Islamabad,ICT
Maryam Chattha,,,19369,03134553384,Sukkur,Sindh
Zubair Butt,S/O Bushra Hashmi,3520258806711,36377,03031904575,Islamabad,ICT
Qureshi Cheema,S/O Hashmi Butt,6110118692109,31547,03213249716,Lahore,Punjab
Rukhsar Sheikh,S/O Hussain Hameed,1330269408897,21840,03468385584,Gilgit,Gilgit-Baltistan
Salman Naqvi,S/O Rabia Hameed,2130147407111,15326,03219477176,Gwadar,Balochistan
Zainab Gondal,S/O Rizwan Malik,5400060203196,66404,03216029651,Rawalakot,Azad Kashmir
Baig Hashmi,S/O Waseem Tarar,6110179761462,286715,03331255156,Hub,Balochistan
Hashmi Ahmed,S/O Maryam Bhatti,2130137279359,412345,03139378825,Islamabad,ICT
Syed Rana,S/O Naveed Ahmed,3520282997013,83203,03326961507,Khuzdar,Balochistan
Sidra Virk,S/O Bilal Ansari,4400025147925,,03123812861,Mingora,KPK
Hamid Sheikh,S/O S/O Uzma Bhatti,3520274249186,1357,03332124172,Hub,Balochistan
Wsaeem Syed,S/O Uzma Raza,4400077217931,69688,03037764688,Muzaffarabad,Azad Kashmir
صنا ملک,S/O Bilal Cheema,2130193978138,17644,03221196423,Hub,Balochistan
Amna Gondal,S/O Shoaib Malik,4400056045243,8357,03019431778,Abbottabad,KPK
Raja Abbasi,S/O Mohammad Chattha,4210192220854,3908,03111957514,Larkana,Sindh
Zainab Rana,S/O Mehwish Aslam,21301-1131307-9,22701,03139870458,Skardu,Gilgit-Baltistan
Kamran Sheikh,S/O Noor Abbasi,3520231918229,25746,03135252448,Gwadar,Balochistan
Rabia Mirza,S/O Sheikh Hussain,3520259353739,2084,03336458302,Gilgit,Gilgit-Baltistan
Kamran Khan,S/O Hussain Jafri,3520276233719,44846,03316480097,Hyderabad,Sindh
Asif Abbasi,S/O Chaudhry Aslam,4210132811355,5243,03121146799,Islamabad,ICT
Omar Chaudhry,S/O Ali Bukhari,5400087443132,91025,03456182801,Gilgit,Gilgit-Baltistan
Zainab Malik,S/O Asif Bhatti,6110156323248,4781,03336281634,Lahore,Punjab
علی حسین,S/O Baig Bukhari,2130111199458,24752,03467222040,Peshawar,KPK
Bilal Raza,S/O Nadia Naqvi,4210115170293,152479,03006161516,Khuzdar,Balochistan
Tahir Sheikh,S/O Amna Raza,5400056874392,5731,03451389380,Islamabad,ICT
Salman Nawaz,S/O S/O Sana Aslam,2130123463719,11596,,Mirpurkhas,Sindh
Faisal Jafri,S/O Naeem Chattha,1330213802319,87966,03319909669,Quetta,Balochistan
Amna Nawaz,S/O Khalid Rafiq,6110168107247,19709,03216905479,Mirpur,Azad Kashmir
Uzma Qureshi,S/O Hussain Jafri,2130134162254,2482,03331941206,Islamabad,ICT
Rizwan Cheema,S/O Qureshi Hussain,2130133194894,223459,03034519463,Hub,Balochistan
Ibrahim Rizvi,S/O Bushra Jafri,6110156329335,237124,03323927545,Islamabad,ICT
Iqra Aslam,S/O Rizwan Cheema,6110172492252,31709,03319726209,Hyderabad,Sindh
Mohammad Gilani,S/O Khalid Malik,1330247664724,38937,03317432681,Kohat,KPK
Ali Mirza,S/O Omar Bukhari,4400071182663,31482,03467821151,Abbottabad,KPK
Rukhsar Virk,S/O Omar Rana,5400075378073,4813,03327338996,Islamabad,ICT
Adnan Aslam,S/O Omar Chaudhry,1330216649414,20805,03333734506,Mingora,KPK
عمر شیخ,S/O Tariq Gujjar,2130158550149,25124,03218115230,Chilas,Gilgit-Baltistan
,S/O Ali Chaudhry,3520212721947,22455,03215899894,Lahore,Punjab
Mehwish Karim,S/O Ahmed Tarar,4400023418162,10685,03223724299,Islamabad,ICT
Malik Abbasi,S/O Usman Jafri,3520293959625,15293,03024193974,Faisalabad,Punjab
Zubair Hameed,S/O Zainab Sheikh,5400039074138,133048,03019680612,Mardan,KPK
Usman Ansari,S/O Sidra Syed,5400043988642,23187,03113991801,Sialkot,Punjab
Mohammad Rizvi,S/O Fatima Chaudhry,1330222876844,67636,03331142279,Hub,Balochistan
Nadia Virk,S/O Khalid Rizvi,3520257729326,16155,03332769249,Muzaffarabad,Azad Kashmir
Ayessha Bhatti,S/O Bushra Ali,4210122801314,7457,03031664470,Bannu,KPK
Naeem Raja,S/O Arif Aslam,2130119715813,39132,,Mardan,KPK
Sana Hussain,S/O Khalid Bukhari,4400050344537,814,03133347981,Mirpur,Azad Kashmir
Ibrahim Ansari,S/O Hina Gondal,5400073977985,12059,03464798095,Islamabad,ICT
Sobia Sheikh,S/O Khalid Butt,5400059293915,10568,03453019668,Chilas,Gilgit-Baltistan
Mehwish Hameed,S/O Uzma Gondal,3520246303848,11452,03226048402,Muzaffarabad,Azad Kashmir
Shoaib Cheema,S/O Syed Syed,1330267916858,6258,03014080724,Mardan,KPK
Sidra Jafri,S/O Sheikh Sheikh,2130130922089,7916,03113505380,Peshawar,KPK
Rukhsar Raja,S/O Shoaib Khan,4210126715073,9356,03126652263,Skardu,Gilgit-Baltistan
Faisal Sheikh,S/O Kashif Chattha,4210147970915,3592,03127205610,Gwadar,Balochistan
Omar Abbasi,S/O Mirza Malik,6110177206483,,03211568255,Gilgit,Gilgit-Baltistan
Qureshi Hameed,S/O Hamid Sandhu,6110129072135,10534,03335484630,Chilas,Gilgit-Baltistan
Salman Karim,S/O Ayesha Mirza,1330296467662,38065,03462861110,Skardu,Gilgit-Baltistan
Hassan Baig,S/O Chaudhry Iqbal,4210166311984,31813,03456893912,Abbottabad,KPK
Kamran Mirza,S/O Bushra Qureshi,13302-4192479-9,23473,03114221911,Mirpur,Azad Kashmir
Tahir Baig,S/O Omar Bukhari,6110133089358,183227,03456781943,Kohat,KPK
Omar Mirza,S/O Hassan Akhtar,6110192680305,39920,03211982849,Chilas,Gilgit-Baltistan
Mehwish Raja,S/O Zainab Qureshi,1330248984542,29003,03317835305,Rawalakot,Azad Kashmir
Bilal Hashmi,S/O Zubair Latif,4210172735431,66112,03016745716,Hub,Balochistan
Mehwish Hameed,S/O Qureshi Gujjar,2130189537221,13574,03465318973,Islamabad,ICT
Uzma Khan,S/O عمر شیخ,4210184269978,61434,03225578395,Chilas,Gilgit-Baltistan
Maryam Rizvvi,S/O Shazia Syed,4400058120355,9353,03112458649,Sialkot,Punjab
Naveed Iqbal,S/O Waseem Akhtar,6110134688591,39009,,Gilgit,Gilgit-Baltistan
Shoaib Latif,S/O S/O Rizwan Abbasi,2130132399225,1226,03017954096,Mirpurkhas,Sindh
Tariq Gilani,S/O Iqra Gujjar,1330240863681,362650,03132563910,Turbat,Balochistan
Bushra Chattha,S/O Sheikh Sandhu,42101-6290332-7,121846,03026096478,Skardu,Gilgit-Baltistan
Ahmed Ali,S/O Naeem Bhatti,1330268096083,13361,03338669179,Sukkur,Sindh
Naveed Chaudhry,S/O Ahmed Latif,1330260605478,149856,03321775860,Khuzdar,Balochistan
Sheikh Hameed,S/O Ibrahim Mirza,6110134435845,4151,03012856948,Multan,Punjab
Bushra Cheema,S/O Qureshi Virk,1330287285025,37732,03002886239,Gwadar,Balochistan
Saira Abbasi,S/O زینب علی,3520255871714,39642,03124776909,Islamabad,ICT
Aamir Karm,S/O Aamir Syed,2130141285649,55086,03035151534,Turbat,Balochistan
احمد خان,S/O Ahmed Khan,1330293630194,8934,03455390248,Muzaffarabad,Azad Kashmir
Bilal Virk,S/O Asif Sheikh,3520291914984,15547,03219289884,Mingora,KPK
Nadia Ahmed,S/O Muhammad Gilani,2130149022831,42520,03029676443,Karachi,Sindh
Amna Raja,S/O Baig Chaudhry,1330278583988,39745,03463787134,Bahawalpur,Punjab
Kashif Qureshi,S/O Hussain Aslam,2130189364051,5626,03317739741,Bannu,KPK
Syed Latif,S/O Bushra Hussain,,123823,03336188053,Abbottabad,KPK
Asif Rafiq,S/O Kashif Syed,5400099048499,69299,03038255176,Islamabad,ICT
Qureshi Ali,S/O Arif Bukhari,4210185891255,131431,03017695337,Abbottabad,KPK
Mehwish Tarar,S/O Rabia Tarar,6110169722125,15617,03118368182,Sukkur,Sindh
Hussain Ali,S/O Aamir Chaudhry,4400067231295,23852,03007822839,Mingora,KPK
Asif Rizvi,S/O Naeem Chattha,2130125334869,14555,03457493894,Rawalakot,Azad Kashmir
Tariq Hussain,S/O Hussain Abbasi,4400077565866,8219,03002140740,Sargodha,Punjab
Fatima Chaudhry,S/O Imran Bhatti,6110140448827,12606,03216837817,Khuzdar,Balochistan
Shazia Hussain,S/O Ayesha Mirza,1330215769385,,03311286174,Faisalabad,Punjab
Kamran Virk,S/O Uzma Rafiq,5400063517812,6455,03317296520,Faisalabad,Punjab
Hamid Ali,S/O Iqra Zaidi,4210177097742,31786,,Islamabad,ICT
Rizwan Butt,S/O Maryam Bhatti,5400095129106,30280,,Islamabad,ICT
Waseem Chattha,S/O Mehwish Rizvi,1330228418188,54675,03338221154,Hyderabad,Sindh
Muhammad Hussain,S/O Sidra Mirza,6110176060317,168546,03035168232,Mirpur,Azad Kashmir
Qreshi Raja,S/O علی حسین,4210131220285,17443,03126359232,Abbottabad,KPK
Faisal Tarar,S/O Sheikh Naqvi,4400095437689,33922,03336386017,Islamabad,ICT
Salman Syed,S/O محمد احمد,4400029749823,11592,03022232154,Mardan,KPK
Rizwan Rafiq,S/O Usman Bukhari,4210167875921,24254,03012947320,Chilas,Gilgit-Baltistan
Shoaib Hashmi,S/O Rukhsar Mirza,1330291962872,73818,03335303341,Skardu,Gilgit-Baltistan
Noor Hashmi,S/O Kamran Jafri,6110170855025,3959,03316112711,Mirpur,Azad Kashmir
Sajid Virk,S/O Uzma Hashmi,2130133523696,40104,03315711054,Khuzdar,Balochistan
Sajid Aslam,S/O Asma Hashmi,4210185682623,25773,03325505052,Mirpur,Azad Kashmir
Ibrahim Aslam,S/O Rabia Bukhari,1330271239462,,03316513147,Khuzdar,Balochistan
Saira Qureshi,S/O Kamran Hameed,4210189981033,43627,03033395005,Mingora,KPK
Aamir Rizvi,S/O Ahmed Zaidi,5400039813843,45797,03466030577,Quetta,Balochistan
Mohammad Iqbal,S/O Sheikh Sandhu,6110155475771,12520,03318558810,Sukkur,Sindh
Raja Bukhari,S/O Iqra Tarar,6110159699842,196435,03324454281,Gilgit,Gilgit-Baltistan
Hassan Syed,S/O Adnan Akhtar,1330255203707,19363,03007736333,Islamabad,ICT
Noor Baig,S/O Raja Hussain,6110122365282,,03027898295,Bahawalpur,Punjab
Noor Rizvi,S/O Sobia Chaudhry,2130150188525,54754,03461579978,Karachi,Sindh
Saira Ali,S/O Asma Baig,5400020352903,,03017612861,Skardu,Gilgit-Baltistan
Syed Rafiq,S/O Asif Tarar,6110170966432,40160,03319590345,Hyderabad,Sindh
Imran Gujjar,S/O Sobia Syed,1330210251938,,03213501901,Hyderabad,Sindh
Zubair Hameed,S/O Zainab Sheikh,5400039074138,56195,03024054532,Mardan,KPK
ابراہیم ملک,S/O Sidra Malik,1330297365105,,03033573901,Islamabad,ICT
Bilal Naqvi,S/O Noor Cheema,5400067721966,171566,03211801936,Rawalakot,Azad Kashmir
Mehwish Malik,S/O Chaudhry Tarar,5400043205904,183719,03125417071,Mirpurkhas,Sindh
Naeem Naqvi,S/O Shoaib Rizvi,2130143416831,2898,03318157573,Islamabad,ICT
Noor Zaidi,S/O Mohammad Abbasi,2130143522394,30129,03227704454,Peshawar,KPK
Shazia Khan,S/O Fatima Abbasi,5400032684411,50463,03137666954,Turbat,Balochistan
Hassan Ali,S/O Sajid Gujjar,4210169561445,23854,03339258597,Hyderabad,Sindh
صنا ملک,S/O Asma Chattha,3520282421528,49586,03016717009,Gilgit,Gilgit-Baltistan
Kashif Abbasi,S/O Qureshi Raja,4400082145334,4471,03317598776,Gilgit,Gilgit-Baltistan
Rabai Zaidi,S/O Ali Raza,4400098823655,19002,03224076919,Mingora,KPK
Hassa nRaja,S/O Sidra Baig,6110168305666,22225,03457429192,Mirpurkhas,Sindh
Waseem Rana,S/O Sana Gondal,2130123468542,179552,03131660649,Sialkot,Punjab
Mirza Hussain,S/O Usman Qureshi,2130119260122,111214,03018711468,Islamabad,ICT
Kashif Bukhari,S/O Ali Rafiq,5400044417476,7135,03324472131,Abbottabad,KPK
Mirza Tarar,S/O Aamir Malik,4210197949217,16618,03137758869,Faisalabad,Punjab
Amna Gondal,S/O Syed Bukhari,6110181454545,96432,03314475340,Islamabad,ICT
زینب علی,S/O Mirza Malik,4400086247527,84546,,Rawalpindi,Punjab
Shazia Gujjar,S/O Zainab Latif,,11924,03138515059,Hyderabad,Sindh
Faisal Tarar,S/O Rizwan Malik,2130161619771,25064,03314817541,Rawalakot,Azad Kashmir
Sheikh Aslam,S/O Bilal Baig,4210160037124,33518,03129967702,Mirpur,Azad Kashmir
Khalid Hashmi,S/O Chaudhry Mirza,2130165740143,3066,03035050301,Faisalabad,Punjab
Adnan Abbasi,S/O محمد احمد,6110125090596,126010,03333526697,Sukkur,Sindh
Rizwan Khan,S/O Naveed Bukhari,1330276266304,8372,03313976834,Faisalabad,Punjab
Amna Chaudhry,S/O Bilal Gilani,1330217275848,,03226323274,Sialkot,Punjab
Amna Bhatti,S/O Qureshi Qureshi,5400010888724,35904,03002896527,Hyderabad,Sindh
Kashif Sheikh,S/O Amna Tarar,3520273601157,22657,03334083383,Hyderabad,Sindh
Kashif Cheema,S/O Uzma Raza,3520218825835,4040,03219108018,Khuzdar,Balochistan
Tariq Hashmi,S/O Khalid Latif,6110114773075,4045,,Rawalakot,Azad Kashmir
Hina Gujar,S/O Sheikh Mirza,3520237587323,6960,03008350052,Turbat,Balochistan
Ibrahim Malik,S/O Khalid Ahmed,3520267792995,37122,03112526016,Gilgit,Gilgit-Baltistan
Khalid Qureshi,S/O S/O Shazia Qureshi,2130161786976,17215,03004982698,Mardan,KPK
Salman Syed,S/O Naeem Hameed,1330298420787,12731,03017090431,Rawalakot,Azad Kashmir
Naveed ySed,S/O Ayesha Aslam,1330230251528,96756,03458062175,Bannu,KPK
Fatima Karim,S/O Asif Gujjar,4400078160443,41085,03314082605,Skardu,Gilgit-Baltistan
Hashmi Rana,S/O Hassan Jafri,4210174960432,11461,03017678805,Sukkur,Sindh
Ahmed Zaidi,S/O Tariq Hashmi,6110194847572,28515,03038535441,Mardan,KPK
