Person_Name,Father_Name,CNIC,Consumer_ID,Meter_No,Address,City,Province
Fatima Syed,S/O Khalid Bukhari,5400032884525,CON-24205926,MTR-4739839,,Larkana,Sindh
Baig Cheema,S/O Waseem Gilani,4400033892422,CON-53819550,MTR-1079588,"House 458, Block F, G-9, Faisalabad",Faisalabad,Punjab
Muhammad Syed,S/O Sobia Latif,5400059101577,CON-70277191,MTR-4767169,,Chilas,Gilgit-Baltistan
Chaudhry Rizvi,S/O Hussain Hussain,4400071788605,CON-11914845,MTR-3372520,"House 193, Block F, Gulberg, Peshawar",Peshawar,KPK
Bushra Gondal,S/O Sobia Abbasi,4400099437626,CON-10406418,MTR-4015218,"House 128, Block C, Gulberg, Islamabad",Islamabad,ICT
Mohammad Zaidi,S/O Zubair Raza,5400021386163,CON-69431096,MTR-1394909,"House 283, Block F, Scheme 33, Mirpurkhas",Mirpurkhas,Sindh
Hamid Nawaz,S/O Baig Rizvi,6110118830717,CON-74996323,MTR-4240721,"House 15, Block F, Scheme 33, Mirpur",Mirpur,Azad Kashmir
Bilal Butt,S/O Muhammad Chattha,6110141060621,CON-11767701,MTR-5890271,"House 261, Block H, Gulberg, Bannu",Bannu,KPK
Iqra Aslam,S/O Mirza Abbasi,6110147831057,CON-74567757,MTR-5233322,"House 12, Block A, Johar Town, Khuzdar",Khuzdar,Balochistan
Salman Akhtar,S/O Aamir Chaudhry,4400056172936,CON-42354009,MTR-1893521,"House 66, Block F, Bahria Town, Hub",Hub,Balochistan
Ayesha Baig,S/O Hashmi Akhtar,4210199429316,CON-60645109,MTR-3489297,"House 88, Block G, Gulshan-e-Iqbal, Nawabshah",Nawabshah,Sindh
,S/O Ahmed Rafiq,4210175679255,CON-52142221,MTR-5854053,"House 272, Block A, Saddar, Abbottabad",Abbottabad,KPK
Nadia Qureshi,,1330281394754,CON-57592506,MTR-3275381,"House 291, Block G, Saddar, Peshawar",Peshawar,KPK
Aamir Karim,S/O Aamir Syed,2130141285649,CON-51248019,MTR-3771144,"House 198, Block B, Johar Town, Turbat",Turbat,Balochistan
Muhammad Rizvi,S/O Hussain Chattha,1330224002501,CON-50399885,MTR-3616163,"House 77, Block B, Clifton, Kohat",Kohat,KPK
Asma Jafri,S/O Asma Malik,2130110707079,CON-46062034,MTR-7228737,,Gujranwala,Punjab
Asma Ali,S/O Zainab Qureshi,3520217880398,CON-39405288,MTR-4058048,"House 117, Block B, North Nazimabad, Kohat",Kohat,KPK
Muhammad Aslam,S/O Zainab Gondal,4400076084662,CON-37216807,MTR-1113402,"House 95, Block A, Scheme 33, Mirpur",Mirpur,Azad Kashmir
Noor Gujjar,S/O Hussain Zaidi,2130155630779,CON-53991273,MTR-6998047,"House 262, Block F, Bahria Town, Muzaffarabad",Muzaffarabad,Azad Kashmir
Asif Raja,S/O Shazia Bukhari,4400076280727,CON-18854714,MTR-6962257,"House 7, Block G, Askari, Turbat",Turbat,Balochistan
Fatima Hameed,S/O Hashmi Hameed,3520212635333,CON-90578704,MTR-9217829,"House 441, Block H, Scheme 33, Mirpur",Mirpur,Azad Kashmir
Muhammad Latif,S/O Amna Syed,44000-3596606-1,CON-85155608,MTR-2162928,"House 452, Block E, DHA, Mingora",Mingora,KPK
ابراہیمم لک,S/O Uzma Abbasi,5400045931007,CON-84656603,MTR-3637706,"House 212, Block A, Johar Town, Larkana",Islamabad,ICT
,S/O Hussain Naqvi,5400087870753,CON-62530624,MTR-8870975,"House 219, Block G, F-10, Islamabad",Islamabad,ICT
Iqra Sheikh,S/O Naeem Ali,1330269681348,CON-54040408,MTR-5573541,"House 37, Block F, Cantt, Karachi",Karachi,Sindh
Hussain Rizvi,S/O Mohammad Naqvi,3520217688054,CON-31399046,MTR-6488690,"House 233, Block F, Cavalry Ground, Gilgit",Gilgit,Gilgit-Baltistan
Noor Latif,S/O Hussain Chaudhry,3520246053029,CON-46551535,MTR-9547042,"House 425, Block F, Cantt, Khuzdar",Khuzdar,Balochistan
Sajid Rizvi,S/O Sajid Virk,5400070406073,CON-60222922,MTR-3855763,"House 366, Block F, Cantt, Rawalakot",Rawalakot,Azad Kashmir
Adnan Karim,S/O Asma Zaidi,4400057404467,CON-35418117,MTR-8148447,"House 65, Block B, PAF Colony, Khuzdar",Khuzdar,Balochistan
Naeem Hameed,S/O Asif Hussain,1330262066647,CON-16646656,MTR-1229272,"House 109, Block H, E-11, Islamabad",Islamabad,ICT
Omar Chaudhry,S/O S/O Fatima Chattha,4210195010719,CON-15208259,MTR-2611225,"House 213, Block D, Askari, Faisalabad",Faisalabad,Punjab
Arif Sandhu,S/O Shazia Zaidi,4210178057928,CON-65750333,MTR-7949015,"House 394, Block F, G-9, Bannu",Bannu,KPK
Malik Ansari,S/O Mehwish Tarar,5400033040056,CON-68195628,MTR-1686749,"House 172, Block B, Model Town, Multan",Multan,Punjab
Rukhsar Rana,S/O Salman Abbasi,3520245855107,CON-82706303,MTR-4788437,"House 296, Block H, G-9, Nawabshah",Nawabshah,Sindh
Rizwan Iqbal,S/O Naeem Gujjar,4210153811251,CON-55840636,MTR-4870351,"House 421, Block A, Clifton, Islamabad",Islamabad,ICT
Ahmed Karim,S/O Adnan Tarar,4400085890327,CON-56636755,MTR-2620278,"House 63, Block D, Model Town, Sialkot",Sialkot,Punjab
Bilal Hashmi,S/O Hamid Raja,4210170817856,CON-23055291,MTR-3848659,"House 259, Block D, Scheme 33, Peshawar",Peshawar,KPK
Naveed Chattha,S/O Malik Gondal,1330264434928,CON-66329154,MTR-1738518,,Larkana,Sindh
Fatima Raza,S/O Imran Gondal,3520268120985,CON-89448051,MTR-8613340,"House 127, Block H, Scheme 33, Bahawalpur",Bahawalpur,Punjab
Naveed Rafiq,S/O Uzma Tarar,2130141401002,CON-94072001,MTR-9255066,"House 308, Block G, Cantt, Quetta",Quetta,Balochistan
Waseem Rafiq,S/O Ibrahim Bukhari,6110155613094,CON-48090268,MTR-6620658,"House 486, Block B, Johar Town, Islamabad",Islamabad,ICT
Bilal Chattha,S/O Asif Butt,3520218717077,CON-62297588,MTR-4015412,"House 116, Block F, Cavalry Ground, Gwadar",Gwadar,Balochistan
Salman Syed,S/O محمد احمد,4400029749823,CON-81301262,MTR-2429760,"House 353, Block F, Gulshan-e-Iqbal, Mardan",Mardan,KPK
Muhammad Tarar,S/O Ahmed Tarar,4400018959924,CON-67291577,MTR-2551963,"House 29, Block H, E-11, Gilgit",Gilgit,Gilgit-Baltistan
Kamran Zaidi,S/O Hashmi Baig,1330224855551,CON-83737295,MTR-1321528,"House 394, Block B, F-10, Turbat",Turbat,Balochistan
Aamir Raja,S/O Shazia Syed,6110181205872,CON-40859804,MTR-5634792,"House 293, Block E, Saddar, Chilas",Chilas,Gilgit-Baltistan
Shazia Sheikh,,6110187200969,CON-55135394,MTR-2168326,"House 102, Block H, Gulberg, Gujranwala",Gujranwala,Punjab
Muhammad Syed,S/O Raja Bhatti,4400091312714,CON-48781421,MTR-6549821,"House 255, Block D, Scheme 33, Gilgit",Gilgit,Gilgit-Baltistan
Ibrahim Ansari,S/O Sidra Syed,3520297493357,CON-56966260,MTR-1835508,"House 500, Block B, Township, Mirpurkhas",Mirpurkhas,Sindh
Zubair Ali,S/O محمد حسن,3520294054507,CON-39273586,MTR-8865005,"House 336, Block F, E-11, Turbat",Turbat,Balochistan
Waseem Naqvi,S/O زینب علی,4400088206724,CON-51716924,MTR-8093844,"House 32, Block C, Scheme 33, Mirpur",Mirpur,Azad Kashmir
Ayesha Syed,S/O Naveed Gilani,6110155201938,CON-73015298,MTR-6923773,"House 254, Block C, G-9, Islamabad",Islamabad,ICT
Khalid Gilani,S/O Hamid Cheema,5400044386215,CON-74946576,MTR-4094452,"House 43, Block H, Cantt, Islamabad",Islamabad,ICT
Ali Syed,S/O Noor Virk,6110149549225,CON-44989913,MTR-1255460,"House 121, Block H, DHA, Sialkot",Kohat,KPK
Sobia Raza,S/O Ayesha Cheema,2130125933641,CON-77446589,MTR-2623821,"House 439, Block E, PAF Colony, Rawalpindi",Rawalpindi,Punjab
Tahir Hussain,S/O عائشہ احمد,1330270528136,CON-78162947,MTR-3092400,"House 294, Block D, Gulshan-e-Iqbal, Mirpur",Mirpur,Azad Kashmir
Salman Khan,S/O Zainab Tarar,4400058503912,CON-55402223,MTR-2126506,"House 435, Block C, DHA, Larkana",Larkana,Sindh
Muhammad Ahmed,S/O Ayesha Malik,3520240871651,CON-84743504,MTR-2041166,"House 321, Block F, Gulshan-e-Iqbal, Nawabshah",Nawabshah,Sindh
Muhammad احمد,S/O Chaudhry Mirza,4210116539938,CON-48194642,MTR-1219627,"House 321, Block D, I-8, Skardu",Skardu,Gilgit-Baltistan
Rizwan Virk,S/O Syed Rizvi,4400032976995,CON-44905317,MTR-5834884,"House 155, Block B, Cantt, Lahore",Lahore,Punjab
عمر شیخ,S/O Kashif Nawaz,4400017528698,CON-57667630,MTR-5264063,"House 491, Block G, Defence, Mardan",Mardan,KPK
Sajid Gilani,S/O Raja Sandhu,6110135952361,CON-88855969,MTR-6077717,"House 494, Block G, Gulberg, Khuzdar",Khuzdar,Balochistan
Kashi Butt,S/O Rizwan Bhatti,3520246411322,CON-59467835,MTR-5744310,"House 77, Block E, North Nazimabad, Turbat",Turbat,Balochistan
Shazia Ali,S/O Mirza Khan,6110170423677,CON-99040500,MTR-3881081,"House 17, Block E, North Nazimabad, Skardu",Skardu,Gilgit-Baltistan
Zainab Baig,S/O احمد خان,4400014737179,CON-21004945,MTR-4491057,"House 199, Block A, Saddar, Chilas",Chilas,Gilgit-Baltistan
Mehwish Baig,S/O Amna Cheema,3520289225329,CON-74380699,MTR-3815014,"House 189, Block G, PAF Colony, Gilgit",Gilgit,Gilgit-Baltistan
Baig Qureshi,S/O Chaudhry Hussain,4210173743773,CON-11852407,MTR-5780504,"House 133, Block B, Gulberg, Sialkot",Sialkot,Punjab
Ayesha Hameed,S/O Usman Malik,4210111913707,CON-94591799,MTR-5705253,"House 103, Block H, PAF Colony, Karachi",Karachi,Sindh
Hussain Raza,S/O Hashmi Chattha,2130196886114,CON-59129722,MTR-4108215,"House 305, Block F, Gulshan-e-Iqbal, Karachi",Karachi,Sindh
Naeem Chattha,S/O Raja Gondal,6110173867889,CON-51349113,MTR-9951935,"House 310, Block B, Clifton, Sialkot",Sialkot,Punjab
Salman Naqvi,S/O Rabia Hameed,2130147407111,CON-64833790,MTR-5590088,"House 216, Block B, G-9, Gwadar",Gwadar,Balochistan
Ayesha Hameed,S/O Ayesha Ali,5400011772867,CON-87039596,MTR-2641079,"House 194, Block C, Scheme 33, Mirpur",Mirpur,Azad Kashmir
Chaudhry Hashmi,S/O Usman Qureshi,3520293880901,CON-90473739,MTR-5269798,"House 444, Block A, Gulshan-e-Iqbal, Nawabshah",Nawabshah,Sindh
Rabia Sandhu,S/O Maryam Mirza,4400084167957,CON-30998326,MTR-7477184,"House 43, Block G, PAF Colony, Islamabad",Islamabad,ICT
Muhammad Khan,S/O Salman Karim,4400047948529,CON-18794360,MTR-9501815,"House 441, Block G, Johar Town, Gilgit",Gilgit,Gilgit-Baltistan
Baig Qureshi,S/O Ibrahim Abbasi,2130142491477,CON-68635431,MTR-4510468,"House 34, Block C, Bahria Town, Karachi",Karachi,Sindh
Waseem Rana,S/O Sana Gondal,2130123468542,CON-83145264,MTR-7919186,"House 397, Block A, DHA, Sialkot",Sialkot,Punjab
محمد حسن,S/O Naeem Zaidi,1330215605735,CON-73059335,MTR-8115827,"House 455, Block G, Cavalry Ground, Mirpurkhas",Mirpurkhas,Sindh
Uzma Hameed,,3520276259319,CON-55034702,MTR-6309038,"House 52, Block E, Clifton, Skardu",Skardu,Gilgit-Baltistan
Muhammad Karim,S/O Imran Sandhu,4210136984407,CON-47762551,MTR-6216227,,Khuzdar,Balochistan
Noor Akhtar,S/O Baig Malik,2130115734892,CON-91789885,MTR-5552273,"House 488, Block C, North Nazimabad, Gwadar",Gwadar,Balochistan
,S/O Asma Rizvi,4210182035141,CON-67518149,MTR-3657695,"House 216, Block H, F-10, Larkana",Larkana,Sindh
Muhammad Raza,S/O Omar Bhatti,4400077346737,CON-75355242,MTR-2853734,"House 33, Block H, Gulberg, Islamabad",Islamabad,ICT
Faisal Chaudhry,S/O Salman Latif,2130114036089,CON-64342339,MTR-4826437,"House 147, Block C, Cavalry Ground, Rawalakot",Rawalakot,Azad Kashmir
Rabia Ahmed,S/O Asma Raza,4400089255789,CON-11116497,MTR-1124497,"House 382, Block E, Township, Mirpurkhas",Mirpurkhas,Sindh
Tahiir Iqbal,S/O Chaudhry Malik,3520252519158,CON-67295880,MTR-7023753,"House 176, Block G, I-8, Multan",Multan,Punjab
Hussain Ali,S/O Qureshi Zaidi,5400039005955,CON-91754006,MTR-1567410,"House 286, Block F, Gulberg, Muzaffarabad",Muzaffarabad,Azad Kashmir
Sheikh Nawaz,S/O Omar Chaudhry,4400057738613,CON-22764205,MTR-9626768,"House 81, Block C, Bahria Town, Gilgit",Lahore,Punjab
Sana Hameed,S/O Naeem Gujjar,4400095737293,CON-99070874,MTR-9941169,"House 411, Block D, Clifton, Mardan",Mardan,KPK
Amna Hussain,S/O Rukhsar Jafri,2130151115594,CON-57104895,MTR-6715776,"House 48, Block A, G-9, Islamabad",Islamabad,ICT
,S/O Arif Khan,4400049596074,CON-22342645,MTR-8774441,"House 476, Block D, Askari, Islamabad",Islamabad,ICT
Shazia Sheikh,S/O Arif Khan,3520214290832,CON-16958072,MTR-1507946,"House 260, Block F, Saddar, Nawabshah",Nawabshah,Sindh
Amna Akhtar,S/O Malik Nawaz,1330255938406,CON-83998654,MTR-5127425,"House 495, Block H, Askari, Muzaffarabad",Muzaffarabad,Azad Kashmir
Tahir Abbasi,S/O Rukhsar Nawaz,3520286757694,CON-66537443,MTR-3826508,"House 354, Block B, Defence, Islamabad",Islamabad,ICT
Hina Sandhu,S/O Hussain Abbasi,6110164281346,CON-84085999,MTR-6141469,"House 95, Block F, E-11, Sargodha",Sargodha,Punjab
Sana Bhatti,S/O Iqra Mirza,4400055402419,CON-56386436,MTR-9800819,"House 358, Block D, Saddar, Khuzdar",Muzaffarabad,Azad Kashmir
Usman Chaudhry,S/O Noor Cheema,1330248180066,CON-79228870,MTR-3599345,"House 255, Block C, E-11, Rawalakot",Rawalakot,Azad Kashmir
Amn Rafiq,S/O Hamid Qureshi,2130123736871,CON-40789292,MTR-8099194,"House 108, Block C, E-11, Rawalakot",Rawalakot,Azad Kashmir
Mirza Hashmi,S/O ابراہیم ملک,2130186919557,CON-64278099,MTR-3425152,"House 83, Block F, DHA, Gujranwala",Gujranwala,Punjab
Fatima Hameed,S/O S/O Tahir Abbasi,2130181091325,CON-46826665,MTR-2483090,,Mirpur,Azad Kashmir
Malik Qureshi,S/O Imran Baig,6110123107808,CON-44478369,MTR-8077783,"House 427, Block D, Cavalry Ground, Multan",Multan,Punjab
Bushra Akhtar,S/O Mehwish Bukhari,4400068133909,CON-40020498,MTR-7214171,"House 300, Block E, Cavalry Ground, Hyderabad",Hyderabad,Sindh
محمد علی,S/O Tariq Jafri,3520286561258,CON-20035291,MTR-8879113,"House 136, Block A, Scheme 33, Islamabad",Islamabad,ICT
Bilal Sandhu,S/O Saira Zaidi,1330237753647,CON-33248718,MTR-9297731,"House 136, Block D, Saddar, Skardu",Skardu,Gilgit-Baltistan
Syed Hameed,S/O Hina Sandhu,5400028595977,CON-66661946,MTR-2671516,"House 216, Block C, Gulshan-e-Iqbal, Skardu",Skardu,Gilgit-Baltistan
Fatima Ali,S/O Nadia Ahmed,3520293754566,CON-73212605,MTR-7927597,"House 378, Block G, G-9, Khuzdar",Khuzdar,Balochistan
Ayesha Raja,S/O Saira Raja,1330216237517,CON-69101072,MTR-5900246,"House 175, Block B, Gulberg, Gwadar",Gwadar,Balochistan
,S/O Kamran Baig,5400061005713,CON-85193173,MTR-8243967,"House 53, Block E, Cavalry Ground, Chilas",Chilas,Gilgit-Baltistan
Qrueshi Mirza,S/O Qureshi Akhtar,4210160409931,CON-31714877,MTR-8135378,"House 354, Block E, Johar Town, Kohat",Kohat,KPK
Imran Abbasi,S/O Asif Chaudhry,5400034749356,CON-71288696,MTR-9298288,"House 200, Block A, DHA, Bannu",Bannu,KPK
Waseem Naqvi,S/O Arif Malik,3520293503449,CON-26150071,MTR-4839929,"House 250, Block E, Defence, Mirpurkhas",Mirpurkhas,Sindh
Bilal Aslam,S/O Sana Bhatti,6110158736886,CON-32637762,MTR-3897311,"House 218, Block G, I-8, Mirpur",Mirpur,Azad Kashmir
Amna Nawaz,S/O Ahmed Naqvi,6110122589985,CON-40073190,MTR-8231410,"House 299, Block H, Model Town, Gwadar",Gwadar,Balochistan
Hashmi Hussain,S/O Zubair Syed,4210142231436,CON-18086948,MTR-2707308,"House 334, Block F, Gulshan-e-Iqbal, Hyderabad",Hyderabad,Sindh
Hashmi Virk,S/O Amna Syed,2130184590607,CON-64824274,MTR-8967615,"House 215, Block D, North Nazimabad, Kohat",Kohat,KPK
Qureshi Bhatti,S/O Noor Hameed,6110176219136,CON-71287902,MTR-1757683,"House 258, Block H, G-9, Lahore",Lahore,Punjab
Ayesha Latif,S/O Mehwish Bukhari,4210111055659,CON-88348250,MTR-6473820,"House 225, Block B, DHA, Mirpur",Mirpur,Azad Kashmir
Sidra Cheema,S/O Rukhsar Zaidi,4400097690899,CON-51182197,MTR-6519265,"House 152, Block C, Johar Town, Mardan",Mardan,KPK
Sobia Tarar,S/O Hassan Abbasi,4210163922884,CON-49419617,MTR-6545592,"House 112, Block G, Saddar, Islamabad",Islamabad,ICT
Ayesha Gilani,S/O Muhammad Gilani,6110192814018,CON-15440156,MTR-7479078,"House 469, Block A, E-11, Islamabad",Islamabad,ICT
Chaudhry Khan,S/O Uzma Jafri,4210134849295,CON-42124608,MTR-1921516,"House 257, Block F, Bahria Town, Islamabad",Islamabad,ICT
Waseem Ansari,S/O Ahmed Virk,5400063797098,CON-13194080,MTR-6857163,"House 271, Block C, North Nazimabad, Khuzdar",Khuzdar,Balochistan
Bilal Gilani,S/O Rukhsar Bukhari,6110161514312,CON-19108223,MTR-4596620,"House 416, Block F, Defence, Hyderabad",Hyderabad,Sindh
Rabia Latif,S/O Rizwan Qureshi,5400088687712,CON-55947319,MTR-6438170,"House 443, Block E, I-8, Karachi",Karachi,Sindh
Shoaib Khan,S/O Baig Nawaz,3520257319773,CON-64354839,MTR-8074163,"House 255, Block A, Johar Town, Mirpur",Mirpur,Azad Kashmir
Hashmi Malik,S/O Imran Hussain,6110176713612,CON-46396019,MTR-1219447,"House 112, Block H, E-11, Islamabad",Islamabad,ICT
Muhammad Ansari,S/O Sajid Gilani,2130157485052,CON-68780896,MTR-4304174,"House 177, Block H, Gulshan-e-Iqbal, Lahore",Lahore,Punjab
Noor Raja,S/O زینب علی,4210122208001,CON-80954710,MTR-8259411,"House 177, Block H, Model Town, Bannu",Bannu,KPK
Naeem Hashmi,S/O Arif Naqvi,3520220799495,CON-58586916,MTR-6827929,"House 430, Block B, Scheme 33, Peshawar",Peshawar,KPK
Kashif Karim,S/O Kamran Rizvi,6110190623249,CON-15155068,MTR-9278281,"House 494, Block H, Cavalry Ground, Muzaffarabad",Muzaffarabad,Azad Kashmir
Raja Raja,S/O Arif Hashmi,2130167118913,CON-17326874,MTR-2957581,"House 215, Block A, Scheme 33, Islamabad",Islamabad,ICT
Sidra Malik,S/O Naeem Zaidi,5400027466798,CON-99543542,MTR-6914848,"House 86, Block B, G-9, Mirpurkhas",Mirpurkhas,Sindh
Adnan Gujjar,S/O Kashif Karim,5400061430488,CON-65490603,MTR-1772730,"House 312, Block B, Bahria Town, Gilgit",Gilgit,Gilgit-Baltistan
Ali Iqbal,S/O Khalid Hashmi,2130171413365,CON-40440619,MTR-4307682,"House 455, Block D, F-10, Islamabad",Islamabad,ICT
Muhammad Rizvi,S/O Raja Virk,4210162184792,CON-37991617,MTR-2007687,"House 159, Block G, Gulshan-e-Iqbal, Mirpur",Mirpur,Azad Kashmir
Ayesha Baig,S/O Kamran Jafri,1330291410733,CON-23560167,MTR-4470809,"House 116, Block E, Askari, Sialkot",Sialkot,Punjab
Amna Raja,S/O Zainab Ali,3520239976847,CON-71305159,MTR-9191095,"House 473, Block H, Cavalry Ground, Quetta",Quetta,Balochistan
,S/O Kamran Akhtar,2130190171678,CON-54938884,MTR-3786618,"House 223, Block A, Clifton, Khuzdar",Khuzdar,Balochistan
Saira Ali,S/O Asma Baig,5400020352903,CON-80253014,MTR-7824032,"House 189, Block B, I-8, Skardu",Skardu,Gilgit-Baltistan
Rizwan Chaudhry,S/O Asif Jafri,4400043525951,CON-24066743,MTR-7999694,"House 407, Block A, E-11, Bahawalpur",Bahawalpur,Punjab
Waseem Naqvi,S/O Rabia Chattha,2130161320016,CON-48913613,MTR-2905680,"House 50, Block B, I-8, Sargodha",Sargodha,Punjab
Asma Chaudhry,S/O Raja Rafiq,4210154800978,CON-76085659,MTR-8752830,"House 456, Block C, Bahria Town, Mirpur",Mirpur,Azad Kashmir
Noor Aslam,S/O Tahir Gujjar,4210115055952,CON-47556486,MTR-6151688,"House 314, Block G, North Nazimabad, Khuzdar",Khuzdar,Balochistan
Muhammad Hashmi,S/O Khalid Latif,6110114773075,CON-68041139,MTR-3044044,"House 290, Block D, Township, Rawalakot",Rawalakot,Azad Kashmir
Hussain Abbasi,,4400055320091,CON-19290324,MTR-5285750,"House 260, Block B, DHA, Skardu",Skardu,Gilgit-Baltistan
Ali Raza,S/O Sheikh Naqvi,4400048226006,CON-57560694,MTR-6137383,"House 193, Block A, North Nazimabad, Rawalakot",Rawalakot,Azad Kashmir
Bushra Tarar,S/O Sajid Hashmi,1330246813548,CON-97403964,MTR-8117470,"House 482, Block A, Saddar, Chilas",Chilas,Gilgit-Baltistan
Omar Cheema,S/O Syed Jafri,2130193659313,CON-59354034,MTR-2640123,"House 16, Block C, Askari, Lahore",Lahore,Punjab
,S/O Sheikh Butt,3520266365726,CON-91132157,MTR-4769445,"House 23, Block D, Model Town, Gujranwala",Gujranwala,Punjab
Ahmed Cheema,S/O Bilal Raza,5400069734579,CON-70068966,MTR-6186397,"House 274, Block D, Saddar, Hyderabad",Hyderabad,Sindh
Kashif Bukhari,S/O Ali Rafiq,5400044417476,CON-33895075,MTR-7438694,"House 96, Block D, G-9, Islamabad",Turbat,Balochistan
Hamid Akhtar,S/O Aamir Naqvi,4210148721689,CON-13683020,MTR-5472112,"House 97, Block C, DHA, Hub",Hub,Balochistan
Ayesha Jafri,,6110182193794,CON-30865218,MTR-6067618,"House 315, Block B, Bahria Town, Gujranwala",Gujranwala,Punjab
Maryam Raza,S/O Muhammad Naqvi,2130146762328,CON-81080501,MTR-4491400,"House 293, Block G, North Nazimabad, Khuzdar",Khuzdar,Balochistan
Ibrahim Abbasi,S/O Chaudhry Mirza,2130127472028,CON-90063651,MTR-3806091,"House 17, Block A, G-9, Muzaffarabad",Muzaffarabad,Azad Kashmir
Muhammad Hussain,S/O Baig Iqbal,6110141087924,CON-68360480,MTR-6024153,"House 65, Block E, Defence, Islamabad",Islamabad,ICT
Mehwish Hashmi,S/O Naveed Mirza,5400066096107,CON-81782653,MTR-8697011,"House 220, Block C, Gulshan-e-Iqbal, Gwadar",Gwadar,Balochistan
Baig Nawaz,S/O Tahir Gujjar,1330248800295,CON-49885723,MTR-4558084,"House 469, Block C, Model Town, Quetta",Quetta,Balochistan
Shazia Khan,S/O فاطمہ خان,1330284081908,CON-33097265,MTR-6879170,"House 393, Block B, Scheme 33, Turbat",Turbat,Balochistan
محمد علی,S/O Asma Jafri,5400045926707,CON-92126016,MTR-8335124,"House 95, Block A, Gulberg, Sialkot",Sialkot,Punjab
Ayesha Karim,S/O Faisal Khan,2130110604575,CON-38491438,MTR-6256231,"House 73, Block H, Johar Town, Quetta",Quetta,Balochistan
Sajid Sheikh,S/O Sidra Abbasi,4400023225915,CON-55196140,MTR-5940423,"House 53, Block F, Saddar, Turbat",Muzaffarabad,Azad Kashmir
Mirza Ansari,S/O Rukhsar Iqbal,6110199291094,CON-56468942,MTR-8916836,"House 90, Block G, Cantt, Mirpur",Mirpur,Azad Kashmir
Mirza Qureshi,S/O Adnan Ahmed,3520242614774,CON-90907006,MTR-5398073,"House 196, Block H, Defence, Sialkot",Sialkot,Punjab
Hashmi Cheema,S/O Sobia Gujjar,4400048131471,CON-66684570,MTR-5656929,"House 383, Block D, Gulshan-e-Iqbal, Rawalpindi",Rawalpindi,Punjab
Hashmi Raja,S/O Tariq Bhatti,4400099534542,CON-72783667,MTR-1765391,"House 117, Block E, DHA, Islamabad",Islamabad,ICT
Omar Gondal,S/O Sobia Butt,1330251044132,CON-41478384,MTR-8743672,"House 142, Block B, PAF Colony, Khuzdar",Khuzdar,Balochistan
Amna Gujjar,S/O Naeem Gondal,4400077227815,CON-95864658,MTR-2220584,"House 231, Block E, I-8, Chilas",Chilas,Gilgit-Baltistan
Muhammad Rana,S/O Rabia Akhtar,3520219923086,CON-22351633,MTR-4157264,,Skardu,Gilgit-Baltistan
Baig Gondal,S/O Ayesha Butt,2130149009182,CON-13581711,MTR-5810698,"House 405, Block A, Gulshan-e-Iqbal, Chilas",Chilas,Gilgit-Baltistan
Imran Mirza,S/O Raja Raza,4400056854918,CON-93915946,MTR-1975180,"House 311, Block A, Gulberg, Mirpurkhas",Mirpurkhas,Sindh
Naveed Gujjar,S/O Fatima Raja,4210125066843,CON-79345065,MTR-6622180,"House 237, Block H, E-11, Islamabad",Islamabad,ICT
Uzma Zaidi,,6110120956467,CON-94435694,MTR-1379032,"House 415, Block G, Clifton, Faisalabad",Faisalabad,Punjab
Zubair Raza,S/O Kashif Khan,5400051192867,CON-75620046,MTR-5459895,"House 444, Block C, Johar Town, Islamabad",Islamabad,ICT
