Traveler_Name,Father_Name,CNIC,Passport_No,Nationality,Home_City,Travelling_From,Travelling_To,Travel_Date,Visa_Type,Reason_To_Travel
Usman Baig,S/O Bilal Ansari,3520240331274,AB5876970,Pakistani,Mirpur,Pakistan,UK,2016-04-02,Business,Business Meeting
Chaudhry Bhatti,S/O Chaudhry Hameed,3520275720819,AB8901075,Pakistani,Skardu,Pakistan,Canada,2019-09-03,Visit,Medical Treatment
محمد احمد,S/O Bilal Ansari,54000-6065908-8,AB1130648,Pakistani,Mingora,Pakistan,Saudi Arabia,2019-04-08,Visit,Family Visit
Salman Cheema,S/O Hina Gilani,3520237867873,AB6123740,Pakistani,Islamabad,Pakistan,USA,2023-12-09,Work,Family Visit
Qureshi Sheikh,S/O Kamran Hussain,4210180629798,AB6301876,Pakistani,Khuzdar,Pakistan,Germany,2016-02-20,Business,Medical Treatment
Mirza Ansari,S/O Ahmed Hashmi,3520269964586,AB2798273,Pakistani,Muzaffarabad,Pakistan,France,2019-12-18,Work,Tourism
Amna Hashmi,S/O Maryam Bhatti,6110157711388,AB2996568,Pakistani,Islamabad,Pakistan,USA,2019-10-19,Student,Family Visit
Qureshi Ali,S/O Nadia Rafiq,5400094340482,AB9609165,Pakistani,Sialkot,Pakistan,France,2018-03-15,Student,Business Meeting
Saira Bukhari,S/O Muhammad Raza,3520236485015,AB4544359,Pakistani,Muzaffarabad,Pakistan,UK,2019-03-03,Student,Education
Shazia Rizvi,S/O Faisal Rafiq,3520252879382,AB6698453,Pakistani,Muzaffarabad,Pakistan,Saudi Arabia,2020-03-22,Work,Medical Treatment
Naveed Hussain,S/O Salman Virk,3520298295178,AB7841448,Pakistani,Skardu,Pakistan,China,2022-01-08,Work,Medical Treatment
,S/O Chaudhry Baig,4400071068941,AB7255897,Pakistani,Multan,Pakistan,France,2022-03-02,Visit,Education
Mohd Bukhari,S/O Omar Gujjar,6110187195845,AB5824839,Pakistani,Islamabad,Pakistan,Canada,2018-07-06,Visit,Family Visit
Mohammad Butt,S/O Naveed Chaudhry,5400099129497,AB4240845,Pakistani,Mardan,Pakistan,Canada,2017-01-22,Work,Medical Treatment
Ibrahim Sheikh,S/O Qureshi Chaudhry,1330267981833,AB6485255,Pakistani,Mirpur,Pakistan,France,2020-02-10,Business,Business Meeting
Maryam Ahmed,S/O علی حسین,4210193817987,AB5679928,Pakistani,Khuzdar,Pakistan,USA,2015-12-14,Visit,Family Visit
Baig Gondal,S/O Raja Raja,2130170824775,AB9363959,Pakistani,Chilas,Pakistan,France,2022-01-19,Tourist,Tourism
Qureshi Sheikh,S/O Kamran Hussain,4210180629798,AB8398030,Pakistani,Khuzdar,Pakistan,Canada,2015-03-11,Business,Family Visit
Bushra Butt,S/O Mehwish Iqbal,2130122297742,AB5634814,Pakistani,Gilgit,Pakistan,UK,2018-08-14,Visit,Business Meeting
Mohammad Jafri,S/O Rizwan Baig,4210193569122,AB6245804,Pakistani,Mirpur,Pakistan,Turkey,2017-09-12,Work,Education
Sidra Raza,S/O نادیہ رضا,4400050426616,AB8111181,Pakistani,Gilgit,Pakistan,Malaysia,2018-09-28,Business,Medical Treatment
Sobia Karim,S/O Omar Akhtar,5400017445363,AB5622008,Pakistani,Nawabshah,Pakistan,UAE,2018-01-07,Tourist,Education
Sidra Malik,S/O Naeem Zaidi,5400027466798,AB9106670,Pakistani,Mirpurkhas,Pakistan,Malaysia,2021-07-19,Tourist,Family Visit
Mohd Chaudhry,,6110133263565,AB3438617,Pakistani,Islamabad,Pakistan,Germany,2021-02-24,Student,Education
Sobia Hussain,S/O Sajid Khan,2130173332607,AB8366863,Pakistani,Gwadar,Pakistan,Germany,2023-04-14,Visit,Education
Khalid Gujjar,S/O Shoaib Raza,2130123139475,AB1328922,Pakistani,Rawalpindi,Pakistan,Germany,2018-08-06,Tourist,Employment
Rizwan Sheikh,S/O Saira Jafri,4210151859753,AB2881539,Pakistani,Sialkot,Pakistan,Turkey,2019-07-09,Business,Tourism
Faisal Butt,S/O Asif Tarar,3520276924375,AB3269640,Pakistani,Islamabad,Pakistan,Malaysia,2021-02-15,Tourist,Tourism
Maryam Bhatti,S/O Salman Jafri,4210155237957,AB5668952,Pakistani,Karachi,Pakistan,UAE,2016-09-30,Tourist,Tourism
Naeem Gilani,S/O S/O Fatima Ali,4400057450831,AB7746237,Pakistani,Islamabad,Pakistan,Turkey,2020-02-02,Student,Medical Treatment
Rabia Nawaz,S/O Sobia Rafiq,3520281432977,AB2757872,Pakistani,Hub,Pakistan,UAE,2020-05-30,Visit,Medical Treatment
Naeem Bukhari,S/O Sidra Ahmed,6110163659785,AB7608315,Pakistani,Faisalabad,Pakistan,France,2016-06-04,Business,Employment
Usman Gondal,S/O Fatima Akhtar,4400065608344,AB1802883,Pakistani,Mirpurkhas,Pakistan,Malaysia,2023-03-11,Tourist,Family Visit
Bilal Butt,S/O Khalid Gondal,5400050357185,AB7478410,Pakistani,Turbat,Pakistan,France,2018-01-14,Business,Medical Treatment
احمد خان,S/O S/O Amna Bukhari,1330256535916,AB5654918,Pakistani,Abbottabad,Pakistan,UAE,2015-10-21,Tourist,Tourism
Hamid Sandhu,S/O Hamid Raja,6110126202759,AB4011392,Pakistani,Lahore,Pakistan,Germany,2016-02-05,Student,Tourism
Zainab Malik,S/O Saira Virk,2130170713582,AB4955839,Pakistani,Gilgit,Pakistan,Germany,2020-08-03,Tourist,Family Visit
Mohd Raza,S/O Salman Bukhari,5400071753875,AB8397184,Pakistani,Gwadar,Pakistan,China,2023-10-13,Work,Family Visit
Qureshi Rana,S/O Asma Sandhu,5400050144864,AB7171760,Pakistani,Turbat,Pakistan,Malaysia,2023-07-06,Tourist,Family Visit
Rizwan Naqvi,S/O Zainab Akhtar,6110111868171,AB5551509,Pakistani,Gwadar,Pakistan,Malaysia,2022-08-09,Tourist,Employment
Rukhsar Abbasi,S/O Rabia Malik,1330219167881,AB3419976,Pakistani,Skardu,Pakistan,UK,2017-11-21,Work,Employment
Tariq Gilani,S/O Usman Akhtar,1330229012902,AB4366009,Pakistani,Bannu,Pakistan,Turkey,2022-11-16,Work,Education
Amna Latif,S/O Hina Gondal,5400046169598,AB7967599,Pakistani,Kohat,Pakistan,Canada,2022-09-20,Business,Employment
Kashif Tarar,S/O Shazia Nawaz,4210198546985,AB8207107,Pakistani,Abbottabad,Pakistan,France,2019-07-11,Tourist,Education
Hammid Cheema,S/O Asif Tarar,4210131755313,AB3650879,Pakistani,Muzaffarabad,Pakistan,USA,2015-10-15,Work,Employment
Malik Karim,S/O Aamir Cheema,,AB1504538,Pakistani,Mirpur,Pakistan,UAE,2021-10-26,Work,Medical Treatment
Amna Khan,S/O Asif Rizvi,1330267949502,AB6494272,Pakistani,Karachi,Pakistan,Germany,2015-07-12,Visit,Family Visit
Tariq Hameed,S/O Rizwan Nawaz,3520296996074,AB1134112,Pakistani,Abbottabad,Pakistan,France,2018-01-06,Work,Medical Treatment
Mehwish Latif,S/O Rabia Butt,6110131090242,AB6946120,Pakistani,Hub,Pakistan,France,2017-11-03,Work,Business Meeting
Mohd Gilani,S/O Nadia Ali,5400045822065,AB6421776,Pakistani,Multan,Pakistan,Malaysia,2022-08-06,Visit,Family Visit
Mirza Hameed,S/O Sajid Aslam,4400080041179,AB1490990,Pakistani,Muzaffarabad,Pakistan,Saudi Arabia,2016-07-14,Work,Family Visit
احمد خان,S/O Aamir Gilani,2130182467629,AB4593426,Pakistani,Chilas,Pakistan,UAE,2019-10-30,Business,Business Meeting
Zainab Sandhu,S/O Raja Nawaz,1330241424793,AB6720891,Pakistani,Karachi,Pakistan,Turkey,2022-08-17,Tourist,Tourism
Rukhsar Virk,S/O Omar Rana,5400075378073,,Pakistani,Islamabad,Pakistan,France,2022-12-13,Visit,Education
Naeem Iqbal,S/O Waseem Rafiq,2130155852625,,Pakistani,Islamabad,Pakistan,UK,2021-09-08,Tourist,Family Visit
Waseem Syed,S/O Waseem Hussain,4210141700932,AB4204329,Pakistani,Turbat,Pakistan,UAE,2022-05-01,Business,Employment
Usman Akhtar,S/O Rabia Bhatti,61101-8608449-7,AB7005577,Pakistani,Islamabad,Pakistan,Germany,2016-10-30,Student,Education
زینب علی,S/O Naveed Syed,3520232069733,AB5994309,Pakistani,Gwadar,Pakistan,Germany,2017-09-05,Visit,Education
Hina Malik,S/O Hussain Sheikh,4400042293002,AB6503939,Pakistani,Rawalakot,Pakistan,UK,2020-02-12,Tourist,Family Visit
Sidra Karim,S/O Mirza Rafiq,2130111414853,AB1048713,Pakistani,Mirpur,Pakistan,China,2017-12-31,Business,Business Meeting
Sana Sandhu,S/O Hassan Gondal,5400088399145,AB7801881,Pakistani,Multan,Pakistan,Malaysia,2020-12-20,Work,Business Meeting
Shoaib Khan,S/O Sidra Bhatti,5400029152978,AB8902827,Pakistani,Chilas,Pakistan,Turkey,2018-01-08,Student,Employment
Bushra Qureshi,S/O Hassan Ali,6110118368407,AB4188371,Pakistani,Sargodha,Pakistan,Turkey,2018-06-21,Student,Family Visit
Malik Syed,S/O ابراہیم ملک,3520221457713,AB6648850,Pakistani,Gilgit,Pakistan,UAE,2015-06-20,Tourist,Education
Iqra Qureshi,S/O Rizwan Malik,1330266889079,AB5328716,Pakistani,Rawalakot,Pakistan,China,2022-05-20,Student,Business Meeting
Salman Ali,S/O Uzma Rana,3520254311387,AB4846683,Pakistani,Quetta,Pakistan,Canada,2021-05-18,Visit,Family Visit
Amna Hameed,S/O Shazia Butt,1330285000078,AB4093250,Pakistani,Bahawalpur,Pakistan,Saudi Arabia,2015-03-16,Student,Education
Hashmi Baig,S/O احمد خان,,AB7142090,Pakistani,Hub,Pakistan,Malaysia,2020-12-30,Student,Employment
Ayesha Gilani,S/O Muhammad Gilani,6110192814018,AB6793964,Pakistani,Islamabad,Pakistan,Saudi Arabia,2020-10-15,Visit,Employment
Faisal Tarar,S/O Sheikh Naqvi,44000-9543768-9,AB2911774,Pakistani,Islamabad,Pakistan,France,2015-03-01,Business,Family Visit
Shoaib Mirza,S/O Saira Mirza,61101-5024274-1,AB5528075,Pakistani,Gilgit,Pakistan,China,2020-03-01,Visit,Tourism
Bilal Bhatti,S/O Shazia Syed,4210164063241,AB6627603,Pakistani,Nawabshah,Pakistan,UAE,2023-08-20,Visit,Tourism
Muhammad Qureshi,S/O Waseem Malik,5400089450329,AB8077224,Pakistani,Kohat,Pakistan,China,2015-06-22,Student,Tourism
Mohammad Naqvi,S/O Hassan Zaidi,4210184587751,AB2167311,Pakistani,Rawalakot,Pakistan,UAE,2018-09-29,Student,Medical Treatment
Rabia Jafri,S/O Shazia Gilani,4400027369621,AB3833046,Pakistani,Sukkur,Pakistan,USA,2023-08-22,Work,Employment
Iqra Hashmi,S/O Sana Bhatti,1330287220752,AB6649399,Pakistani,Gujranwala,Pakistan,USA,2019-02-13,Student,Tourism
,S/O Chaudhry Aslam,4210132811355,AB1444226,Pakistani,Islamabad,Pakistan,Malaysia,2015-09-07,Student,Business Meeting
Muhammad Raja,S/O Waseem Naqvi,6110117261432,AB5666192,Pakistani,Islamabad,Pakistan,UK,2021-09-29,Student,Employment
Syed Bhatti,S/O Amna Karim,,AB9351466,Pakistani,Hub,Pakistan,UK,2019-06-29,Tourist,Education
Hamid Malik,S/O Hamid Raja,5400017341368,AB7113375,Pakistani,Bannu,Pakistan,Malaysia,2018-06-01,Visit,Business Meeting
Mohd Karim,S/O Sheikh Hameed,4400066801849,AB2123462,Pakistani,Islamabad,Pakistan,Germany,2017-12-06,Tourist,Medical Treatment
Usman Karim,S/O Rabia Naqvi,,AB6839167,Pakistani,Multan,Pakistan,Canada,2020-12-19,Student,Business Meeting
Tahir Gilani,S/O S/O Malik Ahmed,6110186025551,AB3027636,Pakistani,Lahore,Pakistan,France,2017-03-21,Student,Tourism
Hina Raja,S/O Omar Raza,3520217802941,AB8902205,Pakistani,Mirpurkhas,Pakistan,Saudi Arabia,2016-01-29,Student,Employment
Sobia Raja,S/O Mohammad Jafri,3520265974456,AB9228081,Pakistani,Mirpurkhas,Pakistan,Saudi Arabia,2016-08-19,Tourist,Family Visit
Raja Hashmi,S/O محمد احمد,1330276730324,AB6088548,Pakistani,Mirpurkhas,Pakistan,Germany,2022-08-07,Student,Employment
Noor Bukhari,S/O Usman Hashmi,6110114620422,,Pakistani,Chilas,Pakistan,UAE,2021-08-27,Student,Education
Syed Ali,S/O Sobia Nawaz,4210169504776,AB9636038,Pakistani,Muzaffarabad,Pakistan,USA,2021-01-20,Work,Medical Treatment
Uzma Rizvi,S/O Adnan Karim,4400010267017,AB2077735,Pakistani,Sukkur,Pakistan,Canada,2023-05-16,Student,Business Meeting
Tariq Malik,S/O Sheikh Qureshi,5400068917823,AB1047543,Pakistani,Muzaffarabad,Pakistan,China,2021-12-14,Work,Family Visit
Mohd Rafiq,S/O Sajid Rafiq,5400072927088,AB7233565,Pakistani,Bahawalpur,Pakistan,USA,2017-07-20,Tourist,Family Visit
Mohd Iqbal,S/O Rukhsar Akhtar,5400039959622,AB2936727,Pakistani,Mingora,Pakistan,China,2022-08-03,Tourist,Employment
Mohammad Gondal,S/O Sana Chattha,4400067090238,AB2534897,Pakistani,Karachi,Pakistan,Turkey,2019-06-04,Business,Tourism
Chaudhry Latif,S/O Mirza Hussain,2130161242229,AB2867739,Pakistani,Abbottabad,Pakistan,Canada,2019-03-07,Tourist,Tourism
Sana Gondal,S/O Asma Mirza,6110195130362,AB1035704,Pakistani,Khuzdar,Pakistan,UK,2016-04-04,Tourist,Education
Rukhsar Syed,S/O Qureshi Latif,1330243419621,AB5416175,Pakistani,Gujranwala,Pakistan,China,2023-10-13,Business,Education
Sobia Gilani,S/O Bilal Raza,5400095878359,AB8663566,Pakistani,Multan,Pakistan,Saudi Arabia,2021-10-25,Tourist,Tourism
Asma Qureshi,S/O Amna Bhatti,5400097355136,AB2236271,Pakistani,Multan,Pakistan,Germany,2020-03-03,Tourist,Business Meeting
Ibrahim Sheikh,S/O Qureshi Chaudhry,1330267981833,AB7297241,Pakistani,Mirpur,Pakistan,France,2016-01-06,Student,Medical Treatment
Usman Gilani,S/O Hashmi Rizvi,4210188331501,AB5615939,Pakistani,Sukkur,Pakistan,UK,2019-04-26,Work,Education
Mohd Karim,S/O Hina Jafri,4400025774399,AB5646954,Pakistani,Bahawalpur,Pakistan,Malaysia,2015-05-26,Student,Business Meeting
Mohd Mallik,S/O Sheikh Bhatti,4400044076692,AB3441146,Pakistani,Rawalpindi,Pakistan,Turkey,2023-04-23,Work,Family Visit
Iqra Raza,S/O Rabia Raja,1330290904349,AB2269690,Pakistani,Quetta,Pakistan,Germany,2022-09-24,Work,Tourism
Aif Chaudhry,S/O نادیہ رضا,6110158853662,AB3421157,Pakistani,Mirpur,Pakistan,China,2023-03-08,Tourist,Employment
,S/O Shoaib Raja,4210135337091,AB7177401,Pakistani,Mingora,Pakistan,Saudi Arabia,2017-03-03,Visit,Employment
Rukhsar Rafiq,S/O Imran Zaidi,6110175084857,AB8624493,Pakistani,Turbat,Pakistan,Saudi Arabia,2016-08-23,Business,Tourism
Adnan Chaudhry,,4400024198955,AB3144045,Pakistani,Islamabad,Pakistan,Malaysia,2021-12-08,Tourist,Education
نادیہ رضا,S/O Syed Abbasi,1330278848092,AB6681101,Pakistani,Bannu,Pakistan,UAE,2015-03-18,Visit,Business Meeting
Qureshi Akhtar,S/O Hussain Virk,2130149619408,AB9763873,Pakistani,Quetta,Pakistan,Saudi Arabia,2023-06-07,Business,Family Visit
محمد حسن,S/O Rizwan Tarar,5400023931461,AB8678397,Pakistani,Faisalabad,Pakistan,UAE,2023-02-20,Visit,Employment
Rabia Ali,,4400030247251,AB4452917,Pakistani,Karachi,Pakistan,UAE,2018-10-17,Tourist,Tourism
Fatima Raja,S/O Raja Ahmed,5400033070121,AB3588226,Pakistani,Chilas,Pakistan,Saudi Arabia,2019-02-15,Business,Employment
Usman Qureshi,S/O Adnan Malik,2130174192066,AB5876158,Pakistani,Mirpur,Pakistan,Turkey,2021-07-17,Tourist,Employment
Mirza Hussain,S/O Usman Qureshi,2130119260122,AB7789484,Pakistani,Islamabad,Pakistan,Malaysia,2019-05-14,Visit,Education
مریم چودھری,S/O Hamid Rana,4400058660068,AB8968116,Pakistani,Hub,Pakistan,USA,2023-05-06,Work,Medical Treatment
علی حسین,S/O Asif Karim,2130177302325,AB3408772,Pakistani,Turbat,Pakistan,Saudi Arabia,2023-07-12,Tourist,Business Meeting
Asif Qureshi,S/O صنا ملک,1330275992785,AB2307780,Pakistani,Chilas,Pakistan,USA,2022-02-09,Tourist,Employment
,S/O Arif Aslam,4400091486794,AB2367103,Pakistani,Karachi,Pakistan,Germany,2019-09-08,Student,Tourism
عائشہ احمد,S/O Shazia Gondal,3520283675211,AB2039318,Pakistani,Larkana,Pakistan,UK,2016-01-22,Work,Family Visit
Mohd Latif,S/O Hashmi Jafri,4400081172106,AB5737483,Pakistani,Islamabad,Pakistan,UAE,2017-08-17,Visit,Education
Sobia Tarar,S/O Bushra Rizvi,4210123532452,AB1479496,Pakistani,Khuzdar,Pakistan,USA,2016-02-16,Work,Tourism
Bushra Hussain,S/O Kashif Gilani,2130198637486,AB1739551,Pakistani,Islamabad,Pakistan,China,2020-12-26,Student,Medical Treatment
Ayesha Mirza,S/O S/O Naveed Butt,2130168177368,AB4220396,Pakistani,Skardu,Pakistan,Saudi Arabia,2019-08-17,Student,Tourism
Imran Hashmi,S/O Faisal Jafri,4210132641434,AB2167786,Pakistani,Hub,Pakistan,Germany,2022-09-15,Business,Employment
Ahmed Gondl,S/O Kashif Tarar,2130193742018,AB8549547,Pakistani,Nawabshah,Pakistan,China,2022-10-08,Student,Family Visit
Ibrahim Chattha,S/O Zainab Hameed,4210174432792,AB5829610,Pakistani,Multan,Pakistan,UK,2016-08-31,Tourist,Business Meeting
Mohd Bhatti,S/O Sidra Ali,1330264002395,AB8926537,Pakistani,Khuzdar,Pakistan,UK,2018-11-16,Student,Education
Asif Bukhari,S/O Fatima Ansari,3520224710185,,Pakistani,Islamabad,Pakistan,China,2016-01-27,Business,Employment
Syed Raa,S/O Sajid Gondal,4400033765372,AB5545164,Pakistani,Islamabad,Pakistan,USA,2020-09-09,Business,Tourism
Usman Sandhu,S/O Hussain Butt,5400038144467,AB8520566,Pakistani,Islamabad,Pakistan,Turkey,2022-01-06,Visit,Family Visit
Sajid Akhtar,S/O Shoaib Iqbal,1330290958979,AB2794870,Pakistani,Islamabad,Pakistan,Germany,2017-05-17,Student,Employment
Malik Gilani,S/O نادیہ رضا,2130125089976,AB8952277,Pakistani,Khuzdar,Pakistan,Turkey,2019-06-10,Student,Tourism
Baig Qureshi,S/O Ibrahim Abbasi,2130142491477,AB6699996,Pakistani,Karachi,Pakistan,UK,2015-12-28,Business,Family Visit
,S/O Mirza Nawaz,6110134276765,AB7612607,Pakistani,Chilas,Pakistan,France,2015-02-08,Student,Employment
Uzma Gujjar,S/O Sobia Naqvi,2130123298217,AB6502768,Pakistani,Quetta,Pakistan,France,2015-04-19,Work,Employment
Asif Nawaz,S/O Qureshi Raja,3520240968078,AB6482244,Pakistani,Sargodha,Pakistan,Germany,2018-06-06,Student,Education
Rukhsar Akhtar,S/O Tahir Gilani,6110111019974,AB7707124,Pakistani,Quetta,Pakistan,UK,2023-04-21,Work,Medical Treatment
Kashif Zaidi,S/O Adnan Sheikh,4400018240589,AB4305811,Pakistani,Muzaffarabad,Pakistan,UAE,2023-03-28,Business,Education
Kashif Baig,S/O Kamran Naqvi,42101-9182891-7,AB4906013,Pakistani,Rawalpindi,Pakistan,China,2017-02-02,Work,Tourism
Hashmi Mirza,S/O Sana Chaudhry,4210197445462,AB3247175,Pakistani,Mirpur,Pakistan,Germany,2019-05-21,Work,Business Meeting
مریم چودھری,S/O Ahmed Latif,4210110624406,,Pakistani,Quetta,Pakistan,Germany,2022-07-13,Tourist,Employment
Asma Sheikh,S/O Ali Raja,2130181156664,AB8597383,Pakistani,Gilgit,Pakistan,Malaysia,2016-10-18,Student,Business Meeting
Omar Butt,S/O Salman Hussain,3520293963779,AB3601799,Pakistani,Muzaffarabad,Pakistan,Turkey,2022-10-13,Visit,Tourism
Mohd Akhtar,S/O مریم چودھری,2130133306885,AB4035148,Pakistani,Islamabad,Pakistan,UAE,2021-09-09,Student,Business Meeting
Sidra Virk,S/O Bilal Ansari,4400025147925,AB9841191,Pakistani,Mingora,Pakistan,France,2016-06-29,Work,Employment
Hamid Ansari,S/O عمر شیخ,1330243034932,AB8372853,Pakistani,Larkana,Pakistan,USA,2018-06-06,Tourist,Tourism
Zubair Gujjar,S/O Chaudhry Zaidi,6110187809331,AB8344718,Pakistani,Nawabshah,Pakistan,Germany,2022-05-17,Work,Employment
Syed Rafiq,S/O Asif Tarar,6110170966432,AB9634579,Pakistani,Hyderabad,Pakistan,Malaysia,2019-06-03,Tourist,Family Visit
Mohd Malik,S/O Raja Bukhari,,AB5622040,Pakistani,Mingora,Pakistan,China,2021-07-07,Tourist,Employment
Asma Chaudhry,S/O Raja Rafiq,,AB8264598,Pakistani,Mirpur,Pakistan,Germany,2020-07-16,Work,Employment
Hina Abbasi,S/O Shoaib Ansari,3520246095867,AB7749103,Pakistani,Rawalakot,Pakistan,Canada,2020-05-16,Student,Medical Treatment
Mohd Raza,S/O Shoaib Aslam,3520226633616,AB9333114,Pakistani,Sargodha,Pakistan,China,2023-12-10,Tourist,Family Visit
Hassan Iqbal,S/O محمد احمد,4210158924236,AB9427348,Pakistani,Larkana,Pakistan,Malaysia,2018-01-06,Business,Business Meeting
Hamid Hashmi,S/O عمر شیخ,4210135231834,AB3344921,Pakistani,Khuzdar,Pakistan,UAE,2017-02-26,Work,Employment
Ahmed Bhatti,,1330252229578,AB5411545,Pakistani,Sialkot,Pakistan,Saudi Arabia,2022-11-19,Student,Tourism
Tariq Hussain,,4400077565866,AB9753431,Pakistani,Sargodha,Pakistan,France,2016-06-19,Business,Tourism
Sajid Aslam,S/O نادیہ رضا,5400069496948,AB4762445,Pakistani,Skardu,Pakistan,China,2016-01-29,Student,Business Meeting
Mohd Chaudhry,S/O Imran Raza,5400068726651,AB8229634,Pakistani,Abbottabad,Pakistan,France,2020-03-01,Visit,Business Meeting
Omar Ansari,S/O Syed Rafiq,2130119079699,AB2235790,Pakistani,Chilas,Pakistan,Malaysia,2019-06-30,Tourist,Family Visit
Asma Bukhari,S/O Salman Gondal,6110155291249,AB3003708,Pakistani,Larkana,Pakistan,Malaysia,2015-01-08,Student,Tourism
Mohd Zaidi,S/O Saira Bhatti,1330295123729,AB4262474,Pakistani,Hyderabad,Pakistan,Malaysia,2017-07-30,Student,Business Meeting
Syed Sheikh,S/O علی حسین,2130133576095,AB1609982,Pakistani,Sialkot,Pakistan,USA,2017-04-29,Business,Family Visit
علی حسین,S/O S/O Kamran Chattha,4400011218357,AB6708544,Pakistani,Islamabad,Pakistan,France,2017-06-23,Tourist,Education
Hamid Raza,S/O Malik Bukhari,3520251325055,AB6966302,Pakistani,Gwadar,Pakistan,UAE,2022-12-30,Student,Employment
علی حسین,S/O Asif Karim,2130177302325,AB9342802,Pakistani,Turbat,Pakistan,France,2017-11-27,Business,Tourism
Raja ondal,S/O Bushra Khan,1330242229742,AB3457554,Pakistani,Mirpur,Pakistan,France,2020-02-12,Business,Tourism
Mohd Malik,S/O Zubair Naqvi,3520210929508,AB7806689,Pakistani,Gilgit,Pakistan,Canada,2022-01-01,Tourist,Medical Treatment
Sheikh Rizvi,S/O Mirza Nawaz,6110135619184,AB2952326,Pakistani,Rawalakot,Pakistan,Germany,2018-07-17,Visit,Family Visit
Sidra Iqbal,S/O Bushra Gondal,4210197139487,AB1830107,Pakistani,Gilgit,Pakistan,Turkey,2019-08-18,Work,Business Meeting
Hashmi Jafri,S/O Nadia Gilani,4210167711432,AB9084642,Pakistani,Larkana,Pakistan,Canada,2018-08-07,Student,Employment
Raja Karim,S/O Baig Akhtar,6110184718246,AB4885821,Pakistani,Skardu,Pakistan,Saudi Arabia,2020-12-12,Work,Business Meeting
Muhammad Rana,S/O Rabia Sheikh,3520275020471,AB3140682,Pakistani,Gwadar,Pakistan,UK,2022-11-30,Work,Medical Treatment
Hashmi Gondal,S/O Syed Raza,,AB2642826,Pakistani,Nawabshah,Pakistan,Turkey,2020-12-22,Business,Education
Mohammad Tarar,S/O Raja Rizvi,4400050759915,AB4176991,Pakistani,Sialkot,Pakistan,UK,2017-04-07,Business,Education
Hussain Rana,S/O Omar Butt,2130170481669,AB5673929,Pakistani,Muzaffarabad,Pakistan,Canada,2017-06-19,Business,Family Visit
Naveed Raza,S/O Fatima Bukhari,6110171362728,AB8023996,Pakistani,Karachi,Pakistan,Germany,2017-05-09,Business,Tourism
Salman Hussain,S/O Ayesha Hashmi,44000-2171198-4,AB1785484,Pakistani,Skardu,Pakistan,Saudi Arabia,2020-01-06,Business,Employment
Chaudhry Rizvi,S/O Sajid Zaidi,1330270743588,AB7284516,Pakistani,Kohat,Pakistan,Germany,2016-02-03,Student,Medical Treatment
Omar Hussain,,4210113614893,AB5986961,Pakistani,Kohat,Pakistan,Saudi Arabia,2023-05-16,Visit,Tourism
Shazia Khan,S/O فاطمہ خان,1330284081908,AB1137050,Pakistani,Turbat,Pakistan,Canada,2017-06-19,Business,Business Meeting
Mohd Chattha,S/O Naveed Nawaz,13302-1326187-6,AB5126560,Pakistani,Lahore,Pakistan,USA,2022-02-03,Student,Employment
Shazia Sheikh,S/O Ibrahim Virk,3520273570716,AB7604814,Pakistani,Kohat,Pakistan,USA,2019-12-05,Visit,Tourism
Amna Iqbal,S/O Bilal Nawaz,5400034088195,AB3608783,Pakistani,Gilgit,Pakistan,France,2016-06-01,Visit,Tourism
Ahmed Hashmi,S/O Imran Raza,2130121513097,AB5578566,Pakistani,Nawabshah,Pakistan,Saudi Arabia,2023-03-03,Work,Business Meeting
Khalid Virk,S/O Hussain Gilani,2130184329174,AB6476165,Pakistani,Muzaffarabad,Pakistan,UK,2018-11-18,Tourist,Education
