record_id,owner_name,cnic,phone_number,operator,registration_date
MOB-001640,Bilal Warraich,37794-4096856-9,0311-5550761,Zong,2026-05-16
MOB-001641,Riffat Mirza,48887-5261174-6,0333-5224938,Ufone,2019-07-28
MOB-001642,Riffat Mirza,48887-5261174-6,0335-0209484,Ufone,
MOB-001643,Arif Memon,14473-0648361-7,0311-3502371,Zong,2021-05-25
MOB-001644,Riffat Aslam,31601-3778982-8,0310-3185993,Zong,2022-01-08
MOB-001645,Riffat Aslam,31601-3778982-8,0316-4251042,Zong,2022-03-23
MOB-001646,Nadeem Soomro,11922-4529605-7,0315-6120641,Zong,2024-09-20
MOB-001647,Hussien Niazi,65693-7666738-9,0319-6120811,Zong,2023-12-06
MOB-001648,Salman Cheema,32262-4243193-5,0314-3170586,Zong,2018-08-18
MOB-001649,Shazia Baloch,30303-6093903-4,0302-5984460,Jazz,2020-12-04
MOB-001650,Manzoor Siddiqui,17598-4914577-3,0313-2685738,Zong,2020-01-21
MOB-001651,Waseem Ali,31653-9682846-1,0301-8019249,Jazz,2018-12-25
MOB-001652,Hassan Khan,54773-2407891-9,0345-8068515,Telenor,2018-08-20
MOB-001653,Shazia Chaudhry,32012-7143812-0,0337-8864196,Ufone,2025-11-11
MOB-001654,Tahira Niazi,31410-2640430-4,0340-8938923,Telenor,2025-04-08
MOB-001655,Tahira Niazi,31410-2640430-4,0347-2950902,Telenor,2020-06-03
MOB-001656,Shoaib Tahir,59790-5846212-3,0317-6872922,Zong,2025-07-20
MOB-001657,Shoaib Tahir,59790-5846212-3,0316-4721672,Zong,2022-11-13
MOB-001658,Iram Malik,65187-2116453-4,0311-9927952,Zong,2023-12-06
MOB-001659,Iram Malik,65187-2116453-4,0311-9859536,Zong,2021-04-21
MOB-001660,Hussain Qureshi,33329-2237334-1,0349-7499725,Telenor,2021-12-13
MOB-001661,Samina Yousafzai,36170-9208376-8,0319-5648938,Zong,2023-05-15
MOB-001662,Samina Yousafzai,36170-9208376-8,0338-7410994,Ufone,2021-05-13
MOB-001663,Sadia Abbasi,41340-6479727-0,0339-8206877,Ufone,2024-01-10
MOB-001664,Daniyal Cheema,40687-0376988-5,0314-3049544,Zong,2023-12-11
MOB-001665,Durr-e-Shahwar Afridi,36745-8479867-0,0346-9145416,Telenor,2025-02-20
MOB-001666,Humaira Soomro,36089-4410986-8,0307-5479594,Jazz,2021-03-22
MOB-001667,Riffat Aslam,50423-5376981-4,0314-6849318,Zong,2022-08-01
MOB-001668,Nasreen Rajput,,0301-4949804,Jazz,2023-06-30
MOB-001669,Nasreen Rajput,30347-8744311-0,0336-2417776,Ufone,2024-02-10
MOB-001670,Komal Mughal,69696-3536571-2,0341-1617784,Telenor,2024-05-17
MOB-001671,Jaweria Bhatti,32062-5506557-6,0342-1442729,Telenor,2022-12-16
MOB-001672,Imran Jamali,39251-5485234-9,0303-7171466,Jazz,2025-08-10
MOB-001673,Aneela Niazi,37527-8376396-6,0308-3310811,Jazz,2023-02-11
MOB-001674,Rashid Aslam,33356-0338191-9,0341-9499217,Telenor,2022-03-27
MOB-001675,,33356-0338191-9,0311-2456597,Zong,2022-05-05
MOB-001676,Tanveer Baloch,48533-7296280-1,0302-0777659,Jazz,2021-01-12
MOB-001677,Zahid Chandio,41915-0564861-3,0307-3309231,Jazz,
MOB-001678,Noor Laghari,30070-1436882-2,0300-2705142,Jazz,2019-07-27
MOB-001679,Noor Laghari,30070-1436882-2,0319-5989997,Zong,
MOB-001680,Madiha Chaudhry,32248-7222309-8,0337-4118180,Ufone,2025-02-28
MOB-001681,Zafar Mirza,45905-7111270-3,0345-3807068,Telenor,2021-01-20
MOB-001682,Zafar Mirza,45905-7111270-3,0304-4610560,Jazz,2019-11-28
MOB-001683,Fahad Memon,34607-9216438-3,0337-8808894,Ufone,2025-02-28
MOB-001684,Fahad Memon,34607-9216438-3,0349-0584165,Telenor,2020-08-28
MOB-001685,Yasmin Junejo,47185-1886125-8,0341-7698295,Telenor,2020-05-17
MOB-001686,Pervaiz Khattak,41988-0481653-5,0304-0679193,Jazz,2022-07-26
MOB-001687,Pervaiz Khattak,41988-0481653-5,0335-8961082,Ufone,2021-08-11
MOB-001688,,31171-6469993-4,0345-3498704,Telenor,2020-11-24
MOB-001689,Durr-e-Shahwar Gondal,31171-6469993-4,0332-6147459,Ufone,2024-12-29
MOB-001690,Zeynab Iqbal,34878-2127018-4,0319-3165504,Zong,2025-08-21
MOB-001691,Bushra Brohi,14043-3191996-8,0310-2004696,Zong,2018-11-07
MOB-001692,Zeeshan Butt,30612-6086830-9,0315-1943041,Zong,2019-09-16
MOB-001693,Farah Rajput,18489-5219477-2,0347-8641922,Telenor,2021-06-14
MOB-001694,Farah Rajput,18489-5219477-2,0304-7424890,Jazz,2020-11-12
MOB-001695,Noman Khoso,34992-6294606-5,0313-3068909,Zong,2022-04-29
MOB-001696,Danish Mirza,,0302-0361854,Jazz,2019-11-11
MOB-001697,Danish Mirza,47738-9904059-5,0331-1416390,Ufone,2023-09-17
MOB-001698,Tahira Laghari,17472-9893685-4,0306-3686044,Jazz,2026-04-23
MOB-001699,Tahira Laghari,17472-9893685-4,0348-7852946,Telenor,2019-10-25
MOB-001700,Danish Minhas,46304-6397904-5,0306-0008962,Jazz,2024-07-02
MOB-001701,Danish Minhas,46304-6397904-5,0338-4595900,Ufone,2023-01-01
MOB-001702,Komal Niazi,50028-9124787-6,0348-3021305,Telenor,2020-11-15
MOB-001703,Komal Niazi,50028-9124787-6,0309-5253114,Jazz,2019-12-31
MOB-001704,Ghulam Butt,30075-6773867-5,0310-2433768,Zong,2019-12-09
MOB-001705,Ghulam Butt,30075-6773867-5,0301-4660556,Jazz,2025-08-02
MOB-001706,Sayeed Mirza,58951-2873986-1,0348-8046607,Telenor,2024-06-21
MOB-001707,Umar Aslam,47000-5906447-3,0334-7160586,Ufone,2024-05-04
MOB-001708,Umar Aslam,47000-5906447-3,0309-2206235,Jazz,2026-02-21
MOB-001709,Umar Aslam,47000-5906447-3,0303-0297127,Jazz,2024-02-12
MOB-001710,Asma Sethi,33103-8823061-0,0349-5262025,Telenor,2025-03-16
MOB-001711,Asma Sethi,,0307-7377012,Jazz,2019-10-02
MOB-001712,Sajid Warraich,31294-8610377-9,0304-3051098,Jazz,2019-10-27
MOB-001713,Sajid Warraich,31294-8610377-9,0332-9791107,Ufone,2020-06-21
MOB-001714,Faisal Jatoi,36705-2212359-1,0313-1831791,Zong,2019-06-11
MOB-001715,Faisal Jatoi,36705-2212359-1,0330-7179221,Ufone,2018-10-18
MOB-001716,Zeeshan Jamali,37067-3433157-9,0337-8308326,Ufone,2021-02-20
MOB-001717,Rubina Jamali,35463-0458809-6,0336-2222035,Ufone,2023-05-02
MOB-001718,Rubina Jamali,35463-0458809-6,0349-5509886,Telenor,2019-07-10
MOB-001719,Hamza Rajput,36776-2984955-7,0314-7410612,Zong,2022-03-13
MOB-001720,,37416-9073701-3,0316-0282733,Zong,2020-08-30
MOB-001721,Imraan Kayani,37416-9073701-3,0319-2327174,Zong,2021-08-04
MOB-001722,Emran Kayani,,0348-0487949,Telenor,2020-01-07
MOB-001723,Qudsia Hussain,64914-7394654-0,0303-3828633,Jazz,2020-03-11
MOB-001724,Khaled Tahir,37662-7418675-9,0313-2020492,Zong,2023-03-26
MOB-001725,Khaled Tahir,37662-7418675-9,0330-0917982,Ufone,2024-06-17
MOB-001726,Hamza Raza,19845-7952814-5,0333-0850913,Ufone,2018-09-28
MOB-001727,Nasreen Butt,40233-3514584-0,0337-6951773,Ufone,2024-02-09
MOB-001728,,32977-3338620-5,0311-0470260,Zong,2021-02-21
MOB-001729,Amir Warraich,32977-3338620-5,0336-3091986,Ufone,2021-05-16
MOB-001730,Uthman Khan,11762-7310626-7,0313-8785784,Zong,2019-09-15
MOB-001731,Mansoor Tahir,34149-3756217-1,0334-5772065,Ufone,2021-08-14
MOB-001732,Durr-e-Shahwar Durrani,31635-2686911-2,0336-9607818,Ufone,2022-04-06
MOB-001733,Durr-e-Shahwar Durrani,31635-2686911-2,0309-3998866,Jazz,2023-01-15
MOB-001734,,40460-6888378-3,0311-9638257,Zong,2019-10-31
MOB-001735,Farzana Baig,32320-4355124-6,0303-7198854,Jazz,2022-12-26
MOB-001736,Farzana Baig,32320-4355124-6,0337-2160939,Ufone,2021-01-04
MOB-001737,Farzana Baig,32320-4355124-6,0301-3617639,Jazz,2019-06-25
MOB-001738,Sadia Cheema,30118-2482976-0,0349-1209623,Telenor,2026-04-11
MOB-001739,Zainab Virk,37213-0108797-4,0305-4752090,Jazz,2018-08-29
MOB-001740,Zeynab Virk,37213-0108797-4,0316-4504228,Zong,2021-11-20
MOB-001741,Jaweria Junejo,57376-7368781-2,0306-1843586,Jazz,2026-05-14
MOB-001742,Jaweria Junejo,57376-7368781-2,0306-2285595,Jazz,2022-09-11
MOB-001743,Jaweria Junejo,57376-7368781-2,0304-4360827,Jazz,2024-12-25
MOB-001744,Junaid Khoso,41169-1528941-7,0339-3021127,Ufone,2019-09-07
MOB-001745,Junaid Khoso,41169-1528941-7,0337-1652177,Ufone,2022-05-06
MOB-001746,Nighat Virk,40135-9939785-8,0308-6598568,Jazz,2026-05-04
MOB-001747,Bushra Yousafzai,49442-2262789-6,0304-3155488,Jazz,2021-03-03
MOB-001748,Jaweria Hussain,31034-7016295-8,0309-9435060,Jazz,2019-10-10
MOB-001749,Sana Rajput,12930-5152653-6,0308-5412101,Jazz,2018-06-26
MOB-001750,Sanaa Rajput,12930-5152653-6,0336-8710404,Ufone,2024-09-23
MOB-001751,Zubayer Qureshi,19750-9166968-1,0342-3393387,Telenor,2023-02-03
MOB-001752,Azhar Soomro,36017-5893296-9,0319-7400806,Zong,2022-10-06
MOB-001753,Azhar Soomro,36017-5893296-9,0308-0088325,Jazz,2021-04-07
MOB-001754,Azhar Soomro,36017-5893296-9,0338-0114618,Ufone,2023-12-14
MOB-001755,,61855-7882031-4,0336-3834230,Ufone,2024-06-12
MOB-001756,Zubaida Khoso,37363-9550328-6,0304-6034879,Jazz,2020-12-17
MOB-001757,Hassan Raza,35730-9241821-5,0332-0550573,Ufone,2022-06-24
MOB-001758,Shazia Ali,35666-5786833-4,0318-5747531,Zong,2026-01-25
MOB-001759,Shazia Ali,35666-5786833-4,0348-6835075,Telenor,2020-11-29
MOB-001760,Tahira Afridi,39566-4634092-2,0344-5248596,Telenor,2024-11-11
MOB-001761,Kassim Mengal,45305-4359891-1,0336-7525222,Ufone,2023-04-30
MOB-001762,Sajid Niazi,34134-1080536-9,0338-7259256,Ufone,2024-02-13
MOB-001763,Sajid Niazi,34134-1080536-9,0346-6391615,Telenor,2019-09-12
MOB-001764,,34134-1080536-9,0300-0788643,Jazz,2025-04-01
MOB-001765,Nighat Ahmed,35788-3454662-2,0349-7146375,Telenor,2023-04-04
MOB-001766,Nighat Ahmed,35788-3454662-2,0305-8832764,Jazz,2024-08-23
MOB-001767,Nighat Ahmed,35788-3454662-2,0305-2272052,Jazz,2026-02-28
MOB-001768,Shazia Minhas,48402-3872497-8,0307-5189256,Jazz,2026-04-17
MOB-001769,Fahad Hussain,37892-9410344-5,0315-0432654,Zong,2022-03-17
MOB-001770,Fahad Hussain,37892-9410344-5,0307-9708820,Jazz,2021-04-30
MOB-001771,Rabia Hashmi,35401-5862765-2,0315-3738765,Zong,2024-04-23
MOB-001772,Waqas Junejo,30618-1622593-7,0303-3576816,Jazz,2019-05-27
MOB-001773,Sadia Abbasi,12452-0067364-6,0343-1639040,Telenor,
MOB-001774,Sadia Abbasi,12452-0067364-6,0304-7736778,Jazz,2022-07-10
MOB-001775,Asma Durrani,35157-3653890-4,0305-0758559,Jazz,2026-02-07
MOB-001776,Amna Mughal,,0333-7883672,Ufone,2018-10-15
MOB-001777,Zaineb Khattak,32018-2006982-0,0347-2587887,Telenor,2019-08-20
MOB-001778,,15343-6351016-5,0306-4975788,Jazz,2024-03-19
MOB-001779,Noman Virk,33999-4862875-9,0345-3979655,Telenor,2023-02-18
MOB-001780,Khadeeja Memon,47979-4246649-8,0307-2225625,Jazz,2019-06-11
MOB-001781,Rabia Chandio,41476-9081984-0,0316-3494044,Zong,2021-01-25
MOB-001782,Ahmad Brohi,44117-8656873-5,0336-0970927,Ufone,2018-08-29
MOB-001783,Ahmed Brohi,44117-8656873-5,0319-2207430,Zong,2021-11-11
MOB-001784,,36226-0111125-4,0347-1270358,Telenor,2023-09-13
MOB-001785,,32096-7210595-6,0330-0995518,Ufone,2025-08-07
MOB-001786,Saima Malik,32096-7210595-6,0336-6789288,Ufone,2020-04-27
MOB-001787,Ahmad Mengal,56167-2974624-5,0309-2577911,Jazz,2022-03-29
MOB-001788,Yasir Aslam,39291-3436575-3,0319-1966273,Zong,2021-06-27
MOB-001789,Meriam Bhatti,18220-1679631-4,0304-0449784,Jazz,2019-03-27
MOB-001790,Marium Bhatti,18220-1679631-4,0317-1103209,Zong,2021-03-22
MOB-001791,Hasan Yousafzai,56193-2634998-1,0348-6805349,Telenor,2018-11-30
MOB-001792,Hasan Yousafzai,56193-2634998-1,0335-9913572,Ufone,2023-08-15
MOB-001793,Sadia Memon,30781-2222875-6,0340-9611147,Telenor,2023-11-26
MOB-001794,Sadia Memon,30781-2222875-6,0319-0680952,Zong,2020-02-09
MOB-001795,Tahir Baloch,50699-9340917-3,0338-9860538,Ufone,2023-05-30
MOB-001796,Yasir Cheema,39823-4453402-7,0342-2902191,Telenor,2022-12-04
MOB-001797,Yasir Cheema,39823-4453402-7,0348-5914389,Telenor,2020-05-03
MOB-001798,Qudsia Niazi,14439-0937845-6,0315-6270660,Zong,2025-02-03
MOB-001799,Fatima Gill,49227-1532210-2,0334-9062093,Ufone,2026-05-29
MOB-001800,Parveen Ali,30142-1800715-2,0331-0446145,Ufone,2024-12-21
MOB-001801,Parveen Ali,30142-1800715-2,0347-4095150,Telenor,2020-10-23
MOB-001802,Rizwan Memon,43096-9585086-9,0336-1951887,Ufone,2020-02-11
MOB-001803,Junaid Aslam,33933-5460962-7,0336-0981700,Ufone,2018-08-22
MOB-001804,Junaid Aslam,33933-5460962-7,0331-9474554,Ufone,2019-02-27
MOB-001805,Junaid Aslam,33933-5460962-7,0338-7519687,Ufone,2023-01-10
MOB-001806,Waheed Awan,34137-1873712-5,0313-8865087,Zong,2025-09-03
MOB-001807,Waheed Awan,34137-1873712-5,0337-0735046,Ufone,
MOB-001808,Liaquat Afridi,33019-5700351-9,0342-7728146,Telenor,2024-03-16
MOB-001809,Khaled Hussain,59638-2205562-1,0336-7559291,Ufone,2024-02-28
MOB-001810,Khaled Hussain,59638-2205562-1,0301-0695030,Jazz,2019-03-11
MOB-001811,Komal Gill,15078-1702530-2,0315-1510083,Zong,2022-10-20
MOB-001812,Komal Gill,15078-1702530-2,0306-6321024,Jazz,
MOB-001813,Faisal Bugti,31154-1813082-7,0331-3839791,Ufone,2020-02-07
MOB-001814,Shaheed Baloch,48888-1232975-7,0332-5304656,Ufone,2022-08-14
MOB-001815,Imran Chaudhry,49980-6675857-5,0343-5537241,Telenor,2021-02-24
MOB-001816,Komal Siddiqui,46517-3733601-2,0340-9207179,Telenor,2023-07-30
MOB-001817,Komal Siddiqui,46517-3733601-2,0306-2489222,Jazz,2023-08-05
MOB-001818,Komal Siddiqui,46517-3733601-2,0306-1435721,Jazz,2022-10-19
MOB-001819,Arif Bugti,40704-1894857-9,0314-1020860,Zong,2018-12-04
MOB-001820,Irfan Raza,30162-4892826-5,0346-0813908,Telenor,2026-03-05
MOB-001821,Qudsia Yousafzai,32424-4757963-4,0331-1218669,Ufone,2024-02-13
MOB-001822,Qudsia Yousafzai,32424-4757963-4,0344-5905911,Telenor,2021-07-08
MOB-001823,Babar Sheikh,75201-7010885-1,0340-7953961,Telenor,2021-10-30
MOB-001824,Sanaa Warraich,36884-0003598-8,0330-8936592,Ufone,2019-09-15
MOB-001825,Liaquat Yousafzai,36065-0295590-5,0302-6133234,Jazz,2024-07-15
MOB-001826,Naveed Ali,31043-9497086-9,0340-8080752,Telenor,2025-09-16
MOB-001827,Naveed Ali,31043-9497086-9,0345-1288868,Telenor,2022-01-31
MOB-001828,Naveed Ali,31043-9497086-9,0318-2731108,Zong,2021-08-04
MOB-001829,Junaid Virk,33116-3565557-5,0330-3640293,Ufone,2021-09-24
MOB-001830,Ghulam Gondal,68619-0825616-9,0305-0925732,Jazz,2021-08-14
MOB-001831,Tahir Warraich,31207-4419439-3,0333-3367771,Ufone,2018-07-20
MOB-001832,Tahir Warraich,31207-4419439-3,0301-3696456,Jazz,2020-11-13
MOB-001833,Kamran Durrani,11891-8218512-5,0343-1643400,Telenor,2021-05-19
MOB-001834,Noor Hashmi,30138-2936186-8,0315-1923305,Zong,2021-06-08
MOB-001835,Noor Hashmi,30138-2936186-8,0342-5435339,Telenor,2021-01-25
MOB-001836,Sunna Jatoi,31924-6962589-2,0318-9273694,Zong,2022-03-28
MOB-001837,Sanaa Jatoi,31924-6962589-2,0315-7231404,Zong,2025-11-19
MOB-001838,Sana Jatoi,31924-6962589-2,0340-7211296,Telenor,2023-03-22
MOB-001839,Maheen Mughal,48031-3905845-2,0314-5807990,Zong,2019-03-12
MOB-001840,Uzma Brohi,36993-7969604-8,0316-6629480,Zong,2020-04-13
MOB-001841,Mushtaq Memon,18180-9570348-5,0348-2233670,Telenor,2024-08-21
MOB-001842,Babar Awan,39649-8961158-5,0339-1659049,Ufone,2025-12-31
MOB-001843,Babar Awan,39649-8961158-5,0313-1205252,Zong,2022-03-24
MOB-001844,Bushra Malik,40081-3624289-0,0304-0472368,Jazz,2024-10-02
MOB-001845,Bushra Malik,40081-3624289-0,0304-7981927,Jazz,
MOB-001846,,36627-4755034-6,0340-4673600,Telenor,2025-04-13
MOB-001847,Ayesha Aslam,16056-7537820-2,0303-6826514,Jazz,2022-03-18
MOB-001848,Noor Aslam,34904-8700236-6,0307-4398479,Jazz,2020-11-25
MOB-001849,Noor Aslam,34904-8700236-6,0332-9985421,Ufone,2019-11-03
MOB-001850,Noor Aslam,34904-8700236-6,0310-6160948,Zong,2025-04-20
MOB-001851,Owais Chandio,30376-3338644-9,0334-7115628,Ufone,2024-08-21
MOB-001852,Owais Chandio,30376-3338644-9,0336-3419492,Ufone,2026-01-31
MOB-001853,,30376-3338644-9,0304-7925363,Jazz,2022-01-19
MOB-001854,Amna Shah,11385-2456043-2,0312-4642898,Zong,2024-08-23
MOB-001855,Humaira Tahir,42646-5961863-0,0345-7682091,Telenor,2026-01-27
MOB-001856,Sunna Warraich,38321-2014125-2,0315-1491830,Zong,2021-12-20
MOB-001857,Sana Warraich,38321-2014125-2,0301-9495773,Jazz,2019-08-20
MOB-001858,Sanaa Warraich,38321-2014125-2,0330-0723911,Ufone,2025-07-21
MOB-001859,Komal Virk,36019-0083928-2,0339-9789498,Ufone,2023-06-11
MOB-001860,Zafar Malik,31061-2957605-7,0319-8456137,Zong,2023-07-14
MOB-001861,Zafar Malik,31061-2957605-7,0348-2393920,Telenor,2019-03-07
MOB-001862,Rubina Jatoi,32856-8627710-6,0300-2943273,Jazz,2019-09-02
MOB-001863,,39037-0953741-5,0310-0035004,Zong,2020-03-19
MOB-001864,Riffat Iqbal,39529-6488405-0,0302-3141971,Jazz,2021-01-10
MOB-001865,Riffat Iqbal,39529-6488405-0,0313-5267654,Zong,2022-06-26
MOB-001866,,39524-1312958-9,0334-5564360,Ufone,2025-10-29
MOB-001867,Owais Durrani,49947-1802918-9,0348-1790646,Telenor,2022-12-01
MOB-001868,Sajid Memon,33083-4096247-5,0309-4088704,Jazz,
MOB-001869,Khadija Iqbal,40604-6873248-6,0331-4484464,Ufone,2019-01-04
MOB-001870,Khadija Iqbal,40604-6873248-6,0344-4678389,Telenor,2026-05-21
MOB-001871,Khadija Iqbal,40604-6873248-6,0318-8379685,Zong,2023-06-22
MOB-001872,Sohail Warraich,53030-9390346-5,0333-9304065,Ufone,2024-11-17
MOB-001873,Khadija Khattak,32263-8361925-6,0305-5640270,Jazz,2021-08-23
MOB-001874,Humaira Minhas,35785-5558697-0,0334-6928036,Ufone,2019-03-14
MOB-001875,Noor Junejo,31350-2291257-0,0316-6623506,Zong,2018-07-03
MOB-001876,,,0313-8459972,Zong,2021-12-06
MOB-001877,Uzma Warraich,40562-3411434-4,0338-3810288,Ufone,2023-11-18
MOB-001878,Sana Aslam,38727-4073573-6,0311-4411651,Zong,2026-03-23
MOB-001879,Sanaa Aslam,38727-4073573-6,0333-7537804,Ufone,2020-10-09
MOB-001880,Hina Soomro,46198-5648755-6,0300-6485715,Jazz,2021-12-21
MOB-001881,Hina Soomro,46198-5648755-6,0345-8970785,Telenor,2019-12-08
MOB-001882,Shaheed Cheema,35046-8233269-5,0301-9645998,Jazz,2023-03-05
MOB-001883,Jaweria Niazi,31940-1629842-2,0331-4846697,Ufone,2022-05-18
MOB-001884,Mushtaq Khattak,48538-8704407-3,0348-0167263,Telenor,2024-06-27
MOB-001885,Mohd Tahir,32442-0308481-3,0305-5163513,Jazz,2023-04-12
MOB-001886,Sayeed Chandio,12672-8489808-9,0345-0453518,Telenor,2024-11-14
MOB-001887,Kamran Memon,37751-2697395-3,0312-1968294,Zong,2026-03-25
MOB-001888,Kamran Memon,37751-2697395-3,0306-8227444,Jazz,2019-08-12
MOB-001889,Zeeshan Yousafzai,,0304-0013339,Jazz,2020-02-22
MOB-001890,,30199-9755917-9,0349-8200457,Telenor,2020-01-11
MOB-001891,Ehsan Raza,67593-4065636-5,0345-0499837,Telenor,2025-07-11
MOB-001892,Khadeejah Baig,38223-7099245-8,0318-1702405,Zong,2021-09-11
MOB-001893,Durr-e-Shahwar Malik,43915-1843978-0,0308-7692242,Jazz,2020-11-28
MOB-001894,Durr-e-Shahwar Malik,43915-1843978-0,0331-5721340,Ufone,2023-02-27
MOB-001895,Durr-e-Shahwar Malik,43915-1843978-0,0303-6885288,Jazz,2022-08-15
MOB-001896,Rabia Memon,17009-6994592-6,0307-7010786,Jazz,2018-10-22
MOB-001897,Humaira Junejo,49522-5354512-0,0340-9567325,Telenor,2025-06-12
MOB-001898,Amir Iqbal,49507-6802628-5,0342-3797243,Telenor,2025-06-23
MOB-001899,Imran Soomro,47693-4931753-1,0307-4609179,Jazz,2021-01-06
MOB-001900,Ghazala Brohi,32660-0126526-6,0336-9491082,Ufone,2025-07-18
MOB-001901,Zahid Soomro,35128-0443844-1,0331-3860400,Ufone,2023-06-05
MOB-001902,Bilal Malik,15948-2369282-1,0331-5040498,Ufone,2021-01-12
MOB-001903,Bilal Malik,15948-2369282-1,0300-2126736,Jazz,2022-08-26
MOB-001904,Sana Durrani,35496-0734737-4,0303-1174278,Jazz,2023-03-16
MOB-001905,Nadia Sheikh,67422-8042496-0,0346-1179408,Telenor,2024-09-27
MOB-001906,Nadia Sheikh,67422-8042496-0,0317-0947900,Zong,2022-05-22
MOB-001907,Farhan Chandio,42307-3909273-3,0338-4064762,Ufone,2020-05-10
MOB-001908,Furhan Chandio,42307-3909273-3,0314-9171728,Zong,2018-09-04
MOB-001909,Iram Khoso,31158-2126810-0,0307-5309306,Jazz,2025-03-06
MOB-001910,Jaweria Minhas,34718-2425625-6,0308-5718114,Jazz,2018-06-20
MOB-001911,Waqas Siddiqui,35277-1925687-7,0337-6811755,Ufone,2019-10-04
MOB-001912,Waqas Siddiqui,35277-1925687-7,0332-8016361,Ufone,2020-09-06
MOB-001913,Farzana Mughal,10515-5922083-2,0331-1700915,Ufone,2020-12-31
MOB-001914,Farzana Mughal,10515-5922083-2,0301-4580571,Jazz,2023-11-24
MOB-001915,Tanzeela Jatoi,33485-3447541-2,0311-8225199,Zong,2025-07-17
MOB-001916,,33485-3447541-2,0348-4818249,Telenor,2023-11-11
MOB-001917,Tanzeela Jatoi,33485-3447541-2,0317-8056122,Zong,2022-06-20
MOB-001918,Marium Bhatti,45851-5624822-6,0319-9767950,Zong,2019-07-03
MOB-001919,Rubina Laghari,37620-0828786-2,0303-0238122,Jazz,2024-01-04
MOB-001920,Rubina Laghari,37620-0828786-2,0342-2017956,Telenor,2024-02-10
MOB-001921,Kassim Brohi,33699-1837103-7,0312-7190348,Zong,2026-01-15
MOB-001922,Babar Khan,34012-6186978-3,0305-5560083,Jazz,2020-11-22
MOB-001923,Aisha Raza,39401-6125122-0,0307-6280097,Jazz,2021-12-30
MOB-001924,,42396-7404737-1,0348-4466806,Telenor,2019-12-22
MOB-001925,Adnan Siddiqui,49907-1586188-9,0332-7867750,Ufone,2022-08-19
MOB-001926,Adnan Siddiqui,49907-1586188-9,0307-1014527,Jazz,2026-02-28
MOB-001927,Komal Raza,32086-1074687-2,0340-4248443,Telenor,2024-04-19
MOB-001928,Amna Minhas,30204-2056850-4,0304-1029894,Jazz,2023-12-07
MOB-001929,Ghulam Bugti,11642-4656442-1,0306-4384331,Jazz,2020-07-12
MOB-001930,Ghulam Bugti,11642-4656442-1,0314-5087948,Zong,2018-09-09
MOB-001931,Nasreen Memon,54942-3028410-0,0317-5737836,Zong,2019-06-18
MOB-001932,Noor Jamali,41037-3936459-0,0347-5739785,Telenor,2024-12-13
MOB-001933,Noor Jamali,41037-3936459-0,0332-7248871,Ufone,2020-10-21
MOB-001934,Farzana Jatoi,32609-7351680-8,0318-9046384,Zong,2022-08-22
MOB-001935,Tahira Shaikh,44668-0790940-4,0344-9099351,Telenor,2019-01-06
MOB-001936,Samina Iqbal,39672-3285859-8,0304-6732136,Jazz,2023-07-17
MOB-001937,Samina Iqbal,39672-3285859-8,0346-8960766,Telenor,2024-10-15
MOB-001938,Riffat Bhatti,44711-6656864-8,0318-2180155,Zong,2021-07-10
MOB-001939,Shazia Chaudhry,33418-5178145-8,0331-0153305,Ufone,2023-05-23
MOB-001940,,32724-4135908-6,0330-1967377,Ufone,2022-07-14
MOB-001941,,32724-4135908-6,0333-6916501,Ufone,2023-04-05
MOB-001942,Maheen Baloch,32724-4135908-6,0313-4855815,Zong,
MOB-001943,Qudsia Chaudhry,37904-9076147-2,0345-9197324,Telenor,2025-10-31
MOB-001944,Qudsia Chaudhry,37904-9076147-2,0343-7761070,Telenor,2020-08-22
MOB-001945,Noor Baig,47571-8189414-4,0332-7762967,Ufone,2023-10-16
MOB-001946,Talha Malik,33971-6576413-7,0344-1485755,Telenor,2024-04-13
MOB-001947,Adnan Abbasi,30194-3434949-7,0330-4633151,Ufone,2022-07-01
MOB-001948,Adnan Abbasi,30194-3434949-7,0313-8655040,Zong,2024-05-08
MOB-001949,Bushra Gondal,32519-4391807-4,0334-0359617,Ufone,2025-05-29
MOB-001950,,32519-4391807-4,0311-3726239,Zong,2019-06-19
MOB-001951,Bushra Gondal,32519-4391807-4,0311-2879607,Zong,2021-08-15
MOB-001952,Qudsia Mengal,33028-9590263-0,0339-4446499,Ufone,2022-10-22
MOB-001953,Qudsia Mengal,33028-9590263-0,0336-0028526,Ufone,2024-09-06
MOB-001954,Rizwan Randhawa,33492-0262666-7,0314-5498179,Zong,2023-05-05
MOB-001955,Sanaa Soomro,40509-5941274-8,0346-1511774,Telenor,2018-08-06
MOB-001956,Basit Soomro,75820-7365865-3,0339-1415423,Ufone,2025-08-21
MOB-001957,Talha Gondal,40545-5281828-5,0341-7021708,Telenor,2020-08-27
MOB-001958,Tahir Gondal,37281-6284759-1,0347-3039512,Telenor,2019-10-31
MOB-001959,Tahir Gondal,37281-6284759-1,0308-2258862,Jazz,2023-05-25
MOB-001960,,37281-6284759-1,0301-2362413,Jazz,2018-12-11
MOB-001961,Khadija Mirza,47957-8771141-8,0315-7071196,Zong,2019-09-10
MOB-001962,Waheed Brohi,32128-3081703-3,0349-6302536,Telenor,2021-03-02
MOB-001963,Waheed Brohi,32128-3081703-3,0316-4972356,Zong,2022-05-15
