record_id,business_name,owner_name,cnic,business_type,role,share_percentage,annual_revenue,registration_city
BIZ-000748,Siddiqui Retail Enterprises,Qudsia Mughal,65556-2660962-2,Retail,Owner,25.0,58114046.0,Islamabad
BIZ-000749,Ahmed Financial Services Enterprises,Qudsia Mughal,65556-2660962-2,Financial Services,Partner,,154981638.0,Islamabad
BIZ-000750,Butt Transport Enterprises,Qudsia Mughal,65556-2660962-2,Transport,Director,20.0,176117218.0,Islamabad
BIZ-000751,Chaudhry Manufacturing Enterprises,Parveen Awan,36918-0669885-0,Manufacturing,Owner,25.0,41295373.0,Multan
BIZ-000752,Sheikh Education Enterprises,Asma Abbasi,17022-9367214-4,Education,Director,50.0,133758574.0,Mansehra
BIZ-000753,Abbasi Financial Services Pvt Ltd,Iram Afridi,39079-3689536-4,Financial Services,Owner,50.0,105759784.0,Dera Ghazi Khan
BIZ-000754,Afridi Wholesale Enterprises,Sajid Warraich,33087-4025044-3,Wholesale,Owner,50.0,388074421.0,Sahiwal
BIZ-000755,Mughal Import/Export Enterprises,Sajid Warraich,33087-4025044-3,Import/Export,Director,50.0,363421278.0,Sahiwal
BIZ-000756,Mughal Education Pvt Ltd,Rabia Bugti,44288-0015888-6,Education,Owner,50.0,15466220.0,Sukkur
BIZ-000757,Jamali Wholesale Enterprises,Nighat Abbasi,38612-9296099-8,Wholesale,Director,20.0,146231157.0,Dera Ghazi Khan
BIZ-000758,Malik Financial Services Enterprises,Nighat Abbasi,38612-9296099-8,Financial Services,Owner,33.0,427377506.0,Dera Ghazi Khan
BIZ-000759,Randhawa Agriculture Enterprises,Faisal Khan,31905-5712058-5,Agriculture,Partner,50.0,27566918.0,Rahim Yar Khan
BIZ-000760,Virk Manufacturing Enterprises,Faisal Khan,31905-5712058-5,Manufacturing,Owner,50.0,34403346.0,Rahim Yar Khan
BIZ-000761,Ali Real Estate Enterprises,Naveed Chandio,16115-6272739-1,Real Estate,Partner,51.0,76936072.0,
BIZ-000762,Tahir Pharmaceutical Enterprises,Hasan Chaudhry,35650-5098762-7,Pharmaceutical,Owner,25.0,437129805.0,Sargodha
BIZ-000763,Warraich Import/Export Pvt Ltd,Hassaan Chaudhry,35650-5098762-7,Import/Export,Director,5.0,56561075.0,Sargodha
BIZ-000764,Butt Education Enterprises,Iram Khan,45184-9862306-8,Education,Owner,25.0,11635956.0,Mirpur Khas
BIZ-000765,Butt Transport Enterprises,Iram Khan,45184-9862306-8,Transport,Owner,,18368947.0,Mirpur Khas
BIZ-000766,Junejo Import/Export Enterprises,Amir Gill,53812-4170801-3,Import/Export,Owner,,343809108.0,Quetta
BIZ-000767,Durrani Import/Export Enterprises,Amir Gill,53812-4170801-3,Import/Export,Owner,25.0,405252336.0,Quetta
BIZ-000768,Mughal Wholesale Enterprises,,36920-8555802-2,Wholesale,Owner,51.0,335158907.0,
BIZ-000769,Qureshi Automotive Enterprises,Habib Chaudhry,37451-8159528-5,Automotive,Partner,,814520.0,Jhelum
BIZ-000770,Ahmed IT Services Enterprises,Pervaiz Kayani,41130-6557233-7,IT Services,Owner,60.0,13022412.0,Jacobabad
BIZ-000771,Sethi Restaurant Enterprises,Daniyal Memon,,Restaurant,Owner,25.0,193562656.0,Quetta
BIZ-000772,Chaudhry Transport Enterprises,Asad Soomro,11905-4999004-7,Transport,Owner,60.0,66382603.0,Peshawar
BIZ-000773,Ahmed Healthcare Pvt Ltd,Waseem Jamali,31960-7285590-7,Healthcare,Director,5.0,282246026.0,Lahore
BIZ-000774,Gondal Agriculture Enterprises,Rizwan Mirza,35845-0393527-3,Agriculture,Director,,,Rawalpindi
BIZ-000775,Shah Manufacturing Enterprises,Rizwan Mirza,35845-0393527-3,Manufacturing,Partner,60.0,12436128.0,Rawalpindi
BIZ-000776,Khattak Construction Pvt Ltd,Irfan Sheikh,38348-8166962-3,Construction,Director,50.0,249331523.0,Lahore
BIZ-000777,Laghari Textile Enterprises,Irfan Sheikh,38348-8166962-3,Textile,Partner,50.0,170208446.0,Lahore
BIZ-000778,Durrani E-Commerce Enterprises,Shazia Baloch,41952-1072796-8,E-Commerce,Owner,,2368315.0,Sukkur
BIZ-000779,Ali IT Services Enterprises,Shazia Baloch,41952-1072796-8,IT Services,Owner,50.0,1170111.0,
BIZ-000780,Niazi Healthcare Enterprises,Wardah Khoso,49092-5726281-2,Healthcare,Owner,33.0,42255929.0,Khairpur
BIZ-000781,Sethi Pharmaceutical Enterprises,Wardah Khoso,49092-5726281-2,Pharmaceutical,Owner,60.0,17188674.0,Khairpur
BIZ-000782,Abbasi Transport Enterprises,Lubna Shah,36661-6801024-8,Transport,Owner,75.0,486374892.0,Sargodha
BIZ-000783,Chandio Wholesale Enterprises,Lubna Shah,36661-6801024-8,Wholesale,Owner,75.0,351205924.0,Sargodha
BIZ-000784,Sheikh Textile Enterprises,Lubna Shah,36661-6801024-8,Textile,Director,20.0,75540053.0,Sargodha
BIZ-000785,Mughal Education Enterprises,Fateema Awan,37147-7116726-0,Education,Director,25.0,4229969.0,Multan
BIZ-000786,Rajput Retail Pvt Ltd,Khadeeja Malik,39239-3242168-2,Retail,Owner,50.0,421462278.0,Lahore
BIZ-000787,Randhawa Financial Services Pvt Ltd,Maheen Mengal,48891-6643959-2,Financial Services,Director,20.0,179119006.0,Larkana
BIZ-000788,Baloch Transport Pvt Ltd,Yasmin Chandio,31523-7127011-8,Transport,Director,0.0,81833606.0,Rawalpindi
BIZ-000789,Warraich Construction Enterprises,Farah Kayani,35756-5539111-6,Construction,Owner,51.0,17628196.0,Sialkot
BIZ-000790,Minhas E-Commerce Pvt Ltd,Aesha Virk,37062-9988311-2,E-Commerce,Director,50.0,479269665.0,Sialkot
BIZ-000791,Niazi IT Services Pvt Ltd,Ayesha Virk,37062-9988311-2,IT Services,Owner,75.0,103285400.0,Sialkot
BIZ-000792,Cheema IT Services Pvt Ltd,Sadia Shah,49088-1451836-4,IT Services,Director,5.0,302841334.0,Karachi
BIZ-000793,Yousafzai IT Services Enterprises,Kashif Jatoi,36827-9206926-5,IT Services,Owner,60.0,16319306.0,Bahawalpur
BIZ-000794,Malik Automotive Pvt Ltd,Kashif Jatoi,36827-9206926-5,Automotive,Owner,60.0,8984490.0,Bahawalpur
BIZ-000795,Shah Textile Enterprises,Sohail Hussain,67777-2000252-7,Textile,Owner,75.0,351218367.0,Islamabad
BIZ-000796,Cheema Construction Enterprises,Qudsia Kayani,37604-5508294-2,Construction,Director,50.0,95544757.0,Gujrat
BIZ-000797,Qureshi Textile Enterprises,Hina Shah,34690-3503521-8,Textile,Owner,60.0,,Rahim Yar Khan
BIZ-000798,Butt Financial Services Enterprises,Aisha Chaudhry,49839-6215992-2,Financial Services,Owner,75.0,,Shikarpur
BIZ-000799,Durrani Construction Enterprises,Aisha Chaudhry,49839-6215992-2,Construction,Owner,75.0,39798147.0,Shikarpur
BIZ-000800,Bugti Healthcare Pvt Ltd,Atif Bugti,69554-5512211-5,Healthcare,Owner,60.0,357073881.0,Islamabad
BIZ-000801,Cheema Wholesale Pvt Ltd,Hassan Mughal,49799-6550455-3,Wholesale,Owner,33.0,35368804.0,Larkana
BIZ-000802,Junejo E-Commerce Enterprises,Arif Gill,38943-3331779-1,E-Commerce,Owner,75.0,4723358.0,Lahore
BIZ-000803,Bugti E-Commerce Enterprises,Durr-e-Shahwar Sethi,30124-3494246-0,E-Commerce,Director,,2701052.0,
BIZ-000804,Khan Restaurant Enterprises,Durr-e-Shahwar Sethi,30124-3494246-0,Restaurant,Partner,33.0,12200444.0,Gujrat
BIZ-000805,Sheikh Construction Enterprises,Shahid Durrani,32516-7193748-5,Construction,Owner,25.0,7945696.0,
BIZ-000806,Sethi Automotive Enterprises,Naveed Jatoi,33060-8521034-5,Automotive,Owner,100.0,475403605.0,Lahore
BIZ-000807,Rajput Education Pvt Ltd,Ayesha Raza,63517-2736406-0,Education,Partner,60.0,451548170.0,Islamabad
BIZ-000808,Sheikh Construction Enterprises,Aysha Raza,63517-2736406-0,Construction,Owner,75.0,265499214.0,Islamabad
BIZ-000809,Gondal Real Estate Enterprises,Ayesha Raza,63517-2736406-0,Real Estate,Director,10.0,355932783.0,Islamabad
BIZ-000810,Awan Real Estate Enterprises,Uzma Shaikh,32580-6445119-2,Real Estate,Partner,33.0,92695292.0,Sialkot
BIZ-000811,Brohi Retail Pvt Ltd,Tanzeela Randhawa,65816-5239072-0,Retail,Owner,,91146059.0,Islamabad
BIZ-000812,Sheikh Automotive Enterprises,Parveen Hussain,49999-3915783-2,Automotive,Partner,60.0,10333693.0,Nawabshah
BIZ-000813,Mirza Education Enterprises,Qudsia Shah,38059-4335602-4,Education,Director,50.0,34954124.0,Lahore
BIZ-000814,Mughal Transport Enterprises,,38059-4335602-4,Transport,Partner,100.0,40469108.0,Lahore
BIZ-000815,Cheema Automotive Enterprises,Ehsan Durrani,33519-0879250-9,Automotive,Owner,33.0,474098126.0,Sheikhupura
BIZ-000816,Mirza Textile Enterprises,Sana Gondal,31886-4206076-2,Textile,Owner,50.0,99175932.0,Sheikhupura
BIZ-000817,Iqbal Textile Pvt Ltd,,12979-3994756-0,Textile,Owner,50.0,206606693.0,Swabi
BIZ-000818,Iqbal Wholesale Enterprises,Zubaida Khoso,12979-3994756-0,Wholesale,Partner,33.0,69459567.0,Swabi
BIZ-000819,Kayani Education Enterprises,,12979-3994756-0,Education,Owner,51.0,394813402.0,Swabi
BIZ-000820,Mengal Wholesale Enterprises,Wardah Chandio,47752-8588907-4,Wholesale,Partner,,65898751.0,Hyderabad
BIZ-000821,Minhas Automotive Enterprises,Wardah Chandio,47752-8588907-4,Automotive,Director,25.0,99129932.0,Hyderabad
BIZ-000822,Gondal Financial Services Enterprises,Arif Laghari,39520-4316507-5,Financial Services,Partner,60.0,5383447.0,Gujranwala
BIZ-000823,Randhawa Agriculture Pvt Ltd,Arif Laghari,39520-4316507-5,Agriculture,Owner,75.0,,Gujranwala
BIZ-000824,Soomro Restaurant Enterprises,Amna Ahmed,31012-9390611-6,Restaurant,Owner,75.0,457954504.0,Lahore
BIZ-000825,Memon E-Commerce Pvt Ltd,Amna Ahmed,31012-9390611-6,E-Commerce,Owner,,369944282.0,Lahore
BIZ-000826,Minhas Education Enterprises,Zainab Memon,44254-5434811-0,Education,Owner,,64700378.0,Jacobabad
BIZ-000827,Kayani Manufacturing Enterprises,Mhd Jamali,37342-4344139-9,Manufacturing,Director,5.0,89249626.0,Multan
BIZ-000828,Malik Construction Enterprises,Mohamed Jamali,37342-4344139-9,Construction,Owner,51.0,33175845.0,Multan
BIZ-000829,Mirza Automotive Enterprises,Muhammed Jamali,37342-4344139-9,Automotive,Partner,50.0,68217401.0,Multan
BIZ-000830,Kayani Construction Pvt Ltd,Sadia Bugti,36540-6770876-2,Construction,Owner,,18057328.0,Lahore
BIZ-000831,Khoso Healthcare Enterprises,Sadia Bugti,36540-6770876-2,Healthcare,Director,50.0,13147593.0,Lahore
BIZ-000832,Minhas Restaurant Enterprises,,55319-0893631-2,Restaurant,Partner,33.0,,
BIZ-000833,Hashmi Manufacturing Pvt Ltd,Mariam Durrani,58104-5452948-0,Manufacturing,Director,10.0,319597032.0,Hub
BIZ-000834,Mirza Real Estate Enterprises,Noor Raza,13153-8407965-0,Real Estate,Owner,60.0,98399391.0,Peshawar
BIZ-000835,Ahmed Restaurant Enterprises,Noor Raza,13153-8407965-0,Restaurant,Director,0.0,52072911.0,Peshawar
BIZ-000836,Yousafzai Textile Enterprises,Saima Gill,12408-5121971-6,Textile,Owner,60.0,150152236.0,Kohat
BIZ-000837,Randhawa Restaurant Enterprises,Zubaida Warraich,11745-9100844-8,Restaurant,Owner,50.0,12448887.0,Dera Ismail Khan
BIZ-000838,Baloch Healthcare Enterprises,Nadeem Aslam,62153-9350544-7,Healthcare,Owner,75.0,476062043.0,Islamabad
BIZ-000839,Ali E-Commerce Pvt Ltd,Nadeem Aslam,62153-9350544-7,E-Commerce,Owner,33.0,356653241.0,Islamabad
BIZ-000840,Afridi Textile Enterprises,Sadia Ali,32069-1301345-2,Textile,Owner,25.0,16369970.0,Sialkot
BIZ-000841,Warraich Restaurant Enterprises,Bano Khattak,38834-5017900-6,Restaurant,Partner,75.0,1973673.0,Gujrat
BIZ-000842,Qureshi Automotive Enterprises,Adnan Gondal,32584-8038881-3,Automotive,Director,10.0,203477565.0,Multan
BIZ-000843,Khattak Transport Enterprises,Adnan Gondal,32584-8038881-3,Transport,Owner,33.0,449288592.0,Multan
BIZ-000844,Shah Financial Services Enterprises,Hussain Yousafzai,69055-3522644-7,Financial Services,Partner,,58969257.0,Islamabad
BIZ-000845,Jatoi Retail Pvt Ltd,Saeed Niazi,33699-6749809-1,Retail,Director,10.0,6897404.0,Lahore
BIZ-000846,Mughal Pharmaceutical Enterprises,Saeid Niazi,33699-6749809-1,Pharmaceutical,Partner,33.0,12536477.0,Lahore
BIZ-000847,Hashmi Real Estate Enterprises,Samina Abbasi,35721-2407834-2,Real Estate,Owner,100.0,10771842.0,Sahiwal
BIZ-000848,Qureshi Retail Enterprises,,35721-2407834-2,Retail,Owner,51.0,15578563.0,Sahiwal
BIZ-000849,Khan Restaurant Enterprises,Adnan Hashmi,11862-7137961-3,Restaurant,Owner,25.0,288316144.0,Peshawar
BIZ-000850,Sethi Healthcare Enterprises,Adnan Hashmi,11862-7137961-3,Healthcare,Owner,75.0,361463610.0,Peshawar
BIZ-000851,Durrani Wholesale Enterprises,Adnan Hashmi,11862-7137961-3,Wholesale,Owner,,371682370.0,Peshawar
BIZ-000852,Khattak Automotive Enterprises,Zubayr Jamali,69339-9664046-7,Automotive,Director,50.0,24139901.0,Islamabad
BIZ-000853,Afridi Import/Export Enterprises,Ghazala Afridi,30504-1100575-2,Import/Export,Owner,,13630556.0,Rahim Yar Khan
BIZ-000854,Jatoi Agriculture Enterprises,Atif Khan,19858-3409665-7,Agriculture,Director,10.0,31473872.0,Peshawar
BIZ-000855,Khoso Restaurant Pvt Ltd,Ehsan Butt,34906-9895097-5,Restaurant,Owner,33.0,18952792.0,Dera Ghazi Khan
BIZ-000856,Khattak Construction Pvt Ltd,Ehsan Butt,34906-9895097-5,Construction,Owner,,17713017.0,Dera Ghazi Khan
BIZ-000857,Ali Retail Enterprises,Salman Afridi,35977-2044183-5,Retail,Owner,75.0,403997286.0,
BIZ-000858,Mughal Manufacturing Enterprises,Rizwan Virk,35251-6486971-5,Manufacturing,Owner,,205703894.0,Dera Ghazi Khan
BIZ-000859,Gill Construction Pvt Ltd,Husein Qureshi,46539-1760461-1,Construction,Director,0.0,253710695.0,Khairpur
BIZ-000860,Rajput Pharmaceutical Enterprises,Rabia Malik,11532-5447291-8,Pharmaceutical,Director,5.0,82626027.0,Mansehra
BIZ-000861,Chaudhry Real Estate Enterprises,,44250-7804228-3,Real Estate,Director,25.0,493615235.0,Shikarpur
BIZ-000862,Baloch Agriculture Pvt Ltd,Irfan Ahmed,44250-7804228-3,Agriculture,Director,,209855673.0,Shikarpur
BIZ-000863,Baloch Healthcare Enterprises,,31972-5643841-5,Healthcare,Partner,,77000608.0,Gujranwala
BIZ-000864,Shaikh Transport Enterprises,Zafar Shah,33468-9962471-9,Transport,Director,20.0,18973991.0,Rawalpindi
BIZ-000865,Hashmi Retail Enterprises,Zafar Shah,33468-9962471-9,Retail,Director,20.0,88384413.0,Rawalpindi
BIZ-000866,Chandio Healthcare Enterprises,Zafar Shah,33468-9962471-9,Healthcare,Owner,51.0,87397068.0,Rawalpindi
BIZ-000867,Durrani E-Commerce Enterprises,Yasmin Khoso,33687-9748275-6,E-Commerce,Owner,75.0,386938551.0,Sahiwal
BIZ-000868,Yousafzai Manufacturing Pvt Ltd,Shazia Khan,16736-8482518-4,Manufacturing,Owner,33.0,1191938.0,Abbottabad
BIZ-000869,Tahir Construction Pvt Ltd,Shazia Khan,16736-8482518-4,Construction,Director,25.0,3179172.0,Abbottabad
BIZ-000870,Iqbal Agriculture Enterprises,Sadia Baloch,41929-4208197-6,Agriculture,Owner,51.0,45576038.0,Jacobabad
BIZ-000871,Awan IT Services Enterprises,Sadia Baloch,41929-4208197-6,IT Services,Owner,51.0,55733174.0,Jacobabad
BIZ-000872,Gondal Transport Pvt Ltd,Bano Abbasi,44470-7163402-2,Transport,Owner,100.0,65243459.0,Khairpur
BIZ-000873,Niazi Restaurant Enterprises,Bano Abbasi,44470-7163402-2,Restaurant,Owner,33.0,373613965.0,Khairpur
BIZ-000874,Ali Manufacturing Enterprises,Bano Abbasi,44470-7163402-2,Manufacturing,Owner,100.0,243989266.0,Khairpur
BIZ-000875,Rajput Retail Enterprises,Zubaida Warraich,32985-5626255-6,Retail,Owner,51.0,2367553.0,Sialkot
BIZ-000876,Chandio Pharmaceutical Enterprises,Zubaida Warraich,32985-5626255-6,Pharmaceutical,Director,20.0,4995285.0,Sialkot
BIZ-000877,Memon Real Estate Pvt Ltd,Rubina Shah,37603-1308377-6,Real Estate,Director,50.0,108104722.0,Lahore
BIZ-000878,Shaikh Textile Pvt Ltd,Zafar Laghari,41325-7977794-3,Textile,Partner,50.0,315110790.0,Sukkur
BIZ-000879,Iqbal Construction Enterprises,Kasim Qureshi,16095-7475462-5,Construction,Owner,100.0,18322488.0,Mardan
BIZ-000880,Randhawa Textile Enterprises,Qasem Qureshi,16095-7475462-5,Textile,Owner,50.0,19817926.0,Mardan
BIZ-000881,Kayani Import/Export Pvt Ltd,Qasem Qureshi,16095-7475462-5,Import/Export,Owner,100.0,7031178.0,Mardan
BIZ-000882,Memon Import/Export Enterprises,Asad Gondal,35279-4720029-1,Import/Export,Partner,60.0,495188883.0,Lahore
BIZ-000883,Jatoi Real Estate Enterprises,Babar Jamali,31979-8430748-1,Real Estate,Director,0.0,19527351.0,Gujrat
BIZ-000884,Abbasi Healthcare Enterprises,Zeeshan Laghari,45642-9234649-3,Healthcare,Director,25.0,32654595.0,Karachi
BIZ-000885,Jamali Retail Enterprises,Zeeshan Laghari,,Retail,Partner,100.0,37519447.0,Karachi
BIZ-000886,Laghari Pharmaceutical Pvt Ltd,Basit Durrani,33287-4637252-9,Pharmaceutical,Director,10.0,379024603.0,Lahore
BIZ-000887,Durrani Manufacturing Enterprises,Basit Durrani,33287-4637252-9,Manufacturing,Director,25.0,491849081.0,Lahore
BIZ-000888,Hashmi Restaurant Enterprises,Fahad Shah,60171-4974387-3,Restaurant,Owner,50.0,452057826.0,Islamabad
BIZ-000889,Virk Automotive Enterprises,Javed Durrani,11021-8340661-9,Automotive,Director,0.0,317669599.0,Peshawar
BIZ-000890,Abbasi Automotive Enterprises,Javed Durrani,11021-8340661-9,Automotive,Owner,25.0,475740681.0,Peshawar
BIZ-000891,Gondal Agriculture Enterprises,Atif Cheema,48168-1279248-3,Agriculture,Partner,50.0,352682643.0,Karachi
BIZ-000892,Baloch Real Estate Enterprises,Atif Cheema,48168-1279248-3,Real Estate,Owner,50.0,120183859.0,Karachi
BIZ-000893,Bugti Financial Services Enterprises,Faisal Warraich,35911-2146384-3,Financial Services,Owner,51.0,59201474.0,Sheikhupura
BIZ-000894,Chaudhry Construction Enterprises,Faisal Warraich,35911-2146384-3,Construction,Owner,60.0,,Sheikhupura
BIZ-000895,Bugti Manufacturing Enterprises,Amir Bugti,31835-0139992-9,Manufacturing,Director,20.0,13840270.0,Jhelum
BIZ-000896,Siddiqui IT Services Pvt Ltd,Asma Chaudhry,37752-8919545-2,IT Services,Director,20.0,10973730.0,Sialkot
BIZ-000897,Junejo Import/Export Pvt Ltd,,42038-4087858-8,Import/Export,Owner,51.0,390898244.0,Karachi
BIZ-000898,Shah Financial Services Enterprises,Nadeem Chandio,,Financial Services,Owner,25.0,413579904.0,Sargodha
BIZ-000899,Shaikh Retail Pvt Ltd,Asad Durrani,31352-7858668-5,Retail,Owner,75.0,1023076.0,Dera Ghazi Khan
BIZ-000900,Jamali E-Commerce Enterprises,Usmaan Afridi,33564-6988715-9,E-Commerce,Partner,60.0,102428774.0,Rahim Yar Khan
BIZ-000901,Cheema Construction Enterprises,Usman Afridi,33564-6988715-9,Construction,Owner,25.0,180785953.0,Rahim Yar Khan
BIZ-000902,Sheikh Pharmaceutical Enterprises,Usman Afridi,33564-6988715-9,Pharmaceutical,Owner,50.0,68916369.0,Rahim Yar Khan
BIZ-000903,Malik Automotive Enterprises,Tareq Ahmed,42086-1576436-5,Automotive,Owner,33.0,97602818.0,Sukkur
BIZ-000904,Virk Manufacturing Pvt Ltd,Tariq Ahmed,42086-1576436-5,Manufacturing,Partner,51.0,83284625.0,Sukkur
BIZ-000905,Laghari Education Enterprises,Ehsan Awan,49508-5065547-5,Education,Owner,50.0,402303048.0,Larkana
BIZ-000906,Shaikh Education Enterprises,Ehsan Awan,49508-5065547-5,Education,Owner,,112689867.0,Larkana
BIZ-000907,Shaikh Import/Export Pvt Ltd,Aisha Rajput,52820-9621508-4,Import/Export,Director,50.0,88818705.0,Gwadar
BIZ-000908,Shah Restaurant Enterprises,Lubna Khan,37724-0256442-4,Restaurant,Director,5.0,356990478.0,Lahore
BIZ-000909,Butt Financial Services Enterprises,Lubna Khan,37724-0256442-4,Financial Services,Director,50.0,105928852.0,Lahore
BIZ-000910,Hashmi Education Enterprises,Rubina Khan,31033-6953024-2,Education,Partner,75.0,93844773.0,Rahim Yar Khan
BIZ-000911,Khoso Retail Enterprises,Rubina Khan,31033-6953024-2,Retail,Owner,50.0,367229798.0,Rahim Yar Khan
BIZ-000912,Jamali Manufacturing Enterprises,Maryam Gill,55996-3882039-2,Manufacturing,Owner,75.0,6733984.0,Chaman
BIZ-000913,Memon Manufacturing Enterprises,Mariam Gill,55996-3882039-2,Manufacturing,Owner,50.0,18782089.0,Chaman
BIZ-000914,Hashmi Construction Enterprises,Saima Khan,45008-0264743-0,Construction,Partner,51.0,17177286.0,Nawabshah
BIZ-000915,Afridi IT Services Pvt Ltd,Umair Gill,57562-1874965-7,IT Services,Owner,51.0,365657853.0,Khuzdar
BIZ-000916,Kayani Restaurant Pvt Ltd,Ahemad Shaikh,34607-1905606-9,Restaurant,Owner,50.0,10510138.0,Faisalabad
BIZ-000917,Khoso Pharmaceutical Enterprises,Samina Butt,15856-5801676-2,Pharmaceutical,Owner,60.0,,Kohat
BIZ-000918,Siddiqui Transport Enterprises,Samina Butt,15856-5801676-2,Transport,Owner,25.0,484125774.0,Kohat
BIZ-000919,Virk Education Enterprises,Qasim Virk,65555-8236598-9,Education,Partner,60.0,272668458.0,Islamabad
BIZ-000920,Bugti IT Services Pvt Ltd,Kassim Virk,65555-8236598-9,IT Services,Partner,51.0,200617150.0,Islamabad
BIZ-000921,Mughal Textile Enterprises,Lubna Raza,63572-5515343-8,Textile,Owner,25.0,379387073.0,Islamabad
BIZ-000922,Niazi Wholesale Pvt Ltd,Zafar Khan,42809-4144688-7,Wholesale,Director,10.0,217664725.0,Shikarpur
BIZ-000923,Gondal Automotive Enterprises,Babar Hussain,36617-6090360-1,Automotive,Partner,75.0,16553253.0,Jhelum
BIZ-000924,Yousafzai Manufacturing Enterprises,Aisha Laghari,37206-9314465-2,Manufacturing,Owner,33.0,134068523.0,Multan
BIZ-000925,Memon Education Enterprises,Iram Awan,34044-3559063-6,Education,Partner,33.0,6309151.0,Gujrat
BIZ-000926,Sethi Real Estate Pvt Ltd,,34044-3559063-6,Real Estate,Owner,100.0,2201537.0,Gujrat
BIZ-000927,Bugti Manufacturing Enterprises,Iram Awan,34044-3559063-6,Manufacturing,Partner,,15680105.0,Gujrat
BIZ-000928,Ahmed Wholesale Enterprises,Tahir Memon,17311-4565967-7,Wholesale,Owner,33.0,18420319.0,Peshawar
BIZ-000929,Durrani Wholesale Pvt Ltd,Tahir Memon,17311-4565967-7,Wholesale,Owner,25.0,9719872.0,Peshawar
BIZ-000930,Gondal Financial Services Enterprises,Noor Abbasi,39267-1390256-6,Financial Services,Owner,100.0,247711135.0,Bahawalpur
BIZ-000931,Aslam Education Pvt Ltd,Kasim Sethi,33752-0007617-7,Education,Director,25.0,37474777.0,Faisalabad
BIZ-000932,Raza Textile Pvt Ltd,Marium Mirza,39097-3777582-4,Textile,Director,0.0,7710915.0,Multan
BIZ-000933,Randhawa Agriculture Enterprises,Javed Khan,57534-8533839-9,Agriculture,Director,50.0,19677106.0,Quetta
BIZ-000934,Iqbal Transport Enterprises,Javed Khan,57534-8533839-9,Transport,Director,10.0,18903286.0,Quetta
BIZ-000935,Butt Textile Enterprises,Waseem Mirza,60593-2711669-7,Textile,Partner,33.0,273980353.0,Islamabad
BIZ-000936,Qureshi Automotive Pvt Ltd,Amir Junejo,18990-5992363-5,Automotive,Owner,60.0,411729363.0,Swabi
BIZ-000937,Brohi E-Commerce Enterprises,Amir Junejo,18990-5992363-5,E-Commerce,Owner,50.0,260006812.0,Swabi
BIZ-000938,Chaudhry E-Commerce Enterprises,Sanaa Gondal,19432-9290197-6,E-Commerce,Owner,25.0,19887194.0,Kohat
BIZ-000939,Mirza Import/Export Enterprises,Sunna Gondal,19432-9290197-6,Import/Export,Owner,50.0,13318564.0,Kohat
BIZ-000940,Siddiqui Education Enterprises,Naila Khan,44227-9762612-2,Education,Partner,75.0,2333495.0,Nawabshah
BIZ-000941,Yousafzai Transport Enterprises,Naila Khan,44227-9762612-2,Transport,Owner,33.0,8648680.0,Nawabshah
